checking_account_status,duration_months,credit_history,purpose,credit_amount,savings_account,employment_duration,installment_rate,sex,other_debtors,residence_duration,property,age,other_installment_plans,housing,existing_credits,job,num_dependents,telephone,foreign_worker,target,relationship_status
0 <= ... < 200 DM,5,existing credits paid back duly till now,radio/television,15945,... < 100 DM,... < 1 year,2,male,none,4,building society savings agreement / life insurance,34,none,own,2,unskilled - resident,1,"yes, registered under customer's name",yes,2,divorced/separated
0 <= ... < 200 DM,59,existing credits paid back duly till now,radio/television,3641,... < 100 DM,1 <= ... < 4 years,3,male,guarantor,2,"car or other, not in savings account",35,none,own,1,unskilled - resident,1,"yes, registered under customer's name",yes,1,divorced/separated
0 <= ... < 200 DM,46,existing credits paid back duly till now,car (new),635,... < 100 DM,unemployed,4,male,none,4,unknown / no property,19,none,own,2,unskilled - resident,1,"yes, registered under customer's name",yes,1,divorced/separated
no checking account,43,critical account / other credits existing (not at this bank),radio/television,6845,... < 100 DM,... >= 7 years,2,female,guarantor,1,building society savings agreement / life insurance,48,none,for free,2,skilled employee / official,1,none,yes,1,single
... < 0 DM,36,existing credits paid back duly till now,car (new),5593,... < 100 DM,... < 1 year,2,female,none,1,unknown / no property,19,none,for free,1,unskilled - resident,1,"yes, registered under customer's name",no,2,single
... >= 200 DM / salary assignments for at least 1 year,19,no credits taken / all credits paid back duly,car (used),2710,unknown / no savings account,1 <= ... < 4 years,3,female,none,4,"car or other, not in savings account",19,none,rent,1,skilled employee / official,1,none,yes,2,single
... >= 200 DM / salary assignments for at least 1 year,24,existing credits paid back duly till now,car (new),1858,... < 100 DM,unemployed,1,male,none,4,real estate,35,none,rent,2,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,2,divorced/separated
0 <= ... < 200 DM,10,existing credits paid back duly till now,car (new),2521,... < 100 DM,unemployed,4,male,none,2,real estate,28,none,for free,2,skilled employee / official,1,"yes, registered under customer's name",yes,2,single
... < 0 DM,10,existing credits paid back duly till now,car (new),3404,... >= 1000 DM,... < 1 year,3,female,guarantor,1,unknown / no property,34,none,own,1,management / self-employed / highly qualified employee / officer,2,"yes, registered under customer's name",yes,1,divorced/separated
0 <= ... < 200 DM,23,existing credits paid back duly till now,car (new),11566,unknown / no savings account,4 <= ... < 7 years,2,male,none,4,real estate,24,none,own,1,unskilled - resident,1,none,yes,1,single
no checking account,71,existing credits paid back duly till now,furniture/equipment,2827,... < 100 DM,... < 1 year,1,female,none,4,real estate,28,none,own,2,skilled employee / official,1,"yes, registered under customer's name",yes,1,married/widowed
... < 0 DM,19,critical account / other credits existing (not at this bank),car (new),1049,unknown / no savings account,... < 1 year,3,male,none,4,building society savings agreement / life insurance,19,none,own,1,unskilled - resident,1,"yes, registered under customer's name",yes,1,divorced/separated
0 <= ... < 200 DM,55,critical account / other credits existing (not at this bank),others,2591,... < 100 DM,... < 1 year,2,male,none,4,"car or other, not in savings account",26,none,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,divorced/separated
no checking account,40,existing credits paid back duly till now,car (new),9423,... < 100 DM,4 <= ... < 7 years,4,male,none,4,"car or other, not in savings account",58,none,rent,1,skilled employee / official,2,"yes, registered under customer's name",yes,1,single
0 <= ... < 200 DM,23,existing credits paid back duly till now,radio/television,3592,... < 100 DM,1 <= ... < 4 years,2,female,none,1,"car or other, not in savings account",69,none,for free,1,management / self-employed / highly qualified employee / officer,1,none,yes,1,divorced/separated
... < 0 DM,28,existing credits paid back duly till now,car (new),9870,100 <= ... < 500 DM,1 <= ... < 4 years,4,female,none,4,unknown / no property,27,none,own,1,skilled employee / official,1,none,yes,2,divorced/separated
... < 0 DM,23,existing credits paid back duly till now,car (new),2826,... < 100 DM,1 <= ... < 4 years,4,male,none,1,"car or other, not in savings account",63,none,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,2,single
... < 0 DM,37,existing credits paid back duly till now,radio/television,2595,... < 100 DM,4 <= ... < 7 years,2,female,none,4,building society savings agreement / life insurance,53,none,own,2,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
... < 0 DM,56,critical account / other credits existing (not at this bank),car (new),1608,... < 100 DM,4 <= ... < 7 years,2,female,none,4,"car or other, not in savings account",24,none,for free,1,management / self-employed / highly qualified employee / officer,1,none,yes,1,divorced/separated
0 <= ... < 200 DM,10,all credits at this bank paid back duly,furniture/equipment,3268,... < 100 DM,... < 1 year,2,female,none,4,"car or other, not in savings account",20,none,own,1,skilled employee / official,1,none,yes,1,divorced/separated
... < 0 DM,18,existing credits paid back duly till now,furniture/equipment,4331,... < 100 DM,... < 1 year,1,female,none,2,"car or other, not in savings account",21,none,own,1,skilled employee / official,1,none,yes,2,married/widowed
... < 0 DM,51,critical account / other credits existing (not at this bank),education,2868,unknown / no savings account,1 <= ... < 4 years,4,male,none,4,building society savings agreement / life insurance,75,none,for free,1,unskilled - resident,1,"yes, registered under customer's name",yes,2,married/widowed
no checking account,26,existing credits paid back duly till now,car (new),2662,... < 100 DM,1 <= ... < 4 years,1,female,none,4,"car or other, not in savings account",19,none,for free,1,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,1,divorced/separated
... < 0 DM,10,existing credits paid back duly till now,car (new),1724,100 <= ... < 500 DM,1 <= ... < 4 years,3,male,none,4,real estate,52,none,own,1,unskilled - resident,1,none,yes,1,single
... >= 200 DM / salary assignments for at least 1 year,21,existing credits paid back duly till now,car (new),9866,... < 100 DM,1 <= ... < 4 years,4,male,none,4,real estate,34,none,rent,1,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,1,divorced/separated
no checking account,4,all credits at this bank paid back duly,radio/television,8224,... < 100 DM,... >= 7 years,1,female,none,4,"car or other, not in savings account",22,none,own,2,unskilled - resident,1,"yes, registered under customer's name",yes,2,divorced/separated
... < 0 DM,22,critical account / other credits existing (not at this bank),radio/television,7396,... < 100 DM,... < 1 year,4,male,none,1,building society savings agreement / life insurance,27,none,for free,1,unskilled - resident,1,"yes, registered under customer's name",yes,1,single
0 <= ... < 200 DM,26,existing credits paid back duly till now,radio/television,2888,100 <= ... < 500 DM,1 <= ... < 4 years,2,female,none,1,"car or other, not in savings account",35,none,for free,1,skilled employee / official,1,none,yes,2,divorced/separated
... < 0 DM,14,delay in paying off in the past,radio/television,1887,... < 100 DM,1 <= ... < 4 years,3,male,none,4,"car or other, not in savings account",19,none,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,2,divorced/separated
0 <= ... < 200 DM,29,critical account / other credits existing (not at this bank),car (new),1547,... < 100 DM,1 <= ... < 4 years,4,male,none,4,building society savings agreement / life insurance,46,none,own,2,unskilled - resident,1,none,yes,1,divorced/separated
no checking account,26,existing credits paid back duly till now,furniture/equipment,7480,... < 100 DM,4 <= ... < 7 years,1,female,none,2,real estate,19,none,for free,2,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,1,single
... < 0 DM,4,critical account / other credits existing (not at this bank),car (new),1511,... < 100 DM,1 <= ... < 4 years,2,male,none,4,real estate,24,bank,for free,1,unskilled - resident,1,none,no,2,divorced/separated
... < 0 DM,20,existing credits paid back duly till now,furniture/equipment,3911,... < 100 DM,4 <= ... < 7 years,1,male,none,4,real estate,25,none,rent,2,unskilled - resident,1,"yes, registered under customer's name",yes,1,single
... < 0 DM,13,critical account / other credits existing (not at this bank),education,12333,... < 100 DM,1 <= ... < 4 years,4,female,none,3,"car or other, not in savings account",58,none,own,1,unskilled - resident,1,none,yes,2,divorced/separated
0 <= ... < 200 DM,28,delay in paying off in the past,furniture/equipment,3111,... < 100 DM,1 <= ... < 4 years,2,male,none,4,"car or other, not in savings account",36,none,own,1,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,1,single
0 <= ... < 200 DM,11,existing credits paid back duly till now,education,10391,... < 100 DM,... < 1 year,4,female,none,4,real estate,24,none,own,2,skilled employee / official,1,"yes, registered under customer's name",yes,1,divorced/separated
no checking account,60,existing credits paid back duly till now,business,12002,... < 100 DM,unemployed,3,male,none,4,"car or other, not in savings account",26,none,own,1,skilled employee / official,1,none,yes,2,single
... < 0 DM,12,critical account / other credits existing (not at this bank),business,5852,... >= 1000 DM,1 <= ... < 4 years,2,female,none,1,"car or other, not in savings account",26,stores,own,1,unskilled - resident,1,none,yes,2,divorced/separated
0 <= ... < 200 DM,23,existing credits paid back duly till now,car (new),5759,500 <= ... < 1000 DM,1 <= ... < 4 years,2,male,none,4,unknown / no property,69,none,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,2,divorced/separated
... < 0 DM,42,existing credits paid back duly till now,car (new),3447,... < 100 DM,4 <= ... < 7 years,3,female,none,4,real estate,19,none,for free,2,unskilled - resident,1,"yes, registered under customer's name",yes,1,divorced/separated
0 <= ... < 200 DM,15,critical account / other credits existing (not at this bank),others,6460,... < 100 DM,4 <= ... < 7 years,4,male,guarantor,4,"car or other, not in savings account",30,none,for free,1,skilled employee / official,1,"yes, registered under customer's name",yes,2,divorced/separated
... < 0 DM,61,critical account / other credits existing (not at this bank),others,2719,... < 100 DM,1 <= ... < 4 years,2,female,co-applicant,4,real estate,56,none,for free,2,unskilled - resident,2,"yes, registered under customer's name",yes,2,single
... < 0 DM,44,all credits at this bank paid back duly,others,12917,... < 100 DM,4 <= ... < 7 years,3,male,none,2,real estate,38,none,own,1,unskilled - resident,1,none,no,2,single
... < 0 DM,23,existing credits paid back duly till now,car (new),6195,... < 100 DM,4 <= ... < 7 years,4,male,none,4,real estate,19,none,rent,2,skilled employee / official,1,"yes, registered under customer's name",yes,2,divorced/separated
... < 0 DM,25,existing credits paid back duly till now,furniture/equipment,1490,unknown / no savings account,... < 1 year,4,male,none,4,"car or other, not in savings account",45,none,rent,1,skilled employee / official,1,none,yes,2,divorced/separated
... < 0 DM,42,existing credits paid back duly till now,furniture/equipment,1201,... < 100 DM,1 <= ... < 4 years,1,female,none,4,building society savings agreement / life insurance,28,none,own,1,management / self-employed / highly qualified employee / officer,1,none,yes,2,divorced/separated
0 <= ... < 200 DM,8,existing credits paid back duly till now,radio/television,12395,... < 100 DM,4 <= ... < 7 years,2,male,none,4,"car or other, not in savings account",34,none,for free,2,management / self-employed / highly qualified employee / officer,2,none,yes,2,divorced/separated
... < 0 DM,72,existing credits paid back duly till now,domestic appliances,3346,... < 100 DM,1 <= ... < 4 years,4,male,none,4,"car or other, not in savings account",41,none,for free,2,unskilled - resident,1,none,yes,2,married/widowed
0 <= ... < 200 DM,12,critical account / other credits existing (not at this bank),furniture/equipment,2908,... < 100 DM,... < 1 year,4,female,co-applicant,4,unknown / no property,19,bank,rent,2,management / self-employed / highly qualified employee / officer,1,none,yes,2,divorced/separated
0 <= ... < 200 DM,6,critical account / other credits existing (not at this bank),car (new),4357,... < 100 DM,1 <= ... < 4 years,3,female,none,4,"car or other, not in savings account",30,none,rent,1,unskilled - resident,1,"yes, registered under customer's name",yes,1,single
no checking account,29,existing credits paid back duly till now,car (new),1334,unknown / no savings account,... >= 7 years,4,female,none,1,building society savings agreement / life insurance,25,none,rent,1,unskilled - resident,1,none,yes,1,single
no checking account,23,delay in paying off in the past,repairs,1450,... < 100 DM,... < 1 year,2,female,none,2,real estate,19,none,own,1,unskilled - resident,1,none,yes,2,single
... < 0 DM,26,existing credits paid back duly till now,furniture/equipment,15945,... < 100 DM,4 <= ... < 7 years,1,female,none,1,"car or other, not in savings account",25,none,own,1,unskilled - resident,1,none,yes,2,married/widowed
... < 0 DM,6,critical account / other credits existing (not at this bank),radio/television,2214,... < 100 DM,... < 1 year,2,male,none,4,"car or other, not in savings account",19,none,own,2,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
... < 0 DM,16,existing credits paid back duly till now,radio/television,3363,... < 100 DM,1 <= ... < 4 years,3,male,none,4,"car or other, not in savings account",23,none,own,1,skilled employee / official,1,none,yes,1,single
... < 0 DM,26,critical account / other credits existing (not at this bank),furniture/equipment,3630,500 <= ... < 1000 DM,1 <= ... < 4 years,4,female,none,4,real estate,26,none,rent,2,unskilled - resident,1,none,yes,1,single
... < 0 DM,28,existing credits paid back duly till now,radio/television,2625,... < 100 DM,... < 1 year,2,female,none,4,real estate,20,none,own,2,skilled employee / official,1,none,yes,2,divorced/separated
no checking account,29,existing credits paid back duly till now,car (new),12938,... < 100 DM,1 <= ... < 4 years,3,female,none,4,building society savings agreement / life insurance,30,none,own,1,unskilled - resident,1,"yes, registered under customer's name",yes,2,married/widowed
... >= 200 DM / salary assignments for at least 1 year,8,existing credits paid back duly till now,radio/television,10353,... < 100 DM,... >= 7 years,4,male,none,4,"car or other, not in savings account",31,none,rent,2,management / self-employed / highly qualified employee / officer,1,none,yes,1,divorced/separated
... < 0 DM,5,existing credits paid back duly till now,education,1904,... < 100 DM,1 <= ... < 4 years,2,male,none,1,"car or other, not in savings account",19,none,own,1,skilled employee / official,1,none,yes,1,single
... < 0 DM,41,existing credits paid back duly till now,car (new),729,... < 100 DM,4 <= ... < 7 years,4,female,none,4,"car or other, not in savings account",28,none,for free,2,unskilled - resident,1,none,yes,1,single
no checking account,4,existing credits paid back duly till now,furniture/equipment,2282,... < 100 DM,... < 1 year,4,female,none,3,"car or other, not in savings account",25,bank,own,2,skilled employee / official,1,none,yes,1,single
... < 0 DM,59,no credits taken / all credits paid back duly,business,2027,... < 100 DM,... < 1 year,2,female,none,4,"car or other, not in savings account",49,none,own,2,unskilled - resident,1,"yes, registered under customer's name",yes,1,divorced/separated
0 <= ... < 200 DM,10,existing credits paid back duly till now,car (new),3293,... < 100 DM,4 <= ... < 7 years,2,male,none,3,"car or other, not in savings account",19,none,own,2,skilled employee / official,1,none,yes,1,divorced/separated
0 <= ... < 200 DM,60,existing credits paid back duly till now,car (new),2085,... < 100 DM,... < 1 year,3,female,none,4,unknown / no property,34,none,rent,2,unskilled - resident,1,"yes, registered under customer's name",yes,2,single
... < 0 DM,24,existing credits paid back duly till now,domestic appliances,6707,... < 100 DM,... >= 7 years,2,male,none,4,real estate,19,stores,rent,1,skilled employee / official,2,none,yes,2,divorced/separated
... < 0 DM,4,existing credits paid back duly till now,car (used),1177,... < 100 DM,unemployed,1,female,none,4,"car or other, not in savings account",19,none,own,2,unskilled - resident,1,"yes, registered under customer's name",yes,1,divorced/separated
... < 0 DM,24,existing credits paid back duly till now,radio/television,1622,... < 100 DM,1 <= ... < 4 years,4,female,none,4,"car or other, not in savings account",25,none,own,1,unskilled - resident,1,"yes, registered under customer's name",yes,1,single
... < 0 DM,27,existing credits paid back duly till now,car (new),1857,... >= 1000 DM,... < 1 year,1,female,none,2,real estate,27,stores,own,1,skilled employee / official,1,none,yes,1,single
... < 0 DM,18,all credits at this bank paid back duly,car (new),8157,100 <= ... < 500 DM,4 <= ... < 7 years,2,female,none,4,real estate,23,none,own,1,management / self-employed / highly qualified employee / officer,1,none,yes,1,married/widowed
no checking account,20,existing credits paid back duly till now,furniture/equipment,3646,... < 100 DM,... < 1 year,4,male,co-applicant,4,"car or other, not in savings account",20,none,own,1,management / self-employed / highly qualified employee / officer,1,none,yes,1,divorced/separated
0 <= ... < 200 DM,23,existing credits paid back duly till now,radio/television,1103,... < 100 DM,1 <= ... < 4 years,4,male,none,1,real estate,47,none,rent,1,unskilled - resident,1,"yes, registered under customer's name",yes,1,divorced/separated
... >= 200 DM / salary assignments for at least 1 year,9,existing credits paid back duly till now,car (new),3114,... < 100 DM,1 <= ... < 4 years,3,female,none,1,real estate,32,none,for free,2,unskilled - resident,1,none,yes,2,single
... < 0 DM,36,critical account / other credits existing (not at this bank),furniture/equipment,2079,... < 100 DM,... >= 7 years,4,female,none,1,"car or other, not in savings account",24,none,for free,1,skilled employee / official,1,none,yes,1,divorced/separated
... < 0 DM,14,existing credits paid back duly till now,car (new),2552,unknown / no savings account,4 <= ... < 7 years,2,female,none,3,"car or other, not in savings account",24,none,for free,1,unskilled - resident,1,"yes, registered under customer's name",yes,2,divorced/separated
0 <= ... < 200 DM,8,existing credits paid back duly till now,radio/television,3581,... < 100 DM,... >= 7 years,2,male,none,1,unknown / no property,25,none,rent,1,unskilled - resident,1,none,yes,2,single
0 <= ... < 200 DM,11,critical account / other credits existing (not at this bank),radio/television,7479,... < 100 DM,unemployed,2,male,none,4,"car or other, not in savings account",25,none,rent,2,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,1,divorced/separated
0 <= ... < 200 DM,24,existing credits paid back duly till now,repairs,5874,... < 100 DM,unemployed,2,male,none,4,"car or other, not in savings account",24,none,for free,1,unskilled - resident,1,"yes, registered under customer's name",yes,1,single
... >= 200 DM / salary assignments for at least 1 year,5,existing credits paid back duly till now,car (new),2684,... < 100 DM,... < 1 year,4,male,co-applicant,4,building society savings agreement / life insurance,36,none,own,1,unskilled - resident,1,none,yes,2,married/widowed
0 <= ... < 200 DM,17,existing credits paid back duly till now,business,3752,... < 100 DM,1 <= ... < 4 years,4,female,none,2,building society savings agreement / life insurance,22,bank,rent,1,unskilled - resident,1,"yes, registered under customer's name",no,2,single
0 <= ... < 200 DM,4,existing credits paid back duly till now,car (used),3592,... < 100 DM,... < 1 year,1,male,none,4,real estate,36,bank,rent,2,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,1,single
... < 0 DM,60,existing credits paid back duly till now,radio/television,2446,... < 100 DM,4 <= ... < 7 years,1,male,none,4,building society savings agreement / life insurance,20,none,for free,1,skilled employee / official,1,none,yes,2,single
no checking account,15,existing credits paid back duly till now,radio/television,4537,... < 100 DM,4 <= ... < 7 years,1,female,none,4,"car or other, not in savings account",19,none,rent,1,skilled employee / official,1,none,yes,2,single
... < 0 DM,26,critical account / other credits existing (not at this bank),business,12476,500 <= ... < 1000 DM,1 <= ... < 4 years,1,male,none,4,"car or other, not in savings account",72,none,for free,2,unskilled - resident,1,none,yes,1,married/widowed
no checking account,72,existing credits paid back duly till now,business,1078,500 <= ... < 1000 DM,... >= 7 years,4,male,none,2,real estate,20,none,own,2,unskilled - resident,1,none,yes,1,divorced/separated
0 <= ... < 200 DM,40,critical account / other credits existing (not at this bank),radio/television,9699,... < 100 DM,4 <= ... < 7 years,2,female,none,4,"car or other, not in savings account",19,none,own,3,skilled employee / official,1,"yes, registered under customer's name",yes,2,divorced/separated
0 <= ... < 200 DM,7,existing credits paid back duly till now,radio/television,8765,... < 100 DM,4 <= ... < 7 years,4,male,guarantor,4,real estate,19,bank,own,2,skilled employee / official,1,none,yes,2,married/widowed
0 <= ... < 200 DM,61,all credits at this bank paid back duly,radio/television,2922,... < 100 DM,4 <= ... < 7 years,1,male,none,4,"car or other, not in savings account",33,bank,rent,1,unskilled - resident,1,"yes, registered under customer's name",yes,1,divorced/separated
... < 0 DM,19,existing credits paid back duly till now,radio/television,1552,... < 100 DM,1 <= ... < 4 years,4,female,none,2,building society savings agreement / life insurance,35,stores,for free,1,unskilled - resident,1,none,yes,2,divorced/separated
... < 0 DM,20,existing credits paid back duly till now,radio/television,1736,unknown / no savings account,... < 1 year,2,female,none,3,"car or other, not in savings account",27,none,own,2,unskilled - resident,1,"yes, registered under customer's name",yes,2,divorced/separated
... < 0 DM,25,existing credits paid back duly till now,car (used),708,... < 100 DM,... < 1 year,1,female,none,4,real estate,50,none,for free,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
... < 0 DM,24,no credits taken / all credits paid back duly,furniture/equipment,9070,... < 100 DM,... < 1 year,3,female,none,4,real estate,20,bank,own,1,unskilled - resident,1,none,yes,1,single
no checking account,8,existing credits paid back duly till now,retraining,2537,... < 100 DM,1 <= ... < 4 years,2,male,none,4,building society savings agreement / life insurance,33,none,own,1,skilled employee / official,1,none,no,1,single
0 <= ... < 200 DM,44,critical account / other credits existing (not at this bank),car (new),2625,... < 100 DM,... >= 7 years,2,male,none,4,real estate,19,bank,own,2,unskilled - resident,1,"yes, registered under customer's name",yes,2,single
... < 0 DM,16,critical account / other credits existing (not at this bank),repairs,5829,100 <= ... < 500 DM,1 <= ... < 4 years,4,female,none,4,"car or other, not in savings account",41,stores,own,1,unskilled - resident,1,none,yes,2,divorced/separated
0 <= ... < 200 DM,9,existing credits paid back duly till now,furniture/equipment,2866,... >= 1000 DM,... < 1 year,2,female,none,4,real estate,31,none,own,1,unemployed / unskilled - non-resident,1,none,yes,2,married/widowed
