checking_account_status,duration_months,credit_history,purpose,credit_amount,savings_account,employment_duration,installment_rate,sex,other_debtors,residence_duration,property,age,other_installment_plans,housing,existing_credits,job,num_dependents,telephone,foreign_worker,target,relationship_status
no checking account,27,existing credits paid back duly till now,education,5984,... < 100 DM,... >= 7 years,4,male,none,2,"car or other, not in savings account",19,none,own,1,skilled employee / official,2,none,yes,2,single
no checking account,19,existing credits paid back duly till now,business,1479,unknown / no savings account,... < 1 year,4,male,none,2,"car or other, not in savings account",19,none,own,1,skilled employee / official,1,none,yes,2,single
no checking account,4,existing credits paid back duly till now,furniture/equipment,250,100 <= ... < 500 DM,... < 1 year,2,male,none,3,"car or other, not in savings account",25,none,own,2,skilled employee / official,1,none,yes,2,married/widowed
no checking account,26,critical account / other credits existing (not at this bank),car (new),2452,... < 100 DM,4 <= ... < 7 years,1,female,none,1,real estate,34,none,own,2,skilled employee / official,1,none,yes,1,divorced/separated
0 <= ... < 200 DM,23,critical account / other credits existing (not at this bank),car (new),250,... < 100 DM,... < 1 year,1,female,none,3,building society savings agreement / life insurance,60,none,own,2,unskilled - resident,1,none,yes,2,single
... < 0 DM,4,delay in paying off in the past,education,2529,... < 100 DM,... >= 7 years,3,male,none,2,"car or other, not in savings account",44,stores,own,1,unskilled - resident,2,none,yes,1,single
0 <= ... < 200 DM,42,existing credits paid back duly till now,retraining,1095,... < 100 DM,... < 1 year,3,male,none,4,"car or other, not in savings account",56,none,rent,1,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,2,single
no checking account,23,existing credits paid back duly till now,radio/television,1102,unknown / no savings account,4 <= ... < 7 years,1,female,co-applicant,1,real estate,43,none,own,2,skilled employee / official,1,none,yes,1,single
... < 0 DM,7,existing credits paid back duly till now,car (new),250,100 <= ... < 500 DM,1 <= ... < 4 years,1,female,none,2,real estate,34,none,own,1,unskilled - resident,1,none,yes,1,divorced/separated
... >= 200 DM / salary assignments for at least 1 year,4,existing credits paid back duly till now,retraining,510,... < 100 DM,... >= 7 years,1,male,none,4,building society savings agreement / life insurance,20,none,for free,3,skilled employee / official,1,none,yes,1,single
... < 0 DM,23,existing credits paid back duly till now,furniture/equipment,9261,unknown / no savings account,... < 1 year,2,female,none,4,"car or other, not in savings account",19,none,rent,1,skilled employee / official,2,"yes, registered under customer's name",yes,2,divorced/separated
0 <= ... < 200 DM,26,delay in paying off in the past,car (new),5021,unknown / no savings account,1 <= ... < 4 years,4,male,none,4,"car or other, not in savings account",32,none,own,3,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
0 <= ... < 200 DM,10,critical account / other credits existing (not at this bank),domestic appliances,656,500 <= ... < 1000 DM,4 <= ... < 7 years,3,male,none,1,"car or other, not in savings account",60,none,own,2,skilled employee / official,2,none,yes,1,single
... < 0 DM,28,critical account / other credits existing (not at this bank),car (new),551,... < 100 DM,... >= 7 years,4,male,none,3,building society savings agreement / life insurance,23,bank,own,2,skilled employee / official,2,none,yes,1,single
no checking account,23,existing credits paid back duly till now,radio/television,250,unknown / no savings account,4 <= ... < 7 years,4,male,none,3,real estate,75,none,own,1,skilled employee / official,2,none,yes,1,single
no checking account,6,critical account / other credits existing (not at this bank),car (new),1810,... < 100 DM,unemployed,4,male,none,2,"car or other, not in savings account",19,none,own,2,skilled employee / official,1,none,yes,1,single
... < 0 DM,28,no credits taken / all credits paid back duly,furniture/equipment,5645,... < 100 DM,... < 1 year,2,male,none,2,real estate,29,none,own,1,unskilled - resident,2,none,yes,1,single
0 <= ... < 200 DM,12,existing credits paid back duly till now,repairs,700,unknown / no savings account,... >= 7 years,4,female,none,4,unknown / no property,57,none,rent,1,skilled employee / official,1,none,yes,2,married/widowed
0 <= ... < 200 DM,27,no credits taken / all credits paid back duly,car (new),4037,100 <= ... < 500 DM,1 <= ... < 4 years,2,male,none,2,unknown / no property,53,none,for free,1,skilled employee / official,1,"yes, registered under customer's name",yes,2,single
... >= 200 DM / salary assignments for at least 1 year,22,existing credits paid back duly till now,car (used),1906,100 <= ... < 500 DM,... >= 7 years,4,female,none,4,unknown / no property,70,none,own,2,skilled employee / official,1,"yes, registered under customer's name",yes,2,single
... < 0 DM,40,existing credits paid back duly till now,car (used),250,100 <= ... < 500 DM,... >= 7 years,4,male,none,4,building society savings agreement / life insurance,52,bank,own,1,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,2,single
0 <= ... < 200 DM,28,no credits taken / all credits paid back duly,repairs,1880,... >= 1000 DM,... >= 7 years,2,male,none,4,"car or other, not in savings account",42,bank,for free,1,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,2,single
no checking account,72,existing credits paid back duly till now,business,5789,... < 100 DM,1 <= ... < 4 years,2,male,none,3,"car or other, not in savings account",19,none,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
no checking account,9,critical account / other credits existing (not at this bank),domestic appliances,250,... < 100 DM,... < 1 year,1,female,none,3,real estate,27,none,own,2,skilled employee / official,1,none,yes,1,divorced/separated
no checking account,24,existing credits paid back duly till now,car (new),250,... < 100 DM,... < 1 year,4,female,none,1,"car or other, not in savings account",25,none,own,1,skilled employee / official,1,none,yes,1,divorced/separated
no checking account,21,existing credits paid back duly till now,furniture/equipment,462,... < 100 DM,4 <= ... < 7 years,2,male,none,2,"car or other, not in savings account",19,none,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,divorced/separated
... < 0 DM,39,critical account / other credits existing (not at this bank),education,675,unknown / no savings account,... >= 7 years,4,male,none,4,"car or other, not in savings account",48,none,own,1,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,1,single
0 <= ... < 200 DM,21,existing credits paid back duly till now,radio/television,2744,... < 100 DM,1 <= ... < 4 years,4,female,none,2,building society savings agreement / life insurance,35,none,own,2,skilled employee / official,1,none,yes,1,single
0 <= ... < 200 DM,37,critical account / other credits existing (not at this bank),business,3384,... < 100 DM,... >= 7 years,4,male,none,4,unknown / no property,75,none,for free,1,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,2,single
... < 0 DM,33,existing credits paid back duly till now,education,3672,... < 100 DM,... >= 7 years,4,male,none,4,"car or other, not in savings account",55,none,rent,2,skilled employee / official,1,none,yes,2,single
0 <= ... < 200 DM,51,delay in paying off in the past,others,1442,unknown / no savings account,1 <= ... < 4 years,4,female,none,2,real estate,21,none,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
0 <= ... < 200 DM,15,existing credits paid back duly till now,car (new),852,... < 100 DM,4 <= ... < 7 years,4,male,none,4,building society savings agreement / life insurance,32,none,own,1,skilled employee / official,1,none,yes,1,divorced/separated
no checking account,11,all credits at this bank paid back duly,furniture/equipment,2782,... < 100 DM,4 <= ... < 7 years,2,male,none,2,real estate,64,none,own,2,unskilled - resident,2,none,yes,1,single
no checking account,18,critical account / other credits existing (not at this bank),car (new),1686,... < 100 DM,4 <= ... < 7 years,2,male,none,2,"car or other, not in savings account",31,none,own,1,unskilled - resident,2,none,yes,1,single
... >= 200 DM / salary assignments for at least 1 year,9,critical account / other credits existing (not at this bank),car (new),3701,... < 100 DM,... < 1 year,1,female,none,3,building society savings agreement / life insurance,26,none,own,2,skilled employee / official,1,none,yes,1,married/widowed
no checking account,7,existing credits paid back duly till now,education,1267,500 <= ... < 1000 DM,1 <= ... < 4 years,3,male,none,1,"car or other, not in savings account",19,none,own,1,skilled employee / official,1,none,yes,1,divorced/separated
no checking account,21,existing credits paid back duly till now,furniture/equipment,5699,100 <= ... < 500 DM,... >= 7 years,2,male,none,4,real estate,65,none,own,1,unskilled - resident,1,none,yes,1,single
no checking account,38,critical account / other credits existing (not at this bank),radio/television,250,... < 100 DM,... >= 7 years,4,male,none,3,"car or other, not in savings account",28,none,for free,2,skilled employee / official,1,none,yes,1,single
no checking account,17,all credits at this bank paid back duly,car (new),3400,100 <= ... < 500 DM,unemployed,4,male,co-applicant,2,unknown / no property,41,none,own,1,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,1,divorced/separated
0 <= ... < 200 DM,20,existing credits paid back duly till now,furniture/equipment,12923,... < 100 DM,unemployed,4,female,none,4,unknown / no property,19,none,rent,1,skilled employee / official,1,"yes, registered under customer's name",yes,2,divorced/separated
0 <= ... < 200 DM,21,existing credits paid back duly till now,car (used),3618,... < 100 DM,... < 1 year,4,male,none,2,real estate,36,none,own,1,unskilled - resident,1,none,yes,2,single
no checking account,20,critical account / other credits existing (not at this bank),repairs,562,... < 100 DM,... >= 7 years,3,female,none,2,"car or other, not in savings account",30,none,rent,2,skilled employee / official,1,"yes, registered under customer's name",yes,1,married/widowed
no checking account,16,existing credits paid back duly till now,car (new),2942,500 <= ... < 1000 DM,... < 1 year,1,male,none,2,building society savings agreement / life insurance,34,none,own,1,skilled employee / official,1,none,yes,1,single
no checking account,21,critical account / other credits existing (not at this bank),car (new),1536,... < 100 DM,... >= 7 years,4,male,none,3,real estate,36,none,own,2,unskilled - resident,2,none,yes,1,single
0 <= ... < 200 DM,27,existing credits paid back duly till now,business,7908,... < 100 DM,... >= 7 years,2,male,none,4,unknown / no property,67,bank,for free,1,management / self-employed / highly qualified employee / officer,2,"yes, registered under customer's name",yes,1,single
no checking account,9,critical account / other credits existing (not at this bank),radio/television,2756,... < 100 DM,... < 1 year,4,female,none,3,real estate,25,none,own,2,skilled employee / official,1,none,yes,1,divorced/separated
... < 0 DM,5,existing credits paid back duly till now,car (new),2205,... < 100 DM,... >= 7 years,2,male,none,4,building society savings agreement / life insurance,37,bank,own,1,management / self-employed / highly qualified employee / officer,1,none,yes,1,single
no checking account,6,existing credits paid back duly till now,car (used),1280,... < 100 DM,... >= 7 years,4,male,none,4,"car or other, not in savings account",24,bank,own,1,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,2,divorced/separated
... < 0 DM,59,critical account / other credits existing (not at this bank),business,12571,... < 100 DM,... >= 7 years,4,male,none,2,"car or other, not in savings account",35,none,own,1,skilled employee / official,2,"yes, registered under customer's name",yes,2,single
... < 0 DM,39,existing credits paid back duly till now,car (new),250,... < 100 DM,... >= 7 years,3,male,none,4,"car or other, not in savings account",39,none,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,2,divorced/separated
0 <= ... < 200 DM,35,existing credits paid back duly till now,radio/television,3857,... < 100 DM,... < 1 year,2,male,none,2,"car or other, not in savings account",42,stores,own,1,skilled employee / official,1,none,yes,2,divorced/separated
no checking account,26,critical account / other credits existing (not at this bank),business,1750,unknown / no savings account,1 <= ... < 4 years,4,female,none,2,"car or other, not in savings account",32,none,own,2,skilled employee / official,1,"yes, registered under customer's name",yes,1,divorced/separated
no checking account,4,critical account / other credits existing (not at this bank),radio/television,5519,... < 100 DM,1 <= ... < 4 years,3,male,none,2,real estate,26,none,own,1,skilled employee / official,1,none,yes,1,single
0 <= ... < 200 DM,14,existing credits paid back duly till now,furniture/equipment,250,... < 100 DM,... < 1 year,2,female,none,4,"car or other, not in savings account",35,none,own,2,unskilled - resident,1,"yes, registered under customer's name",yes,1,divorced/separated
... < 0 DM,8,existing credits paid back duly till now,others,1741,... >= 1000 DM,1 <= ... < 4 years,4,female,none,4,building society savings agreement / life insurance,42,none,own,2,skilled employee / official,1,none,yes,1,divorced/separated
0 <= ... < 200 DM,6,existing credits paid back duly till now,furniture/equipment,505,... < 100 DM,1 <= ... < 4 years,4,male,none,4,"car or other, not in savings account",48,none,own,1,skilled employee / official,1,none,yes,1,divorced/separated
no checking account,4,all credits at this bank paid back duly,car (new),1189,... < 100 DM,... < 1 year,3,female,none,4,"car or other, not in savings account",27,stores,rent,1,unskilled - resident,1,"yes, registered under customer's name",yes,2,divorced/separated
... < 0 DM,18,existing credits paid back duly till now,car (new),285,unknown / no savings account,... >= 7 years,3,female,co-applicant,2,building society savings agreement / life insurance,19,none,own,2,skilled employee / official,1,"yes, registered under customer's name",yes,2,divorced/separated
no checking account,24,critical account / other credits existing (not at this bank),car (new),3287,... < 100 DM,4 <= ... < 7 years,4,male,none,2,real estate,40,none,own,2,unskilled - resident,1,none,yes,1,single
0 <= ... < 200 DM,9,existing credits paid back duly till now,business,1890,... >= 1000 DM,4 <= ... < 7 years,1,male,none,2,"car or other, not in savings account",38,none,for free,1,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,2,divorced/separated
no checking account,29,delay in paying off in the past,radio/television,250,unknown / no savings account,1 <= ... < 4 years,4,male,none,2,real estate,19,none,own,2,skilled employee / official,1,none,yes,1,married/widowed
no checking account,25,all credits at this bank paid back duly,domestic appliances,6216,100 <= ... < 500 DM,1 <= ... < 4 years,4,male,co-applicant,4,"car or other, not in savings account",29,none,rent,3,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,1,single
0 <= ... < 200 DM,8,no credits taken / all credits paid back duly,car (used),476,... < 100 DM,... >= 7 years,4,male,none,2,"car or other, not in savings account",25,none,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
no checking account,11,existing credits paid back duly till now,car (new),3452,unknown / no savings account,4 <= ... < 7 years,1,male,none,2,"car or other, not in savings account",42,none,rent,1,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,1,single
0 <= ... < 200 DM,25,existing credits paid back duly till now,car (used),15945,... < 100 DM,4 <= ... < 7 years,2,male,none,4,unknown / no property,51,none,for free,1,management / self-employed / highly qualified employee / officer,1,none,yes,2,single
no checking account,26,all credits at this bank paid back duly,furniture/equipment,3406,... < 100 DM,1 <= ... < 4 years,1,female,none,3,building society savings agreement / life insurance,35,none,own,2,skilled employee / official,1,none,yes,1,married/widowed
no checking account,18,critical account / other credits existing (not at this bank),radio/television,2319,... < 100 DM,... >= 7 years,4,male,none,4,real estate,69,none,own,2,unskilled - resident,2,none,yes,1,single
0 <= ... < 200 DM,18,existing credits paid back duly till now,furniture/equipment,6376,... < 100 DM,... < 1 year,4,female,none,4,building society savings agreement / life insurance,45,none,own,2,skilled employee / official,1,none,yes,1,married/widowed
no checking account,19,critical account / other credits existing (not at this bank),car (new),1108,... < 100 DM,... >= 7 years,3,male,none,4,unknown / no property,57,none,for free,2,skilled employee / official,1,none,yes,2,single
... < 0 DM,45,existing credits paid back duly till now,car (new),250,... < 100 DM,... < 1 year,4,female,none,4,"car or other, not in savings account",24,none,rent,1,skilled employee / official,1,"yes, registered under customer's name",yes,2,divorced/separated
no checking account,21,critical account / other credits existing (not at this bank),furniture/equipment,2909,... < 100 DM,... >= 7 years,3,male,none,2,"car or other, not in savings account",49,none,own,1,skilled employee / official,1,none,yes,1,single
... < 0 DM,4,critical account / other credits existing (not at this bank),radio/television,2244,... < 100 DM,... >= 7 years,1,female,none,3,real estate,19,none,own,2,unskilled - resident,1,none,yes,1,single
no checking account,17,critical account / other credits existing (not at this bank),furniture/equipment,851,... < 100 DM,... >= 7 years,2,male,none,2,building society savings agreement / life insurance,48,none,own,2,unskilled - resident,1,none,yes,1,single
0 <= ... < 200 DM,22,delay in paying off in the past,car (new),2002,... < 100 DM,4 <= ... < 7 years,2,male,none,2,building society savings agreement / life insurance,69,none,for free,2,management / self-employed / highly qualified employee / officer,2,none,yes,2,single
no checking account,23,critical account / other credits existing (not at this bank),radio/television,747,... < 100 DM,1 <= ... < 4 years,4,female,none,3,"car or other, not in savings account",28,none,own,2,unskilled - resident,1,none,yes,1,divorced/separated
... < 0 DM,18,all credits at this bank paid back duly,car (new),250,100 <= ... < 500 DM,... < 1 year,1,female,none,4,"car or other, not in savings account",25,none,rent,2,skilled employee / official,1,none,yes,1,divorced/separated
0 <= ... < 200 DM,22,existing credits paid back duly till now,car (new),1672,... < 100 DM,1 <= ... < 4 years,2,male,none,3,"car or other, not in savings account",31,none,own,1,skilled employee / official,1,none,yes,1,single
no checking account,4,critical account / other credits existing (not at this bank),radio/television,1648,... < 100 DM,1 <= ... < 4 years,4,female,none,2,"car or other, not in savings account",24,none,own,2,skilled employee / official,1,none,yes,1,divorced/separated
... < 0 DM,26,all credits at this bank paid back duly,car (used),8517,... < 100 DM,unemployed,2,male,none,4,unknown / no property,38,none,for free,1,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,2,single
no checking account,10,critical account / other credits existing (not at this bank),radio/television,2268,... < 100 DM,4 <= ... < 7 years,1,male,none,3,real estate,34,none,rent,2,unskilled - resident,1,none,yes,1,single
no checking account,18,existing credits paid back duly till now,business,1374,unknown / no savings account,1 <= ... < 4 years,4,male,none,2,real estate,25,none,own,2,skilled employee / official,1,none,yes,1,married/widowed
0 <= ... < 200 DM,4,all credits at this bank paid back duly,others,1375,... >= 1000 DM,1 <= ... < 4 years,4,female,none,3,building society savings agreement / life insurance,19,none,own,1,skilled employee / official,1,none,yes,2,divorced/separated
0 <= ... < 200 DM,28,existing credits paid back duly till now,car (used),12477,unknown / no savings account,4 <= ... < 7 years,3,male,guarantor,2,"car or other, not in savings account",37,none,own,1,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,1,single
no checking account,22,existing credits paid back duly till now,car (new),2238,500 <= ... < 1000 DM,4 <= ... < 7 years,4,male,none,4,"car or other, not in savings account",50,none,own,1,skilled employee / official,2,none,yes,1,single
... < 0 DM,18,existing credits paid back duly till now,repairs,7457,... < 100 DM,1 <= ... < 4 years,1,male,none,4,unknown / no property,43,bank,rent,2,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,2,single
... >= 200 DM / salary assignments for at least 1 year,23,existing credits paid back duly till now,business,1308,... < 100 DM,... < 1 year,4,female,none,4,"car or other, not in savings account",28,none,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,2,divorced/separated
0 <= ... < 200 DM,72,existing credits paid back duly till now,business,3718,... < 100 DM,... >= 7 years,4,male,none,4,unknown / no property,75,bank,for free,1,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,2,single
0 <= ... < 200 DM,23,existing credits paid back duly till now,radio/television,3409,unknown / no savings account,1 <= ... < 4 years,4,male,none,4,"car or other, not in savings account",21,stores,for free,1,management / self-employed / highly qualified employee / officer,2,none,yes,1,single
no checking account,7,critical account / other credits existing (not at this bank),radio/television,3475,... < 100 DM,4 <= ... < 7 years,3,male,none,1,"car or other, not in savings account",32,none,own,2,skilled employee / official,2,none,yes,1,divorced/separated
0 <= ... < 200 DM,12,critical account / other credits existing (not at this bank),car (new),2984,... < 100 DM,... >= 7 years,4,female,none,2,"car or other, not in savings account",21,none,own,1,unemployed / unskilled - non-resident,1,none,yes,2,divorced/separated
0 <= ... < 200 DM,38,critical account / other credits existing (not at this bank),business,732,... < 100 DM,... >= 7 years,2,male,none,4,"car or other, not in savings account",48,none,for free,1,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,2,single
... < 0 DM,15,existing credits paid back duly till now,car (new),1760,... < 100 DM,1 <= ... < 4 years,1,male,guarantor,2,building society savings agreement / life insurance,63,none,own,1,unskilled - resident,1,none,yes,2,single
... < 0 DM,4,existing credits paid back duly till now,others,2382,... < 100 DM,1 <= ... < 4 years,4,male,none,4,real estate,35,none,own,1,skilled employee / official,1,none,no,1,single
no checking account,49,existing credits paid back duly till now,radio/television,4553,... < 100 DM,... >= 7 years,1,male,guarantor,4,"car or other, not in savings account",75,none,rent,1,skilled employee / official,1,none,yes,1,single
0 <= ... < 200 DM,7,existing credits paid back duly till now,radio/television,1261,unknown / no savings account,4 <= ... < 7 years,4,male,none,4,building society savings agreement / life insurance,22,none,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,2,divorced/separated
... < 0 DM,4,critical account / other credits existing (not at this bank),radio/television,4792,... < 100 DM,... < 1 year,4,male,none,2,real estate,20,none,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,2,divorced/separated
no checking account,30,critical account / other credits existing (not at this bank),repairs,1972,... < 100 DM,... >= 7 years,4,male,none,2,real estate,65,none,own,2,skilled employee / official,2,none,yes,1,single
... >= 200 DM / salary assignments for at least 1 year,9,critical account / other credits existing (not at this bank),radio/television,250,... < 100 DM,4 <= ... < 7 years,2,male,none,2,real estate,54,none,own,2,unskilled - resident,2,none,yes,1,single
no checking account,20,no credits taken / all credits paid back duly,repairs,1235,... < 100 DM,unemployed,4,female,none,4,"car or other, not in savings account",28,none,for free,3,skilled employee / official,1,"yes, registered under customer's name",yes,2,divorced/separated
0 <= ... < 200 DM,11,existing credits paid back duly till now,furniture/equipment,5042,... < 100 DM,... < 1 year,2,female,none,4,building society savings agreement / life insurance,24,none,rent,1,skilled employee / official,1,none,yes,1,divorced/separated
no checking account,13,critical account / other credits existing (not at this bank),car (new),1568,unknown / no savings account,unemployed,4,male,none,3,real estate,28,bank,own,2,unskilled - resident,1,none,yes,1,divorced/separated
0 <= ... < 200 DM,10,critical account / other credits existing (not at this bank),radio/television,6486,unknown / no savings account,... >= 7 years,3,male,none,4,real estate,49,none,own,1,management / self-employed / highly qualified employee / officer,2,none,yes,2,single
... < 0 DM,40,critical account / other credits existing (not at this bank),radio/television,538,... < 100 DM,4 <= ... < 7 years,4,male,none,3,"car or other, not in savings account",31,none,own,2,unskilled - resident,2,none,yes,1,single
no checking account,19,critical account / other credits existing (not at this bank),furniture/equipment,250,... < 100 DM,... < 1 year,3,female,none,1,real estate,36,bank,own,2,unskilled - resident,1,"yes, registered under customer's name",yes,1,divorced/separated
0 <= ... < 200 DM,4,critical account / other credits existing (not at this bank),radio/television,250,... < 100 DM,4 <= ... < 7 years,4,male,none,4,real estate,57,none,own,2,unskilled - resident,1,none,yes,1,single
no checking account,7,existing credits paid back duly till now,radio/television,1996,... < 100 DM,1 <= ... < 4 years,4,male,none,4,building society savings agreement / life insurance,25,none,own,1,management / self-employed / highly qualified employee / officer,1,none,yes,2,single
... < 0 DM,27,existing credits paid back duly till now,car (new),1136,... < 100 DM,... >= 7 years,2,female,none,4,unknown / no property,57,bank,for free,1,unemployed / unskilled - non-resident,1,"yes, registered under customer's name",yes,2,divorced/separated
no checking account,27,critical account / other credits existing (not at this bank),business,737,unknown / no savings account,1 <= ... < 4 years,4,male,none,2,"car or other, not in savings account",28,stores,own,1,unskilled - resident,1,none,yes,1,divorced/separated
0 <= ... < 200 DM,34,no credits taken / all credits paid back duly,repairs,2040,100 <= ... < 500 DM,... >= 7 years,2,male,none,4,"car or other, not in savings account",19,none,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,2,married/widowed
0 <= ... < 200 DM,21,all credits at this bank paid back duly,car (new),250,... < 100 DM,... >= 7 years,4,male,none,4,unknown / no property,39,bank,for free,1,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,2,single
... < 0 DM,48,existing credits paid back duly till now,car (new),6339,... < 100 DM,... >= 7 years,4,male,none,2,unknown / no property,70,none,own,2,skilled employee / official,1,none,yes,2,single
no checking account,20,existing credits paid back duly till now,car (new),1277,... < 100 DM,... < 1 year,2,female,none,2,unknown / no property,19,none,own,3,skilled employee / official,1,none,yes,1,single
no checking account,11,delay in paying off in the past,car (new),1035,500 <= ... < 1000 DM,4 <= ... < 7 years,1,male,guarantor,3,real estate,30,stores,own,2,skilled employee / official,2,none,yes,1,single
