checking_account_status,duration_months,credit_history,purpose,credit_amount,savings_account,employment_duration,installment_rate,sex,other_debtors,residence_duration,property,age,other_installment_plans,housing,existing_credits,job,num_dependents,telephone,foreign_worker,target,relationship_status
0 <= ... < 200 DM,13,existing credits paid back duly till now,car (new),2002,... < 100 DM,... < 1 year,2,female,none,4,"car or other, not in savings account",39,none,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,married/widowed
0 <= ... < 200 DM,25,existing credits paid back duly till now,radio/television,1879,... < 100 DM,... < 1 year,4,male,none,4,real estate,49,none,own,2,skilled employee / official,1,none,yes,1,married/widowed
... < 0 DM,16,existing credits paid back duly till now,car (new),250,100 <= ... < 500 DM,4 <= ... < 7 years,4,male,guarantor,4,building society savings agreement / life insurance,30,none,own,2,unskilled - resident,1,none,yes,2,single
... < 0 DM,43,existing credits paid back duly till now,radio/television,386,unknown / no savings account,... < 1 year,4,female,none,4,real estate,19,none,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,2,divorced/separated
... < 0 DM,19,existing credits paid back duly till now,business,1070,100 <= ... < 500 DM,... < 1 year,2,female,none,4,real estate,44,none,for free,1,skilled employee / official,1,none,no,2,single
... < 0 DM,25,critical account / other credits existing (not at this bank),car (new),5760,... < 100 DM,1 <= ... < 4 years,4,female,none,2,real estate,23,none,own,2,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
0 <= ... < 200 DM,23,existing credits paid back duly till now,car (used),1702,... < 100 DM,1 <= ... < 4 years,4,male,none,4,real estate,20,none,own,1,skilled employee / official,1,none,yes,2,divorced/separated
0 <= ... < 200 DM,15,existing credits paid back duly till now,furniture/equipment,1451,... < 100 DM,1 <= ... < 4 years,2,male,none,3,unknown / no property,19,none,own,2,skilled employee / official,1,none,yes,2,single
no checking account,41,existing credits paid back duly till now,radio/television,2995,... < 100 DM,... >= 7 years,3,male,none,3,real estate,22,none,own,1,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,2,married/widowed
0 <= ... < 200 DM,11,existing credits paid back duly till now,radio/television,250,... < 100 DM,1 <= ... < 4 years,1,male,none,4,unknown / no property,22,none,own,2,skilled employee / official,1,"yes, registered under customer's name",yes,2,single
0 <= ... < 200 DM,51,delay in paying off in the past,repairs,1569,... < 100 DM,... >= 7 years,4,female,none,4,real estate,21,none,own,1,management / self-employed / highly qualified employee / officer,2,none,yes,1,divorced/separated
no checking account,67,all credits at this bank paid back duly,business,307,... < 100 DM,... < 1 year,4,male,none,3,real estate,24,none,own,1,skilled employee / official,1,none,yes,2,single
0 <= ... < 200 DM,35,existing credits paid back duly till now,furniture/equipment,250,100 <= ... < 500 DM,1 <= ... < 4 years,1,male,none,1,unknown / no property,34,none,own,1,skilled employee / official,1,none,yes,1,divorced/separated
no checking account,19,existing credits paid back duly till now,radio/television,916,100 <= ... < 500 DM,4 <= ... < 7 years,2,male,none,4,real estate,19,none,for free,1,skilled employee / official,1,none,yes,2,single
0 <= ... < 200 DM,17,critical account / other credits existing (not at this bank),furniture/equipment,766,500 <= ... < 1000 DM,1 <= ... < 4 years,1,male,none,4,building society savings agreement / life insurance,31,none,own,1,management / self-employed / highly qualified employee / officer,1,none,yes,2,married/widowed
no checking account,10,existing credits paid back duly till now,car (used),1128,... < 100 DM,... >= 7 years,4,female,none,3,building society savings agreement / life insurance,29,none,rent,3,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
0 <= ... < 200 DM,14,critical account / other credits existing (not at this bank),radio/television,254,100 <= ... < 500 DM,1 <= ... < 4 years,4,male,none,4,real estate,19,none,own,3,skilled employee / official,1,none,yes,1,single
... < 0 DM,24,existing credits paid back duly till now,car (used),1633,... < 100 DM,... >= 7 years,1,female,none,4,real estate,36,none,own,1,skilled employee / official,2,none,yes,2,divorced/separated
no checking account,39,existing credits paid back duly till now,car (new),2792,100 <= ... < 500 DM,4 <= ... < 7 years,4,male,guarantor,1,real estate,30,none,own,1,unskilled - resident,1,"yes, registered under customer's name",yes,2,single
... < 0 DM,25,existing credits paid back duly till now,business,2126,... < 100 DM,... >= 7 years,2,male,none,2,real estate,34,none,own,1,skilled employee / official,1,none,yes,2,single
no checking account,41,critical account / other credits existing (not at this bank),car (used),1460,unknown / no savings account,unemployed,4,male,none,4,building society savings agreement / life insurance,23,none,rent,1,skilled employee / official,1,none,yes,2,divorced/separated
... < 0 DM,6,existing credits paid back duly till now,radio/television,250,... < 100 DM,... >= 7 years,1,male,none,4,unknown / no property,20,none,own,2,management / self-employed / highly qualified employee / officer,1,none,yes,1,single
no checking account,33,existing credits paid back duly till now,car (new),1442,... < 100 DM,1 <= ... < 4 years,3,male,guarantor,4,"car or other, not in savings account",30,none,own,1,skilled employee / official,1,none,yes,2,single
... < 0 DM,10,critical account / other credits existing (not at this bank),business,451,100 <= ... < 500 DM,1 <= ... < 4 years,3,female,none,2,building society savings agreement / life insurance,22,none,own,1,skilled employee / official,2,"yes, registered under customer's name",yes,1,married/widowed
no checking account,4,existing credits paid back duly till now,car (new),3608,... < 100 DM,4 <= ... < 7 years,4,male,none,2,"car or other, not in savings account",19,bank,own,1,skilled employee / official,2,none,yes,1,single
0 <= ... < 200 DM,15,existing credits paid back duly till now,car (used),1889,... < 100 DM,1 <= ... < 4 years,3,male,none,4,building society savings agreement / life insurance,32,none,own,2,skilled employee / official,1,"yes, registered under customer's name",yes,2,single
no checking account,4,existing credits paid back duly till now,radio/television,250,... < 100 DM,4 <= ... < 7 years,2,female,none,2,real estate,44,none,for free,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,divorced/separated
... < 0 DM,21,critical account / other credits existing (not at this bank),domestic appliances,283,100 <= ... < 500 DM,... >= 7 years,4,female,none,1,"car or other, not in savings account",19,none,own,2,unskilled - resident,1,none,yes,1,divorced/separated
no checking account,19,delay in paying off in the past,radio/television,430,... < 100 DM,... >= 7 years,4,female,none,4,building society savings agreement / life insurance,20,none,rent,1,skilled employee / official,2,none,yes,1,single
no checking account,63,all credits at this bank paid back duly,car (new),250,... < 100 DM,... >= 7 years,4,male,none,4,unknown / no property,26,none,rent,1,skilled employee / official,1,none,yes,1,single
no checking account,9,delay in paying off in the past,radio/television,250,... < 100 DM,... >= 7 years,4,male,none,4,"car or other, not in savings account",44,none,rent,2,unskilled - resident,1,"yes, registered under customer's name",yes,1,married/widowed
0 <= ... < 200 DM,15,existing credits paid back duly till now,radio/television,282,... < 100 DM,... >= 7 years,4,male,none,4,real estate,21,bank,own,2,management / self-employed / highly qualified employee / officer,1,none,yes,1,single
no checking account,15,existing credits paid back duly till now,radio/television,656,... < 100 DM,unemployed,2,male,none,2,building society savings agreement / life insurance,19,stores,rent,1,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,1,single
... < 0 DM,19,delay in paying off in the past,business,250,... < 100 DM,... >= 7 years,4,female,none,1,unknown / no property,19,none,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,2,single
no checking account,26,existing credits paid back duly till now,furniture/equipment,780,... < 100 DM,... >= 7 years,4,male,none,2,"car or other, not in savings account",20,none,own,1,management / self-employed / highly qualified employee / officer,1,none,yes,1,divorced/separated
no checking account,23,existing credits paid back duly till now,furniture/equipment,1269,... < 100 DM,unemployed,3,male,none,4,"car or other, not in savings account",24,none,own,1,skilled employee / official,1,none,yes,2,single
no checking account,30,critical account / other credits existing (not at this bank),furniture/equipment,1793,... < 100 DM,4 <= ... < 7 years,4,male,none,4,building society savings agreement / life insurance,19,none,own,2,skilled employee / official,1,none,yes,2,divorced/separated
0 <= ... < 200 DM,47,existing credits paid back duly till now,education,250,... < 100 DM,1 <= ... < 4 years,3,male,none,2,"car or other, not in savings account",38,none,for free,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
no checking account,42,critical account / other credits existing (not at this bank),business,555,... < 100 DM,... >= 7 years,4,female,none,4,real estate,28,none,for free,1,skilled employee / official,1,none,yes,1,divorced/separated
0 <= ... < 200 DM,34,existing credits paid back duly till now,car (new),3948,... < 100 DM,4 <= ... < 7 years,1,male,none,1,real estate,34,none,own,1,unskilled - resident,2,none,yes,2,divorced/separated
... < 0 DM,19,critical account / other credits existing (not at this bank),car (used),391,... < 100 DM,... >= 7 years,2,male,none,4,real estate,29,none,own,1,management / self-employed / highly qualified employee / officer,1,none,yes,1,divorced/separated
no checking account,49,existing credits paid back duly till now,car (new),13214,... < 100 DM,1 <= ... < 4 years,4,male,none,4,unknown / no property,31,none,own,2,skilled employee / official,1,none,yes,2,divorced/separated
... < 0 DM,14,existing credits paid back duly till now,car (new),1423,... < 100 DM,... >= 7 years,4,male,none,4,unknown / no property,24,none,rent,2,skilled employee / official,1,none,yes,2,divorced/separated
... < 0 DM,23,existing credits paid back duly till now,business,2351,... < 100 DM,1 <= ... < 4 years,4,female,none,4,"car or other, not in savings account",30,none,own,1,unskilled - resident,1,none,yes,1,divorced/separated
0 <= ... < 200 DM,14,existing credits paid back duly till now,furniture/equipment,250,... < 100 DM,4 <= ... < 7 years,4,female,none,1,building society savings agreement / life insurance,20,none,own,2,management / self-employed / highly qualified employee / officer,1,none,yes,1,single
no checking account,13,critical account / other credits existing (not at this bank),business,603,... < 100 DM,... >= 7 years,4,male,none,1,unknown / no property,19,none,own,3,skilled employee / official,1,none,yes,1,divorced/separated
no checking account,12,existing credits paid back duly till now,furniture/equipment,250,... < 100 DM,1 <= ... < 4 years,4,female,none,4,real estate,26,none,own,1,unskilled - resident,1,"yes, registered under customer's name",yes,2,divorced/separated
0 <= ... < 200 DM,12,existing credits paid back duly till now,car (new),250,... < 100 DM,... < 1 year,2,female,none,3,building society savings agreement / life insurance,19,none,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
... < 0 DM,27,critical account / other credits existing (not at this bank),radio/television,1324,100 <= ... < 500 DM,1 <= ... < 4 years,4,male,guarantor,1,"car or other, not in savings account",21,stores,for free,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
no checking account,13,critical account / other credits existing (not at this bank),furniture/equipment,2677,... < 100 DM,unemployed,4,male,none,1,"car or other, not in savings account",27,none,own,1,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,2,divorced/separated
no checking account,14,existing credits paid back duly till now,furniture/equipment,250,unknown / no savings account,... >= 7 years,4,female,none,3,"car or other, not in savings account",19,none,own,1,unskilled - resident,1,none,yes,1,single
no checking account,22,existing credits paid back duly till now,car (used),444,... < 100 DM,1 <= ... < 4 years,3,male,co-applicant,4,real estate,26,none,own,1,skilled employee / official,2,none,yes,2,single
no checking account,53,critical account / other credits existing (not at this bank),car (new),250,... < 100 DM,1 <= ... < 4 years,4,male,none,4,"car or other, not in savings account",27,none,own,2,skilled employee / official,1,"yes, registered under customer's name",no,1,married/widowed
no checking account,43,existing credits paid back duly till now,furniture/equipment,1006,... < 100 DM,... >= 7 years,4,male,none,4,building society savings agreement / life insurance,20,none,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
no checking account,23,existing credits paid back duly till now,radio/television,4408,... < 100 DM,1 <= ... < 4 years,3,male,none,1,building society savings agreement / life insurance,28,none,for free,1,skilled employee / official,1,"yes, registered under customer's name",yes,2,married/widowed
0 <= ... < 200 DM,4,all credits at this bank paid back duly,furniture/equipment,2695,100 <= ... < 500 DM,... < 1 year,2,male,none,4,building society savings agreement / life insurance,27,none,own,3,skilled employee / official,1,none,yes,1,single
no checking account,26,existing credits paid back duly till now,radio/television,842,100 <= ... < 500 DM,... >= 7 years,4,female,none,4,unknown / no property,29,none,own,2,skilled employee / official,1,none,yes,1,divorced/separated
0 <= ... < 200 DM,21,existing credits paid back duly till now,education,1781,... < 100 DM,... < 1 year,4,female,none,2,real estate,21,bank,for free,1,unskilled - resident,1,none,yes,2,single
no checking account,22,existing credits paid back duly till now,business,7959,... >= 1000 DM,... >= 7 years,1,male,none,4,building society savings agreement / life insurance,27,none,own,1,management / self-employed / highly qualified employee / officer,1,none,no,2,single
0 <= ... < 200 DM,10,existing credits paid back duly till now,car (new),250,100 <= ... < 500 DM,... >= 7 years,2,male,none,4,"car or other, not in savings account",27,none,own,1,skilled employee / official,2,none,yes,1,single
no checking account,11,existing credits paid back duly till now,car (used),6272,unknown / no savings account,4 <= ... < 7 years,4,male,none,4,"car or other, not in savings account",19,none,own,4,skilled employee / official,1,none,yes,2,divorced/separated
no checking account,17,existing credits paid back duly till now,radio/television,1234,... < 100 DM,... < 1 year,3,female,none,4,building society savings agreement / life insurance,28,none,own,1,unskilled - resident,1,"yes, registered under customer's name",yes,2,single
0 <= ... < 200 DM,4,existing credits paid back duly till now,furniture/equipment,790,... < 100 DM,... >= 7 years,3,male,none,4,building society savings agreement / life insurance,21,bank,for free,1,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,2,single
... < 0 DM,18,existing credits paid back duly till now,radio/television,629,100 <= ... < 500 DM,... >= 7 years,4,female,none,4,real estate,25,none,own,1,unskilled - resident,1,none,yes,1,single
no checking account,13,existing credits paid back duly till now,car (used),1781,... < 100 DM,1 <= ... < 4 years,4,male,none,3,unknown / no property,32,none,own,1,skilled employee / official,1,none,yes,2,divorced/separated
... < 0 DM,44,all credits at this bank paid back duly,radio/television,672,... < 100 DM,1 <= ... < 4 years,1,female,none,4,real estate,20,bank,own,2,unskilled - resident,2,none,yes,2,single
0 <= ... < 200 DM,5,delay in paying off in the past,furniture/equipment,630,... < 100 DM,... < 1 year,4,male,none,3,real estate,19,none,for free,1,skilled employee / official,1,none,yes,1,divorced/separated
no checking account,11,critical account / other credits existing (not at this bank),car (new),817,... < 100 DM,... < 1 year,1,female,none,3,building society savings agreement / life insurance,21,stores,own,1,skilled employee / official,1,none,yes,2,divorced/separated
no checking account,25,existing credits paid back duly till now,furniture/equipment,250,... < 100 DM,... >= 7 years,3,female,none,4,real estate,26,none,own,1,unskilled - resident,1,none,yes,1,single
0 <= ... < 200 DM,25,existing credits paid back duly till now,car (new),3451,... < 100 DM,... >= 7 years,2,female,none,4,"car or other, not in savings account",24,none,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,2,divorced/separated
0 <= ... < 200 DM,21,existing credits paid back duly till now,car (used),2935,... < 100 DM,1 <= ... < 4 years,1,female,none,4,unknown / no property,19,none,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,divorced/separated
no checking account,24,critical account / other credits existing (not at this bank),others,250,... < 100 DM,unemployed,4,female,guarantor,4,real estate,46,bank,for free,1,skilled employee / official,1,"yes, registered under customer's name",yes,2,divorced/separated
no checking account,24,existing credits paid back duly till now,repairs,776,100 <= ... < 500 DM,... < 1 year,4,male,none,4,"car or other, not in savings account",21,none,own,1,management / self-employed / highly qualified employee / officer,1,none,yes,2,single
... < 0 DM,7,existing credits paid back duly till now,radio/television,250,... < 100 DM,4 <= ... < 7 years,4,male,none,4,real estate,19,stores,own,1,skilled employee / official,1,none,yes,1,divorced/separated
no checking account,17,critical account / other credits existing (not at this bank),car (new),250,... < 100 DM,1 <= ... < 4 years,4,female,guarantor,2,real estate,34,none,own,1,skilled employee / official,2,"yes, registered under customer's name",yes,1,divorced/separated
... >= 200 DM / salary assignments for at least 1 year,52,critical account / other credits existing (not at this bank),furniture/equipment,250,... < 100 DM,4 <= ... < 7 years,4,male,none,4,"car or other, not in savings account",25,bank,rent,2,unskilled - resident,2,none,yes,1,divorced/separated
no checking account,11,existing credits paid back duly till now,radio/television,250,... < 100 DM,1 <= ... < 4 years,1,male,none,4,"car or other, not in savings account",26,none,own,1,skilled employee / official,1,none,yes,2,single
no checking account,16,existing credits paid back duly till now,car (used),1870,unknown / no savings account,... >= 7 years,1,female,none,2,real estate,26,none,own,1,skilled employee / official,1,none,yes,1,single
... < 0 DM,14,critical account / other credits existing (not at this bank),radio/television,2580,... < 100 DM,unemployed,4,male,none,2,unknown / no property,19,none,own,1,unskilled - resident,1,none,yes,1,married/widowed
... < 0 DM,37,existing credits paid back duly till now,car (used),4440,500 <= ... < 1000 DM,4 <= ... < 7 years,4,female,none,4,building society savings agreement / life insurance,19,none,own,1,unskilled - resident,1,none,yes,2,divorced/separated
0 <= ... < 200 DM,41,existing credits paid back duly till now,domestic appliances,250,... < 100 DM,1 <= ... < 4 years,1,male,none,2,real estate,28,none,own,1,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,2,single
no checking account,17,critical account / other credits existing (not at this bank),radio/television,6220,... < 100 DM,4 <= ... < 7 years,4,male,none,4,real estate,28,none,own,1,skilled employee / official,1,none,yes,1,divorced/separated
no checking account,14,existing credits paid back duly till now,radio/television,3617,... < 100 DM,4 <= ... < 7 years,4,female,none,4,real estate,19,none,own,1,skilled employee / official,1,none,yes,2,married/widowed
... < 0 DM,14,delay in paying off in the past,radio/television,1620,100 <= ... < 500 DM,1 <= ... < 4 years,1,male,none,4,real estate,24,bank,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,divorced/separated
0 <= ... < 200 DM,24,existing credits paid back duly till now,furniture/equipment,250,... >= 1000 DM,4 <= ... < 7 years,3,female,none,4,real estate,32,none,own,1,skilled employee / official,1,none,yes,1,single
no checking account,62,critical account / other credits existing (not at this bank),business,250,... >= 1000 DM,1 <= ... < 4 years,2,male,none,2,unknown / no property,19,none,own,1,skilled employee / official,1,none,yes,1,divorced/separated
... >= 200 DM / salary assignments for at least 1 year,25,critical account / other credits existing (not at this bank),repairs,417,unknown / no savings account,1 <= ... < 4 years,3,male,none,4,unknown / no property,50,none,own,1,skilled employee / official,1,none,yes,1,divorced/separated
0 <= ... < 200 DM,14,critical account / other credits existing (not at this bank),furniture/equipment,250,unknown / no savings account,... < 1 year,4,female,none,4,"car or other, not in savings account",25,none,own,2,unskilled - resident,1,none,yes,2,single
no checking account,27,existing credits paid back duly till now,repairs,250,unknown / no savings account,... < 1 year,1,male,none,4,"car or other, not in savings account",19,none,own,1,skilled employee / official,2,none,yes,2,single
no checking account,7,delay in paying off in the past,others,346,... < 100 DM,1 <= ... < 4 years,2,male,none,4,real estate,22,none,own,1,skilled employee / official,2,"yes, registered under customer's name",yes,1,single
no checking account,8,existing credits paid back duly till now,radio/television,683,100 <= ... < 500 DM,1 <= ... < 4 years,2,male,none,4,unknown / no property,19,none,rent,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
... >= 200 DM / salary assignments for at least 1 year,7,delay in paying off in the past,car (used),250,100 <= ... < 500 DM,... >= 7 years,3,male,none,3,real estate,19,none,own,1,management / self-employed / highly qualified employee / officer,1,none,yes,2,married/widowed
no checking account,25,existing credits paid back duly till now,business,1056,unknown / no savings account,4 <= ... < 7 years,4,male,none,2,"car or other, not in savings account",25,bank,own,1,management / self-employed / highly qualified employee / officer,1,none,yes,1,single
... < 0 DM,15,existing credits paid back duly till now,business,2224,... < 100 DM,... >= 7 years,4,female,none,4,building society savings agreement / life insurance,30,stores,rent,1,unemployed / unskilled - non-resident,1,"yes, registered under customer's name",yes,2,divorced/separated
no checking account,7,critical account / other credits existing (not at this bank),radio/television,2060,... < 100 DM,1 <= ... < 4 years,4,male,none,2,building society savings agreement / life insurance,19,none,own,2,unskilled - resident,1,none,yes,1,single
no checking account,38,existing credits paid back duly till now,radio/television,2715,... < 100 DM,1 <= ... < 4 years,3,male,none,4,building society savings agreement / life insurance,19,none,own,2,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
... < 0 DM,12,delay in paying off in the past,business,1325,... >= 1000 DM,unemployed,4,male,none,4,real estate,45,none,own,1,skilled employee / official,1,none,yes,1,single
no checking account,8,existing credits paid back duly till now,car (used),250,... < 100 DM,unemployed,2,male,none,4,"car or other, not in savings account",26,none,own,1,unskilled - resident,1,none,yes,1,divorced/separated
0 <= ... < 200 DM,23,existing credits paid back duly till now,car (used),1699,... < 100 DM,1 <= ... < 4 years,2,female,none,2,real estate,22,none,rent,1,skilled employee / official,1,none,yes,1,divorced/separated
0 <= ... < 200 DM,50,existing credits paid back duly till now,radio/television,250,... < 100 DM,... < 1 year,2,male,none,2,real estate,19,bank,own,1,unskilled - resident,2,"yes, registered under customer's name",yes,2,single
... < 0 DM,15,existing credits paid back duly till now,car (used),1725,100 <= ... < 500 DM,1 <= ... < 4 years,1,male,none,4,"car or other, not in savings account",24,none,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
0 <= ... < 200 DM,9,existing credits paid back duly till now,repairs,998,... < 100 DM,... < 1 year,2,female,none,3,"car or other, not in savings account",26,none,own,2,skilled employee / official,1,none,yes,1,divorced/separated
... >= 200 DM / salary assignments for at least 1 year,8,existing credits paid back duly till now,radio/television,250,... < 100 DM,... >= 7 years,4,male,none,3,unknown / no property,23,none,own,3,skilled employee / official,1,none,yes,2,divorced/separated
... >= 200 DM / salary assignments for at least 1 year,22,critical account / other credits existing (not at this bank),business,1632,... < 100 DM,1 <= ... < 4 years,4,male,none,4,"car or other, not in savings account",34,none,rent,1,management / self-employed / highly qualified employee / officer,1,none,yes,1,single
no checking account,14,existing credits paid back duly till now,car (used),5626,... < 100 DM,... < 1 year,4,female,co-applicant,1,"car or other, not in savings account",32,none,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
no checking account,4,existing credits paid back duly till now,furniture/equipment,14746,... < 100 DM,1 <= ... < 4 years,4,male,none,4,"car or other, not in savings account",48,bank,rent,2,skilled employee / official,1,none,yes,1,single
... < 0 DM,13,existing credits paid back duly till now,business,1921,... < 100 DM,unemployed,4,female,none,4,building society savings agreement / life insurance,21,bank,own,1,skilled employee / official,1,none,yes,1,divorced/separated
