checking_account_status,duration_months,credit_history,purpose,credit_amount,savings_account,employment_duration,installment_rate,sex,other_debtors,residence_duration,property,age,other_installment_plans,housing,existing_credits,job,num_dependents,telephone,foreign_worker,target,relationship_status
no checking account,4,critical account / other credits existing (not at this bank),car (new),1428,... < 100 DM,4 <= ... < 7 years,2,male,none,2,real estate,26,none,own,2,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
0 <= ... < 200 DM,20,delay in paying off in the past,car (used),6343,... >= 1000 DM,1 <= ... < 4 years,4,male,co-applicant,1,real estate,24,none,own,1,skilled employee / official,1,none,yes,2,divorced/separated
0 <= ... < 200 DM,13,existing credits paid back duly till now,furniture/equipment,3744,unknown / no savings account,1 <= ... < 4 years,2,male,none,3,unknown / no property,36,none,own,2,skilled employee / official,1,none,yes,2,divorced/separated
0 <= ... < 200 DM,40,existing credits paid back duly till now,radio/television,15945,... < 100 DM,... >= 7 years,3,male,co-applicant,2,real estate,40,none,own,1,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,2,divorced/separated
0 <= ... < 200 DM,10,existing credits paid back duly till now,radio/television,7125,... < 100 DM,1 <= ... < 4 years,1,male,none,2,"car or other, not in savings account",19,none,own,1,skilled employee / official,1,none,yes,1,single
no checking account,29,existing credits paid back duly till now,furniture/equipment,1917,... < 100 DM,... >= 7 years,2,male,none,4,"car or other, not in savings account",23,none,own,2,management / self-employed / highly qualified employee / officer,2,none,yes,1,divorced/separated
0 <= ... < 200 DM,39,all credits at this bank paid back duly,car (new),12431,500 <= ... < 1000 DM,... < 1 year,4,male,none,3,building society savings agreement / life insurance,22,none,own,1,skilled employee / official,2,none,yes,1,single
0 <= ... < 200 DM,6,existing credits paid back duly till now,furniture/equipment,5106,... >= 1000 DM,1 <= ... < 4 years,1,male,none,1,"car or other, not in savings account",19,none,own,1,skilled employee / official,1,none,yes,1,divorced/separated
no checking account,18,existing credits paid back duly till now,furniture/equipment,3009,unknown / no savings account,4 <= ... < 7 years,1,male,none,4,real estate,30,none,for free,1,skilled employee / official,1,none,yes,2,single
0 <= ... < 200 DM,8,critical account / other credits existing (not at this bank),others,3998,500 <= ... < 1000 DM,1 <= ... < 4 years,3,female,none,4,building society savings agreement / life insurance,54,none,for free,1,management / self-employed / highly qualified employee / officer,2,none,yes,1,single
no checking account,6,critical account / other credits existing (not at this bank),radio/television,1072,... < 100 DM,... >= 7 years,4,female,none,3,building society savings agreement / life insurance,19,none,rent,3,skilled employee / official,2,"yes, registered under customer's name",yes,1,single
0 <= ... < 200 DM,4,critical account / other credits existing (not at this bank),radio/television,2748,unknown / no savings account,1 <= ... < 4 years,4,male,none,2,real estate,22,none,own,3,unskilled - resident,1,none,yes,1,single
... < 0 DM,9,existing credits paid back duly till now,furniture/equipment,9607,... < 100 DM,... >= 7 years,1,male,none,4,"car or other, not in savings account",36,bank,own,1,skilled employee / official,2,none,yes,2,single
no checking account,42,critical account / other credits existing (not at this bank),car (new),15945,100 <= ... < 500 DM,4 <= ... < 7 years,4,male,none,1,real estate,25,none,own,2,unskilled - resident,1,"yes, registered under customer's name",no,2,single
no checking account,20,existing credits paid back duly till now,car (used),935,... < 100 DM,... >= 7 years,2,male,none,2,real estate,23,none,own,1,skilled employee / official,1,none,yes,2,single
no checking account,18,critical account / other credits existing (not at this bank),car (used),4279,unknown / no savings account,... >= 7 years,3,male,none,4,building society savings agreement / life insurance,19,none,rent,2,skilled employee / official,1,none,yes,2,divorced/separated
... < 0 DM,58,critical account / other credits existing (not at this bank),radio/television,1522,... < 100 DM,4 <= ... < 7 years,1,male,none,4,"car or other, not in savings account",22,none,own,2,management / self-employed / highly qualified employee / officer,2,none,yes,1,single
no checking account,7,existing credits paid back duly till now,car (new),2501,... < 100 DM,1 <= ... < 4 years,3,male,guarantor,4,"car or other, not in savings account",34,none,own,1,unemployed / unskilled - non-resident,1,none,yes,2,single
0 <= ... < 200 DM,13,all credits at this bank paid back duly,domestic appliances,835,100 <= ... < 500 DM,... < 1 year,3,female,none,2,building society savings agreement / life insurance,43,none,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,married/widowed
no checking account,72,all credits at this bank paid back duly,car (new),6814,100 <= ... < 500 DM,4 <= ... < 7 years,4,male,none,2,"car or other, not in savings account",19,none,own,1,skilled employee / official,2,none,yes,1,single
... < 0 DM,11,existing credits paid back duly till now,repairs,3106,... >= 1000 DM,1 <= ... < 4 years,3,male,none,4,"car or other, not in savings account",33,none,own,2,unemployed / unskilled - non-resident,1,"yes, registered under customer's name",yes,2,married/widowed
no checking account,4,existing credits paid back duly till now,education,4291,... < 100 DM,4 <= ... < 7 years,2,male,none,2,real estate,29,none,rent,1,skilled employee / official,1,none,yes,1,divorced/separated
... < 0 DM,26,critical account / other credits existing (not at this bank),radio/television,2102,100 <= ... < 500 DM,... >= 7 years,4,female,none,2,"car or other, not in savings account",23,bank,own,2,unskilled - resident,1,none,yes,1,single
no checking account,7,delay in paying off in the past,radio/television,3610,... < 100 DM,... < 1 year,4,female,none,4,building society savings agreement / life insurance,22,none,own,1,skilled employee / official,2,none,yes,1,single
no checking account,18,all credits at this bank paid back duly,car (new),4904,500 <= ... < 1000 DM,... >= 7 years,4,male,none,4,"car or other, not in savings account",48,none,rent,1,skilled employee / official,2,none,yes,1,single
no checking account,17,existing credits paid back duly till now,furniture/equipment,2898,unknown / no savings account,4 <= ... < 7 years,3,male,none,3,"car or other, not in savings account",41,none,rent,2,unskilled - resident,1,"yes, registered under customer's name",yes,1,married/widowed
0 <= ... < 200 DM,6,existing credits paid back duly till now,furniture/equipment,4675,500 <= ... < 1000 DM,... >= 7 years,4,male,none,4,real estate,23,none,own,2,management / self-employed / highly qualified employee / officer,1,none,yes,1,single
no checking account,18,existing credits paid back duly till now,radio/television,3469,... < 100 DM,unemployed,3,male,none,2,building society savings agreement / life insurance,24,stores,rent,1,unemployed / unskilled - non-resident,1,none,yes,1,single
... < 0 DM,17,existing credits paid back duly till now,radio/television,848,... < 100 DM,unemployed,2,male,none,1,unknown / no property,25,none,own,1,skilled employee / official,1,none,yes,1,single
no checking account,21,existing credits paid back duly till now,furniture/equipment,2483,... < 100 DM,... >= 7 years,4,male,none,2,"car or other, not in savings account",38,none,own,2,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,1,divorced/separated
no checking account,23,existing credits paid back duly till now,furniture/equipment,2804,... < 100 DM,unemployed,3,male,none,4,"car or other, not in savings account",32,none,for free,1,skilled employee / official,1,none,yes,2,single
no checking account,32,critical account / other credits existing (not at this bank),furniture/equipment,6570,... < 100 DM,4 <= ... < 7 years,4,male,none,4,building society savings agreement / life insurance,42,none,own,2,unskilled - resident,1,none,yes,2,single
... < 0 DM,6,existing credits paid back duly till now,education,1384,unknown / no savings account,1 <= ... < 4 years,4,male,co-applicant,2,building society savings agreement / life insurance,29,none,for free,2,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
... < 0 DM,27,critical account / other credits existing (not at this bank),furniture/equipment,250,... < 100 DM,... >= 7 years,4,female,none,4,real estate,45,none,own,1,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,1,divorced/separated
no checking account,23,existing credits paid back duly till now,car (new),6273,... < 100 DM,4 <= ... < 7 years,4,male,none,2,building society savings agreement / life insurance,58,none,own,1,unskilled - resident,1,none,yes,1,single
no checking account,5,critical account / other credits existing (not at this bank),car (new),1700,... < 100 DM,1 <= ... < 4 years,3,male,none,4,unknown / no property,31,none,own,1,management / self-employed / highly qualified employee / officer,1,none,yes,1,divorced/separated
no checking account,34,critical account / other credits existing (not at this bank),car (new),7708,unknown / no savings account,1 <= ... < 4 years,4,male,none,4,unknown / no property,27,stores,own,2,skilled employee / official,1,none,yes,2,single
0 <= ... < 200 DM,11,existing credits paid back duly till now,car (new),6094,unknown / no savings account,... >= 7 years,4,male,none,2,real estate,19,none,own,2,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
... < 0 DM,15,critical account / other credits existing (not at this bank),furniture/equipment,642,... < 100 DM,1 <= ... < 4 years,4,female,none,4,"car or other, not in savings account",39,none,own,1,unskilled - resident,1,none,yes,1,single
... >= 200 DM / salary assignments for at least 1 year,16,existing credits paid back duly till now,radio/television,910,unknown / no savings account,4 <= ... < 7 years,4,male,none,1,real estate,33,none,own,2,management / self-employed / highly qualified employee / officer,1,none,yes,1,single
no checking account,46,critical account / other credits existing (not at this bank),business,8216,500 <= ... < 1000 DM,... >= 7 years,4,male,none,1,"car or other, not in savings account",31,none,own,1,unskilled - resident,1,none,yes,1,divorced/separated
no checking account,23,existing credits paid back duly till now,furniture/equipment,988,... < 100 DM,unemployed,2,female,none,4,unknown / no property,19,none,own,1,unskilled - resident,1,none,yes,2,divorced/separated
0 <= ... < 200 DM,4,no credits taken / all credits paid back duly,car (new),5080,... < 100 DM,... < 1 year,1,male,none,3,building society savings agreement / life insurance,19,none,own,1,skilled employee / official,1,none,yes,1,single
0 <= ... < 200 DM,9,existing credits paid back duly till now,radio/television,2498,unknown / no savings account,unemployed,4,male,none,1,"car or other, not in savings account",30,stores,own,2,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
no checking account,11,existing credits paid back duly till now,furniture/equipment,9281,... < 100 DM,1 <= ... < 4 years,2,male,none,1,"car or other, not in savings account",37,none,own,1,management / self-employed / highly qualified employee / officer,1,none,yes,2,divorced/separated
no checking account,10,critical account / other credits existing (not at this bank),furniture/equipment,654,unknown / no savings account,... >= 7 years,4,male,none,3,"car or other, not in savings account",47,bank,for free,1,unskilled - resident,1,"yes, registered under customer's name",yes,1,single
no checking account,21,existing credits paid back duly till now,car (used),2860,... < 100 DM,1 <= ... < 4 years,4,male,co-applicant,2,real estate,25,none,own,2,skilled employee / official,2,none,yes,1,married/widowed
no checking account,21,critical account / other credits existing (not at this bank),car (new),5655,... >= 1000 DM,1 <= ... < 4 years,4,male,none,4,"car or other, not in savings account",30,none,own,2,management / self-employed / highly qualified employee / officer,2,"yes, registered under customer's name",no,2,single
no checking account,40,critical account / other credits existing (not at this bank),furniture/equipment,1167,... < 100 DM,unemployed,4,male,none,4,building society savings agreement / life insurance,28,none,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
... < 0 DM,4,existing credits paid back duly till now,car (new),4368,... < 100 DM,unemployed,3,male,none,2,building society savings agreement / life insurance,33,none,rent,1,skilled employee / official,1,"yes, registered under customer's name",yes,2,married/widowed
no checking account,22,all credits at this bank paid back duly,furniture/equipment,5127,100 <= ... < 500 DM,... < 1 year,4,male,co-applicant,2,"car or other, not in savings account",22,none,own,2,skilled employee / official,1,none,yes,1,single
no checking account,52,existing credits paid back duly till now,radio/television,3836,... < 100 DM,... >= 7 years,4,male,none,2,unknown / no property,19,none,own,2,skilled employee / official,1,"yes, registered under customer's name",yes,1,married/widowed
0 <= ... < 200 DM,18,existing credits paid back duly till now,education,4209,... < 100 DM,... < 1 year,4,male,none,2,real estate,21,bank,for free,1,unskilled - resident,1,none,yes,1,single
no checking account,12,critical account / other credits existing (not at this bank),radio/television,15945,... >= 1000 DM,... >= 7 years,1,male,none,1,building society savings agreement / life insurance,34,none,own,1,management / self-employed / highly qualified employee / officer,1,none,yes,1,single
0 <= ... < 200 DM,9,existing credits paid back duly till now,radio/television,10295,100 <= ... < 500 DM,... < 1 year,2,male,none,4,"car or other, not in savings account",28,none,own,2,unskilled - resident,2,none,yes,2,single
no checking account,19,existing credits paid back duly till now,radio/television,6134,unknown / no savings account,4 <= ... < 7 years,4,male,none,4,"car or other, not in savings account",21,none,own,4,skilled employee / official,1,none,yes,1,divorced/separated
no checking account,15,critical account / other credits existing (not at this bank),car (new),1776,... < 100 DM,... < 1 year,3,female,none,4,building society savings agreement / life insurance,32,bank,own,1,unskilled - resident,1,"yes, registered under customer's name",yes,1,single
no checking account,18,existing credits paid back duly till now,furniture/equipment,2122,... < 100 DM,... >= 7 years,3,male,none,2,building society savings agreement / life insurance,62,bank,for free,1,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,1,single
... < 0 DM,17,critical account / other credits existing (not at this bank),radio/television,10264,100 <= ... < 500 DM,... >= 7 years,2,male,none,2,real estate,36,none,own,1,unskilled - resident,1,"yes, registered under customer's name",yes,1,single
no checking account,14,existing credits paid back duly till now,car (used),5715,... < 100 DM,1 <= ... < 4 years,2,male,none,3,"car or other, not in savings account",36,none,for free,1,skilled employee / official,1,none,yes,2,single
... < 0 DM,40,all credits at this bank paid back duly,radio/television,4196,... < 100 DM,4 <= ... < 7 years,4,female,none,4,"car or other, not in savings account",20,none,own,2,unskilled - resident,2,none,yes,2,single
... < 0 DM,17,critical account / other credits existing (not at this bank),furniture/equipment,1993,... < 100 DM,... < 1 year,3,female,none,3,real estate,24,none,own,1,skilled employee / official,1,none,yes,1,divorced/separated
no checking account,14,all credits at this bank paid back duly,car (new),4264,... < 100 DM,... >= 7 years,1,male,none,3,"car or other, not in savings account",19,stores,own,1,unskilled - resident,1,none,yes,2,divorced/separated
no checking account,24,existing credits paid back duly till now,furniture/equipment,5915,... < 100 DM,... >= 7 years,3,male,none,4,real estate,39,none,own,2,unskilled - resident,1,none,yes,1,single
0 <= ... < 200 DM,14,existing credits paid back duly till now,car (new),5507,... < 100 DM,... >= 7 years,3,female,none,4,"car or other, not in savings account",23,none,own,1,skilled employee / official,2,"yes, registered under customer's name",yes,1,divorced/separated
0 <= ... < 200 DM,54,existing credits paid back duly till now,car (used),2938,... < 100 DM,1 <= ... < 4 years,4,female,none,3,"car or other, not in savings account",20,bank,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,divorced/separated
no checking account,11,critical account / other credits existing (not at this bank),car (used),8882,... < 100 DM,unemployed,4,male,guarantor,4,real estate,32,none,for free,2,skilled employee / official,1,"yes, registered under customer's name",yes,2,single
no checking account,17,critical account / other credits existing (not at this bank),repairs,2168,... >= 1000 DM,4 <= ... < 7 years,4,male,none,2,"car or other, not in savings account",27,none,own,2,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,2,single
... < 0 DM,6,existing credits paid back duly till now,radio/television,7783,... < 100 DM,4 <= ... < 7 years,4,male,none,4,"car or other, not in savings account",19,stores,own,1,skilled employee / official,2,none,yes,1,divorced/separated
no checking account,10,critical account / other credits existing (not at this bank),car (new),4902,... < 100 DM,4 <= ... < 7 years,2,male,none,2,real estate,75,none,own,1,skilled employee / official,2,none,yes,1,divorced/separated
... >= 200 DM / salary assignments for at least 1 year,38,critical account / other credits existing (not at this bank),furniture/equipment,1371,... < 100 DM,4 <= ... < 7 years,4,male,none,1,"car or other, not in savings account",24,bank,rent,2,unskilled - resident,1,none,yes,1,single
no checking account,4,existing credits paid back duly till now,radio/television,1798,unknown / no savings account,1 <= ... < 4 years,1,male,none,3,"car or other, not in savings account",26,bank,own,1,skilled employee / official,1,none,yes,2,divorced/separated
no checking account,9,critical account / other credits existing (not at this bank),furniture/equipment,571,unknown / no savings account,... >= 7 years,1,male,none,2,"car or other, not in savings account",50,bank,for free,1,skilled employee / official,1,none,yes,2,single
... < 0 DM,7,critical account / other credits existing (not at this bank),car (new),2387,... < 100 DM,unemployed,4,male,none,1,unknown / no property,19,none,own,2,unskilled - resident,1,none,yes,1,married/widowed
no checking account,33,existing credits paid back duly till now,car (new),4916,unknown / no savings account,4 <= ... < 7 years,4,female,none,1,building society savings agreement / life insurance,19,none,own,1,unskilled - resident,1,none,yes,1,divorced/separated
no checking account,49,critical account / other credits existing (not at this bank),domestic appliances,3074,... < 100 DM,... >= 7 years,2,male,none,2,real estate,20,none,rent,2,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,1,single
no checking account,4,existing credits paid back duly till now,radio/television,11231,... >= 1000 DM,unemployed,1,male,none,3,real estate,24,none,own,1,skilled employee / official,1,none,yes,1,single
no checking account,4,existing credits paid back duly till now,radio/television,6238,... < 100 DM,4 <= ... < 7 years,4,male,none,4,real estate,26,none,own,2,skilled employee / official,1,"yes, registered under customer's name",yes,1,married/widowed
0 <= ... < 200 DM,17,delay in paying off in the past,radio/television,1821,100 <= ... < 500 DM,unemployed,1,male,none,4,real estate,19,bank,own,1,skilled employee / official,1,none,no,1,divorced/separated
0 <= ... < 200 DM,26,existing credits paid back duly till now,furniture/equipment,9157,... >= 1000 DM,4 <= ... < 7 years,3,male,none,4,real estate,43,none,rent,1,management / self-employed / highly qualified employee / officer,1,none,yes,2,single
no checking account,36,existing credits paid back duly till now,car (new),9395,... >= 1000 DM,1 <= ... < 4 years,2,male,none,1,unknown / no property,25,none,own,1,skilled employee / official,1,none,yes,1,single
... >= 200 DM / salary assignments for at least 1 year,44,critical account / other credits existing (not at this bank),radio/television,3352,unknown / no savings account,4 <= ... < 7 years,3,male,none,4,unknown / no property,36,none,rent,1,skilled employee / official,1,none,yes,1,divorced/separated
0 <= ... < 200 DM,5,critical account / other credits existing (not at this bank),furniture/equipment,4212,unknown / no savings account,... < 1 year,4,female,none,4,"car or other, not in savings account",19,none,own,2,unskilled - resident,1,none,yes,2,single
no checking account,30,critical account / other credits existing (not at this bank),repairs,250,unknown / no savings account,... < 1 year,1,male,none,4,"car or other, not in savings account",24,bank,own,1,skilled employee / official,1,none,yes,1,single
... < 0 DM,13,existing credits paid back duly till now,others,10572,... < 100 DM,4 <= ... < 7 years,2,male,none,4,real estate,29,none,for free,1,skilled employee / official,2,none,yes,1,single
no checking account,17,critical account / other credits existing (not at this bank),education,8099,100 <= ... < 500 DM,1 <= ... < 4 years,2,male,none,4,unknown / no property,19,bank,own,1,skilled employee / official,1,none,yes,1,single
... >= 200 DM / salary assignments for at least 1 year,4,delay in paying off in the past,car (used),843,unknown / no savings account,4 <= ... < 7 years,3,male,none,3,building society savings agreement / life insurance,19,bank,own,1,unskilled - resident,2,none,yes,1,divorced/separated
no checking account,8,existing credits paid back duly till now,radio/television,15945,unknown / no savings account,4 <= ... < 7 years,4,male,none,2,"car or other, not in savings account",21,bank,own,1,management / self-employed / highly qualified employee / officer,1,none,yes,1,single
... < 0 DM,37,existing credits paid back duly till now,others,2124,unknown / no savings account,... >= 7 years,4,male,none,4,building society savings agreement / life insurance,20,none,rent,1,unemployed / unskilled - non-resident,1,none,yes,1,divorced/separated
no checking account,17,critical account / other credits existing (not at this bank),radio/television,250,unknown / no savings account,1 <= ... < 4 years,4,male,none,2,"car or other, not in savings account",19,bank,own,1,unskilled - resident,1,none,yes,1,single
no checking account,40,existing credits paid back duly till now,radio/television,2140,500 <= ... < 1000 DM,... >= 7 years,3,male,none,4,building society savings agreement / life insurance,19,none,own,2,unskilled - resident,1,"yes, registered under customer's name",yes,1,single
... < 0 DM,21,existing credits paid back duly till now,radio/television,3261,100 <= ... < 500 DM,unemployed,4,male,none,4,building society savings agreement / life insurance,37,none,own,1,management / self-employed / highly qualified employee / officer,1,none,yes,1,single
no checking account,18,existing credits paid back duly till now,furniture/equipment,260,... < 100 DM,unemployed,2,male,none,4,"car or other, not in savings account",31,bank,own,1,unskilled - resident,1,none,yes,1,single
no checking account,17,critical account / other credits existing (not at this bank),education,2782,... < 100 DM,1 <= ... < 4 years,4,male,guarantor,2,real estate,19,stores,rent,1,skilled employee / official,1,none,yes,1,divorced/separated
0 <= ... < 200 DM,12,existing credits paid back duly till now,radio/television,15945,... >= 1000 DM,... < 1 year,2,female,none,3,real estate,21,bank,own,1,unskilled - resident,2,none,yes,1,single
... < 0 DM,10,existing credits paid back duly till now,car (new),5843,... < 100 DM,4 <= ... < 7 years,1,male,none,4,"car or other, not in savings account",27,bank,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
no checking account,7,existing credits paid back duly till now,repairs,2633,... < 100 DM,... < 1 year,4,female,none,3,"car or other, not in savings account",29,none,own,2,skilled employee / official,1,none,yes,1,divorced/separated
... >= 200 DM / salary assignments for at least 1 year,4,no credits taken / all credits paid back duly,radio/television,1857,... < 100 DM,... >= 7 years,4,male,none,3,unknown / no property,24,none,rent,3,skilled employee / official,1,none,yes,1,single
... >= 200 DM / salary assignments for at least 1 year,24,critical account / other credits existing (not at this bank),car (new),5690,... < 100 DM,... >= 7 years,4,male,none,4,"car or other, not in savings account",52,stores,rent,1,management / self-employed / highly qualified employee / officer,1,none,yes,1,single
no checking account,21,existing credits paid back duly till now,repairs,9111,... < 100 DM,... >= 7 years,3,male,co-applicant,1,"car or other, not in savings account",44,none,own,2,skilled employee / official,1,"yes, registered under customer's name",yes,1,divorced/separated
