checking_account_status,duration_months,credit_history,purpose,credit_amount,savings_account,employment_duration,installment_rate,sex,other_debtors,residence_duration,property,age,other_installment_plans,housing,existing_credits,job,num_dependents,telephone,foreign_worker,target,relationship_status
... < 0 DM,37,all credits at this bank paid back duly,car (used),2146,... < 100 DM,... >= 7 years,2,male,none,4,unknown / no property,31,bank,for free,1,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,2,single
0 <= ... < 200 DM,5,all credits at this bank paid back duly,car (used),2717,500 <= ... < 1000 DM,1 <= ... < 4 years,2,male,none,2,real estate,74,none,own,1,management / self-employed / highly qualified employee / officer,1,none,no,1,single
no checking account,26,existing credits paid back duly till now,radio/television,3528,unknown / no savings account,1 <= ... < 4 years,2,male,none,2,building society savings agreement / life insurance,34,none,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
no checking account,16,existing credits paid back duly till now,furniture/equipment,385,... < 100 DM,1 <= ... < 4 years,4,male,none,3,real estate,29,none,own,1,unskilled - resident,1,none,yes,1,single
no checking account,21,critical account / other credits existing (not at this bank),business,664,... < 100 DM,... < 1 year,4,male,none,4,real estate,54,stores,own,2,skilled employee / official,1,none,yes,1,single
0 <= ... < 200 DM,72,existing credits paid back duly till now,furniture/equipment,3596,unknown / no savings account,4 <= ... < 7 years,4,male,none,4,"car or other, not in savings account",59,bank,own,1,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,2,single
0 <= ... < 200 DM,24,critical account / other credits existing (not at this bank),radio/television,250,unknown / no savings account,4 <= ... < 7 years,4,male,none,2,"car or other, not in savings account",38,none,own,2,unskilled - resident,1,"yes, registered under customer's name",yes,1,single
no checking account,36,all credits at this bank paid back duly,car (new),3051,... < 100 DM,... >= 7 years,2,male,none,4,building society savings agreement / life insurance,75,none,own,1,skilled employee / official,2,none,yes,1,single
... < 0 DM,26,delay in paying off in the past,furniture/equipment,2621,500 <= ... < 1000 DM,1 <= ... < 4 years,2,male,none,4,"car or other, not in savings account",66,none,own,2,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,2,divorced/separated
no checking account,17,critical account / other credits existing (not at this bank),radio/television,5898,unknown / no savings account,1 <= ... < 4 years,1,male,none,2,building society savings agreement / life insurance,61,none,own,2,unskilled - resident,1,none,yes,1,single
... >= 200 DM / salary assignments for at least 1 year,30,existing credits paid back duly till now,others,2648,100 <= ... < 500 DM,... < 1 year,1,female,none,4,"car or other, not in savings account",24,none,own,1,skilled employee / official,1,none,yes,2,divorced/separated
no checking account,5,critical account / other credits existing (not at this bank),education,250,... < 100 DM,... < 1 year,4,male,none,2,"car or other, not in savings account",22,none,own,1,skilled employee / official,1,none,yes,1,divorced/separated
... < 0 DM,17,all credits at this bank paid back duly,car (used),15945,100 <= ... < 500 DM,unemployed,2,female,none,4,"car or other, not in savings account",25,none,own,1,management / self-employed / highly qualified employee / officer,1,none,yes,2,divorced/separated
... < 0 DM,12,critical account / other credits existing (not at this bank),furniture/equipment,250,... < 100 DM,... < 1 year,2,male,none,4,real estate,19,none,own,2,skilled employee / official,1,none,yes,1,divorced/separated
... < 0 DM,21,critical account / other credits existing (not at this bank),car (new),250,unknown / no savings account,1 <= ... < 4 years,1,male,none,4,real estate,60,none,own,2,skilled employee / official,1,none,yes,1,divorced/separated
... < 0 DM,25,existing credits paid back duly till now,business,15945,... < 100 DM,unemployed,4,male,none,4,unknown / no property,75,bank,for free,1,skilled employee / official,1,"yes, registered under customer's name",yes,2,single
0 <= ... < 200 DM,26,existing credits paid back duly till now,education,9355,... < 100 DM,... >= 7 years,4,male,none,4,"car or other, not in savings account",20,stores,for free,1,skilled employee / official,1,"yes, registered under customer's name",yes,2,single
... >= 200 DM / salary assignments for at least 1 year,28,critical account / other credits existing (not at this bank),business,250,... < 100 DM,1 <= ... < 4 years,1,male,none,4,building society savings agreement / life insurance,46,none,own,2,management / self-employed / highly qualified employee / officer,1,none,yes,1,single
no checking account,19,existing credits paid back duly till now,car (new),346,unknown / no savings account,4 <= ... < 7 years,4,male,guarantor,4,real estate,19,none,own,2,unskilled - resident,1,none,yes,1,married/widowed
... < 0 DM,25,delay in paying off in the past,car (new),2051,... < 100 DM,... >= 7 years,1,male,co-applicant,4,real estate,19,none,rent,2,unemployed / unskilled - non-resident,1,none,yes,1,divorced/separated
no checking account,7,critical account / other credits existing (not at this bank),car (new),250,... < 100 DM,... < 1 year,2,male,none,3,real estate,30,none,own,3,skilled employee / official,1,none,yes,1,divorced/separated
no checking account,26,critical account / other credits existing (not at this bank),radio/television,250,... < 100 DM,4 <= ... < 7 years,2,male,none,3,real estate,44,none,own,2,skilled employee / official,2,none,yes,1,single
0 <= ... < 200 DM,22,existing credits paid back duly till now,car (new),250,... < 100 DM,... < 1 year,1,female,co-applicant,4,"car or other, not in savings account",19,bank,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,2,divorced/separated
... < 0 DM,21,all credits at this bank paid back duly,car (new),277,unknown / no savings account,... >= 7 years,4,male,none,1,unknown / no property,55,none,own,3,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
no checking account,20,all credits at this bank paid back duly,car (new),5009,... < 100 DM,... >= 7 years,4,male,none,4,building society savings agreement / life insurance,38,none,own,1,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,1,single
0 <= ... < 200 DM,13,existing credits paid back duly till now,car (new),2437,100 <= ... < 500 DM,... < 1 year,4,female,none,1,"car or other, not in savings account",36,none,rent,1,skilled employee / official,1,none,yes,2,divorced/separated
no checking account,4,existing credits paid back duly till now,radio/television,1606,500 <= ... < 1000 DM,1 <= ... < 4 years,4,male,none,2,building society savings agreement / life insurance,30,none,own,2,unskilled - resident,2,none,no,1,divorced/separated
no checking account,25,existing credits paid back duly till now,car (new),5244,500 <= ... < 1000 DM,... < 1 year,2,female,none,1,"car or other, not in savings account",25,none,own,2,unskilled - resident,1,none,yes,1,divorced/separated
no checking account,22,existing credits paid back duly till now,repairs,10422,unknown / no savings account,... < 1 year,1,male,none,4,unknown / no property,34,none,rent,1,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,1,single
no checking account,21,no credits taken / all credits paid back duly,business,2644,500 <= ... < 1000 DM,... >= 7 years,4,male,none,4,unknown / no property,33,bank,for free,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,divorced/separated
no checking account,4,existing credits paid back duly till now,car (new),2567,unknown / no savings account,... < 1 year,2,male,none,4,"car or other, not in savings account",30,none,own,2,unskilled - resident,1,none,yes,1,divorced/separated
no checking account,65,all credits at this bank paid back duly,car (used),3282,unknown / no savings account,... >= 7 years,4,male,none,4,real estate,56,none,own,4,management / self-employed / highly qualified employee / officer,1,none,yes,2,single
0 <= ... < 200 DM,38,delay in paying off in the past,car (used),1799,... >= 1000 DM,... >= 7 years,3,male,none,4,"car or other, not in savings account",58,stores,for free,1,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,2,married/widowed
... >= 200 DM / salary assignments for at least 1 year,4,existing credits paid back duly till now,radio/television,3289,... < 100 DM,4 <= ... < 7 years,1,male,none,4,building society savings agreement / life insurance,19,none,rent,1,skilled employee / official,1,none,yes,1,single
... < 0 DM,28,existing credits paid back duly till now,furniture/equipment,3756,... < 100 DM,... < 1 year,2,female,none,4,"car or other, not in savings account",19,none,rent,1,skilled employee / official,1,"yes, registered under customer's name",yes,2,divorced/separated
... < 0 DM,11,existing credits paid back duly till now,car (new),250,... < 100 DM,... < 1 year,4,female,none,4,"car or other, not in savings account",36,none,own,1,unskilled - resident,1,none,yes,1,divorced/separated
0 <= ... < 200 DM,29,existing credits paid back duly till now,furniture/equipment,1182,100 <= ... < 500 DM,... >= 7 years,2,female,guarantor,1,"car or other, not in savings account",19,none,rent,1,skilled employee / official,1,"yes, registered under customer's name",yes,2,divorced/separated
no checking account,20,existing credits paid back duly till now,business,2657,... < 100 DM,... < 1 year,4,female,none,1,"car or other, not in savings account",31,bank,rent,1,skilled employee / official,1,none,yes,1,divorced/separated
... >= 200 DM / salary assignments for at least 1 year,28,delay in paying off in the past,education,7762,... < 100 DM,1 <= ... < 4 years,4,female,none,4,unknown / no property,26,none,for free,3,skilled employee / official,1,"yes, registered under customer's name",yes,2,divorced/separated
no checking account,19,existing credits paid back duly till now,radio/television,2539,500 <= ... < 1000 DM,1 <= ... < 4 years,3,male,none,3,"car or other, not in savings account",21,none,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,divorced/separated
... < 0 DM,48,existing credits paid back duly till now,furniture/equipment,8344,... < 100 DM,... >= 7 years,2,female,none,4,unknown / no property,19,none,for free,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,divorced/separated
no checking account,17,critical account / other credits existing (not at this bank),car (new),595,... < 100 DM,1 <= ... < 4 years,4,male,none,3,real estate,21,none,own,2,unskilled - resident,1,none,yes,1,single
... >= 200 DM / salary assignments for at least 1 year,19,existing credits paid back duly till now,car (used),5553,... < 100 DM,... < 1 year,4,male,none,4,"car or other, not in savings account",19,none,for free,1,management / self-employed / highly qualified employee / officer,1,none,yes,2,single
... < 0 DM,16,all credits at this bank paid back duly,education,6328,... < 100 DM,... < 1 year,3,female,none,4,building society savings agreement / life insurance,29,none,rent,1,skilled employee / official,1,none,yes,1,divorced/separated
... < 0 DM,22,existing credits paid back duly till now,car (new),1390,... < 100 DM,1 <= ... < 4 years,4,male,none,2,"car or other, not in savings account",23,none,own,1,skilled employee / official,1,none,yes,1,single
... < 0 DM,18,existing credits paid back duly till now,radio/television,2654,500 <= ... < 1000 DM,4 <= ... < 7 years,4,male,none,2,"car or other, not in savings account",23,none,own,1,skilled employee / official,1,none,yes,1,married/widowed
... >= 200 DM / salary assignments for at least 1 year,4,delay in paying off in the past,education,3512,... < 100 DM,... < 1 year,1,female,co-applicant,4,building society savings agreement / life insurance,27,none,own,1,skilled employee / official,1,none,yes,1,divorced/separated
no checking account,4,existing credits paid back duly till now,car (new),3264,100 <= ... < 500 DM,... >= 7 years,2,male,none,4,real estate,52,none,own,2,skilled employee / official,1,none,yes,1,married/widowed
0 <= ... < 200 DM,22,all credits at this bank paid back duly,car (new),4345,... >= 1000 DM,... < 1 year,4,female,none,4,building society savings agreement / life insurance,57,none,rent,1,skilled employee / official,1,"yes, registered under customer's name",yes,2,divorced/separated
... < 0 DM,29,all credits at this bank paid back duly,car (used),12471,... < 100 DM,1 <= ... < 4 years,4,male,none,4,building society savings agreement / life insurance,21,none,own,2,unemployed / unskilled - non-resident,1,"yes, registered under customer's name",yes,1,single
0 <= ... < 200 DM,22,existing credits paid back duly till now,radio/television,1725,... < 100 DM,1 <= ... < 4 years,4,female,co-applicant,4,real estate,20,none,for free,2,skilled employee / official,1,"yes, registered under customer's name",no,1,divorced/separated
no checking account,21,critical account / other credits existing (not at this bank),radio/television,250,unknown / no savings account,... >= 7 years,4,male,none,4,building society savings agreement / life insurance,59,bank,own,2,skilled employee / official,2,none,yes,1,single
0 <= ... < 200 DM,4,existing credits paid back duly till now,radio/television,3594,500 <= ... < 1000 DM,... < 1 year,3,female,none,4,"car or other, not in savings account",19,none,rent,1,skilled employee / official,1,none,yes,2,divorced/separated
... < 0 DM,27,critical account / other credits existing (not at this bank),car (new),555,500 <= ... < 1000 DM,4 <= ... < 7 years,4,male,none,2,real estate,51,none,own,1,management / self-employed / highly qualified employee / officer,1,none,yes,1,single
no checking account,16,delay in paying off in the past,car (new),15945,... < 100 DM,... >= 7 years,4,male,none,4,unknown / no property,52,none,for free,2,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,2,single
... < 0 DM,44,delay in paying off in the past,car (used),11350,... < 100 DM,unemployed,2,male,none,4,unknown / no property,75,stores,for free,1,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,2,divorced/separated
no checking account,4,critical account / other credits existing (not at this bank),radio/television,1192,... < 100 DM,1 <= ... < 4 years,4,male,none,2,real estate,25,none,own,2,skilled employee / official,2,none,yes,1,single
... < 0 DM,60,existing credits paid back duly till now,furniture/equipment,4425,500 <= ... < 1000 DM,... < 1 year,2,female,none,4,"car or other, not in savings account",24,none,rent,1,skilled employee / official,1,"yes, registered under customer's name",yes,2,divorced/separated
no checking account,4,all credits at this bank paid back duly,car (used),931,... < 100 DM,1 <= ... < 4 years,4,male,none,2,real estate,41,none,own,2,management / self-employed / highly qualified employee / officer,1,none,yes,1,divorced/separated
... < 0 DM,20,critical account / other credits existing (not at this bank),car (new),250,500 <= ... < 1000 DM,... >= 7 years,4,male,none,4,building society savings agreement / life insurance,67,none,rent,1,unskilled - resident,1,none,yes,1,single
... < 0 DM,12,critical account / other credits existing (not at this bank),car (used),10157,... < 100 DM,... >= 7 years,3,male,guarantor,4,building society savings agreement / life insurance,47,stores,own,3,skilled employee / official,2,none,yes,1,single
... < 0 DM,11,existing credits paid back duly till now,radio/television,3563,... >= 1000 DM,... < 1 year,2,male,none,4,building society savings agreement / life insurance,55,stores,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,2,divorced/separated
... < 0 DM,38,existing credits paid back duly till now,furniture/equipment,1098,... < 100 DM,... < 1 year,4,female,none,1,"car or other, not in savings account",19,none,rent,1,skilled employee / official,1,"yes, registered under customer's name",yes,2,married/widowed
no checking account,15,critical account / other credits existing (not at this bank),radio/television,250,unknown / no savings account,1 <= ... < 4 years,4,male,none,2,"car or other, not in savings account",21,none,own,2,skilled employee / official,1,none,yes,1,single
... < 0 DM,8,critical account / other credits existing (not at this bank),education,13772,... < 100 DM,... >= 7 years,4,female,none,1,"car or other, not in savings account",26,none,own,1,skilled employee / official,2,none,no,1,divorced/separated
... < 0 DM,28,existing credits paid back duly till now,furniture/equipment,15945,100 <= ... < 500 DM,... < 1 year,2,female,co-applicant,2,building society savings agreement / life insurance,21,none,rent,1,management / self-employed / highly qualified employee / officer,1,none,yes,2,married/widowed
... < 0 DM,23,all credits at this bank paid back duly,furniture/equipment,5281,... < 100 DM,... < 1 year,4,female,none,4,unknown / no property,33,none,rent,1,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,2,divorced/separated
... < 0 DM,60,all credits at this bank paid back duly,car (new),1140,100 <= ... < 500 DM,... < 1 year,4,female,none,4,building society savings agreement / life insurance,36,stores,rent,2,skilled employee / official,1,none,yes,1,divorced/separated
0 <= ... < 200 DM,47,critical account / other credits existing (not at this bank),business,4750,unknown / no savings account,... >= 7 years,4,male,none,3,unknown / no property,40,none,for free,2,unskilled - resident,2,none,yes,1,single
... >= 200 DM / salary assignments for at least 1 year,23,critical account / other credits existing (not at this bank),radio/television,2252,... < 100 DM,1 <= ... < 4 years,2,male,none,3,"car or other, not in savings account",34,none,own,2,skilled employee / official,1,none,yes,1,single
... < 0 DM,72,critical account / other credits existing (not at this bank),radio/television,803,unknown / no savings account,... >= 7 years,4,male,none,4,unknown / no property,58,bank,for free,1,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,2,single
... >= 200 DM / salary assignments for at least 1 year,23,existing credits paid back duly till now,education,1335,100 <= ... < 500 DM,... < 1 year,4,female,co-applicant,3,"car or other, not in savings account",31,none,rent,1,skilled employee / official,1,none,yes,1,married/widowed
... < 0 DM,49,existing credits paid back duly till now,others,1024,... < 100 DM,1 <= ... < 4 years,2,male,co-applicant,3,unknown / no property,36,none,rent,1,skilled employee / official,1,"yes, registered under customer's name",yes,2,divorced/separated
... < 0 DM,10,critical account / other credits existing (not at this bank),car (new),763,500 <= ... < 1000 DM,unemployed,2,male,none,4,real estate,26,none,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,2,single
... < 0 DM,51,all credits at this bank paid back duly,car (used),250,... < 100 DM,... < 1 year,4,female,none,4,unknown / no property,19,stores,rent,1,skilled employee / official,1,"yes, registered under customer's name",yes,2,divorced/separated
... < 0 DM,22,existing credits paid back duly till now,radio/television,3665,unknown / no savings account,1 <= ... < 4 years,2,male,none,2,real estate,19,none,own,2,skilled employee / official,1,none,yes,1,married/widowed
no checking account,4,critical account / other credits existing (not at this bank),radio/television,250,... >= 1000 DM,1 <= ... < 4 years,4,male,none,4,"car or other, not in savings account",32,none,own,1,skilled employee / official,1,none,yes,1,married/widowed
... < 0 DM,23,no credits taken / all credits paid back duly,radio/television,2295,... < 100 DM,4 <= ... < 7 years,4,female,guarantor,4,"car or other, not in savings account",34,none,rent,1,skilled employee / official,1,"yes, registered under customer's name",yes,2,divorced/separated
no checking account,10,existing credits paid back duly till now,car (new),6749,unknown / no savings account,4 <= ... < 7 years,2,female,none,2,real estate,24,none,own,2,unemployed / unskilled - non-resident,1,none,yes,1,divorced/separated
no checking account,8,existing credits paid back duly till now,car (new),2584,... < 100 DM,... >= 7 years,4,male,none,3,building society savings agreement / life insurance,25,none,own,2,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,1,single
0 <= ... < 200 DM,39,existing credits paid back duly till now,business,1548,100 <= ... < 500 DM,... >= 7 years,4,male,none,4,building society savings agreement / life insurance,45,none,for free,1,unskilled - resident,2,none,yes,1,single
no checking account,13,critical account / other credits existing (not at this bank),car (new),250,unknown / no savings account,... >= 7 years,4,male,guarantor,2,real estate,44,none,own,2,skilled employee / official,1,none,no,1,single
no checking account,25,critical account / other credits existing (not at this bank),car (new),1639,... < 100 DM,1 <= ... < 4 years,4,male,none,3,real estate,36,none,own,2,skilled employee / official,1,none,yes,1,single
no checking account,10,existing credits paid back duly till now,radio/television,6308,100 <= ... < 500 DM,1 <= ... < 4 years,2,female,none,1,building society savings agreement / life insurance,25,none,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,2,divorced/separated
no checking account,25,existing credits paid back duly till now,car (new),15945,... < 100 DM,... < 1 year,3,male,none,4,building society savings agreement / life insurance,53,none,for free,1,skilled employee / official,1,"yes, registered under customer's name",yes,2,divorced/separated
no checking account,54,critical account / other credits existing (not at this bank),radio/television,746,... < 100 DM,... < 1 year,4,male,co-applicant,3,"car or other, not in savings account",57,bank,own,2,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,2,divorced/separated
no checking account,24,existing credits paid back duly till now,furniture/equipment,1147,... < 100 DM,... < 1 year,2,female,none,4,"car or other, not in savings account",29,stores,rent,1,unemployed / unskilled - non-resident,1,"yes, registered under customer's name",yes,2,divorced/separated
0 <= ... < 200 DM,27,existing credits paid back duly till now,car (used),2875,unknown / no savings account,... >= 7 years,2,male,none,2,building society savings agreement / life insurance,26,none,own,2,unskilled - resident,1,none,yes,1,single
no checking account,11,existing credits paid back duly till now,car (new),2612,unknown / no savings account,1 <= ... < 4 years,3,male,none,3,real estate,27,none,own,2,skilled employee / official,1,none,yes,1,single
no checking account,8,critical account / other credits existing (not at this bank),business,1817,unknown / no savings account,4 <= ... < 7 years,4,male,none,2,real estate,19,none,own,2,skilled employee / official,2,none,yes,1,single
no checking account,14,existing credits paid back duly till now,radio/television,2065,... < 100 DM,1 <= ... < 4 years,4,female,none,2,real estate,19,none,own,2,unskilled - resident,1,none,yes,1,divorced/separated
... < 0 DM,12,existing credits paid back duly till now,car (used),15945,unknown / no savings account,1 <= ... < 4 years,2,male,none,4,building society savings agreement / life insurance,19,none,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,divorced/separated
... >= 200 DM / salary assignments for at least 1 year,15,critical account / other credits existing (not at this bank),radio/television,6438,... >= 1000 DM,... >= 7 years,4,male,none,4,real estate,60,none,own,2,management / self-employed / highly qualified employee / officer,1,none,yes,1,single
no checking account,29,delay in paying off in the past,furniture/equipment,1479,unknown / no savings account,4 <= ... < 7 years,4,male,none,2,unknown / no property,52,none,own,2,skilled employee / official,1,"yes, registered under customer's name",yes,2,divorced/separated
no checking account,9,existing credits paid back duly till now,car (new),699,... < 100 DM,1 <= ... < 4 years,1,male,none,2,real estate,22,none,own,2,skilled employee / official,1,none,yes,1,married/widowed
... < 0 DM,4,critical account / other credits existing (not at this bank),furniture/equipment,250,unknown / no savings account,4 <= ... < 7 years,4,male,none,2,real estate,30,none,rent,2,skilled employee / official,1,none,no,1,single
... >= 200 DM / salary assignments for at least 1 year,26,existing credits paid back duly till now,car (used),664,... < 100 DM,... >= 7 years,4,male,none,4,unknown / no property,33,none,for free,1,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,1,single
... < 0 DM,23,critical account / other credits existing (not at this bank),car (new),2578,... < 100 DM,1 <= ... < 4 years,3,male,co-applicant,2,"car or other, not in savings account",19,none,for free,1,unemployed / unskilled - non-resident,1,none,yes,1,divorced/separated
... < 0 DM,26,existing credits paid back duly till now,car (used),5436,... < 100 DM,... < 1 year,1,female,none,4,unknown / no property,30,bank,for free,1,skilled employee / official,1,"yes, registered under customer's name",yes,2,single
... < 0 DM,4,critical account / other credits existing (not at this bank),car (new),250,500 <= ... < 1000 DM,1 <= ... < 4 years,3,male,none,1,"car or other, not in savings account",26,none,own,2,skilled employee / official,1,none,yes,1,divorced/separated
0 <= ... < 200 DM,49,critical account / other credits existing (not at this bank),education,7522,... < 100 DM,unemployed,4,male,none,4,"car or other, not in savings account",34,bank,for free,1,skilled employee / official,1,"yes, registered under customer's name",yes,2,divorced/separated
... < 0 DM,26,existing credits paid back duly till now,business,250,100 <= ... < 500 DM,unemployed,1,female,co-applicant,1,"car or other, not in savings account",34,none,rent,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,divorced/separated
no checking account,14,critical account / other credits existing (not at this bank),business,2199,... < 100 DM,... < 1 year,4,female,none,2,building society savings agreement / life insurance,43,none,rent,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,divorced/separated
... < 0 DM,26,critical account / other credits existing (not at this bank),radio/television,1917,100 <= ... < 500 DM,... < 1 year,4,female,none,4,"car or other, not in savings account",19,none,own,1,unemployed / unskilled - non-resident,1,none,no,2,divorced/separated
0 <= ... < 200 DM,18,existing credits paid back duly till now,business,15945,unknown / no savings account,... >= 7 years,2,male,none,4,unknown / no property,24,none,rent,1,management / self-employed / highly qualified employee / officer,2,"yes, registered under customer's name",yes,2,single
... < 0 DM,8,existing credits paid back duly till now,car (new),2679,unknown / no savings account,1 <= ... < 4 years,4,female,none,1,real estate,24,none,own,2,skilled employee / official,1,none,yes,1,married/widowed
no checking account,28,existing credits paid back duly till now,radio/television,3003,unknown / no savings account,1 <= ... < 4 years,3,male,none,4,"car or other, not in savings account",32,none,own,1,skilled employee / official,1,none,yes,1,single
0 <= ... < 200 DM,49,delay in paying off in the past,car (new),6647,... < 100 DM,... >= 7 years,4,male,guarantor,4,"car or other, not in savings account",55,none,own,1,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,1,single
no checking account,25,critical account / other credits existing (not at this bank),radio/television,3276,... < 100 DM,4 <= ... < 7 years,4,male,none,2,real estate,32,none,own,2,skilled employee / official,1,none,yes,1,single
... < 0 DM,5,existing credits paid back duly till now,car (new),3029,... < 100 DM,unemployed,3,male,none,4,unknown / no property,54,bank,for free,3,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
... < 0 DM,25,existing credits paid back duly till now,car (new),15945,... < 100 DM,1 <= ... < 4 years,4,female,guarantor,4,building society savings agreement / life insurance,20,none,own,1,skilled employee / official,1,none,yes,1,divorced/separated
0 <= ... < 200 DM,26,delay in paying off in the past,car (new),10032,100 <= ... < 500 DM,unemployed,4,male,none,4,building society savings agreement / life insurance,62,bank,own,2,skilled employee / official,1,"yes, registered under customer's name",yes,2,single
no checking account,15,existing credits paid back duly till now,car (new),4834,... < 100 DM,... < 1 year,1,female,none,4,real estate,21,none,own,1,skilled employee / official,1,none,yes,1,divorced/separated
... < 0 DM,14,all credits at this bank paid back duly,furniture/equipment,250,unknown / no savings account,1 <= ... < 4 years,4,female,co-applicant,4,building society savings agreement / life insurance,25,none,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,divorced/separated
no checking account,4,critical account / other credits existing (not at this bank),radio/television,3042,unknown / no savings account,1 <= ... < 4 years,3,male,none,2,"car or other, not in savings account",45,none,own,3,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
no checking account,21,existing credits paid back duly till now,car (new),903,... < 100 DM,... >= 7 years,4,male,none,4,unknown / no property,33,stores,own,3,skilled employee / official,1,none,yes,1,married/widowed
no checking account,16,critical account / other credits existing (not at this bank),radio/television,3260,100 <= ... < 500 DM,1 <= ... < 4 years,1,female,none,2,building society savings agreement / life insurance,24,none,own,1,skilled employee / official,1,none,yes,1,divorced/separated
... >= 200 DM / salary assignments for at least 1 year,4,existing credits paid back duly till now,car (new),316,100 <= ... < 500 DM,... >= 7 years,4,male,none,4,"car or other, not in savings account",27,bank,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
0 <= ... < 200 DM,41,no credits taken / all credits paid back duly,radio/television,13343,... < 100 DM,... >= 7 years,3,male,none,4,unknown / no property,73,stores,for free,1,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,2,single
no checking account,20,existing credits paid back duly till now,car (new),1486,... >= 1000 DM,1 <= ... < 4 years,1,female,none,2,real estate,28,none,own,1,unskilled - resident,1,none,yes,1,single
no checking account,24,delay in paying off in the past,radio/television,2709,unknown / no savings account,1 <= ... < 4 years,2,male,none,4,real estate,53,bank,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,married/widowed
no checking account,22,delay in paying off in the past,car (new),2735,... < 100 DM,1 <= ... < 4 years,4,male,none,3,real estate,19,none,own,1,skilled employee / official,1,none,no,1,married/widowed
