checking_account_status,duration_months,credit_history,purpose,credit_amount,savings_account,employment_duration,installment_rate,sex,other_debtors,residence_duration,property,age,other_installment_plans,housing,existing_credits,job,num_dependents,telephone,foreign_worker,target,relationship_status
0 <= ... < 200 DM,10,existing credits paid back duly till now,radio/television,1201,unknown / no savings account,1 <= ... < 4 years,2,male,none,1,real estate,20,none,own,2,skilled employee / official,2,none,yes,1,single
... < 0 DM,4,existing credits paid back duly till now,car (new),2624,... < 100 DM,1 <= ... < 4 years,2,female,none,4,"car or other, not in savings account",21,none,own,1,skilled employee / official,1,none,yes,2,divorced/separated
no checking account,10,existing credits paid back duly till now,education,5645,... < 100 DM,... >= 7 years,4,male,none,2,real estate,23,none,own,1,skilled employee / official,1,none,yes,2,single
... < 0 DM,4,all credits at this bank paid back duly,car (used),6578,... < 100 DM,1 <= ... < 4 years,3,male,guarantor,1,"car or other, not in savings account",55,none,own,1,management / self-employed / highly qualified employee / officer,2,none,yes,2,single
... < 0 DM,25,existing credits paid back duly till now,car (new),250,... < 100 DM,... >= 7 years,4,male,none,4,unknown / no property,19,none,rent,2,unskilled - resident,1,none,yes,1,single
... < 0 DM,4,critical account / other credits existing (not at this bank),radio/television,2407,... < 100 DM,1 <= ... < 4 years,4,male,none,4,"car or other, not in savings account",44,bank,own,1,skilled employee / official,1,none,yes,1,married/widowed
no checking account,13,all credits at this bank paid back duly,radio/television,3450,100 <= ... < 500 DM,... < 1 year,4,male,none,2,"car or other, not in savings account",61,none,own,1,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,1,single
no checking account,4,all credits at this bank paid back duly,furniture/equipment,3758,... < 100 DM,... < 1 year,1,male,none,2,unknown / no property,30,none,own,2,skilled employee / official,1,none,yes,1,single
... < 0 DM,4,critical account / other credits existing (not at this bank),car (used),6577,100 <= ... < 500 DM,1 <= ... < 4 years,3,male,none,4,"car or other, not in savings account",19,none,own,1,unskilled - resident,1,"yes, registered under customer's name",yes,1,divorced/separated
no checking account,22,existing credits paid back duly till now,retraining,1322,... < 100 DM,1 <= ... < 4 years,2,male,none,4,"car or other, not in savings account",32,bank,rent,1,skilled employee / official,2,none,yes,1,married/widowed
... < 0 DM,19,critical account / other credits existing (not at this bank),car (new),1185,... < 100 DM,1 <= ... < 4 years,1,male,none,2,real estate,25,none,own,2,skilled employee / official,1,none,yes,1,single
no checking account,19,critical account / other credits existing (not at this bank),radio/television,5132,... < 100 DM,1 <= ... < 4 years,2,male,none,4,building society savings agreement / life insurance,61,none,rent,1,management / self-employed / highly qualified employee / officer,2,"yes, registered under customer's name",yes,2,single
... < 0 DM,14,critical account / other credits existing (not at this bank),car (new),2579,... < 100 DM,4 <= ... < 7 years,4,male,none,4,real estate,47,stores,own,1,skilled employee / official,1,none,yes,1,divorced/separated
... < 0 DM,25,existing credits paid back duly till now,radio/television,8560,... < 100 DM,1 <= ... < 4 years,4,male,none,2,building society savings agreement / life insurance,23,none,own,1,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,1,divorced/separated
no checking account,23,critical account / other credits existing (not at this bank),car (new),5567,... < 100 DM,1 <= ... < 4 years,2,female,none,1,real estate,19,none,rent,2,unemployed / unskilled - non-resident,1,"yes, registered under customer's name",yes,1,married/widowed
... >= 200 DM / salary assignments for at least 1 year,4,existing credits paid back duly till now,radio/television,4417,500 <= ... < 1000 DM,1 <= ... < 4 years,1,male,none,3,"car or other, not in savings account",28,none,own,1,unskilled - resident,2,none,yes,1,married/widowed
no checking account,7,delay in paying off in the past,business,3654,... < 100 DM,1 <= ... < 4 years,4,male,none,4,"car or other, not in savings account",34,stores,own,3,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
no checking account,23,existing credits paid back duly till now,car (new),797,unknown / no savings account,1 <= ... < 4 years,4,male,none,4,real estate,32,none,own,1,skilled employee / official,2,"yes, registered under customer's name",yes,1,divorced/separated
no checking account,4,critical account / other credits existing (not at this bank),car (new),4370,... < 100 DM,... >= 7 years,2,male,none,2,unknown / no property,50,none,rent,1,skilled employee / official,1,none,yes,2,single
... < 0 DM,24,existing credits paid back duly till now,car (new),4412,... < 100 DM,... >= 7 years,2,male,guarantor,1,real estate,38,none,for free,1,skilled employee / official,1,none,yes,2,single
... >= 200 DM / salary assignments for at least 1 year,8,existing credits paid back duly till now,car (new),5392,unknown / no savings account,4 <= ... < 7 years,4,male,none,2,building society savings agreement / life insurance,23,bank,rent,1,skilled employee / official,2,none,no,2,married/widowed
... < 0 DM,4,existing credits paid back duly till now,furniture/equipment,10966,500 <= ... < 1000 DM,... < 1 year,2,male,none,3,"car or other, not in savings account",31,stores,for free,1,skilled employee / official,2,none,yes,2,married/widowed
no checking account,4,delay in paying off in the past,furniture/equipment,3135,... < 100 DM,... < 1 year,4,male,none,4,"car or other, not in savings account",36,none,own,1,skilled employee / official,1,none,yes,1,single
... < 0 DM,25,all credits at this bank paid back duly,car (used),1845,100 <= ... < 500 DM,1 <= ... < 4 years,2,male,none,4,"car or other, not in savings account",47,none,own,1,skilled employee / official,1,none,yes,1,single
... < 0 DM,19,existing credits paid back duly till now,radio/television,250,... < 100 DM,... >= 7 years,4,male,none,4,"car or other, not in savings account",42,none,own,1,skilled employee / official,1,none,yes,1,married/widowed
... < 0 DM,22,no credits taken / all credits paid back duly,car (new),4146,... < 100 DM,... >= 7 years,2,male,none,2,"car or other, not in savings account",75,none,own,2,skilled employee / official,1,none,yes,1,single
... < 0 DM,6,critical account / other credits existing (not at this bank),car (new),3308,... < 100 DM,1 <= ... < 4 years,1,male,none,2,"car or other, not in savings account",33,none,own,2,unskilled - resident,1,"yes, registered under customer's name",yes,1,single
... < 0 DM,52,existing credits paid back duly till now,car (new),250,... < 100 DM,1 <= ... < 4 years,4,female,none,4,unknown / no property,30,none,own,1,skilled employee / official,2,"yes, registered under customer's name",yes,1,single
... < 0 DM,57,delay in paying off in the past,radio/television,7482,... >= 1000 DM,1 <= ... < 4 years,2,male,none,4,"car or other, not in savings account",19,none,for free,2,skilled employee / official,1,none,yes,1,single
0 <= ... < 200 DM,23,existing credits paid back duly till now,car (new),2115,... < 100 DM,unemployed,3,male,none,4,"car or other, not in savings account",29,none,own,1,skilled employee / official,1,none,yes,1,single
no checking account,26,existing credits paid back duly till now,education,918,... < 100 DM,1 <= ... < 4 years,1,female,none,2,"car or other, not in savings account",22,bank,own,1,unskilled - resident,1,none,yes,1,single
... < 0 DM,21,existing credits paid back duly till now,car (new),1581,... < 100 DM,1 <= ... < 4 years,4,male,none,2,"car or other, not in savings account",38,none,own,1,skilled employee / official,1,none,yes,2,single
no checking account,20,no credits taken / all credits paid back duly,car (new),14529,... < 100 DM,1 <= ... < 4 years,2,male,none,2,building society savings agreement / life insurance,46,none,own,1,unskilled - resident,1,"yes, registered under customer's name",yes,2,divorced/separated
no checking account,12,existing credits paid back duly till now,radio/television,518,... < 100 DM,... >= 7 years,3,female,none,4,"car or other, not in savings account",19,none,own,1,skilled employee / official,1,none,yes,1,married/widowed
... < 0 DM,20,all credits at this bank paid back duly,education,2598,... < 100 DM,1 <= ... < 4 years,4,female,none,4,"car or other, not in savings account",24,none,for free,1,skilled employee / official,1,none,yes,2,married/widowed
... < 0 DM,4,existing credits paid back duly till now,car (new),2068,... < 100 DM,... >= 7 years,4,male,none,2,building society savings agreement / life insurance,23,none,own,1,unskilled - resident,1,none,yes,1,single
... < 0 DM,4,existing credits paid back duly till now,car (new),2939,unknown / no savings account,1 <= ... < 4 years,3,female,none,2,real estate,26,none,own,2,skilled employee / official,1,none,yes,1,divorced/separated
... < 0 DM,25,existing credits paid back duly till now,radio/television,566,unknown / no savings account,4 <= ... < 7 years,4,male,guarantor,2,"car or other, not in savings account",20,none,rent,1,skilled employee / official,1,none,yes,1,single
... < 0 DM,6,existing credits paid back duly till now,car (new),250,... < 100 DM,1 <= ... < 4 years,4,female,guarantor,4,"car or other, not in savings account",27,none,for free,2,skilled employee / official,1,"yes, registered under customer's name",yes,2,divorced/separated
no checking account,21,existing credits paid back duly till now,others,3638,... < 100 DM,... < 1 year,3,male,none,2,"car or other, not in savings account",28,bank,own,1,skilled employee / official,2,none,yes,2,married/widowed
no checking account,4,existing credits paid back duly till now,business,6287,500 <= ... < 1000 DM,... < 1 year,4,male,none,2,"car or other, not in savings account",22,none,own,1,skilled employee / official,1,none,yes,1,single
no checking account,4,existing credits paid back duly till now,radio/television,250,... < 100 DM,1 <= ... < 4 years,4,male,none,2,real estate,47,none,own,1,skilled employee / official,1,none,yes,1,single
... < 0 DM,15,critical account / other credits existing (not at this bank),education,250,100 <= ... < 500 DM,... >= 7 years,4,male,none,1,building society savings agreement / life insurance,35,none,own,1,skilled employee / official,1,none,yes,1,single
0 <= ... < 200 DM,20,existing credits paid back duly till now,car (new),2443,100 <= ... < 500 DM,1 <= ... < 4 years,4,male,none,2,"car or other, not in savings account",66,none,for free,1,skilled employee / official,2,none,yes,1,single
0 <= ... < 200 DM,20,existing credits paid back duly till now,car (new),14301,... < 100 DM,... >= 7 years,4,male,none,4,"car or other, not in savings account",19,none,own,1,skilled employee / official,1,none,yes,1,single
0 <= ... < 200 DM,20,all credits at this bank paid back duly,business,4151,... < 100 DM,1 <= ... < 4 years,4,male,none,2,"car or other, not in savings account",25,bank,own,3,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
... < 0 DM,21,existing credits paid back duly till now,radio/television,2543,... < 100 DM,unemployed,4,male,guarantor,2,"car or other, not in savings account",39,none,for free,1,skilled employee / official,1,none,yes,1,single
... < 0 DM,7,existing credits paid back duly till now,radio/television,2716,... < 100 DM,4 <= ... < 7 years,4,male,guarantor,1,"car or other, not in savings account",36,none,own,1,unskilled - resident,1,none,yes,1,single
0 <= ... < 200 DM,4,existing credits paid back duly till now,car (new),6326,... < 100 DM,4 <= ... < 7 years,3,female,none,2,unknown / no property,51,none,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,2,single
... < 0 DM,18,critical account / other credits existing (not at this bank),car (new),518,unknown / no savings account,... < 1 year,3,male,none,4,"car or other, not in savings account",37,stores,own,1,skilled employee / official,1,none,yes,1,divorced/separated
... < 0 DM,25,critical account / other credits existing (not at this bank),car (new),2296,100 <= ... < 500 DM,1 <= ... < 4 years,4,male,none,1,unknown / no property,58,bank,own,2,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
0 <= ... < 200 DM,6,existing credits paid back duly till now,furniture/equipment,3235,... < 100 DM,unemployed,2,male,none,2,"car or other, not in savings account",29,none,for free,1,skilled employee / official,2,none,yes,2,married/widowed
no checking account,26,existing credits paid back duly till now,radio/television,637,... < 100 DM,1 <= ... < 4 years,4,male,none,1,real estate,56,none,for free,2,skilled employee / official,2,"yes, registered under customer's name",no,1,single
... < 0 DM,25,existing credits paid back duly till now,car (new),3529,... < 100 DM,... >= 7 years,2,male,none,3,building society savings agreement / life insurance,26,none,rent,1,skilled employee / official,1,none,yes,2,single
... < 0 DM,10,existing credits paid back duly till now,car (new),15945,... < 100 DM,1 <= ... < 4 years,2,male,none,2,"car or other, not in savings account",24,none,own,3,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,1,single
... < 0 DM,19,critical account / other credits existing (not at this bank),furniture/equipment,2501,... < 100 DM,... < 1 year,2,male,none,1,"car or other, not in savings account",56,none,own,1,skilled employee / official,1,none,yes,1,divorced/separated
0 <= ... < 200 DM,26,existing credits paid back duly till now,car (new),2640,... >= 1000 DM,... < 1 year,3,female,none,2,real estate,23,none,own,2,unskilled - resident,1,none,yes,1,single
0 <= ... < 200 DM,4,existing credits paid back duly till now,car (new),6992,... < 100 DM,4 <= ... < 7 years,4,male,none,2,unknown / no property,40,stores,own,1,skilled employee / official,1,none,yes,1,married/widowed
no checking account,20,existing credits paid back duly till now,car (new),837,... < 100 DM,1 <= ... < 4 years,1,male,none,2,real estate,61,none,for free,4,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
... < 0 DM,18,existing credits paid back duly till now,car (new),3351,... < 100 DM,... >= 7 years,1,female,none,2,unknown / no property,24,none,own,1,skilled employee / official,1,none,yes,1,divorced/separated
... < 0 DM,4,existing credits paid back duly till now,radio/television,2811,... < 100 DM,1 <= ... < 4 years,4,male,none,3,unknown / no property,31,none,own,1,skilled employee / official,1,none,yes,2,divorced/separated
no checking account,28,existing credits paid back duly till now,car (new),1761,... >= 1000 DM,1 <= ... < 4 years,1,female,none,3,unknown / no property,38,bank,own,2,unskilled - resident,1,none,yes,1,divorced/separated
... < 0 DM,4,existing credits paid back duly till now,car (new),5748,... < 100 DM,... >= 7 years,4,male,none,2,"car or other, not in savings account",33,none,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
no checking account,4,critical account / other credits existing (not at this bank),car (new),9710,... < 100 DM,unemployed,4,male,none,3,building society savings agreement / life insurance,38,none,own,2,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
no checking account,59,existing credits paid back duly till now,radio/television,1079,unknown / no savings account,1 <= ... < 4 years,4,female,none,4,building society savings agreement / life insurance,28,none,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
no checking account,27,existing credits paid back duly till now,radio/television,2393,... < 100 DM,1 <= ... < 4 years,2,male,none,1,"car or other, not in savings account",55,none,own,1,skilled employee / official,1,none,yes,1,single
0 <= ... < 200 DM,20,delay in paying off in the past,radio/television,3348,... >= 1000 DM,1 <= ... < 4 years,4,male,none,2,"car or other, not in savings account",38,none,for free,1,unemployed / unskilled - non-resident,2,none,yes,1,married/widowed
no checking account,20,existing credits paid back duly till now,business,1953,... < 100 DM,... < 1 year,2,male,none,2,building society savings agreement / life insurance,22,none,own,2,skilled employee / official,1,none,yes,2,married/widowed
... < 0 DM,26,critical account / other credits existing (not at this bank),furniture/equipment,11103,... < 100 DM,... >= 7 years,4,male,co-applicant,4,building society savings agreement / life insurance,31,none,own,1,skilled employee / official,1,none,yes,1,divorced/separated
... < 0 DM,4,existing credits paid back duly till now,furniture/equipment,1385,... < 100 DM,... >= 7 years,3,male,none,2,"car or other, not in savings account",19,none,own,2,management / self-employed / highly qualified employee / officer,1,none,yes,1,divorced/separated
... < 0 DM,4,no credits taken / all credits paid back duly,car (new),4076,... < 100 DM,1 <= ... < 4 years,2,male,none,2,unknown / no property,60,none,rent,1,skilled employee / official,2,none,yes,1,single
... < 0 DM,4,no credits taken / all credits paid back duly,radio/television,2597,... < 100 DM,... >= 7 years,2,female,none,1,"car or other, not in savings account",22,none,own,1,skilled employee / official,1,none,yes,1,divorced/separated
0 <= ... < 200 DM,23,delay in paying off in the past,business,4769,... < 100 DM,... >= 7 years,2,male,none,2,unknown / no property,28,none,for free,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,married/widowed
no checking account,20,existing credits paid back duly till now,radio/television,1074,... < 100 DM,4 <= ... < 7 years,2,male,none,2,unknown / no property,19,bank,own,1,skilled employee / official,1,none,yes,1,divorced/separated
no checking account,4,existing credits paid back duly till now,car (new),2783,... < 100 DM,4 <= ... < 7 years,4,male,none,1,building society savings agreement / life insurance,25,none,own,1,unskilled - resident,1,none,yes,1,divorced/separated
... < 0 DM,4,existing credits paid back duly till now,car (new),250,... < 100 DM,... < 1 year,4,male,none,1,real estate,31,none,own,2,skilled employee / official,2,"yes, registered under customer's name",yes,2,divorced/separated
0 <= ... < 200 DM,21,existing credits paid back duly till now,car (new),3284,100 <= ... < 500 DM,... < 1 year,3,female,none,2,"car or other, not in savings account",31,none,own,1,skilled employee / official,1,none,yes,1,divorced/separated
... < 0 DM,28,existing credits paid back duly till now,car (new),2654,... < 100 DM,... >= 7 years,3,male,none,2,building society savings agreement / life insurance,24,bank,for free,1,skilled employee / official,1,"yes, registered under customer's name",yes,2,single
... < 0 DM,4,existing credits paid back duly till now,repairs,1165,... < 100 DM,1 <= ... < 4 years,4,male,none,3,building society savings agreement / life insurance,28,none,own,1,skilled employee / official,1,none,yes,1,divorced/separated
... < 0 DM,4,existing credits paid back duly till now,car (new),521,... < 100 DM,1 <= ... < 4 years,2,female,none,2,real estate,19,none,own,1,skilled employee / official,1,none,yes,2,single
no checking account,24,existing credits paid back duly till now,business,2737,... < 100 DM,... < 1 year,1,female,guarantor,1,real estate,63,none,for free,1,skilled employee / official,2,none,yes,2,single
... < 0 DM,23,all credits at this bank paid back duly,furniture/equipment,1464,... < 100 DM,1 <= ... < 4 years,4,male,none,1,unknown / no property,20,none,own,1,skilled employee / official,1,none,yes,2,single
0 <= ... < 200 DM,48,existing credits paid back duly till now,car (new),250,... < 100 DM,1 <= ... < 4 years,4,female,none,3,"car or other, not in savings account",27,none,rent,1,unskilled - resident,1,"yes, registered under customer's name",yes,2,single
no checking account,27,existing credits paid back duly till now,car (new),537,... < 100 DM,1 <= ... < 4 years,4,male,none,4,building society savings agreement / life insurance,32,none,own,1,skilled employee / official,1,none,yes,1,single
... < 0 DM,4,delay in paying off in the past,others,3039,unknown / no savings account,1 <= ... < 4 years,2,male,none,4,"car or other, not in savings account",31,none,own,1,unskilled - resident,1,none,yes,1,single
... < 0 DM,4,existing credits paid back duly till now,car (new),2057,... < 100 DM,... >= 7 years,4,male,none,1,"car or other, not in savings account",27,bank,own,1,management / self-employed / highly qualified employee / officer,2,none,yes,1,single
... < 0 DM,46,critical account / other credits existing (not at this bank),radio/television,10232,... < 100 DM,1 <= ... < 4 years,4,male,none,2,"car or other, not in savings account",32,none,own,1,unskilled - resident,1,none,yes,1,single
... < 0 DM,4,critical account / other credits existing (not at this bank),repairs,680,... < 100 DM,... < 1 year,2,male,none,4,"car or other, not in savings account",19,none,rent,1,skilled employee / official,2,none,yes,1,single
no checking account,29,existing credits paid back duly till now,car (new),3220,... >= 1000 DM,unemployed,4,female,none,2,"car or other, not in savings account",31,bank,for free,1,skilled employee / official,1,none,yes,2,single
0 <= ... < 200 DM,14,critical account / other credits existing (not at this bank),car (new),2876,... < 100 DM,unemployed,4,male,none,2,building society savings agreement / life insurance,30,none,own,1,skilled employee / official,1,none,yes,2,divorced/separated
... < 0 DM,43,existing credits paid back duly till now,furniture/equipment,2282,... < 100 DM,4 <= ... < 7 years,1,male,none,3,unknown / no property,32,none,own,1,skilled employee / official,1,none,yes,1,single
... < 0 DM,28,existing credits paid back duly till now,car (new),2470,unknown / no savings account,... < 1 year,4,male,none,1,"car or other, not in savings account",23,none,rent,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
... >= 200 DM / salary assignments for at least 1 year,11,existing credits paid back duly till now,furniture/equipment,1760,... < 100 DM,... >= 7 years,4,male,none,2,"car or other, not in savings account",33,none,own,1,skilled employee / official,1,none,yes,1,married/widowed
... < 0 DM,21,existing credits paid back duly till now,business,1097,... < 100 DM,1 <= ... < 4 years,1,male,none,2,real estate,32,bank,for free,1,unskilled - resident,1,none,yes,1,single
0 <= ... < 200 DM,22,existing credits paid back duly till now,furniture/equipment,3230,... < 100 DM,1 <= ... < 4 years,4,female,none,2,"car or other, not in savings account",61,none,for free,3,skilled employee / official,1,none,yes,1,divorced/separated
... >= 200 DM / salary assignments for at least 1 year,53,existing credits paid back duly till now,radio/television,250,... < 100 DM,1 <= ... < 4 years,4,male,none,1,"car or other, not in savings account",19,none,own,1,skilled employee / official,1,none,yes,2,divorced/separated
... < 0 DM,25,critical account / other credits existing (not at this bank),business,623,... < 100 DM,4 <= ... < 7 years,4,male,none,3,"car or other, not in savings account",42,none,for free,2,skilled employee / official,1,none,yes,1,single
no checking account,22,existing credits paid back duly till now,car (new),6283,... < 100 DM,1 <= ... < 4 years,4,male,none,4,"car or other, not in savings account",39,bank,for free,1,skilled employee / official,2,none,yes,1,single
... < 0 DM,4,existing credits paid back duly till now,car (new),1472,500 <= ... < 1000 DM,1 <= ... < 4 years,4,male,none,2,"car or other, not in savings account",22,none,for free,1,unemployed / unskilled - non-resident,1,none,yes,2,single
no checking account,29,existing credits paid back duly till now,car (new),250,... < 100 DM,unemployed,1,female,none,4,"car or other, not in savings account",45,none,own,1,unskilled - resident,1,none,no,2,single
no checking account,52,all credits at this bank paid back duly,radio/television,806,... < 100 DM,1 <= ... < 4 years,4,male,none,1,building society savings agreement / life insurance,30,none,rent,1,skilled employee / official,1,none,yes,1,divorced/separated
no checking account,25,existing credits paid back duly till now,car (used),770,... < 100 DM,1 <= ... < 4 years,3,male,none,2,"car or other, not in savings account",65,none,for free,1,skilled employee / official,1,none,yes,1,single
no checking account,24,critical account / other credits existing (not at this bank),radio/television,2058,... < 100 DM,1 <= ... < 4 years,4,male,co-applicant,3,unknown / no property,19,none,own,1,skilled employee / official,1,none,yes,2,single
no checking account,62,critical account / other credits existing (not at this bank),car (new),2294,... < 100 DM,1 <= ... < 4 years,1,female,none,2,real estate,19,none,own,1,skilled employee / official,2,none,yes,1,single
0 <= ... < 200 DM,7,existing credits paid back duly till now,car (new),3341,... < 100 DM,4 <= ... < 7 years,4,male,co-applicant,2,"car or other, not in savings account",31,bank,for free,1,skilled employee / official,2,"yes, registered under customer's name",yes,2,single
... < 0 DM,4,existing credits paid back duly till now,repairs,6708,... < 100 DM,1 <= ... < 4 years,4,male,none,3,unknown / no property,24,none,own,3,skilled employee / official,2,none,yes,2,divorced/separated
... < 0 DM,4,critical account / other credits existing (not at this bank),car (new),1562,... < 100 DM,1 <= ... < 4 years,3,male,guarantor,2,"car or other, not in savings account",46,bank,own,1,skilled employee / official,1,none,yes,1,divorced/separated
... < 0 DM,26,existing credits paid back duly till now,business,1674,... < 100 DM,1 <= ... < 4 years,4,male,none,1,unknown / no property,36,bank,own,1,skilled employee / official,1,none,yes,2,divorced/separated
... < 0 DM,11,existing credits paid back duly till now,radio/television,1613,... < 100 DM,unemployed,4,female,none,4,building society savings agreement / life insurance,32,none,own,1,skilled employee / official,1,none,yes,2,divorced/separated
... < 0 DM,16,existing credits paid back duly till now,education,758,... < 100 DM,1 <= ... < 4 years,4,male,none,4,"car or other, not in savings account",20,none,own,1,skilled employee / official,1,none,yes,1,divorced/separated
... < 0 DM,28,existing credits paid back duly till now,car (new),1783,... < 100 DM,1 <= ... < 4 years,3,male,none,2,"car or other, not in savings account",33,none,rent,1,skilled employee / official,1,"yes, registered under customer's name",yes,2,single
0 <= ... < 200 DM,9,delay in paying off in the past,car (new),3113,... < 100 DM,... >= 7 years,2,male,none,2,"car or other, not in savings account",31,none,own,1,skilled employee / official,1,none,yes,1,single
... < 0 DM,10,existing credits paid back duly till now,car (new),907,unknown / no savings account,4 <= ... < 7 years,3,female,guarantor,2,building society savings agreement / life insurance,24,none,own,1,unemployed / unskilled - non-resident,1,none,yes,1,divorced/separated
... < 0 DM,25,critical account / other credits existing (not at this bank),furniture/equipment,4965,unknown / no savings account,... >= 7 years,3,male,co-applicant,2,unknown / no property,33,bank,own,1,skilled employee / official,2,none,yes,1,single
no checking account,4,critical account / other credits existing (not at this bank),car (new),723,... < 100 DM,... < 1 year,4,male,none,2,real estate,75,stores,own,2,skilled employee / official,1,none,yes,2,single
... < 0 DM,27,critical account / other credits existing (not at this bank),radio/television,1719,500 <= ... < 1000 DM,... < 1 year,4,male,none,3,real estate,21,none,own,1,management / self-employed / highly qualified employee / officer,1,none,yes,1,single
no checking account,4,existing credits paid back duly till now,furniture/equipment,1973,... < 100 DM,... < 1 year,4,male,none,2,"car or other, not in savings account",34,none,own,1,unskilled - resident,1,none,yes,1,single
no checking account,4,critical account / other credits existing (not at this bank),car (new),2845,... < 100 DM,1 <= ... < 4 years,4,male,none,4,unknown / no property,29,none,own,1,skilled employee / official,1,none,yes,1,single
no checking account,4,existing credits paid back duly till now,car (used),1234,100 <= ... < 500 DM,1 <= ... < 4 years,3,male,none,2,"car or other, not in savings account",41,stores,own,3,skilled employee / official,2,none,yes,1,single
... < 0 DM,31,existing credits paid back duly till now,business,7119,... < 100 DM,1 <= ... < 4 years,2,female,none,2,real estate,23,stores,rent,1,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,2,single
0 <= ... < 200 DM,13,all credits at this bank paid back duly,radio/television,292,... < 100 DM,... < 1 year,4,male,co-applicant,2,"car or other, not in savings account",28,none,rent,1,skilled employee / official,2,none,yes,1,married/widowed
... < 0 DM,64,existing credits paid back duly till now,domestic appliances,3742,... < 100 DM,... < 1 year,3,male,none,4,unknown / no property,21,none,rent,1,skilled employee / official,1,none,yes,1,divorced/separated
... >= 200 DM / salary assignments for at least 1 year,4,critical account / other credits existing (not at this bank),radio/television,1218,... >= 1000 DM,... < 1 year,4,male,none,2,unknown / no property,40,none,own,1,skilled employee / official,1,none,yes,2,divorced/separated
