checking_account_status,duration_months,credit_history,purpose,credit_amount,savings_account,employment_duration,installment_rate,sex,other_debtors,residence_duration,property,age,other_installment_plans,housing,existing_credits,job,num_dependents,telephone,foreign_worker,target,relationship_status
0 <= ... < 200 DM,4,existing credits paid back duly till now,car (new),7749,unknown / no savings account,4 <= ... < 7 years,1,male,none,2,unknown / no property,75,none,for free,1,unskilled - resident,2,"yes, registered under customer's name",yes,1,divorced/separated
... < 0 DM,28,existing credits paid back duly till now,car (new),3467,... < 100 DM,... >= 7 years,4,male,none,4,unknown / no property,41,none,own,2,unskilled - resident,2,"yes, registered under customer's name",yes,2,single
0 <= ... < 200 DM,11,all credits at this bank paid back duly,car (new),3675,... < 100 DM,4 <= ... < 7 years,4,female,none,4,building society savings agreement / life insurance,19,stores,rent,1,management / self-employed / highly qualified employee / officer,1,none,yes,2,divorced/separated
0 <= ... < 200 DM,4,existing credits paid back duly till now,furniture/equipment,4876,... < 100 DM,... < 1 year,3,male,none,1,"car or other, not in savings account",24,none,rent,1,management / self-employed / highly qualified employee / officer,1,none,yes,1,single
no checking account,4,existing credits paid back duly till now,furniture/equipment,1407,... < 100 DM,1 <= ... < 4 years,4,male,none,3,real estate,30,none,own,1,skilled employee / official,1,none,yes,1,single
0 <= ... < 200 DM,68,existing credits paid back duly till now,furniture/equipment,2211,100 <= ... < 500 DM,1 <= ... < 4 years,3,male,none,3,"car or other, not in savings account",24,none,own,1,unskilled - resident,1,none,yes,1,single
no checking account,24,critical account / other credits existing (not at this bank),car (new),1971,... < 100 DM,... >= 7 years,2,male,none,3,unknown / no property,75,none,own,3,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,2,single
... < 0 DM,20,existing credits paid back duly till now,furniture/equipment,2071,500 <= ... < 1000 DM,... >= 7 years,3,male,none,4,unknown / no property,27,none,for free,1,unskilled - resident,2,"yes, registered under customer's name",yes,1,single
... < 0 DM,16,existing credits paid back duly till now,car (new),1539,... < 100 DM,unemployed,4,female,none,1,"car or other, not in savings account",19,none,own,1,skilled employee / official,1,none,yes,1,single
0 <= ... < 200 DM,23,existing credits paid back duly till now,radio/television,2408,... < 100 DM,... < 1 year,4,female,none,1,"car or other, not in savings account",19,none,rent,1,unskilled - resident,1,none,yes,2,married/widowed
... < 0 DM,4,existing credits paid back duly till now,car (new),2289,unknown / no savings account,1 <= ... < 4 years,4,female,none,2,building society savings agreement / life insurance,25,none,for free,1,unskilled - resident,2,none,yes,2,single
0 <= ... < 200 DM,20,existing credits paid back duly till now,radio/television,583,... < 100 DM,... >= 7 years,4,female,none,2,"car or other, not in savings account",28,none,own,1,skilled employee / official,1,none,yes,2,divorced/separated
no checking account,4,critical account / other credits existing (not at this bank),car (used),1195,... < 100 DM,1 <= ... < 4 years,4,male,none,4,"car or other, not in savings account",28,none,own,1,skilled employee / official,1,none,yes,1,single
no checking account,56,critical account / other credits existing (not at this bank),radio/television,12497,unknown / no savings account,... >= 7 years,2,male,co-applicant,2,unknown / no property,63,none,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
... >= 200 DM / salary assignments for at least 1 year,14,delay in paying off in the past,car (new),3518,... >= 1000 DM,1 <= ... < 4 years,1,female,none,4,building society savings agreement / life insurance,19,none,rent,1,unemployed / unskilled - non-resident,1,none,yes,1,single
0 <= ... < 200 DM,13,no credits taken / all credits paid back duly,retraining,3156,unknown / no savings account,4 <= ... < 7 years,4,female,guarantor,1,real estate,25,none,own,1,skilled employee / official,1,none,yes,2,divorced/separated
... < 0 DM,19,delay in paying off in the past,car (new),3755,... < 100 DM,... >= 7 years,4,male,none,4,"car or other, not in savings account",46,none,own,2,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,1,divorced/separated
0 <= ... < 200 DM,23,delay in paying off in the past,business,6582,... < 100 DM,unemployed,4,male,none,2,"car or other, not in savings account",34,none,own,2,unemployed / unskilled - non-resident,1,"yes, registered under customer's name",yes,1,single
... < 0 DM,25,critical account / other credits existing (not at this bank),furniture/equipment,3490,... >= 1000 DM,... < 1 year,4,female,none,1,building society savings agreement / life insurance,28,stores,rent,1,skilled employee / official,1,none,yes,2,divorced/separated
no checking account,67,critical account / other credits existing (not at this bank),business,15945,unknown / no savings account,1 <= ... < 4 years,4,male,guarantor,3,"car or other, not in savings account",26,none,for free,4,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
0 <= ... < 200 DM,27,existing credits paid back duly till now,furniture/equipment,250,unknown / no savings account,4 <= ... < 7 years,3,male,none,4,building society savings agreement / life insurance,40,none,for free,1,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,1,single
0 <= ... < 200 DM,26,critical account / other credits existing (not at this bank),car (used),13921,... < 100 DM,4 <= ... < 7 years,4,male,none,2,"car or other, not in savings account",48,none,for free,2,unemployed / unskilled - non-resident,2,"yes, registered under customer's name",yes,1,single
0 <= ... < 200 DM,21,existing credits paid back duly till now,business,1580,... < 100 DM,1 <= ... < 4 years,2,female,none,1,building society savings agreement / life insurance,19,none,own,1,skilled employee / official,1,none,yes,2,divorced/separated
0 <= ... < 200 DM,47,critical account / other credits existing (not at this bank),car (used),3466,unknown / no savings account,1 <= ... < 4 years,4,male,none,4,unknown / no property,43,none,own,2,unskilled - resident,1,"yes, registered under customer's name",yes,1,single
... < 0 DM,25,critical account / other credits existing (not at this bank),car (new),4983,100 <= ... < 500 DM,1 <= ... < 4 years,4,male,none,4,real estate,19,none,own,1,unskilled - resident,1,none,yes,2,single
0 <= ... < 200 DM,6,existing credits paid back duly till now,education,3187,... < 100 DM,1 <= ... < 4 years,4,female,guarantor,4,"car or other, not in savings account",33,none,own,1,unskilled - resident,1,none,yes,2,divorced/separated
0 <= ... < 200 DM,67,all credits at this bank paid back duly,radio/television,12517,... < 100 DM,... >= 7 years,3,male,none,4,unknown / no property,51,bank,own,1,management / self-employed / highly qualified employee / officer,2,"yes, registered under customer's name",yes,2,single
... < 0 DM,23,existing credits paid back duly till now,furniture/equipment,1415,... < 100 DM,1 <= ... < 4 years,1,female,none,4,building society savings agreement / life insurance,31,none,own,1,skilled employee / official,1,none,yes,1,divorced/separated
0 <= ... < 200 DM,27,critical account / other credits existing (not at this bank),business,5460,100 <= ... < 500 DM,... < 1 year,1,male,none,4,building society savings agreement / life insurance,48,none,own,2,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,2,single
no checking account,32,all credits at this bank paid back duly,business,2366,100 <= ... < 500 DM,1 <= ... < 4 years,4,male,none,4,building society savings agreement / life insurance,48,none,own,2,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,1,single
0 <= ... < 200 DM,19,existing credits paid back duly till now,radio/television,2952,... < 100 DM,unemployed,2,female,none,2,building society savings agreement / life insurance,19,none,own,1,unskilled - resident,1,none,yes,2,divorced/separated
0 <= ... < 200 DM,25,existing credits paid back duly till now,car (new),1169,100 <= ... < 500 DM,1 <= ... < 4 years,4,male,none,3,"car or other, not in savings account",19,none,own,1,unskilled - resident,1,none,yes,1,married/widowed
... >= 200 DM / salary assignments for at least 1 year,22,all credits at this bank paid back duly,education,2089,... >= 1000 DM,unemployed,4,male,none,4,unknown / no property,21,none,for free,1,skilled employee / official,1,"yes, registered under customer's name",yes,2,single
0 <= ... < 200 DM,49,existing credits paid back duly till now,radio/television,2595,100 <= ... < 500 DM,1 <= ... < 4 years,4,male,none,1,unknown / no property,33,none,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,married/widowed
no checking account,27,existing credits paid back duly till now,car (new),2112,... < 100 DM,4 <= ... < 7 years,4,female,none,2,building society savings agreement / life insurance,30,none,rent,1,unskilled - resident,1,none,yes,2,divorced/separated
0 <= ... < 200 DM,14,all credits at this bank paid back duly,retraining,722,100 <= ... < 500 DM,... < 1 year,4,female,none,1,real estate,27,none,rent,1,unemployed / unskilled - non-resident,1,none,yes,2,divorced/separated
0 <= ... < 200 DM,5,critical account / other credits existing (not at this bank),car (used),2604,unknown / no savings account,... >= 7 years,4,male,none,2,"car or other, not in savings account",60,none,for free,1,skilled employee / official,2,"yes, registered under customer's name",yes,1,single
0 <= ... < 200 DM,17,delay in paying off in the past,repairs,1816,... >= 1000 DM,1 <= ... < 4 years,2,male,none,4,building society savings agreement / life insurance,45,none,own,1,skilled employee / official,1,none,yes,2,divorced/separated
0 <= ... < 200 DM,26,delay in paying off in the past,repairs,765,... >= 1000 DM,unemployed,3,male,none,4,real estate,20,none,rent,1,skilled employee / official,1,none,yes,1,single
0 <= ... < 200 DM,6,existing credits paid back duly till now,furniture/equipment,1829,... < 100 DM,4 <= ... < 7 years,2,male,none,4,"car or other, not in savings account",56,none,own,1,unemployed / unskilled - non-resident,1,none,yes,2,single
... < 0 DM,25,existing credits paid back duly till now,car (new),871,unknown / no savings account,4 <= ... < 7 years,3,male,none,3,unknown / no property,46,none,own,2,skilled employee / official,2,none,yes,1,single
0 <= ... < 200 DM,24,all credits at this bank paid back duly,business,1576,... < 100 DM,... >= 7 years,3,male,none,1,real estate,40,none,for free,1,unskilled - resident,1,"yes, registered under customer's name",yes,1,single
... < 0 DM,4,existing credits paid back duly till now,radio/television,696,... < 100 DM,1 <= ... < 4 years,4,female,none,1,real estate,24,none,own,1,unskilled - resident,1,none,yes,2,single
... < 0 DM,16,existing credits paid back duly till now,furniture/equipment,6469,... < 100 DM,1 <= ... < 4 years,3,female,none,3,building society savings agreement / life insurance,28,none,rent,1,unskilled - resident,1,none,yes,2,divorced/separated
... >= 200 DM / salary assignments for at least 1 year,25,existing credits paid back duly till now,radio/television,250,unknown / no savings account,... >= 7 years,4,male,guarantor,4,real estate,75,none,for free,1,management / self-employed / highly qualified employee / officer,2,"yes, registered under customer's name",yes,2,married/widowed
0 <= ... < 200 DM,4,existing credits paid back duly till now,car (new),2610,... < 100 DM,... < 1 year,1,female,none,1,"car or other, not in savings account",62,none,own,1,unskilled - resident,1,none,yes,1,divorced/separated
0 <= ... < 200 DM,72,existing credits paid back duly till now,business,3750,unknown / no savings account,1 <= ... < 4 years,3,male,none,4,unknown / no property,36,none,for free,2,unskilled - resident,2,"yes, registered under customer's name",yes,1,single
0 <= ... < 200 DM,26,delay in paying off in the past,furniture/equipment,2004,100 <= ... < 500 DM,... < 1 year,1,male,guarantor,4,real estate,31,stores,rent,1,unskilled - resident,1,"yes, registered under customer's name",yes,1,single
no checking account,18,delay in paying off in the past,radio/television,430,500 <= ... < 1000 DM,... >= 7 years,3,male,none,2,building society savings agreement / life insurance,24,none,for free,1,unskilled - resident,1,"yes, registered under customer's name",yes,1,single
... < 0 DM,4,existing credits paid back duly till now,radio/television,250,... < 100 DM,1 <= ... < 4 years,4,female,none,4,real estate,31,none,rent,1,unskilled - resident,1,none,yes,1,married/widowed
no checking account,23,existing credits paid back duly till now,furniture/equipment,11352,unknown / no savings account,... >= 7 years,2,male,none,4,"car or other, not in savings account",41,stores,own,1,unskilled - resident,1,none,yes,1,divorced/separated
... < 0 DM,20,delay in paying off in the past,car (new),2781,... < 100 DM,... < 1 year,4,male,none,1,unknown / no property,57,none,own,1,skilled employee / official,1,none,yes,2,married/widowed
no checking account,27,critical account / other credits existing (not at this bank),car (new),11031,unknown / no savings account,4 <= ... < 7 years,2,male,none,4,unknown / no property,61,none,own,1,skilled employee / official,2,"yes, registered under customer's name",yes,1,single
0 <= ... < 200 DM,25,existing credits paid back duly till now,furniture/equipment,3141,... < 100 DM,1 <= ... < 4 years,4,male,none,2,"car or other, not in savings account",40,none,own,1,skilled employee / official,1,none,yes,1,divorced/separated
0 <= ... < 200 DM,24,no credits taken / all credits paid back duly,car (new),688,unknown / no savings account,1 <= ... < 4 years,4,male,none,3,unknown / no property,75,none,for free,1,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,1,single
0 <= ... < 200 DM,26,all credits at this bank paid back duly,radio/television,2665,unknown / no savings account,4 <= ... < 7 years,1,male,none,3,"car or other, not in savings account",30,bank,rent,1,skilled employee / official,1,none,yes,2,divorced/separated
0 <= ... < 200 DM,48,critical account / other credits existing (not at this bank),education,2144,... < 100 DM,unemployed,3,male,none,4,unknown / no property,30,none,for free,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
0 <= ... < 200 DM,11,critical account / other credits existing (not at this bank),radio/television,1120,unknown / no savings account,4 <= ... < 7 years,4,male,none,4,unknown / no property,49,none,own,1,skilled employee / official,2,"yes, registered under customer's name",yes,1,married/widowed
no checking account,40,critical account / other credits existing (not at this bank),education,3197,100 <= ... < 500 DM,1 <= ... < 4 years,4,male,co-applicant,3,unknown / no property,34,stores,for free,2,skilled employee / official,2,"yes, registered under customer's name",yes,1,married/widowed
0 <= ... < 200 DM,4,existing credits paid back duly till now,car (new),1914,... < 100 DM,1 <= ... < 4 years,4,female,none,4,"car or other, not in savings account",19,none,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,divorced/separated
... < 0 DM,21,existing credits paid back duly till now,retraining,15195,... < 100 DM,... < 1 year,1,female,guarantor,3,"car or other, not in savings account",33,none,rent,1,skilled employee / official,1,none,yes,2,divorced/separated
no checking account,22,existing credits paid back duly till now,business,4799,100 <= ... < 500 DM,1 <= ... < 4 years,2,male,none,4,real estate,33,none,own,2,skilled employee / official,1,none,yes,2,single
... >= 200 DM / salary assignments for at least 1 year,8,critical account / other credits existing (not at this bank),car (new),1095,... < 100 DM,1 <= ... < 4 years,4,male,none,3,"car or other, not in savings account",26,none,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,2,married/widowed
... < 0 DM,17,existing credits paid back duly till now,radio/television,5883,... < 100 DM,1 <= ... < 4 years,4,male,none,2,"car or other, not in savings account",75,none,own,1,unemployed / unskilled - non-resident,1,none,yes,1,single
0 <= ... < 200 DM,59,critical account / other credits existing (not at this bank),car (used),2892,unknown / no savings account,... >= 7 years,4,male,none,4,unknown / no property,62,none,own,2,management / self-employed / highly qualified employee / officer,2,"yes, registered under customer's name",yes,1,single
0 <= ... < 200 DM,24,critical account / other credits existing (not at this bank),car (new),2491,... < 100 DM,... >= 7 years,2,male,none,4,building society savings agreement / life insurance,75,none,for free,2,skilled employee / official,1,"yes, registered under customer's name",yes,2,single
0 <= ... < 200 DM,4,existing credits paid back duly till now,others,2685,... < 100 DM,... >= 7 years,4,male,none,4,building society savings agreement / life insurance,40,none,own,1,skilled employee / official,2,"yes, registered under customer's name",yes,2,single
no checking account,20,critical account / other credits existing (not at this bank),radio/television,250,unknown / no savings account,1 <= ... < 4 years,3,male,none,4,building society savings agreement / life insurance,30,none,own,1,skilled employee / official,1,none,yes,2,married/widowed
0 <= ... < 200 DM,19,existing credits paid back duly till now,furniture/equipment,3147,100 <= ... < 500 DM,1 <= ... < 4 years,1,male,none,2,building society savings agreement / life insurance,46,none,rent,2,unskilled - resident,1,none,yes,1,divorced/separated
0 <= ... < 200 DM,11,existing credits paid back duly till now,car (used),2200,100 <= ... < 500 DM,... >= 7 years,2,male,none,3,building society savings agreement / life insurance,43,none,own,3,skilled employee / official,2,none,yes,1,single
... < 0 DM,26,existing credits paid back duly till now,radio/television,3492,... < 100 DM,1 <= ... < 4 years,4,female,none,1,building society savings agreement / life insurance,36,none,for free,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,divorced/separated
0 <= ... < 200 DM,26,existing credits paid back duly till now,car (used),5134,unknown / no savings account,1 <= ... < 4 years,4,male,none,4,building society savings agreement / life insurance,49,none,own,2,management / self-employed / highly qualified employee / officer,2,"yes, registered under customer's name",yes,1,single
0 <= ... < 200 DM,6,existing credits paid back duly till now,education,3224,100 <= ... < 500 DM,4 <= ... < 7 years,3,female,none,2,building society savings agreement / life insurance,34,none,own,1,skilled employee / official,1,none,yes,1,single
... < 0 DM,29,existing credits paid back duly till now,car (used),3536,100 <= ... < 500 DM,1 <= ... < 4 years,2,male,none,2,"car or other, not in savings account",38,none,rent,1,skilled employee / official,1,"yes, registered under customer's name",yes,2,divorced/separated
0 <= ... < 200 DM,4,existing credits paid back duly till now,car (new),528,100 <= ... < 500 DM,1 <= ... < 4 years,4,male,none,4,"car or other, not in savings account",44,none,own,1,unskilled - resident,1,none,yes,1,single
0 <= ... < 200 DM,22,existing credits paid back duly till now,furniture/equipment,2097,unknown / no savings account,1 <= ... < 4 years,3,male,co-applicant,4,"car or other, not in savings account",44,bank,own,2,skilled employee / official,2,"yes, registered under customer's name",yes,2,single
no checking account,4,existing credits paid back duly till now,car (new),810,... < 100 DM,1 <= ... < 4 years,1,male,none,2,building society savings agreement / life insurance,38,none,own,1,unskilled - resident,1,none,yes,1,single
0 <= ... < 200 DM,27,existing credits paid back duly till now,radio/television,711,100 <= ... < 500 DM,4 <= ... < 7 years,4,female,none,4,real estate,28,none,for free,1,skilled employee / official,1,none,yes,2,divorced/separated
0 <= ... < 200 DM,24,existing credits paid back duly till now,radio/television,250,... >= 1000 DM,1 <= ... < 4 years,4,female,none,1,building society savings agreement / life insurance,31,none,own,1,unskilled - resident,1,none,yes,2,divorced/separated
no checking account,26,existing credits paid back duly till now,car (new),10260,... < 100 DM,4 <= ... < 7 years,2,male,none,3,"car or other, not in savings account",28,none,own,2,skilled employee / official,2,"yes, registered under customer's name",yes,1,married/widowed
no checking account,36,existing credits paid back duly till now,car (used),11691,... < 100 DM,... >= 7 years,2,male,none,4,unknown / no property,57,bank,own,2,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,1,single
0 <= ... < 200 DM,26,all credits at this bank paid back duly,car (new),2136,... < 100 DM,... < 1 year,4,female,guarantor,4,"car or other, not in savings account",29,none,rent,1,skilled employee / official,1,"yes, registered under customer's name",yes,2,divorced/separated
... >= 200 DM / salary assignments for at least 1 year,24,existing credits paid back duly till now,car (new),5527,... < 100 DM,1 <= ... < 4 years,1,male,guarantor,4,building society savings agreement / life insurance,26,none,rent,1,unskilled - resident,1,none,yes,2,divorced/separated
no checking account,20,existing credits paid back duly till now,car (new),3836,... < 100 DM,... >= 7 years,3,male,none,4,unknown / no property,52,none,for free,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
0 <= ... < 200 DM,27,existing credits paid back duly till now,furniture/equipment,3035,... < 100 DM,1 <= ... < 4 years,3,female,none,4,real estate,19,none,rent,1,skilled employee / official,1,none,yes,2,single
0 <= ... < 200 DM,12,delay in paying off in the past,radio/television,15945,100 <= ... < 500 DM,4 <= ... < 7 years,4,male,none,4,"car or other, not in savings account",75,none,own,1,unskilled - resident,1,"yes, registered under customer's name",yes,2,single
0 <= ... < 200 DM,30,critical account / other credits existing (not at this bank),car (used),13041,... < 100 DM,4 <= ... < 7 years,3,male,none,4,"car or other, not in savings account",28,none,for free,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
0 <= ... < 200 DM,58,delay in paying off in the past,car (used),8912,... < 100 DM,... >= 7 years,2,male,none,2,unknown / no property,47,none,own,1,skilled employee / official,1,none,yes,1,single
no checking account,4,delay in paying off in the past,domestic appliances,1652,... < 100 DM,1 <= ... < 4 years,4,male,none,1,"car or other, not in savings account",35,none,own,2,skilled employee / official,1,"yes, registered under customer's name",yes,1,divorced/separated
... < 0 DM,28,existing credits paid back duly till now,furniture/equipment,2018,100 <= ... < 500 DM,1 <= ... < 4 years,3,female,guarantor,2,real estate,29,none,own,1,skilled employee / official,1,none,no,2,divorced/separated
... < 0 DM,26,existing credits paid back duly till now,radio/television,382,... < 100 DM,1 <= ... < 4 years,4,female,guarantor,4,real estate,36,none,rent,1,unskilled - resident,1,none,yes,2,divorced/separated
no checking account,26,existing credits paid back duly till now,radio/television,11030,100 <= ... < 500 DM,1 <= ... < 4 years,3,male,none,4,"car or other, not in savings account",35,none,for free,2,skilled employee / official,2,"yes, registered under customer's name",yes,1,single
0 <= ... < 200 DM,28,existing credits paid back duly till now,radio/television,899,unknown / no savings account,1 <= ... < 4 years,4,male,none,4,real estate,35,none,rent,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,divorced/separated
no checking account,21,existing credits paid back duly till now,car (used),5317,unknown / no savings account,... >= 7 years,4,male,none,4,unknown / no property,28,none,for free,1,management / self-employed / highly qualified employee / officer,2,"yes, registered under customer's name",yes,1,single
0 <= ... < 200 DM,26,existing credits paid back duly till now,car (new),2840,... < 100 DM,1 <= ... < 4 years,1,female,none,2,real estate,19,none,own,1,skilled employee / official,1,none,yes,2,divorced/separated
no checking account,4,existing credits paid back duly till now,radio/television,2856,... < 100 DM,1 <= ... < 4 years,4,male,none,4,unknown / no property,65,none,for free,3,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,1,single
no checking account,58,existing credits paid back duly till now,radio/television,3418,... < 100 DM,1 <= ... < 4 years,4,female,none,1,"car or other, not in savings account",27,none,own,4,skilled employee / official,1,none,yes,1,married/widowed
no checking account,28,delay in paying off in the past,car (used),3409,100 <= ... < 500 DM,1 <= ... < 4 years,4,male,none,4,building society savings agreement / life insurance,51,bank,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
no checking account,30,existing credits paid back duly till now,car (new),1310,... < 100 DM,4 <= ... < 7 years,4,female,none,3,building society savings agreement / life insurance,27,none,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,2,divorced/separated
... < 0 DM,25,existing credits paid back duly till now,furniture/equipment,3234,... < 100 DM,1 <= ... < 4 years,3,male,none,3,"car or other, not in savings account",65,none,rent,1,unskilled - resident,1,"yes, registered under customer's name",yes,2,single
0 <= ... < 200 DM,12,existing credits paid back duly till now,car (new),2511,... < 100 DM,1 <= ... < 4 years,4,female,none,1,building society savings agreement / life insurance,21,none,own,1,unskilled - resident,1,none,yes,2,divorced/separated
no checking account,69,existing credits paid back duly till now,radio/television,3448,... < 100 DM,1 <= ... < 4 years,4,male,none,4,"car or other, not in savings account",47,none,own,1,skilled employee / official,2,"yes, registered under customer's name",yes,1,single
0 <= ... < 200 DM,27,critical account / other credits existing (not at this bank),car (new),10979,... < 100 DM,4 <= ... < 7 years,4,male,none,3,building society savings agreement / life insurance,26,stores,own,2,skilled employee / official,1,none,yes,2,divorced/separated
... < 0 DM,21,delay in paying off in the past,car (used),8284,100 <= ... < 500 DM,... >= 7 years,4,male,none,4,unknown / no property,65,bank,for free,1,management / self-employed / highly qualified employee / officer,2,"yes, registered under customer's name",yes,1,single
... < 0 DM,72,no credits taken / all credits paid back duly,car (used),15945,... < 100 DM,4 <= ... < 7 years,4,male,none,3,unknown / no property,27,stores,rent,1,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,1,single
