checking_account_status,duration_months,credit_history,purpose,credit_amount,savings_account,employment_duration,installment_rate,sex,other_debtors,residence_duration,property,age,other_installment_plans,housing,existing_credits,job,num_dependents,telephone,foreign_worker,target,relationship_status
no checking account,21,all credits at this bank paid back duly,car (used),15945,... < 100 DM,1 <= ... < 4 years,2,male,none,3,"car or other, not in savings account",38,none,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,2,single
0 <= ... < 200 DM,28,existing credits paid back duly till now,radio/television,15945,unknown / no savings account,1 <= ... < 4 years,2,male,none,1,real estate,70,bank,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,2,single
no checking account,12,critical account / other credits existing (not at this bank),radio/television,1331,... < 100 DM,1 <= ... < 4 years,2,male,none,2,real estate,62,none,own,1,skilled employee / official,1,none,yes,1,married/widowed
no checking account,18,all credits at this bank paid back duly,car (used),4248,unknown / no savings account,... >= 7 years,4,male,none,4,unknown / no property,47,bank,own,3,skilled employee / official,2,"yes, registered under customer's name",yes,1,single
no checking account,41,critical account / other credits existing (not at this bank),car (new),677,... < 100 DM,4 <= ... < 7 years,4,male,none,2,"car or other, not in savings account",37,none,own,2,skilled employee / official,2,"yes, registered under customer's name",yes,1,single
no checking account,34,delay in paying off in the past,car (new),11094,500 <= ... < 1000 DM,1 <= ... < 4 years,4,male,none,4,"car or other, not in savings account",56,bank,rent,2,unskilled - resident,1,"yes, registered under customer's name",yes,2,single
0 <= ... < 200 DM,4,existing credits paid back duly till now,radio/television,1357,... < 100 DM,1 <= ... < 4 years,4,male,none,1,building society savings agreement / life insurance,42,none,own,2,skilled employee / official,1,none,yes,1,married/widowed
no checking account,10,critical account / other credits existing (not at this bank),radio/television,517,500 <= ... < 1000 DM,1 <= ... < 4 years,3,male,none,3,building society savings agreement / life insurance,32,none,own,2,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
0 <= ... < 200 DM,5,existing credits paid back duly till now,furniture/equipment,500,... < 100 DM,unemployed,4,male,none,4,building society savings agreement / life insurance,61,none,own,2,skilled employee / official,1,"yes, registered under customer's name",yes,2,divorced/separated
0 <= ... < 200 DM,59,critical account / other credits existing (not at this bank),radio/television,9193,... < 100 DM,1 <= ... < 4 years,2,male,none,2,"car or other, not in savings account",24,none,own,1,skilled employee / official,1,none,yes,1,single
... < 0 DM,16,existing credits paid back duly till now,radio/television,250,unknown / no savings account,... >= 7 years,2,male,none,4,unknown / no property,43,bank,own,1,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,2,single
no checking account,4,critical account / other credits existing (not at this bank),repairs,1623,... < 100 DM,1 <= ... < 4 years,4,male,none,4,real estate,29,none,own,1,skilled employee / official,1,none,yes,1,married/widowed
no checking account,19,no credits taken / all credits paid back duly,car (new),250,... >= 1000 DM,... >= 7 years,4,male,none,2,building society savings agreement / life insurance,63,stores,own,2,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
no checking account,34,critical account / other credits existing (not at this bank),education,5770,... < 100 DM,... >= 7 years,2,male,none,4,building society savings agreement / life insurance,50,none,own,2,skilled employee / official,2,none,yes,1,single
... < 0 DM,15,critical account / other credits existing (not at this bank),furniture/equipment,3241,... < 100 DM,1 <= ... < 4 years,4,female,none,2,real estate,25,none,rent,2,unskilled - resident,1,none,yes,2,divorced/separated
0 <= ... < 200 DM,4,existing credits paid back duly till now,car (new),2539,... >= 1000 DM,1 <= ... < 4 years,3,female,none,1,unknown / no property,34,none,own,1,skilled employee / official,1,none,yes,1,divorced/separated
0 <= ... < 200 DM,9,all credits at this bank paid back duly,radio/television,656,... < 100 DM,... < 1 year,3,female,none,3,"car or other, not in savings account",25,none,own,1,skilled employee / official,1,none,yes,2,divorced/separated
0 <= ... < 200 DM,26,existing credits paid back duly till now,radio/television,15945,... < 100 DM,... < 1 year,2,female,none,2,unknown / no property,36,none,own,1,skilled employee / official,1,none,yes,2,single
no checking account,13,existing credits paid back duly till now,radio/television,3465,... < 100 DM,1 <= ... < 4 years,4,female,none,2,"car or other, not in savings account",20,none,own,1,unskilled - resident,1,none,yes,1,married/widowed
... >= 200 DM / salary assignments for at least 1 year,4,existing credits paid back duly till now,furniture/equipment,2963,... < 100 DM,unemployed,2,female,none,1,real estate,31,none,rent,1,unskilled - resident,1,none,yes,2,divorced/separated
no checking account,4,critical account / other credits existing (not at this bank),radio/television,250,... < 100 DM,4 <= ... < 7 years,2,male,none,2,"car or other, not in savings account",32,none,own,2,skilled employee / official,1,none,yes,1,single
no checking account,27,existing credits paid back duly till now,radio/television,3740,100 <= ... < 500 DM,... < 1 year,2,female,none,2,real estate,28,bank,rent,1,skilled employee / official,1,none,yes,2,divorced/separated
no checking account,4,critical account / other credits existing (not at this bank),radio/television,250,... < 100 DM,1 <= ... < 4 years,4,male,none,2,real estate,43,none,own,1,skilled employee / official,1,none,yes,1,single
no checking account,20,critical account / other credits existing (not at this bank),business,506,... < 100 DM,... >= 7 years,3,male,none,2,"car or other, not in savings account",39,none,own,2,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,1,married/widowed
no checking account,50,critical account / other credits existing (not at this bank),education,6966,500 <= ... < 1000 DM,4 <= ... < 7 years,2,male,none,2,building society savings agreement / life insurance,62,none,own,2,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
no checking account,4,critical account / other credits existing (not at this bank),business,250,... < 100 DM,... >= 7 years,2,male,none,4,real estate,37,none,own,2,management / self-employed / highly qualified employee / officer,2,"yes, registered under customer's name",yes,1,single
0 <= ... < 200 DM,13,all credits at this bank paid back duly,furniture/equipment,15945,... < 100 DM,unemployed,2,male,none,2,"car or other, not in savings account",21,bank,rent,1,skilled employee / official,1,"yes, registered under customer's name",yes,2,single
... < 0 DM,4,critical account / other credits existing (not at this bank),radio/television,250,... < 100 DM,1 <= ... < 4 years,4,male,none,2,"car or other, not in savings account",75,none,own,2,skilled employee / official,1,none,yes,1,divorced/separated
0 <= ... < 200 DM,22,existing credits paid back duly till now,business,1446,... < 100 DM,... < 1 year,3,female,none,2,"car or other, not in savings account",35,none,rent,1,unskilled - resident,1,none,yes,2,married/widowed
no checking account,50,delay in paying off in the past,education,3687,... < 100 DM,4 <= ... < 7 years,3,male,none,2,real estate,61,none,rent,1,skilled employee / official,1,none,yes,1,single
no checking account,4,critical account / other credits existing (not at this bank),business,250,100 <= ... < 500 DM,... >= 7 years,2,male,none,4,building society savings agreement / life insurance,32,none,own,2,unskilled - resident,2,none,yes,1,single
0 <= ... < 200 DM,4,existing credits paid back duly till now,radio/television,917,... < 100 DM,1 <= ... < 4 years,4,male,none,2,"car or other, not in savings account",22,none,own,2,unskilled - resident,1,none,yes,1,married/widowed
0 <= ... < 200 DM,35,all credits at this bank paid back duly,radio/television,7435,... < 100 DM,... >= 7 years,2,male,none,4,unknown / no property,39,none,for free,1,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,1,single
no checking account,19,delay in paying off in the past,education,250,unknown / no savings account,... >= 7 years,4,male,none,4,building society savings agreement / life insurance,57,bank,for free,1,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,2,single
no checking account,4,existing credits paid back duly till now,domestic appliances,3448,... < 100 DM,... < 1 year,1,female,none,4,real estate,37,none,own,1,unskilled - resident,1,none,yes,1,divorced/separated
no checking account,7,critical account / other credits existing (not at this bank),business,792,... < 100 DM,... >= 7 years,4,male,none,3,real estate,19,none,own,2,unskilled - resident,1,"yes, registered under customer's name",yes,1,single
no checking account,25,existing credits paid back duly till now,radio/television,2090,... < 100 DM,1 <= ... < 4 years,3,male,none,1,building society savings agreement / life insurance,49,none,for free,1,skilled employee / official,1,none,yes,1,single
... < 0 DM,24,critical account / other credits existing (not at this bank),education,1822,... < 100 DM,4 <= ... < 7 years,4,male,none,2,"car or other, not in savings account",27,none,rent,2,skilled employee / official,1,none,yes,2,divorced/separated
... < 0 DM,19,existing credits paid back duly till now,furniture/equipment,464,unknown / no savings account,... >= 7 years,4,male,guarantor,4,unknown / no property,62,none,for free,2,skilled employee / official,2,"yes, registered under customer's name",yes,1,single
... >= 200 DM / salary assignments for at least 1 year,34,critical account / other credits existing (not at this bank),furniture/equipment,5105,... < 100 DM,4 <= ... < 7 years,2,male,none,4,"car or other, not in savings account",46,none,own,2,skilled employee / official,2,"yes, registered under customer's name",yes,1,single
... < 0 DM,11,critical account / other credits existing (not at this bank),car (new),1348,100 <= ... < 500 DM,... >= 7 years,2,male,none,4,unknown / no property,75,none,own,1,skilled employee / official,1,none,yes,1,married/widowed
... < 0 DM,4,existing credits paid back duly till now,radio/television,3193,... < 100 DM,... >= 7 years,2,female,none,2,"car or other, not in savings account",41,none,own,1,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,2,divorced/separated
no checking account,4,critical account / other credits existing (not at this bank),car (new),2393,... >= 1000 DM,1 <= ... < 4 years,3,male,none,3,building society savings agreement / life insurance,32,none,own,2,skilled employee / official,1,none,yes,1,married/widowed
no checking account,19,delay in paying off in the past,car (new),250,... < 100 DM,1 <= ... < 4 years,3,male,none,3,building society savings agreement / life insurance,19,none,own,2,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,1,single
0 <= ... < 200 DM,10,existing credits paid back duly till now,radio/television,6344,unknown / no savings account,... >= 7 years,2,male,none,1,building society savings agreement / life insurance,50,stores,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,divorced/separated
0 <= ... < 200 DM,16,delay in paying off in the past,radio/television,12251,100 <= ... < 500 DM,unemployed,2,male,none,4,building society savings agreement / life insurance,47,none,rent,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
0 <= ... < 200 DM,4,existing credits paid back duly till now,car (new),378,... < 100 DM,... >= 7 years,4,male,none,2,building society savings agreement / life insurance,26,none,for free,1,unskilled - resident,1,none,yes,1,married/widowed
no checking account,4,existing credits paid back duly till now,car (used),4255,... < 100 DM,1 <= ... < 4 years,2,male,none,2,"car or other, not in savings account",25,none,own,1,skilled employee / official,1,none,yes,1,divorced/separated
0 <= ... < 200 DM,18,existing credits paid back duly till now,others,721,... < 100 DM,... >= 7 years,2,male,none,2,"car or other, not in savings account",19,none,rent,2,unskilled - resident,1,"yes, registered under customer's name",yes,1,single
no checking account,12,existing credits paid back duly till now,radio/television,2543,... < 100 DM,... < 1 year,1,female,none,2,building society savings agreement / life insurance,24,none,own,1,unskilled - resident,1,"yes, registered under customer's name",yes,1,divorced/separated
0 <= ... < 200 DM,23,existing credits paid back duly till now,business,2864,... < 100 DM,1 <= ... < 4 years,1,female,none,1,"car or other, not in savings account",31,none,rent,1,unskilled - resident,1,none,yes,1,divorced/separated
... < 0 DM,4,existing credits paid back duly till now,repairs,2992,unknown / no savings account,... < 1 year,4,female,co-applicant,2,real estate,28,none,own,1,unskilled - resident,1,none,yes,1,divorced/separated
0 <= ... < 200 DM,15,existing credits paid back duly till now,car (new),2701,... < 100 DM,... >= 7 years,3,male,guarantor,4,building society savings agreement / life insurance,65,none,own,1,unskilled - resident,2,none,yes,2,single
0 <= ... < 200 DM,14,critical account / other credits existing (not at this bank),radio/television,5854,unknown / no savings account,unemployed,4,male,none,4,building society savings agreement / life insurance,55,none,for free,2,unskilled - resident,2,none,yes,2,single
no checking account,10,existing credits paid back duly till now,radio/television,1505,... >= 1000 DM,... < 1 year,3,female,none,2,unknown / no property,31,none,own,1,skilled employee / official,1,"yes, registered under customer's name",no,2,married/widowed
no checking account,12,delay in paying off in the past,car (used),4089,... >= 1000 DM,... >= 7 years,2,female,co-applicant,4,"car or other, not in savings account",39,stores,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
0 <= ... < 200 DM,49,existing credits paid back duly till now,car (used),12468,... < 100 DM,... >= 7 years,2,male,none,4,unknown / no property,42,bank,for free,1,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,1,single
0 <= ... < 200 DM,4,existing credits paid back duly till now,furniture/equipment,5656,... < 100 DM,unemployed,2,female,none,4,"car or other, not in savings account",36,none,rent,1,skilled employee / official,1,none,yes,1,divorced/separated
0 <= ... < 200 DM,23,existing credits paid back duly till now,radio/television,1404,... < 100 DM,1 <= ... < 4 years,1,male,none,2,real estate,38,none,own,1,skilled employee / official,1,none,yes,2,divorced/separated
... < 0 DM,22,critical account / other credits existing (not at this bank),furniture/equipment,9647,100 <= ... < 500 DM,1 <= ... < 4 years,4,male,none,2,real estate,19,none,own,1,unemployed / unskilled - non-resident,1,"yes, registered under customer's name",yes,1,married/widowed
no checking account,4,existing credits paid back duly till now,radio/television,250,... < 100 DM,1 <= ... < 4 years,2,female,none,4,real estate,37,none,rent,1,skilled employee / official,1,none,yes,1,single
no checking account,20,existing credits paid back duly till now,repairs,1143,unknown / no savings account,1 <= ... < 4 years,3,male,none,4,building society savings agreement / life insurance,31,none,own,1,skilled employee / official,1,none,yes,1,single
... >= 200 DM / salary assignments for at least 1 year,35,critical account / other credits existing (not at this bank),radio/television,11686,... < 100 DM,1 <= ... < 4 years,3,male,none,2,"car or other, not in savings account",21,none,own,2,skilled employee / official,1,none,yes,1,single
... < 0 DM,34,critical account / other credits existing (not at this bank),radio/television,2116,... >= 1000 DM,... >= 7 years,4,male,none,4,building society savings agreement / life insurance,64,none,own,2,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
0 <= ... < 200 DM,62,existing credits paid back duly till now,furniture/equipment,3281,... < 100 DM,1 <= ... < 4 years,3,female,none,4,unknown / no property,20,none,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,2,single
no checking account,4,critical account / other credits existing (not at this bank),radio/television,2447,... < 100 DM,... < 1 year,4,male,none,2,building society savings agreement / life insurance,54,none,own,2,unskilled - resident,1,none,yes,1,single
0 <= ... < 200 DM,46,existing credits paid back duly till now,car (new),2132,... < 100 DM,... >= 7 years,2,male,none,3,"car or other, not in savings account",47,none,rent,1,skilled employee / official,1,"yes, registered under customer's name",yes,2,single
... < 0 DM,29,existing credits paid back duly till now,education,6600,... < 100 DM,... < 1 year,2,female,guarantor,3,building society savings agreement / life insurance,24,none,for free,1,skilled employee / official,1,none,yes,1,single
0 <= ... < 200 DM,14,critical account / other credits existing (not at this bank),radio/television,912,... < 100 DM,4 <= ... < 7 years,4,female,none,2,real estate,40,none,own,1,unskilled - resident,1,none,yes,1,married/widowed
0 <= ... < 200 DM,13,existing credits paid back duly till now,radio/television,3147,... < 100 DM,... < 1 year,1,female,none,1,real estate,37,none,own,1,unskilled - resident,1,none,yes,2,divorced/separated
0 <= ... < 200 DM,11,existing credits paid back duly till now,business,2036,... < 100 DM,... >= 7 years,2,male,none,1,unknown / no property,57,bank,for free,1,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,2,single
no checking account,4,existing credits paid back duly till now,radio/television,250,... < 100 DM,1 <= ... < 4 years,2,male,none,2,real estate,21,none,own,1,unskilled - resident,1,none,yes,1,divorced/separated
... >= 200 DM / salary assignments for at least 1 year,4,existing credits paid back duly till now,radio/television,2178,500 <= ... < 1000 DM,4 <= ... < 7 years,4,male,none,3,"car or other, not in savings account",26,none,own,1,skilled employee / official,2,none,yes,2,single
0 <= ... < 200 DM,15,critical account / other credits existing (not at this bank),radio/television,3741,... < 100 DM,1 <= ... < 4 years,2,male,none,2,building society savings agreement / life insurance,37,bank,rent,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,divorced/separated
... < 0 DM,4,existing credits paid back duly till now,radio/television,250,... < 100 DM,1 <= ... < 4 years,4,male,none,4,"car or other, not in savings account",58,none,own,2,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,1,single
... < 0 DM,17,all credits at this bank paid back duly,repairs,15945,... >= 1000 DM,1 <= ... < 4 years,3,male,none,2,"car or other, not in savings account",35,none,rent,2,skilled employee / official,2,"yes, registered under customer's name",no,1,single
0 <= ... < 200 DM,29,existing credits paid back duly till now,radio/television,4457,... < 100 DM,4 <= ... < 7 years,1,female,none,4,"car or other, not in savings account",30,none,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,2,divorced/separated
no checking account,9,existing credits paid back duly till now,radio/television,4600,... < 100 DM,... < 1 year,2,female,none,3,building society savings agreement / life insurance,37,none,own,1,unskilled - resident,1,none,yes,1,divorced/separated
... < 0 DM,19,existing credits paid back duly till now,radio/television,250,unknown / no savings account,4 <= ... < 7 years,2,male,guarantor,1,"car or other, not in savings account",75,none,rent,1,unskilled - resident,1,"yes, registered under customer's name",yes,2,single
0 <= ... < 200 DM,14,existing credits paid back duly till now,business,4530,... < 100 DM,1 <= ... < 4 years,4,female,none,4,real estate,30,none,own,2,unskilled - resident,1,none,yes,1,divorced/separated
0 <= ... < 200 DM,17,existing credits paid back duly till now,furniture/equipment,3184,... < 100 DM,unemployed,2,female,none,2,building society savings agreement / life insurance,20,none,for free,1,management / self-employed / highly qualified employee / officer,1,none,yes,2,divorced/separated
no checking account,4,existing credits paid back duly till now,furniture/equipment,2101,... < 100 DM,1 <= ... < 4 years,3,male,none,2,real estate,62,none,for free,1,unskilled - resident,1,none,no,1,divorced/separated
no checking account,21,existing credits paid back duly till now,furniture/equipment,6367,... < 100 DM,... < 1 year,4,female,none,1,building society savings agreement / life insurance,22,none,own,1,skilled employee / official,1,none,yes,2,divorced/separated
no checking account,20,critical account / other credits existing (not at this bank),radio/television,9811,unknown / no savings account,... >= 7 years,4,male,none,4,real estate,31,none,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
no checking account,5,critical account / other credits existing (not at this bank),radio/television,250,... < 100 DM,1 <= ... < 4 years,4,male,none,2,real estate,19,none,own,1,skilled employee / official,1,none,yes,1,single
no checking account,37,critical account / other credits existing (not at this bank),education,435,... < 100 DM,... >= 7 years,2,male,none,4,"car or other, not in savings account",32,none,own,1,unskilled - resident,1,"yes, registered under customer's name",yes,1,single
0 <= ... < 200 DM,4,critical account / other credits existing (not at this bank),radio/television,1963,... < 100 DM,4 <= ... < 7 years,4,female,none,4,real estate,34,none,own,2,unskilled - resident,1,none,no,1,divorced/separated
0 <= ... < 200 DM,5,all credits at this bank paid back duly,car (new),709,100 <= ... < 500 DM,4 <= ... < 7 years,3,male,none,2,real estate,19,none,rent,2,skilled employee / official,1,"yes, registered under customer's name",yes,1,divorced/separated
... < 0 DM,28,delay in paying off in the past,furniture/equipment,11378,... < 100 DM,4 <= ... < 7 years,1,male,none,4,"car or other, not in savings account",28,none,own,1,skilled employee / official,1,none,yes,1,divorced/separated
no checking account,51,existing credits paid back duly till now,radio/television,2965,... < 100 DM,... >= 7 years,1,female,none,3,real estate,36,none,own,1,unskilled - resident,1,"yes, registered under customer's name",yes,1,single
0 <= ... < 200 DM,5,critical account / other credits existing (not at this bank),car (new),13274,100 <= ... < 500 DM,... >= 7 years,4,male,none,3,building society savings agreement / life insurance,23,none,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,2,single
... < 0 DM,34,all credits at this bank paid back duly,car (used),4351,unknown / no savings account,... >= 7 years,2,male,none,4,unknown / no property,63,none,for free,1,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,2,single
0 <= ... < 200 DM,4,existing credits paid back duly till now,radio/television,1970,100 <= ... < 500 DM,unemployed,1,male,none,4,real estate,19,stores,own,3,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
no checking account,4,critical account / other credits existing (not at this bank),radio/television,3315,... < 100 DM,1 <= ... < 4 years,4,male,none,2,real estate,38,none,own,2,skilled employee / official,1,none,yes,1,single
no checking account,4,existing credits paid back duly till now,radio/television,250,... < 100 DM,1 <= ... < 4 years,4,female,none,1,"car or other, not in savings account",32,bank,own,1,unskilled - resident,1,none,yes,1,married/widowed
no checking account,28,existing credits paid back duly till now,furniture/equipment,9653,... < 100 DM,4 <= ... < 7 years,2,male,none,2,"car or other, not in savings account",25,none,own,2,skilled employee / official,2,none,yes,1,single
... < 0 DM,14,critical account / other credits existing (not at this bank),radio/television,7340,... < 100 DM,... < 1 year,4,male,none,4,unknown / no property,66,none,own,1,unskilled - resident,1,"yes, registered under customer's name",yes,2,single
no checking account,4,existing credits paid back duly till now,furniture/equipment,3290,... < 100 DM,... < 1 year,1,female,none,3,"car or other, not in savings account",34,none,own,1,unskilled - resident,1,none,yes,2,divorced/separated
... < 0 DM,4,existing credits paid back duly till now,radio/television,555,... < 100 DM,1 <= ... < 4 years,4,female,guarantor,4,real estate,35,none,rent,2,unskilled - resident,1,none,yes,1,divorced/separated
0 <= ... < 200 DM,20,existing credits paid back duly till now,others,673,... < 100 DM,1 <= ... < 4 years,3,female,none,2,building society savings agreement / life insurance,38,none,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,2,divorced/separated
0 <= ... < 200 DM,24,delay in paying off in the past,radio/television,5324,... < 100 DM,4 <= ... < 7 years,2,male,guarantor,4,unknown / no property,19,bank,own,1,management / self-employed / highly qualified employee / officer,2,"yes, registered under customer's name",yes,1,single
0 <= ... < 200 DM,24,existing credits paid back duly till now,furniture/equipment,11400,... < 100 DM,... >= 7 years,2,female,none,4,unknown / no property,45,stores,rent,1,skilled employee / official,1,"yes, registered under customer's name",yes,2,single
... < 0 DM,49,critical account / other credits existing (not at this bank),car (new),250,... >= 1000 DM,1 <= ... < 4 years,2,male,none,2,building society savings agreement / life insurance,40,none,own,1,unemployed / unskilled - non-resident,1,none,yes,1,single
... < 0 DM,4,critical account / other credits existing (not at this bank),radio/television,250,500 <= ... < 1000 DM,1 <= ... < 4 years,3,male,none,4,real estate,24,none,own,2,unskilled - resident,2,none,yes,1,single
0 <= ... < 200 DM,5,existing credits paid back duly till now,domestic appliances,2478,... < 100 DM,1 <= ... < 4 years,4,male,none,4,"car or other, not in savings account",28,none,own,1,skilled employee / official,1,none,yes,2,divorced/separated
no checking account,5,critical account / other credits existing (not at this bank),radio/television,6878,... < 100 DM,... >= 7 years,4,male,none,4,unknown / no property,28,bank,own,3,management / self-employed / highly qualified employee / officer,2,"yes, registered under customer's name",yes,1,single
