checking_account_status,duration_months,credit_history,purpose,credit_amount,savings_account,employment_duration,installment_rate,sex,other_debtors,residence_duration,property,age,other_installment_plans,housing,existing_credits,job,num_dependents,telephone,foreign_worker,target,relationship_status
no checking account,11,critical account / other credits existing (not at this bank),car (new),3880,... >= 1000 DM,4 <= ... < 7 years,1,female,none,2,unknown / no property,55,none,own,4,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
... >= 200 DM / salary assignments for at least 1 year,26,critical account / other credits existing (not at this bank),repairs,9531,unknown / no savings account,... < 1 year,3,male,co-applicant,4,unknown / no property,43,stores,rent,2,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
... >= 200 DM / salary assignments for at least 1 year,41,all credits at this bank paid back duly,car (new),4525,100 <= ... < 500 DM,1 <= ... < 4 years,1,female,co-applicant,1,unknown / no property,55,bank,own,1,management / self-employed / highly qualified employee / officer,2,"yes, registered under customer's name",yes,1,divorced/separated
0 <= ... < 200 DM,14,critical account / other credits existing (not at this bank),furniture/equipment,5827,... >= 1000 DM,unemployed,2,male,none,2,building society savings agreement / life insurance,24,none,own,1,unskilled - resident,1,"yes, registered under customer's name",yes,2,married/widowed
no checking account,23,critical account / other credits existing (not at this bank),domestic appliances,10958,... >= 1000 DM,... < 1 year,4,male,co-applicant,1,real estate,19,none,for free,3,skilled employee / official,2,"yes, registered under customer's name",no,1,single
no checking account,22,all credits at this bank paid back duly,others,4161,... >= 1000 DM,... >= 7 years,4,male,none,3,building society savings agreement / life insurance,34,bank,rent,4,unemployed / unskilled - non-resident,1,none,yes,2,single
... < 0 DM,8,existing credits paid back duly till now,furniture/equipment,3417,100 <= ... < 500 DM,1 <= ... < 4 years,1,male,none,3,real estate,51,none,own,3,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,1,married/widowed
... < 0 DM,25,critical account / other credits existing (not at this bank),furniture/equipment,2434,100 <= ... < 500 DM,... < 1 year,3,female,none,1,building society savings agreement / life insurance,27,bank,rent,2,unemployed / unskilled - non-resident,1,none,yes,1,divorced/separated
0 <= ... < 200 DM,22,existing credits paid back duly till now,radio/television,3899,... >= 1000 DM,... < 1 year,4,female,none,2,real estate,40,bank,rent,2,unemployed / unskilled - non-resident,1,"yes, registered under customer's name",no,2,single
no checking account,4,critical account / other credits existing (not at this bank),others,15945,unknown / no savings account,4 <= ... < 7 years,3,male,guarantor,2,unknown / no property,41,bank,rent,1,unskilled - resident,2,"yes, registered under customer's name",no,2,married/widowed
no checking account,11,existing credits paid back duly till now,furniture/equipment,1350,unknown / no savings account,unemployed,1,male,none,2,real estate,52,none,own,4,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",no,1,single
... < 0 DM,8,existing credits paid back duly till now,car (used),15945,... >= 1000 DM,... >= 7 years,2,male,none,2,unknown / no property,51,bank,for free,1,unemployed / unskilled - non-resident,2,none,yes,1,married/widowed
no checking account,23,existing credits paid back duly till now,radio/television,974,unknown / no savings account,... < 1 year,4,male,none,3,real estate,35,bank,for free,1,skilled employee / official,1,"yes, registered under customer's name",yes,2,single
no checking account,25,critical account / other credits existing (not at this bank),car (new),9380,... >= 1000 DM,unemployed,2,female,co-applicant,3,unknown / no property,40,bank,rent,2,unskilled - resident,1,none,yes,1,divorced/separated
... >= 200 DM / salary assignments for at least 1 year,5,all credits at this bank paid back duly,car (new),9537,... >= 1000 DM,... >= 7 years,4,male,co-applicant,2,unknown / no property,26,stores,rent,1,unemployed / unskilled - non-resident,1,"yes, registered under customer's name",yes,2,married/widowed
no checking account,7,no credits taken / all credits paid back duly,car (new),11099,500 <= ... < 1000 DM,unemployed,4,male,none,3,building society savings agreement / life insurance,42,bank,own,3,unskilled - resident,1,"yes, registered under customer's name",yes,1,single
no checking account,47,delay in paying off in the past,radio/television,9436,... >= 1000 DM,1 <= ... < 4 years,4,male,none,4,building society savings agreement / life insurance,30,bank,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
0 <= ... < 200 DM,25,delay in paying off in the past,business,1432,unknown / no savings account,1 <= ... < 4 years,1,male,none,1,real estate,26,none,rent,2,skilled employee / official,2,"yes, registered under customer's name",yes,1,single
0 <= ... < 200 DM,19,delay in paying off in the past,car (new),1849,100 <= ... < 500 DM,unemployed,4,male,none,1,"car or other, not in savings account",35,none,for free,2,unemployed / unskilled - non-resident,2,"yes, registered under customer's name",yes,1,married/widowed
no checking account,20,existing credits paid back duly till now,business,4298,... < 100 DM,... < 1 year,2,male,none,1,building society savings agreement / life insurance,42,none,own,2,unemployed / unskilled - non-resident,1,none,no,2,single
... >= 200 DM / salary assignments for at least 1 year,23,delay in paying off in the past,furniture/equipment,7793,... >= 1000 DM,... >= 7 years,4,male,none,4,building society savings agreement / life insurance,26,none,rent,1,management / self-employed / highly qualified employee / officer,1,none,yes,1,divorced/separated
... < 0 DM,11,existing credits paid back duly till now,repairs,1719,... < 100 DM,... >= 7 years,3,male,guarantor,1,"car or other, not in savings account",35,none,own,2,management / self-employed / highly qualified employee / officer,1,none,yes,2,divorced/separated
... >= 200 DM / salary assignments for at least 1 year,4,delay in paying off in the past,car (new),2510,100 <= ... < 500 DM,1 <= ... < 4 years,2,female,guarantor,2,real estate,54,bank,own,1,skilled employee / official,2,"yes, registered under customer's name",yes,2,single
... < 0 DM,23,no credits taken / all credits paid back duly,business,833,unknown / no savings account,... >= 7 years,2,female,none,1,unknown / no property,34,none,own,1,management / self-employed / highly qualified employee / officer,1,none,no,2,married/widowed
... >= 200 DM / salary assignments for at least 1 year,22,delay in paying off in the past,business,1265,... < 100 DM,unemployed,2,female,none,4,building society savings agreement / life insurance,22,stores,rent,1,unemployed / unskilled - non-resident,1,"yes, registered under customer's name",yes,1,divorced/separated
no checking account,25,delay in paying off in the past,retraining,250,500 <= ... < 1000 DM,4 <= ... < 7 years,2,male,co-applicant,2,unknown / no property,55,bank,own,4,skilled employee / official,1,none,yes,2,married/widowed
no checking account,24,no credits taken / all credits paid back duly,furniture/equipment,1613,... < 100 DM,... >= 7 years,1,female,co-applicant,1,building society savings agreement / life insurance,71,none,own,4,unskilled - resident,1,"yes, registered under customer's name",no,1,divorced/separated
... >= 200 DM / salary assignments for at least 1 year,7,all credits at this bank paid back duly,business,9433,... >= 1000 DM,... < 1 year,4,female,none,1,unknown / no property,61,bank,own,2,unskilled - resident,2,"yes, registered under customer's name",yes,2,married/widowed
0 <= ... < 200 DM,21,existing credits paid back duly till now,car (new),10104,100 <= ... < 500 DM,... < 1 year,1,female,none,2,unknown / no property,28,bank,for free,2,skilled employee / official,1,"yes, registered under customer's name",no,2,divorced/separated
... >= 200 DM / salary assignments for at least 1 year,21,critical account / other credits existing (not at this bank),business,1602,100 <= ... < 500 DM,... >= 7 years,4,female,guarantor,2,building society savings agreement / life insurance,37,bank,for free,1,skilled employee / official,2,"yes, registered under customer's name",yes,1,single
0 <= ... < 200 DM,13,critical account / other credits existing (not at this bank),repairs,3770,100 <= ... < 500 DM,1 <= ... < 4 years,1,male,none,3,building society savings agreement / life insurance,56,bank,own,1,unskilled - resident,2,"yes, registered under customer's name",yes,2,divorced/separated
... < 0 DM,28,delay in paying off in the past,car (new),13680,100 <= ... < 500 DM,4 <= ... < 7 years,1,male,none,3,real estate,43,none,own,3,unskilled - resident,1,none,yes,2,married/widowed
... >= 200 DM / salary assignments for at least 1 year,26,all credits at this bank paid back duly,business,1172,500 <= ... < 1000 DM,4 <= ... < 7 years,1,female,guarantor,1,building society savings agreement / life insurance,39,none,rent,2,skilled employee / official,2,none,no,2,single
... < 0 DM,27,all credits at this bank paid back duly,repairs,4877,100 <= ... < 500 DM,1 <= ... < 4 years,4,male,none,1,unknown / no property,51,none,own,2,skilled employee / official,1,"yes, registered under customer's name",yes,2,married/widowed
0 <= ... < 200 DM,17,critical account / other credits existing (not at this bank),car (new),297,100 <= ... < 500 DM,... >= 7 years,1,male,none,3,building society savings agreement / life insurance,27,none,own,4,unemployed / unskilled - non-resident,1,"yes, registered under customer's name",yes,2,single
no checking account,25,existing credits paid back duly till now,domestic appliances,2043,unknown / no savings account,unemployed,4,male,co-applicant,4,building society savings agreement / life insurance,41,none,for free,1,unemployed / unskilled - non-resident,1,none,yes,1,single
... < 0 DM,8,delay in paying off in the past,others,7776,unknown / no savings account,1 <= ... < 4 years,3,female,co-applicant,4,building society savings agreement / life insurance,75,none,own,4,unskilled - resident,2,"yes, registered under customer's name",yes,2,married/widowed
... < 0 DM,12,no credits taken / all credits paid back duly,radio/television,7309,... >= 1000 DM,... >= 7 years,4,male,none,1,building society savings agreement / life insurance,41,stores,own,2,management / self-employed / highly qualified employee / officer,2,none,no,1,single
... < 0 DM,43,critical account / other credits existing (not at this bank),repairs,10131,... < 100 DM,4 <= ... < 7 years,1,female,co-applicant,2,unknown / no property,29,stores,for free,4,unskilled - resident,2,none,yes,1,single
0 <= ... < 200 DM,34,critical account / other credits existing (not at this bank),repairs,7963,... < 100 DM,4 <= ... < 7 years,2,female,guarantor,4,"car or other, not in savings account",40,none,rent,1,skilled employee / official,2,none,yes,1,single
no checking account,47,delay in paying off in the past,domestic appliances,1536,500 <= ... < 1000 DM,unemployed,4,male,none,2,real estate,21,bank,for free,4,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,2,single
0 <= ... < 200 DM,37,critical account / other credits existing (not at this bank),car (used),15945,500 <= ... < 1000 DM,unemployed,4,male,none,1,building society savings agreement / life insurance,37,none,rent,1,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,1,divorced/separated
no checking account,26,critical account / other credits existing (not at this bank),others,10731,... >= 1000 DM,4 <= ... < 7 years,1,male,none,3,unknown / no property,62,bank,own,1,unemployed / unskilled - non-resident,1,"yes, registered under customer's name",yes,1,single
... >= 200 DM / salary assignments for at least 1 year,14,all credits at this bank paid back duly,business,6540,unknown / no savings account,... >= 7 years,4,female,none,1,"car or other, not in savings account",32,none,rent,4,skilled employee / official,2,"yes, registered under customer's name",no,2,divorced/separated
... < 0 DM,25,existing credits paid back duly till now,furniture/equipment,2778,unknown / no savings account,unemployed,3,male,none,2,"car or other, not in savings account",38,none,own,1,management / self-employed / highly qualified employee / officer,1,none,yes,2,married/widowed
... < 0 DM,22,all credits at this bank paid back duly,business,15945,100 <= ... < 500 DM,1 <= ... < 4 years,4,female,guarantor,2,unknown / no property,23,bank,own,1,unskilled - resident,1,none,yes,2,single
0 <= ... < 200 DM,36,critical account / other credits existing (not at this bank),retraining,12978,unknown / no savings account,1 <= ... < 4 years,4,female,none,2,unknown / no property,46,none,for free,3,unemployed / unskilled - non-resident,2,none,yes,2,single
... >= 200 DM / salary assignments for at least 1 year,9,existing credits paid back duly till now,repairs,10897,500 <= ... < 1000 DM,4 <= ... < 7 years,3,male,none,3,"car or other, not in savings account",37,none,own,1,unskilled - resident,1,"yes, registered under customer's name",yes,2,divorced/separated
... < 0 DM,34,no credits taken / all credits paid back duly,repairs,2362,... < 100 DM,4 <= ... < 7 years,4,female,none,3,unknown / no property,30,none,for free,1,management / self-employed / highly qualified employee / officer,2,none,no,1,divorced/separated
0 <= ... < 200 DM,25,critical account / other credits existing (not at this bank),retraining,12214,unknown / no savings account,unemployed,3,male,co-applicant,3,"car or other, not in savings account",34,bank,own,3,skilled employee / official,2,"yes, registered under customer's name",no,1,divorced/separated
no checking account,25,existing credits paid back duly till now,car (new),1425,500 <= ... < 1000 DM,1 <= ... < 4 years,4,male,guarantor,1,"car or other, not in savings account",28,bank,for free,3,unemployed / unskilled - non-resident,1,"yes, registered under customer's name",yes,2,single
... >= 200 DM / salary assignments for at least 1 year,4,critical account / other credits existing (not at this bank),car (new),1061,... < 100 DM,unemployed,1,male,guarantor,4,"car or other, not in savings account",39,none,own,1,unemployed / unskilled - non-resident,1,none,yes,2,divorced/separated
no checking account,44,all credits at this bank paid back duly,car (new),3389,500 <= ... < 1000 DM,1 <= ... < 4 years,4,male,none,3,building society savings agreement / life insurance,29,bank,rent,4,management / self-employed / highly qualified employee / officer,2,"yes, registered under customer's name",yes,1,divorced/separated
no checking account,9,existing credits paid back duly till now,retraining,9600,... >= 1000 DM,1 <= ... < 4 years,3,male,guarantor,2,"car or other, not in savings account",54,none,for free,3,unskilled - resident,1,none,yes,1,single
no checking account,26,critical account / other credits existing (not at this bank),furniture/equipment,15368,100 <= ... < 500 DM,1 <= ... < 4 years,4,male,co-applicant,3,unknown / no property,24,none,for free,1,skilled employee / official,2,none,yes,2,single
... >= 200 DM / salary assignments for at least 1 year,19,critical account / other credits existing (not at this bank),car (new),4424,unknown / no savings account,1 <= ... < 4 years,1,female,none,3,unknown / no property,39,bank,own,2,unskilled - resident,2,"yes, registered under customer's name",yes,1,single
no checking account,21,no credits taken / all credits paid back duly,car (new),6545,... >= 1000 DM,1 <= ... < 4 years,4,male,co-applicant,1,"car or other, not in savings account",43,none,for free,2,skilled employee / official,2,none,yes,2,divorced/separated
... >= 200 DM / salary assignments for at least 1 year,5,all credits at this bank paid back duly,repairs,5349,500 <= ... < 1000 DM,unemployed,1,female,none,1,unknown / no property,38,none,for free,2,management / self-employed / highly qualified employee / officer,2,"yes, registered under customer's name",yes,2,divorced/separated
no checking account,27,critical account / other credits existing (not at this bank),car (used),2051,... >= 1000 DM,unemployed,3,female,guarantor,2,unknown / no property,26,bank,own,1,skilled employee / official,1,none,yes,1,married/widowed
... >= 200 DM / salary assignments for at least 1 year,4,existing credits paid back duly till now,business,788,... >= 1000 DM,1 <= ... < 4 years,2,male,guarantor,1,unknown / no property,20,stores,own,2,skilled employee / official,1,none,yes,1,married/widowed
