checking_account_status,duration_months,credit_history,purpose,credit_amount,savings_account,employment_duration,installment_rate,sex,other_debtors,residence_duration,property,age,other_installment_plans,housing,existing_credits,job,num_dependents,telephone,foreign_worker,target,relationship_status
no checking account,57,critical account / other credits existing (not at this bank),others,1797,500 <= ... < 1000 DM,... >= 7 years,4,male,none,1,building society savings agreement / life insurance,20,none,own,3,unskilled - resident,1,none,yes,2,divorced/separated
no checking account,4,existing credits paid back duly till now,furniture/equipment,1916,100 <= ... < 500 DM,... >= 7 years,3,male,none,2,real estate,24,none,own,1,unskilled - resident,2,none,yes,2,divorced/separated
0 <= ... < 200 DM,10,existing credits paid back duly till now,car (new),8661,... < 100 DM,... < 1 year,3,male,none,3,building society savings agreement / life insurance,37,none,for free,2,skilled employee / official,1,none,yes,1,single
0 <= ... < 200 DM,24,critical account / other credits existing (not at this bank),radio/television,5793,unknown / no savings account,1 <= ... < 4 years,3,male,none,1,"car or other, not in savings account",30,none,own,2,skilled employee / official,1,none,yes,1,divorced/separated
... < 0 DM,19,existing credits paid back duly till now,furniture/equipment,10508,... < 100 DM,1 <= ... < 4 years,4,female,none,2,real estate,29,none,own,1,management / self-employed / highly qualified employee / officer,1,none,no,2,divorced/separated
no checking account,13,critical account / other credits existing (not at this bank),furniture/equipment,1426,unknown / no savings account,... >= 7 years,4,female,none,3,"car or other, not in savings account",27,none,for free,2,unskilled - resident,2,"yes, registered under customer's name",yes,1,single
no checking account,15,existing credits paid back duly till now,car (used),2614,... < 100 DM,1 <= ... < 4 years,3,male,co-applicant,4,real estate,24,bank,rent,1,management / self-employed / highly qualified employee / officer,2,none,yes,2,married/widowed
no checking account,26,critical account / other credits existing (not at this bank),car (new),2524,... < 100 DM,1 <= ... < 4 years,2,male,co-applicant,4,unknown / no property,19,none,for free,2,management / self-employed / highly qualified employee / officer,2,"yes, registered under customer's name",no,1,married/widowed
no checking account,64,critical account / other credits existing (not at this bank),furniture/equipment,3057,... < 100 DM,... >= 7 years,2,male,none,4,unknown / no property,37,none,own,2,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,2,single
no checking account,22,existing credits paid back duly till now,car (new),7150,... < 100 DM,1 <= ... < 4 years,3,male,none,4,building society savings agreement / life insurance,70,none,rent,2,skilled employee / official,1,"yes, registered under customer's name",yes,2,single
0 <= ... < 200 DM,4,all credits at this bank paid back duly,furniture/equipment,3350,100 <= ... < 500 DM,... < 1 year,4,male,none,2,real estate,20,none,rent,2,skilled employee / official,1,none,yes,2,divorced/separated
no checking account,58,existing credits paid back duly till now,radio/television,3179,100 <= ... < 500 DM,... >= 7 years,4,male,none,2,unknown / no property,25,none,own,2,unskilled - resident,1,none,yes,1,married/widowed
0 <= ... < 200 DM,6,critical account / other credits existing (not at this bank),education,860,... < 100 DM,... < 1 year,4,female,none,2,real estate,23,none,for free,1,unskilled - resident,1,none,yes,2,single
no checking account,23,critical account / other credits existing (not at this bank),radio/television,14721,... >= 1000 DM,... >= 7 years,1,male,none,4,building society savings agreement / life insurance,44,none,own,1,management / self-employed / highly qualified employee / officer,1,none,no,1,single
0 <= ... < 200 DM,24,critical account / other credits existing (not at this bank),radio/television,6098,100 <= ... < 500 DM,... >= 7 years,2,male,none,4,"car or other, not in savings account",30,none,for free,2,skilled employee / official,2,none,yes,2,single
no checking account,25,existing credits paid back duly till now,education,11399,... < 100 DM,1 <= ... < 4 years,1,male,none,4,"car or other, not in savings account",19,none,own,4,management / self-employed / highly qualified employee / officer,1,none,yes,2,divorced/separated
no checking account,27,critical account / other credits existing (not at this bank),car (new),3407,... < 100 DM,... < 1 year,3,male,none,4,building society savings agreement / life insurance,20,none,own,2,unskilled - resident,1,"yes, registered under customer's name",yes,2,single
0 <= ... < 200 DM,24,existing credits paid back duly till now,furniture/equipment,3422,... < 100 DM,... >= 7 years,3,male,none,4,building society savings agreement / life insurance,48,bank,for free,1,management / self-employed / highly qualified employee / officer,1,none,yes,2,divorced/separated
... < 0 DM,4,critical account / other credits existing (not at this bank),radio/television,4685,100 <= ... < 500 DM,... >= 7 years,2,male,none,4,real estate,31,none,for free,2,unskilled - resident,1,none,yes,1,divorced/separated
no checking account,11,existing credits paid back duly till now,car (used),1457,... < 100 DM,1 <= ... < 4 years,2,male,none,3,unknown / no property,26,none,for free,1,unskilled - resident,2,none,yes,2,divorced/separated
... < 0 DM,22,all credits at this bank paid back duly,radio/television,2221,... < 100 DM,1 <= ... < 4 years,4,female,none,4,real estate,35,none,own,2,unskilled - resident,2,none,yes,2,single
... < 0 DM,47,delay in paying off in the past,furniture/equipment,2171,... < 100 DM,... < 1 year,4,female,none,4,real estate,40,none,for free,1,unemployed / unskilled - non-resident,2,none,no,1,divorced/separated
... < 0 DM,9,critical account / other credits existing (not at this bank),car (new),5878,... < 100 DM,... >= 7 years,1,male,none,3,"car or other, not in savings account",29,stores,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,2,divorced/separated
no checking account,27,critical account / other credits existing (not at this bank),furniture/equipment,5435,100 <= ... < 500 DM,4 <= ... < 7 years,3,female,none,3,real estate,56,none,own,1,skilled employee / official,1,none,yes,1,single
no checking account,15,critical account / other credits existing (not at this bank),car (new),8828,... < 100 DM,... >= 7 years,2,female,none,4,real estate,19,none,own,1,unskilled - resident,2,"yes, registered under customer's name",yes,2,divorced/separated
0 <= ... < 200 DM,25,critical account / other credits existing (not at this bank),car (used),5805,... < 100 DM,1 <= ... < 4 years,1,female,none,4,unknown / no property,21,none,own,1,skilled employee / official,1,"yes, registered under customer's name",no,2,divorced/separated
no checking account,69,critical account / other credits existing (not at this bank),others,8046,... < 100 DM,unemployed,2,female,guarantor,4,real estate,75,none,for free,2,skilled employee / official,1,"yes, registered under customer's name",yes,2,single
no checking account,23,critical account / other credits existing (not at this bank),repairs,5951,... >= 1000 DM,... >= 7 years,3,male,none,4,real estate,26,none,own,2,management / self-employed / highly qualified employee / officer,1,none,yes,2,single
no checking account,17,existing credits paid back duly till now,furniture/equipment,3183,... < 100 DM,4 <= ... < 7 years,3,male,none,4,real estate,25,none,own,1,unskilled - resident,2,none,yes,1,divorced/separated
... < 0 DM,13,critical account / other credits existing (not at this bank),car (new),2143,... < 100 DM,4 <= ... < 7 years,2,male,none,2,real estate,36,none,own,1,skilled employee / official,2,"yes, registered under customer's name",yes,1,divorced/separated
0 <= ... < 200 DM,72,no credits taken / all credits paid back duly,furniture/equipment,4651,... < 100 DM,4 <= ... < 7 years,1,male,none,1,"car or other, not in savings account",23,none,rent,2,unskilled - resident,2,none,yes,1,married/widowed
... >= 200 DM / salary assignments for at least 1 year,4,existing credits paid back duly till now,radio/television,11031,... < 100 DM,1 <= ... < 4 years,1,male,none,4,real estate,28,none,rent,1,skilled employee / official,1,none,yes,1,divorced/separated
no checking account,10,critical account / other credits existing (not at this bank),car (used),2753,unknown / no savings account,... >= 7 years,1,male,none,4,real estate,26,none,for free,2,management / self-employed / highly qualified employee / officer,2,none,yes,2,single
... < 0 DM,4,critical account / other credits existing (not at this bank),car (new),4290,... < 100 DM,unemployed,4,male,none,2,unknown / no property,31,none,for free,2,unskilled - resident,1,none,yes,1,married/widowed
... >= 200 DM / salary assignments for at least 1 year,50,existing credits paid back duly till now,business,9963,500 <= ... < 1000 DM,4 <= ... < 7 years,2,female,none,1,building society savings agreement / life insurance,25,none,rent,1,unskilled - resident,2,none,yes,1,divorced/separated
no checking account,41,critical account / other credits existing (not at this bank),radio/television,5643,... < 100 DM,1 <= ... < 4 years,2,female,none,2,real estate,19,none,for free,2,management / self-employed / highly qualified employee / officer,2,none,yes,2,single
no checking account,10,critical account / other credits existing (not at this bank),radio/television,6185,... < 100 DM,unemployed,4,male,none,3,real estate,20,none,own,1,skilled employee / official,1,none,no,1,divorced/separated
no checking account,4,critical account / other credits existing (not at this bank),radio/television,3540,... < 100 DM,4 <= ... < 7 years,4,male,none,4,real estate,23,none,own,2,skilled employee / official,1,"yes, registered under customer's name",yes,2,married/widowed
0 <= ... < 200 DM,4,delay in paying off in the past,radio/television,3746,100 <= ... < 500 DM,... >= 7 years,1,male,none,4,real estate,32,bank,own,1,skilled employee / official,1,"yes, registered under customer's name",no,1,divorced/separated
0 <= ... < 200 DM,28,existing credits paid back duly till now,furniture/equipment,12887,... < 100 DM,... < 1 year,1,female,none,4,real estate,19,none,rent,1,management / self-employed / highly qualified employee / officer,1,none,yes,1,single
no checking account,29,critical account / other credits existing (not at this bank),car (new),3085,... >= 1000 DM,1 <= ... < 4 years,2,male,none,2,unknown / no property,19,none,own,1,skilled employee / official,1,none,yes,1,divorced/separated
... >= 200 DM / salary assignments for at least 1 year,50,critical account / other credits existing (not at this bank),radio/television,6432,unknown / no savings account,1 <= ... < 4 years,3,male,none,4,unknown / no property,19,none,rent,2,skilled employee / official,1,none,yes,1,divorced/separated
0 <= ... < 200 DM,17,critical account / other credits existing (not at this bank),furniture/equipment,4120,unknown / no savings account,1 <= ... < 4 years,4,female,none,4,"car or other, not in savings account",35,none,own,2,unskilled - resident,1,none,yes,2,single
no checking account,40,critical account / other credits existing (not at this bank),repairs,8969,unknown / no savings account,... >= 7 years,1,male,none,2,"car or other, not in savings account",19,none,own,1,unskilled - resident,2,none,yes,2,single
no checking account,21,delay in paying off in the past,others,2692,... < 100 DM,1 <= ... < 4 years,2,male,none,4,real estate,19,none,for free,3,unskilled - resident,2,none,yes,1,single
0 <= ... < 200 DM,27,critical account / other credits existing (not at this bank),education,3124,... < 100 DM,1 <= ... < 4 years,2,male,none,4,building society savings agreement / life insurance,19,none,rent,1,skilled employee / official,1,none,no,1,single
... >= 200 DM / salary assignments for at least 1 year,27,all credits at this bank paid back duly,car (used),2942,unknown / no savings account,... >= 7 years,3,male,none,2,building society savings agreement / life insurance,24,bank,own,1,unskilled - resident,1,none,yes,1,married/widowed
no checking account,24,existing credits paid back duly till now,radio/television,15945,unknown / no savings account,4 <= ... < 7 years,4,male,none,2,"car or other, not in savings account",24,none,for free,1,management / self-employed / highly qualified employee / officer,1,none,yes,1,single
... < 0 DM,55,existing credits paid back duly till now,car (new),5145,unknown / no savings account,... >= 7 years,4,female,none,4,building society savings agreement / life insurance,20,none,rent,1,unemployed / unskilled - non-resident,2,"yes, registered under customer's name",yes,1,divorced/separated
no checking account,7,critical account / other credits existing (not at this bank),radio/television,2906,... < 100 DM,1 <= ... < 4 years,4,male,none,2,building society savings agreement / life insurance,32,none,own,2,unskilled - resident,1,none,yes,2,single
no checking account,40,critical account / other credits existing (not at this bank),car (new),2484,... < 100 DM,1 <= ... < 4 years,3,female,none,4,real estate,25,none,own,2,unskilled - resident,1,"yes, registered under customer's name",yes,2,single
0 <= ... < 200 DM,24,delay in paying off in the past,car (used),4364,100 <= ... < 500 DM,unemployed,1,male,none,4,building society savings agreement / life insurance,61,none,rent,1,management / self-employed / highly qualified employee / officer,2,none,yes,2,single
no checking account,18,existing credits paid back duly till now,furniture/equipment,5565,... < 100 DM,unemployed,2,male,none,4,building society savings agreement / life insurance,35,bank,rent,1,unskilled - resident,1,none,yes,2,divorced/separated
no checking account,26,existing credits paid back duly till now,car (used),5320,500 <= ... < 1000 DM,1 <= ... < 4 years,4,female,guarantor,2,real estate,38,stores,rent,1,skilled employee / official,1,none,yes,1,divorced/separated
... < 0 DM,16,existing credits paid back duly till now,radio/television,15945,... >= 1000 DM,... < 1 year,2,female,none,2,real estate,30,none,own,1,skilled employee / official,1,none,yes,1,single
... < 0 DM,23,existing credits paid back duly till now,car (new),11427,100 <= ... < 500 DM,1 <= ... < 4 years,2,male,none,4,unknown / no property,41,none,own,2,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
... < 0 DM,38,delay in paying off in the past,repairs,1978,... < 100 DM,... < 1 year,4,female,none,3,"car or other, not in savings account",57,none,own,2,skilled employee / official,1,none,yes,1,divorced/separated
... >= 200 DM / salary assignments for at least 1 year,11,no credits taken / all credits paid back duly,radio/television,2174,... < 100 DM,1 <= ... < 4 years,1,male,none,3,unknown / no property,19,none,own,3,unskilled - resident,1,none,yes,1,single
... >= 200 DM / salary assignments for at least 1 year,26,critical account / other credits existing (not at this bank),car (new),8357,... < 100 DM,... >= 7 years,2,female,none,4,building society savings agreement / life insurance,30,stores,rent,1,management / self-employed / highly qualified employee / officer,2,none,yes,1,single
