checking_account_status,duration_months,credit_history,purpose,credit_amount,savings_account,employment_duration,installment_rate,sex,other_debtors,residence_duration,property,age,other_installment_plans,housing,existing_credits,job,num_dependents,telephone,foreign_worker,target,relationship_status
... < 0 DM,15,existing credits paid back duly till now,radio/television,1643,... < 100 DM,... < 1 year,1,female,none,2,real estate,20,none,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,divorced/separated
... < 0 DM,10,all credits at this bank paid back duly,education,1552,... < 100 DM,... >= 7 years,1,male,none,4,unknown / no property,26,stores,for free,3,skilled employee / official,1,none,yes,2,single
0 <= ... < 200 DM,23,existing credits paid back duly till now,furniture/equipment,3102,500 <= ... < 1000 DM,... < 1 year,1,male,none,4,building society savings agreement / life insurance,26,none,rent,1,skilled employee / official,2,"yes, registered under customer's name",yes,1,single
0 <= ... < 200 DM,9,existing credits paid back duly till now,car (new),1471,100 <= ... < 500 DM,... >= 7 years,4,male,none,4,"car or other, not in savings account",47,none,own,1,skilled employee / official,1,none,yes,1,single
0 <= ... < 200 DM,55,existing credits paid back duly till now,domestic appliances,3932,... < 100 DM,... < 1 year,3,male,none,1,unknown / no property,22,bank,rent,1,skilled employee / official,1,none,yes,2,divorced/separated
... < 0 DM,65,existing credits paid back duly till now,business,1417,unknown / no savings account,... >= 7 years,2,male,none,4,building society savings agreement / life insurance,35,bank,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
0 <= ... < 200 DM,23,no credits taken / all credits paid back duly,business,5928,... < 100 DM,1 <= ... < 4 years,2,male,none,3,"car or other, not in savings account",49,none,own,2,skilled employee / official,1,none,yes,2,single
no checking account,26,all credits at this bank paid back duly,furniture/equipment,739,500 <= ... < 1000 DM,unemployed,4,female,none,2,building society savings agreement / life insurance,24,none,rent,2,skilled employee / official,1,none,yes,1,divorced/separated
... < 0 DM,9,no credits taken / all credits paid back duly,furniture/equipment,2366,100 <= ... < 500 DM,4 <= ... < 7 years,2,male,none,2,"car or other, not in savings account",22,none,own,1,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,1,single
no checking account,7,existing credits paid back duly till now,repairs,1185,unknown / no savings account,... >= 7 years,4,female,none,3,unknown / no property,40,none,own,1,skilled employee / official,1,none,yes,2,married/widowed
no checking account,13,no credits taken / all credits paid back duly,radio/television,1366,unknown / no savings account,1 <= ... < 4 years,4,male,none,2,"car or other, not in savings account",22,none,own,2,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
... >= 200 DM / salary assignments for at least 1 year,16,critical account / other credits existing (not at this bank),car (new),743,... < 100 DM,... < 1 year,4,female,none,2,building society savings agreement / life insurance,65,none,own,2,skilled employee / official,1,none,yes,2,single
no checking account,23,existing credits paid back duly till now,car (used),5103,unknown / no savings account,... >= 7 years,4,male,none,4,building society savings agreement / life insurance,31,bank,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
... < 0 DM,17,no credits taken / all credits paid back duly,car (new),8368,... >= 1000 DM,... >= 7 years,2,male,none,1,building society savings agreement / life insurance,56,bank,own,2,skilled employee / official,2,none,yes,1,single
no checking account,9,critical account / other credits existing (not at this bank),car (new),3408,... < 100 DM,1 <= ... < 4 years,4,male,none,4,real estate,44,none,own,2,unskilled - resident,1,none,yes,1,single
... < 0 DM,9,existing credits paid back duly till now,domestic appliances,1659,500 <= ... < 1000 DM,1 <= ... < 4 years,1,female,none,2,real estate,24,none,own,1,unemployed / unskilled - non-resident,1,none,yes,1,divorced/separated
... < 0 DM,11,existing credits paid back duly till now,radio/television,952,... < 100 DM,... >= 7 years,4,male,co-applicant,4,real estate,64,none,own,1,unskilled - resident,1,none,yes,1,single
no checking account,26,existing credits paid back duly till now,radio/television,6833,100 <= ... < 500 DM,unemployed,2,female,none,4,unknown / no property,31,none,for free,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,divorced/separated
... < 0 DM,41,critical account / other credits existing (not at this bank),furniture/equipment,2254,unknown / no savings account,1 <= ... < 4 years,4,male,none,2,"car or other, not in savings account",25,none,own,1,skilled employee / official,1,none,yes,1,single
0 <= ... < 200 DM,11,existing credits paid back duly till now,repairs,1856,... < 100 DM,1 <= ... < 4 years,4,female,none,2,building society savings agreement / life insurance,22,none,own,1,skilled employee / official,1,none,yes,1,divorced/separated
no checking account,14,critical account / other credits existing (not at this bank),radio/television,250,500 <= ... < 1000 DM,4 <= ... < 7 years,4,male,none,2,"car or other, not in savings account",43,none,rent,2,skilled employee / official,1,none,yes,1,single
no checking account,4,critical account / other credits existing (not at this bank),car (new),1111,... < 100 DM,... >= 7 years,4,male,none,3,real estate,53,none,own,2,skilled employee / official,2,none,yes,1,single
no checking account,19,critical account / other credits existing (not at this bank),radio/television,1606,unknown / no savings account,4 <= ... < 7 years,4,male,none,3,building society savings agreement / life insurance,27,none,own,3,skilled employee / official,1,"yes, registered under customer's name",yes,1,divorced/separated
0 <= ... < 200 DM,8,existing credits paid back duly till now,radio/television,1159,... < 100 DM,1 <= ... < 4 years,4,male,none,4,building society savings agreement / life insurance,59,none,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
no checking account,43,all credits at this bank paid back duly,furniture/equipment,5276,100 <= ... < 500 DM,unemployed,3,female,none,2,unknown / no property,43,none,for free,1,skilled employee / official,1,none,yes,1,single
... < 0 DM,42,delay in paying off in the past,furniture/equipment,7087,... < 100 DM,1 <= ... < 4 years,2,male,none,2,"car or other, not in savings account",23,none,own,1,skilled employee / official,1,none,yes,2,single
0 <= ... < 200 DM,27,existing credits paid back duly till now,radio/television,6021,... < 100 DM,... < 1 year,2,male,none,3,unknown / no property,22,stores,rent,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,divorced/separated
0 <= ... < 200 DM,10,existing credits paid back duly till now,education,1061,500 <= ... < 1000 DM,... >= 7 years,1,male,none,4,"car or other, not in savings account",40,bank,for free,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
0 <= ... < 200 DM,7,existing credits paid back duly till now,furniture/equipment,1449,100 <= ... < 500 DM,... < 1 year,2,female,none,2,real estate,27,none,own,1,unskilled - resident,1,none,yes,2,divorced/separated
no checking account,6,existing credits paid back duly till now,radio/television,1506,500 <= ... < 1000 DM,4 <= ... < 7 years,1,male,none,2,real estate,35,none,own,1,unskilled - resident,1,none,yes,1,single
0 <= ... < 200 DM,36,all credits at this bank paid back duly,car (new),9681,unknown / no savings account,... >= 7 years,3,male,none,4,unknown / no property,62,none,for free,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
... >= 200 DM / salary assignments for at least 1 year,45,existing credits paid back duly till now,furniture/equipment,6442,... < 100 DM,... >= 7 years,2,male,co-applicant,4,unknown / no property,32,none,for free,1,unskilled - resident,2,none,yes,2,single
0 <= ... < 200 DM,22,existing credits paid back duly till now,car (used),1398,... < 100 DM,... < 1 year,4,male,none,2,real estate,20,none,own,1,skilled employee / official,1,none,yes,2,single
0 <= ... < 200 DM,20,existing credits paid back duly till now,furniture/equipment,6666,100 <= ... < 500 DM,... < 1 year,3,female,none,2,"car or other, not in savings account",19,none,own,1,skilled employee / official,1,none,yes,2,divorced/separated
0 <= ... < 200 DM,26,delay in paying off in the past,furniture/equipment,5698,... < 100 DM,... < 1 year,4,male,none,2,"car or other, not in savings account",32,none,own,2,skilled employee / official,1,none,yes,2,single
no checking account,45,existing credits paid back duly till now,car (used),3128,unknown / no savings account,4 <= ... < 7 years,2,female,none,1,"car or other, not in savings account",34,none,own,2,skilled employee / official,1,"yes, registered under customer's name",yes,1,divorced/separated
... < 0 DM,44,all credits at this bank paid back duly,education,2825,... < 100 DM,... >= 7 years,2,male,none,4,unknown / no property,40,bank,for free,1,skilled employee / official,1,none,yes,2,single
0 <= ... < 200 DM,20,existing credits paid back duly till now,radio/television,3566,... < 100 DM,... < 1 year,4,female,none,3,real estate,26,none,rent,1,skilled employee / official,1,none,yes,2,divorced/separated
... < 0 DM,11,existing credits paid back duly till now,furniture/equipment,3906,... < 100 DM,1 <= ... < 4 years,1,male,none,2,real estate,38,none,own,1,management / self-employed / highly qualified employee / officer,1,none,yes,1,single
... < 0 DM,13,existing credits paid back duly till now,radio/television,2446,... < 100 DM,... >= 7 years,2,male,none,3,real estate,36,bank,own,2,management / self-employed / highly qualified employee / officer,2,none,yes,1,single
no checking account,26,existing credits paid back duly till now,business,14143,... < 100 DM,unemployed,1,female,none,2,"car or other, not in savings account",28,none,own,1,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,1,divorced/separated
... < 0 DM,36,critical account / other credits existing (not at this bank),radio/television,5327,... >= 1000 DM,1 <= ... < 4 years,3,female,none,4,"car or other, not in savings account",31,none,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,divorced/separated
0 <= ... < 200 DM,13,critical account / other credits existing (not at this bank),radio/television,849,... < 100 DM,... < 1 year,4,male,co-applicant,3,real estate,46,stores,own,2,skilled employee / official,1,none,yes,2,single
no checking account,27,all credits at this bank paid back duly,car (used),9657,... < 100 DM,unemployed,4,male,none,4,unknown / no property,44,none,for free,1,skilled employee / official,1,"yes, registered under customer's name",yes,2,single
no checking account,18,existing credits paid back duly till now,radio/television,957,... >= 1000 DM,1 <= ... < 4 years,4,male,none,2,real estate,22,none,own,1,skilled employee / official,1,none,yes,1,single
0 <= ... < 200 DM,20,existing credits paid back duly till now,repairs,2196,... < 100 DM,... < 1 year,2,female,none,4,unknown / no property,75,none,own,1,skilled employee / official,1,none,yes,2,divorced/separated
... < 0 DM,22,existing credits paid back duly till now,others,1176,500 <= ... < 1000 DM,... >= 7 years,4,male,none,4,unknown / no property,67,none,for free,1,skilled employee / official,2,"yes, registered under customer's name",yes,1,single
no checking account,17,existing credits paid back duly till now,furniture/equipment,1896,... < 100 DM,... < 1 year,4,female,none,4,"car or other, not in savings account",35,none,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,divorced/separated
no checking account,10,existing credits paid back duly till now,car (new),778,... < 100 DM,... >= 7 years,3,male,none,4,"car or other, not in savings account",25,none,rent,1,unskilled - resident,1,"yes, registered under customer's name",yes,1,divorced/separated
no checking account,7,critical account / other credits existing (not at this bank),radio/television,250,... < 100 DM,... >= 7 years,4,male,none,2,real estate,23,none,own,2,skilled employee / official,1,"yes, registered under customer's name",yes,2,single
no checking account,12,delay in paying off in the past,radio/television,1450,... < 100 DM,... >= 7 years,4,male,none,4,building society savings agreement / life insurance,23,none,own,1,skilled employee / official,1,none,yes,2,single
no checking account,18,existing credits paid back duly till now,car (new),1809,... >= 1000 DM,4 <= ... < 7 years,1,male,none,2,"car or other, not in savings account",47,none,for free,1,unskilled - resident,1,"yes, registered under customer's name",yes,1,single
0 <= ... < 200 DM,72,delay in paying off in the past,radio/television,10560,unknown / no savings account,... >= 7 years,3,male,none,4,unknown / no property,55,none,for free,1,skilled employee / official,1,"yes, registered under customer's name",yes,2,married/widowed
no checking account,24,critical account / other credits existing (not at this bank),radio/television,438,100 <= ... < 500 DM,1 <= ... < 4 years,4,male,co-applicant,3,"car or other, not in savings account",21,none,rent,2,skilled employee / official,1,"yes, registered under customer's name",yes,2,single
0 <= ... < 200 DM,28,critical account / other credits existing (not at this bank),car (used),2588,... < 100 DM,unemployed,4,male,none,2,building society savings agreement / life insurance,29,none,own,2,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
... < 0 DM,23,existing credits paid back duly till now,furniture/equipment,495,unknown / no savings account,4 <= ... < 7 years,4,female,none,1,"car or other, not in savings account",19,none,rent,1,skilled employee / official,1,"yes, registered under customer's name",yes,2,divorced/separated
... < 0 DM,18,existing credits paid back duly till now,furniture/equipment,4051,... < 100 DM,unemployed,1,female,none,4,unknown / no property,45,none,rent,1,skilled employee / official,1,none,yes,2,divorced/separated
no checking account,27,existing credits paid back duly till now,furniture/equipment,4176,... < 100 DM,4 <= ... < 7 years,4,male,none,3,building society savings agreement / life insurance,23,bank,own,2,skilled employee / official,1,none,yes,1,married/widowed
... >= 200 DM / salary assignments for at least 1 year,6,existing credits paid back duly till now,radio/television,1405,... < 100 DM,... < 1 year,4,male,none,1,real estate,36,none,own,1,unskilled - resident,1,none,yes,1,married/widowed
0 <= ... < 200 DM,11,existing credits paid back duly till now,furniture/equipment,1623,... < 100 DM,... < 1 year,4,female,none,4,building society savings agreement / life insurance,30,none,own,1,skilled employee / official,1,none,yes,1,single
... < 0 DM,27,delay in paying off in the past,business,3959,... < 100 DM,1 <= ... < 4 years,4,male,none,2,"car or other, not in savings account",24,none,own,2,skilled employee / official,1,none,yes,2,divorced/separated
no checking account,14,existing credits paid back duly till now,car (used),3509,unknown / no savings account,... >= 7 years,3,male,none,4,unknown / no property,35,none,own,2,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,1,single
0 <= ... < 200 DM,19,critical account / other credits existing (not at this bank),car (used),6911,... < 100 DM,4 <= ... < 7 years,3,male,none,2,"car or other, not in savings account",29,none,own,2,skilled employee / official,1,none,yes,2,single
... < 0 DM,24,existing credits paid back duly till now,radio/television,1454,100 <= ... < 500 DM,... >= 7 years,3,male,none,4,building society savings agreement / life insurance,55,bank,own,1,skilled employee / official,1,none,yes,1,single
0 <= ... < 200 DM,25,critical account / other credits existing (not at this bank),furniture/equipment,1659,... < 100 DM,... >= 7 years,2,male,none,4,unknown / no property,50,none,own,2,skilled employee / official,1,"yes, registered under customer's name",yes,1,divorced/separated
0 <= ... < 200 DM,11,delay in paying off in the past,car (new),1425,... < 100 DM,unemployed,2,male,none,4,unknown / no property,75,bank,for free,1,management / self-employed / highly qualified employee / officer,2,none,yes,2,single
0 <= ... < 200 DM,9,critical account / other credits existing (not at this bank),radio/television,2224,100 <= ... < 500 DM,1 <= ... < 4 years,4,male,none,3,real estate,33,none,own,1,unskilled - resident,1,none,yes,1,single
no checking account,21,existing credits paid back duly till now,radio/television,1625,100 <= ... < 500 DM,unemployed,4,female,none,4,"car or other, not in savings account",31,none,own,2,skilled employee / official,1,"yes, registered under customer's name",yes,1,divorced/separated
0 <= ... < 200 DM,57,delay in paying off in the past,car (new),6270,... < 100 DM,1 <= ... < 4 years,2,male,none,3,"car or other, not in savings account",23,bank,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,2,single
no checking account,16,existing credits paid back duly till now,radio/television,1038,... < 100 DM,... < 1 year,1,female,none,2,"car or other, not in savings account",25,none,own,1,skilled employee / official,1,none,yes,1,divorced/separated
... < 0 DM,11,existing credits paid back duly till now,radio/television,994,... < 100 DM,... >= 7 years,2,male,none,2,real estate,31,none,own,1,unskilled - resident,2,none,no,1,single
no checking account,18,existing credits paid back duly till now,radio/television,4534,... < 100 DM,... >= 7 years,1,male,none,4,unknown / no property,54,none,for free,1,unskilled - resident,1,"yes, registered under customer's name",yes,1,single
no checking account,22,critical account / other credits existing (not at this bank),business,2067,unknown / no savings account,1 <= ... < 4 years,4,male,none,3,real estate,28,none,own,2,unskilled - resident,1,none,yes,1,single
0 <= ... < 200 DM,8,all credits at this bank paid back duly,others,2046,... >= 1000 DM,1 <= ... < 4 years,4,female,co-applicant,2,real estate,38,none,rent,1,skilled employee / official,1,none,yes,2,divorced/separated
0 <= ... < 200 DM,27,critical account / other credits existing (not at this bank),car (used),4221,... < 100 DM,4 <= ... < 7 years,2,male,none,2,"car or other, not in savings account",39,none,own,2,management / self-employed / highly qualified employee / officer,1,none,yes,1,single
no checking account,20,existing credits paid back duly till now,car (used),1531,500 <= ... < 1000 DM,... >= 7 years,2,male,none,4,unknown / no property,30,none,for free,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
... < 0 DM,14,existing credits paid back duly till now,repairs,2557,... < 100 DM,1 <= ... < 4 years,1,male,none,2,unknown / no property,43,none,rent,2,skilled employee / official,1,none,yes,2,divorced/separated
... >= 200 DM / salary assignments for at least 1 year,18,critical account / other credits existing (not at this bank),radio/television,250,100 <= ... < 500 DM,... >= 7 years,4,male,none,4,building society savings agreement / life insurance,39,none,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
no checking account,10,existing credits paid back duly till now,furniture/equipment,3213,... < 100 DM,... >= 7 years,4,female,none,4,unknown / no property,56,none,for free,1,unskilled - resident,2,none,yes,1,single
0 <= ... < 200 DM,15,existing credits paid back duly till now,car (used),4151,unknown / no savings account,1 <= ... < 4 years,1,male,none,1,unknown / no property,45,none,for free,1,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,1,divorced/separated
no checking account,16,existing credits paid back duly till now,radio/television,2575,... < 100 DM,... >= 7 years,3,female,none,1,unknown / no property,71,none,for free,1,skilled employee / official,1,none,yes,2,divorced/separated
0 <= ... < 200 DM,16,critical account / other credits existing (not at this bank),business,845,... < 100 DM,... >= 7 years,4,male,none,2,real estate,59,none,own,1,unskilled - resident,1,none,yes,1,single
0 <= ... < 200 DM,33,critical account / other credits existing (not at this bank),business,2849,... < 100 DM,... < 1 year,2,male,none,2,building society savings agreement / life insurance,33,none,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
no checking account,24,existing credits paid back duly till now,radio/television,15945,100 <= ... < 500 DM,1 <= ... < 4 years,1,female,none,2,building society savings agreement / life insurance,24,none,own,1,management / self-employed / highly qualified employee / officer,1,none,yes,1,divorced/separated
0 <= ... < 200 DM,16,existing credits paid back duly till now,others,1721,... < 100 DM,1 <= ... < 4 years,4,male,guarantor,4,real estate,28,none,own,1,skilled employee / official,1,none,no,1,single
0 <= ... < 200 DM,12,existing credits paid back duly till now,car (new),1084,... < 100 DM,1 <= ... < 4 years,1,male,co-applicant,4,"car or other, not in savings account",21,none,rent,1,skilled employee / official,1,none,yes,2,single
no checking account,24,critical account / other credits existing (not at this bank),radio/television,7632,... < 100 DM,1 <= ... < 4 years,4,male,none,2,building society savings agreement / life insurance,30,none,own,2,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
... < 0 DM,6,critical account / other credits existing (not at this bank),radio/television,2404,... < 100 DM,1 <= ... < 4 years,4,female,none,3,real estate,28,none,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,divorced/separated
no checking account,27,no credits taken / all credits paid back duly,repairs,2746,... < 100 DM,1 <= ... < 4 years,4,male,none,4,unknown / no property,29,none,for free,1,management / self-employed / highly qualified employee / officer,1,none,yes,2,single
0 <= ... < 200 DM,8,delay in paying off in the past,radio/television,512,... < 100 DM,4 <= ... < 7 years,1,male,co-applicant,2,real estate,30,none,own,2,skilled employee / official,2,none,yes,1,single
no checking account,4,critical account / other credits existing (not at this bank),car (new),1664,... < 100 DM,... >= 7 years,1,male,none,4,real estate,44,none,for free,3,skilled employee / official,2,none,no,2,single
0 <= ... < 200 DM,16,critical account / other credits existing (not at this bank),car (new),3664,... < 100 DM,... >= 7 years,2,male,none,4,building society savings agreement / life insurance,39,none,own,2,skilled employee / official,2,none,yes,2,single
no checking account,9,existing credits paid back duly till now,radio/television,278,... < 100 DM,4 <= ... < 7 years,4,male,none,4,real estate,23,bank,own,1,unskilled - resident,1,"yes, registered under customer's name",yes,1,single
no checking account,26,critical account / other credits existing (not at this bank),radio/television,11063,100 <= ... < 500 DM,... >= 7 years,4,male,none,2,"car or other, not in savings account",25,none,own,1,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,1,divorced/separated
... < 0 DM,8,existing credits paid back duly till now,radio/television,1875,... < 100 DM,... < 1 year,4,male,none,1,real estate,51,none,rent,1,unskilled - resident,1,none,yes,2,divorced/separated
... >= 200 DM / salary assignments for at least 1 year,27,existing credits paid back duly till now,furniture/equipment,2065,100 <= ... < 500 DM,... < 1 year,3,female,none,1,real estate,60,bank,own,2,unskilled - resident,1,"yes, registered under customer's name",yes,2,divorced/separated
0 <= ... < 200 DM,24,existing credits paid back duly till now,car (used),988,unknown / no savings account,... >= 7 years,4,male,none,4,unknown / no property,41,none,for free,1,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,1,single
... < 0 DM,15,existing credits paid back duly till now,furniture/equipment,765,... < 100 DM,... >= 7 years,3,male,guarantor,4,building society savings agreement / life insurance,35,none,rent,1,management / self-employed / highly qualified employee / officer,2,"yes, registered under customer's name",yes,1,single
... < 0 DM,10,existing credits paid back duly till now,furniture/equipment,2287,... < 100 DM,1 <= ... < 4 years,2,male,none,2,building society savings agreement / life insurance,29,bank,own,1,unemployed / unskilled - non-resident,1,none,yes,2,divorced/separated
0 <= ... < 200 DM,12,critical account / other credits existing (not at this bank),business,6236,... < 100 DM,1 <= ... < 4 years,4,male,guarantor,2,building society savings agreement / life insurance,33,stores,own,1,unskilled - resident,2,none,yes,1,single
0 <= ... < 200 DM,14,no credits taken / all credits paid back duly,radio/television,2504,... >= 1000 DM,unemployed,2,female,none,2,"car or other, not in savings account",59,none,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,2,married/widowed
0 <= ... < 200 DM,14,all credits at this bank paid back duly,radio/television,1492,unknown / no savings account,unemployed,4,female,none,2,"car or other, not in savings account",23,bank,own,1,unskilled - resident,1,"yes, registered under customer's name",yes,1,divorced/separated
... < 0 DM,14,existing credits paid back duly till now,car (new),1527,... < 100 DM,... >= 7 years,4,male,none,2,unknown / no property,30,none,own,2,skilled employee / official,1,none,yes,2,single
no checking account,24,critical account / other credits existing (not at this bank),car (used),2190,... < 100 DM,4 <= ... < 7 years,3,male,none,4,unknown / no property,52,none,own,3,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
0 <= ... < 200 DM,12,delay in paying off in the past,repairs,633,... < 100 DM,1 <= ... < 4 years,4,male,guarantor,2,"car or other, not in savings account",40,stores,own,1,skilled employee / official,1,none,yes,2,divorced/separated
