checking_account_status,duration_months,credit_history,purpose,credit_amount,savings_account,employment_duration,installment_rate,sex,other_debtors,residence_duration,property,age,other_installment_plans,housing,existing_credits,job,num_dependents,telephone,foreign_worker,target,relationship_status
no checking account,19,existing credits paid back duly till now,radio/television,250,... < 100 DM,... >= 7 years,4,female,none,4,"car or other, not in savings account",50,none,own,1,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,1,single
0 <= ... < 200 DM,4,existing credits paid back duly till now,radio/television,3729,... < 100 DM,1 <= ... < 4 years,4,male,none,4,real estate,19,none,own,2,skilled employee / official,1,none,yes,1,single
no checking account,4,existing credits paid back duly till now,radio/television,4857,... < 100 DM,1 <= ... < 4 years,4,male,none,4,"car or other, not in savings account",19,bank,own,3,skilled employee / official,1,none,yes,1,single
... < 0 DM,4,delay in paying off in the past,business,3762,... < 100 DM,4 <= ... < 7 years,3,male,none,4,"car or other, not in savings account",27,stores,for free,3,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
0 <= ... < 200 DM,16,existing credits paid back duly till now,radio/television,3778,unknown / no savings account,1 <= ... < 4 years,4,female,none,4,real estate,25,none,rent,2,unskilled - resident,2,"yes, registered under customer's name",yes,1,single
no checking account,4,existing credits paid back duly till now,car (new),250,... < 100 DM,... < 1 year,4,male,none,1,real estate,66,none,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,2,single
... < 0 DM,19,all credits at this bank paid back duly,furniture/equipment,3471,... < 100 DM,... >= 7 years,2,female,none,1,"car or other, not in savings account",19,none,for free,1,skilled employee / official,1,none,yes,1,single
no checking account,4,existing credits paid back duly till now,car (new),250,unknown / no savings account,... >= 7 years,4,male,none,1,building society savings agreement / life insurance,75,bank,rent,1,skilled employee / official,2,none,yes,2,married/widowed
0 <= ... < 200 DM,4,existing credits paid back duly till now,education,15945,... < 100 DM,... < 1 year,2,male,none,3,"car or other, not in savings account",19,stores,for free,1,skilled employee / official,1,none,yes,1,divorced/separated
no checking account,6,delay in paying off in the past,furniture/equipment,3761,... < 100 DM,4 <= ... < 7 years,4,female,none,4,"car or other, not in savings account",67,none,own,1,unskilled - resident,1,none,yes,1,single
no checking account,30,all credits at this bank paid back duly,business,250,... < 100 DM,... >= 7 years,2,male,none,4,real estate,67,none,own,1,skilled employee / official,1,none,yes,1,divorced/separated
... < 0 DM,32,existing credits paid back duly till now,repairs,250,... < 100 DM,... >= 7 years,4,female,none,4,"car or other, not in savings account",67,none,rent,1,skilled employee / official,1,none,yes,1,divorced/separated
no checking account,33,no credits taken / all credits paid back duly,car (new),6250,... < 100 DM,... >= 7 years,2,male,none,4,"car or other, not in savings account",51,none,own,2,skilled employee / official,1,none,yes,1,single
... < 0 DM,4,existing credits paid back duly till now,radio/television,15945,... < 100 DM,4 <= ... < 7 years,3,male,none,2,real estate,24,none,for free,2,unemployed / unskilled - non-resident,1,"yes, registered under customer's name",yes,1,single
0 <= ... < 200 DM,45,existing credits paid back duly till now,radio/television,250,unknown / no savings account,... >= 7 years,4,male,none,4,real estate,19,none,own,1,skilled employee / official,1,none,yes,1,single
... < 0 DM,4,delay in paying off in the past,radio/television,250,... >= 1000 DM,... >= 7 years,2,male,none,4,"car or other, not in savings account",19,bank,rent,1,skilled employee / official,2,none,yes,1,single
no checking account,4,existing credits paid back duly till now,car (new),6837,... < 100 DM,4 <= ... < 7 years,4,male,none,4,"car or other, not in savings account",19,none,own,2,skilled employee / official,1,none,yes,1,single
0 <= ... < 200 DM,4,existing credits paid back duly till now,radio/television,1850,... < 100 DM,1 <= ... < 4 years,4,female,none,4,"car or other, not in savings account",19,bank,own,1,skilled employee / official,1,none,yes,1,single
... < 0 DM,13,existing credits paid back duly till now,car (new),5578,... < 100 DM,4 <= ... < 7 years,4,male,none,4,real estate,19,none,own,2,skilled employee / official,1,none,yes,1,single
... < 0 DM,13,existing credits paid back duly till now,car (new),250,unknown / no savings account,4 <= ... < 7 years,2,male,none,4,real estate,35,bank,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
0 <= ... < 200 DM,4,existing credits paid back duly till now,business,250,... < 100 DM,... >= 7 years,1,male,none,4,"car or other, not in savings account",19,none,own,2,skilled employee / official,1,"yes, registered under customer's name",no,1,divorced/separated
0 <= ... < 200 DM,4,all credits at this bank paid back duly,radio/television,3399,... < 100 DM,unemployed,4,male,none,4,"car or other, not in savings account",19,none,for free,2,unemployed / unskilled - non-resident,1,none,yes,1,divorced/separated
... >= 200 DM / salary assignments for at least 1 year,30,all credits at this bank paid back duly,car (new),250,... < 100 DM,... >= 7 years,1,male,none,4,building society savings agreement / life insurance,39,none,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
... < 0 DM,4,existing credits paid back duly till now,car (new),3778,... < 100 DM,... >= 7 years,4,male,none,2,real estate,19,none,own,2,skilled employee / official,1,none,yes,1,single
0 <= ... < 200 DM,40,existing credits paid back duly till now,radio/television,12625,unknown / no savings account,4 <= ... < 7 years,1,male,none,4,"car or other, not in savings account",19,none,for free,2,skilled employee / official,2,none,yes,1,divorced/separated
0 <= ... < 200 DM,52,existing credits paid back duly till now,radio/television,3778,... < 100 DM,... >= 7 years,4,female,none,4,building society savings agreement / life insurance,32,none,for free,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
0 <= ... < 200 DM,4,all credits at this bank paid back duly,business,13636,... < 100 DM,... < 1 year,4,female,none,2,real estate,19,none,own,1,unemployed / unskilled - non-resident,2,"yes, registered under customer's name",yes,2,divorced/separated
no checking account,41,all credits at this bank paid back duly,car (new),2564,... < 100 DM,... < 1 year,4,male,none,2,"car or other, not in savings account",19,none,own,1,skilled employee / official,1,none,yes,1,divorced/separated
no checking account,4,existing credits paid back duly till now,radio/television,250,... < 100 DM,... >= 7 years,4,female,none,4,"car or other, not in savings account",19,none,own,1,skilled employee / official,1,none,yes,1,married/widowed
... < 0 DM,56,existing credits paid back duly till now,education,265,unknown / no savings account,... >= 7 years,4,female,none,4,"car or other, not in savings account",52,none,own,2,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
no checking account,30,existing credits paid back duly till now,radio/television,6458,100 <= ... < 500 DM,1 <= ... < 4 years,2,male,none,4,"car or other, not in savings account",75,none,for free,2,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,1,divorced/separated
0 <= ... < 200 DM,19,existing credits paid back duly till now,radio/television,3654,... < 100 DM,4 <= ... < 7 years,4,male,none,4,"car or other, not in savings account",19,none,own,1,skilled employee / official,1,none,yes,1,single
... >= 200 DM / salary assignments for at least 1 year,30,all credits at this bank paid back duly,business,15945,... < 100 DM,... >= 7 years,4,male,none,4,building society savings agreement / life insurance,74,none,rent,1,skilled employee / official,1,none,yes,1,single
no checking account,4,existing credits paid back duly till now,car (used),6856,100 <= ... < 500 DM,... < 1 year,2,male,guarantor,3,"car or other, not in savings account",66,none,own,2,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
no checking account,4,existing credits paid back duly till now,car (new),250,... < 100 DM,4 <= ... < 7 years,4,male,none,1,real estate,70,bank,rent,1,skilled employee / official,1,none,yes,1,single
0 <= ... < 200 DM,13,all credits at this bank paid back duly,radio/television,1552,... < 100 DM,4 <= ... < 7 years,3,female,none,4,"car or other, not in savings account",19,none,for free,1,unskilled - resident,1,"yes, registered under customer's name",yes,1,single
0 <= ... < 200 DM,15,critical account / other credits existing (not at this bank),car (new),250,unknown / no savings account,... >= 7 years,3,male,co-applicant,4,"car or other, not in savings account",24,stores,own,2,unskilled - resident,1,"yes, registered under customer's name",yes,2,single
... < 0 DM,30,critical account / other credits existing (not at this bank),car (new),1550,... < 100 DM,... < 1 year,4,male,none,4,unknown / no property,19,none,rent,2,unskilled - resident,1,none,yes,1,divorced/separated
0 <= ... < 200 DM,66,all credits at this bank paid back duly,business,13627,... < 100 DM,4 <= ... < 7 years,3,male,none,2,unknown / no property,73,none,for free,1,skilled employee / official,2,"yes, registered under customer's name",yes,1,married/widowed
no checking account,4,all credits at this bank paid back duly,radio/television,933,... < 100 DM,unemployed,4,female,none,4,"car or other, not in savings account",20,bank,for free,2,skilled employee / official,1,none,yes,1,single
0 <= ... < 200 DM,19,existing credits paid back duly till now,car (new),3326,... < 100 DM,... >= 7 years,4,male,none,4,"car or other, not in savings account",19,bank,own,2,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
... < 0 DM,4,existing credits paid back duly till now,car (new),250,unknown / no savings account,1 <= ... < 4 years,4,female,none,4,real estate,33,bank,rent,2,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,2,married/widowed
no checking account,13,critical account / other credits existing (not at this bank),radio/television,250,... < 100 DM,... < 1 year,1,male,none,4,building society savings agreement / life insurance,19,none,rent,1,unskilled - resident,1,none,yes,1,single
... < 0 DM,30,critical account / other credits existing (not at this bank),furniture/equipment,250,... < 100 DM,4 <= ... < 7 years,3,female,none,4,building society savings agreement / life insurance,38,none,rent,1,unskilled - resident,1,none,yes,2,single
no checking account,4,existing credits paid back duly till now,radio/television,15945,... < 100 DM,... >= 7 years,3,male,none,4,unknown / no property,19,stores,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
no checking account,4,existing credits paid back duly till now,car (new),3607,... < 100 DM,... >= 7 years,2,male,none,2,real estate,45,none,for free,4,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
... < 0 DM,6,existing credits paid back duly till now,furniture/equipment,15945,... < 100 DM,... >= 7 years,2,male,none,4,"car or other, not in savings account",19,none,own,1,unskilled - resident,1,none,yes,1,divorced/separated
no checking account,29,existing credits paid back duly till now,radio/television,15945,... < 100 DM,... < 1 year,4,male,none,3,unknown / no property,66,none,rent,2,skilled employee / official,1,"yes, registered under customer's name",yes,1,divorced/separated
no checking account,24,existing credits paid back duly till now,car (new),250,100 <= ... < 500 DM,... >= 7 years,1,female,co-applicant,1,unknown / no property,21,bank,own,3,unskilled - resident,1,"yes, registered under customer's name",yes,1,divorced/separated
no checking account,22,existing credits paid back duly till now,car (new),6858,unknown / no savings account,1 <= ... < 4 years,4,male,none,2,"car or other, not in savings account",19,none,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
0 <= ... < 200 DM,4,no credits taken / all credits paid back duly,business,13641,... < 100 DM,1 <= ... < 4 years,2,male,none,4,building society savings agreement / life insurance,19,bank,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
no checking account,28,existing credits paid back duly till now,radio/television,13527,unknown / no savings account,... < 1 year,4,female,none,2,building society savings agreement / life insurance,60,none,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
no checking account,30,critical account / other credits existing (not at this bank),education,250,... < 100 DM,... < 1 year,1,male,none,1,"car or other, not in savings account",75,none,rent,1,skilled employee / official,1,none,yes,1,divorced/separated
0 <= ... < 200 DM,4,delay in paying off in the past,radio/television,250,... < 100 DM,1 <= ... < 4 years,4,male,none,1,"car or other, not in savings account",19,none,for free,2,unskilled - resident,1,"yes, registered under customer's name",yes,1,single
0 <= ... < 200 DM,27,existing credits paid back duly till now,business,1977,... < 100 DM,... < 1 year,4,male,none,2,building society savings agreement / life insurance,64,none,rent,1,skilled employee / official,1,"yes, registered under customer's name",yes,2,married/widowed
... < 0 DM,4,critical account / other credits existing (not at this bank),radio/television,3755,... >= 1000 DM,... >= 7 years,4,male,co-applicant,3,real estate,62,none,rent,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
... < 0 DM,4,existing credits paid back duly till now,car (new),12037,unknown / no savings account,... >= 7 years,2,male,none,3,"car or other, not in savings account",19,none,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,divorced/separated
0 <= ... < 200 DM,30,existing credits paid back duly till now,car (new),250,... < 100 DM,... >= 7 years,4,male,none,2,"car or other, not in savings account",19,none,rent,1,skilled employee / official,2,"yes, registered under customer's name",yes,1,married/widowed
... < 0 DM,27,no credits taken / all credits paid back duly,education,250,... < 100 DM,... < 1 year,2,male,none,4,unknown / no property,49,none,own,1,skilled employee / official,1,none,yes,2,divorced/separated
no checking account,19,delay in paying off in the past,business,3752,... < 100 DM,... >= 7 years,2,male,none,4,building society savings agreement / life insurance,19,none,rent,2,unemployed / unskilled - non-resident,1,"yes, registered under customer's name",yes,1,married/widowed
... < 0 DM,19,existing credits paid back duly till now,radio/television,2691,unknown / no savings account,4 <= ... < 7 years,2,male,none,2,building society savings agreement / life insurance,31,bank,own,1,skilled employee / official,1,none,yes,2,single
0 <= ... < 200 DM,4,existing credits paid back duly till now,furniture/equipment,250,... < 100 DM,... >= 7 years,3,male,none,4,"car or other, not in savings account",19,bank,own,1,unskilled - resident,2,"yes, registered under customer's name",yes,2,single
no checking account,9,existing credits paid back duly till now,business,250,... < 100 DM,... < 1 year,4,male,none,4,"car or other, not in savings account",19,none,own,2,unskilled - resident,1,"yes, registered under customer's name",no,1,single
no checking account,23,existing credits paid back duly till now,car (used),3737,... < 100 DM,... < 1 year,1,male,none,4,"car or other, not in savings account",19,none,own,2,skilled employee / official,1,none,yes,1,single
no checking account,37,existing credits paid back duly till now,education,250,... < 100 DM,... >= 7 years,3,female,none,2,real estate,19,bank,rent,2,unskilled - resident,2,"yes, registered under customer's name",yes,1,divorced/separated
0 <= ... < 200 DM,53,critical account / other credits existing (not at this bank),car (new),250,... < 100 DM,1 <= ... < 4 years,1,female,none,2,building society savings agreement / life insurance,50,stores,rent,1,unskilled - resident,2,"yes, registered under customer's name",yes,2,single
... < 0 DM,15,existing credits paid back duly till now,furniture/equipment,250,... < 100 DM,... < 1 year,2,male,none,4,real estate,19,none,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
0 <= ... < 200 DM,13,existing credits paid back duly till now,business,2010,... < 100 DM,... < 1 year,1,male,none,4,real estate,61,none,for free,1,skilled employee / official,1,none,yes,1,single
0 <= ... < 200 DM,29,existing credits paid back duly till now,repairs,3777,... < 100 DM,1 <= ... < 4 years,4,male,co-applicant,1,real estate,70,none,own,2,skilled employee / official,1,none,no,1,single
0 <= ... < 200 DM,14,critical account / other credits existing (not at this bank),radio/television,250,unknown / no savings account,... >= 7 years,4,female,none,4,"car or other, not in savings account",19,none,own,4,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
no checking account,19,existing credits paid back duly till now,business,250,unknown / no savings account,... < 1 year,4,male,none,4,real estate,19,none,own,1,skilled employee / official,1,none,yes,1,divorced/separated
... < 0 DM,25,critical account / other credits existing (not at this bank),car (used),5317,unknown / no savings account,1 <= ... < 4 years,3,male,none,4,"car or other, not in savings account",25,none,own,2,skilled employee / official,1,"yes, registered under customer's name",yes,1,divorced/separated
... < 0 DM,19,existing credits paid back duly till now,radio/television,3635,... < 100 DM,... >= 7 years,4,male,none,4,"car or other, not in savings account",62,stores,own,1,management / self-employed / highly qualified employee / officer,2,none,yes,1,single
... < 0 DM,26,critical account / other credits existing (not at this bank),radio/television,250,... < 100 DM,4 <= ... < 7 years,1,male,co-applicant,2,"car or other, not in savings account",66,bank,own,2,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,1,single
... >= 200 DM / salary assignments for at least 1 year,32,critical account / other credits existing (not at this bank),education,250,... < 100 DM,... >= 7 years,4,male,none,4,"car or other, not in savings account",75,none,own,1,skilled employee / official,2,none,yes,1,divorced/separated
... < 0 DM,28,existing credits paid back duly till now,education,250,... >= 1000 DM,... < 1 year,4,female,none,4,"car or other, not in savings account",62,none,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,2,married/widowed
no checking account,30,critical account / other credits existing (not at this bank),car (new),493,... < 100 DM,unemployed,1,female,none,4,unknown / no property,67,none,for free,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
0 <= ... < 200 DM,53,existing credits paid back duly till now,car (used),3778,... < 100 DM,4 <= ... < 7 years,3,male,none,1,unknown / no property,61,none,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
no checking account,31,critical account / other credits existing (not at this bank),car (new),250,... < 100 DM,... >= 7 years,3,male,none,2,"car or other, not in savings account",19,none,rent,1,skilled employee / official,2,none,yes,1,divorced/separated
... >= 200 DM / salary assignments for at least 1 year,72,existing credits paid back duly till now,car (used),2359,100 <= ... < 500 DM,... >= 7 years,4,male,none,2,"car or other, not in savings account",75,none,own,1,skilled employee / official,1,none,yes,1,single
no checking account,23,critical account / other credits existing (not at this bank),radio/television,250,100 <= ... < 500 DM,... < 1 year,4,male,none,2,building society savings agreement / life insurance,66,none,for free,1,unskilled - resident,1,"yes, registered under customer's name",yes,1,divorced/separated
no checking account,4,existing credits paid back duly till now,furniture/equipment,3778,unknown / no savings account,1 <= ... < 4 years,4,female,none,2,unknown / no property,19,bank,for free,1,skilled employee / official,1,none,yes,1,divorced/separated
... >= 200 DM / salary assignments for at least 1 year,72,existing credits paid back duly till now,car (used),5178,unknown / no savings account,... < 1 year,4,male,none,1,"car or other, not in savings account",19,none,rent,2,unskilled - resident,1,"yes, registered under customer's name",yes,2,divorced/separated
no checking account,13,critical account / other credits existing (not at this bank),repairs,250,... < 100 DM,... >= 7 years,4,female,none,3,unknown / no property,37,none,for free,1,skilled employee / official,2,"yes, registered under customer's name",yes,1,single
0 <= ... < 200 DM,4,critical account / other credits existing (not at this bank),radio/television,3739,500 <= ... < 1000 DM,... >= 7 years,3,male,none,2,unknown / no property,75,none,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
no checking account,14,existing credits paid back duly till now,furniture/equipment,250,unknown / no savings account,1 <= ... < 4 years,1,female,none,2,real estate,19,none,for free,2,unskilled - resident,1,"yes, registered under customer's name",no,1,single
0 <= ... < 200 DM,4,existing credits paid back duly till now,radio/television,250,... < 100 DM,4 <= ... < 7 years,4,male,none,3,real estate,19,none,own,1,skilled employee / official,1,none,no,2,single
0 <= ... < 200 DM,4,critical account / other credits existing (not at this bank),car (new),15945,... < 100 DM,... >= 7 years,4,male,none,2,building society savings agreement / life insurance,19,none,rent,1,skilled employee / official,1,none,yes,1,divorced/separated
no checking account,53,existing credits paid back duly till now,car (used),250,... < 100 DM,... >= 7 years,4,male,none,2,real estate,70,none,for free,3,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
no checking account,19,existing credits paid back duly till now,radio/television,250,unknown / no savings account,... < 1 year,3,female,none,4,building society savings agreement / life insurance,20,none,for free,2,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,2,single
... < 0 DM,72,all credits at this bank paid back duly,car (new),250,unknown / no savings account,4 <= ... < 7 years,4,female,none,4,real estate,45,bank,own,2,management / self-employed / highly qualified employee / officer,1,none,yes,2,single
0 <= ... < 200 DM,4,existing credits paid back duly till now,car (new),250,... < 100 DM,4 <= ... < 7 years,4,male,none,2,"car or other, not in savings account",19,none,for free,2,unskilled - resident,2,none,yes,1,single
no checking account,14,critical account / other credits existing (not at this bank),car (new),250,... < 100 DM,... >= 7 years,2,male,none,4,unknown / no property,64,none,for free,3,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
no checking account,4,existing credits paid back duly till now,car (new),250,... < 100 DM,... < 1 year,4,male,none,4,building society savings agreement / life insurance,35,none,own,1,skilled employee / official,1,none,yes,1,divorced/separated
no checking account,30,existing credits paid back duly till now,business,6851,... >= 1000 DM,1 <= ... < 4 years,4,female,none,4,unknown / no property,19,bank,own,1,skilled employee / official,1,none,yes,2,single
no checking account,27,existing credits paid back duly till now,furniture/equipment,250,... < 100 DM,unemployed,4,male,none,3,"car or other, not in savings account",75,none,own,1,unskilled - resident,1,none,yes,1,divorced/separated
... < 0 DM,5,existing credits paid back duly till now,radio/television,6193,... < 100 DM,4 <= ... < 7 years,4,male,none,4,"car or other, not in savings account",56,none,own,1,skilled employee / official,1,none,yes,1,single
... < 0 DM,4,critical account / other credits existing (not at this bank),radio/television,250,... < 100 DM,... >= 7 years,3,female,none,4,"car or other, not in savings account",28,none,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,2,divorced/separated
... < 0 DM,29,delay in paying off in the past,car (used),5339,... < 100 DM,... >= 7 years,4,male,none,4,real estate,19,stores,own,1,unskilled - resident,1,"yes, registered under customer's name",yes,1,divorced/separated
no checking account,4,all credits at this bank paid back duly,radio/television,954,unknown / no savings account,1 <= ... < 4 years,3,female,none,2,building society savings agreement / life insurance,19,none,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
... < 0 DM,4,no credits taken / all credits paid back duly,furniture/equipment,250,100 <= ... < 500 DM,... >= 7 years,3,male,none,4,building society savings agreement / life insurance,39,bank,own,1,skilled employee / official,1,none,yes,1,divorced/separated
no checking account,30,critical account / other credits existing (not at this bank),business,6816,... < 100 DM,... < 1 year,4,male,none,4,real estate,65,stores,own,1,skilled employee / official,1,none,yes,2,single
... < 0 DM,11,existing credits paid back duly till now,business,3776,... >= 1000 DM,... < 1 year,4,male,co-applicant,4,building society savings agreement / life insurance,19,none,for free,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
no checking account,19,no credits taken / all credits paid back duly,business,250,... < 100 DM,... < 1 year,3,male,none,2,unknown / no property,75,bank,rent,2,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,1,married/widowed
no checking account,4,existing credits paid back duly till now,radio/television,3741,... < 100 DM,... < 1 year,4,male,none,4,building society savings agreement / life insurance,19,bank,own,1,skilled employee / official,1,none,yes,1,single
no checking account,4,no credits taken / all credits paid back duly,radio/television,3751,100 <= ... < 500 DM,1 <= ... < 4 years,2,female,none,2,building society savings agreement / life insurance,19,bank,own,3,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
... < 0 DM,30,critical account / other credits existing (not at this bank),business,15945,500 <= ... < 1000 DM,... >= 7 years,1,male,co-applicant,2,building society savings agreement / life insurance,50,stores,own,1,management / self-employed / highly qualified employee / officer,1,none,yes,2,single
... < 0 DM,4,all credits at this bank paid back duly,car (new),13641,... < 100 DM,... >= 7 years,4,female,co-applicant,4,unknown / no property,75,none,own,2,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
no checking account,4,existing credits paid back duly till now,domestic appliances,250,... < 100 DM,... < 1 year,3,male,none,4,"car or other, not in savings account",19,none,rent,1,unskilled - resident,1,"yes, registered under customer's name",yes,1,divorced/separated
