checking_account_status,duration_months,credit_history,purpose,credit_amount,savings_account,employment_duration,installment_rate,sex,other_debtors,residence_duration,property,age,other_installment_plans,housing,existing_credits,job,num_dependents,telephone,foreign_worker,target,relationship_status
no checking account,26,all credits at this bank paid back duly,car (new),2401,500 <= ... < 1000 DM,unemployed,2,male,guarantor,1,unknown / no property,64,bank,for free,3,unemployed / unskilled - non-resident,1,"yes, registered under customer's name",yes,2,married/widowed
... >= 200 DM / salary assignments for at least 1 year,20,critical account / other credits existing (not at this bank),radio/television,2603,500 <= ... < 1000 DM,1 <= ... < 4 years,1,female,guarantor,3,"car or other, not in savings account",58,stores,own,1,unskilled - resident,2,none,yes,1,married/widowed
no checking account,7,delay in paying off in the past,business,1781,... < 100 DM,... < 1 year,2,male,co-applicant,4,"car or other, not in savings account",26,stores,for free,3,skilled employee / official,1,"yes, registered under customer's name",yes,1,married/widowed
no checking account,21,existing credits paid back duly till now,furniture/equipment,1285,unknown / no savings account,... >= 7 years,2,female,guarantor,4,real estate,33,none,rent,4,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,1,divorced/separated
... >= 200 DM / salary assignments for at least 1 year,4,critical account / other credits existing (not at this bank),business,2318,unknown / no savings account,... >= 7 years,2,female,none,1,building society savings agreement / life insurance,31,none,rent,1,skilled employee / official,1,"yes, registered under customer's name",no,2,single
... < 0 DM,22,existing credits paid back duly till now,others,2341,... >= 1000 DM,unemployed,2,male,co-applicant,1,real estate,37,stores,for free,1,unemployed / unskilled - non-resident,1,none,yes,2,married/widowed
... >= 200 DM / salary assignments for at least 1 year,4,no credits taken / all credits paid back duly,car (new),3753,unknown / no savings account,4 <= ... < 7 years,2,male,guarantor,2,building society savings agreement / life insurance,23,bank,rent,2,management / self-employed / highly qualified employee / officer,2,"yes, registered under customer's name",no,2,married/widowed
... < 0 DM,28,existing credits paid back duly till now,education,15945,500 <= ... < 1000 DM,... < 1 year,2,female,none,3,unknown / no property,51,stores,for free,3,skilled employee / official,2,none,yes,2,divorced/separated
no checking account,36,delay in paying off in the past,furniture/equipment,4819,... >= 1000 DM,unemployed,2,male,none,4,building society savings agreement / life insurance,22,none,own,1,management / self-employed / highly qualified employee / officer,1,none,no,1,single
... >= 200 DM / salary assignments for at least 1 year,21,all credits at this bank paid back duly,business,2654,unknown / no savings account,1 <= ... < 4 years,4,male,guarantor,1,"car or other, not in savings account",58,none,for free,1,management / self-employed / highly qualified employee / officer,2,"yes, registered under customer's name",yes,2,divorced/separated
0 <= ... < 200 DM,21,existing credits paid back duly till now,others,15945,unknown / no savings account,unemployed,1,female,guarantor,4,unknown / no property,75,bank,rent,2,management / self-employed / highly qualified employee / officer,1,none,no,1,married/widowed
0 <= ... < 200 DM,28,existing credits paid back duly till now,car (new),4007,... < 100 DM,4 <= ... < 7 years,1,male,none,2,"car or other, not in savings account",61,stores,own,3,skilled employee / official,1,"yes, registered under customer's name",yes,2,married/widowed
... < 0 DM,8,all credits at this bank paid back duly,car (new),2349,100 <= ... < 500 DM,1 <= ... < 4 years,1,male,guarantor,2,"car or other, not in savings account",52,none,for free,1,unemployed / unskilled - non-resident,1,"yes, registered under customer's name",yes,1,married/widowed
no checking account,36,existing credits paid back duly till now,car (new),2596,unknown / no savings account,1 <= ... < 4 years,2,female,co-applicant,4,unknown / no property,49,bank,for free,1,unemployed / unskilled - non-resident,2,"yes, registered under customer's name",yes,1,married/widowed
... >= 200 DM / salary assignments for at least 1 year,30,delay in paying off in the past,others,8738,500 <= ... < 1000 DM,1 <= ... < 4 years,3,male,none,4,building society savings agreement / life insurance,54,bank,for free,2,skilled employee / official,1,"yes, registered under customer's name",no,1,married/widowed
0 <= ... < 200 DM,60,critical account / other credits existing (not at this bank),car (new),2203,unknown / no savings account,unemployed,3,male,none,4,unknown / no property,30,stores,rent,4,unskilled - resident,2,none,yes,1,divorced/separated
no checking account,4,all credits at this bank paid back duly,education,5208,... >= 1000 DM,1 <= ... < 4 years,3,male,co-applicant,1,real estate,27,bank,own,2,management / self-employed / highly qualified employee / officer,2,"yes, registered under customer's name",yes,1,married/widowed
... < 0 DM,47,existing credits paid back duly till now,retraining,2356,unknown / no savings account,... >= 7 years,1,male,guarantor,4,"car or other, not in savings account",46,none,own,4,unskilled - resident,2,none,no,2,single
no checking account,21,no credits taken / all credits paid back duly,car (new),12013,500 <= ... < 1000 DM,unemployed,3,male,none,1,real estate,43,none,own,1,unskilled - resident,2,"yes, registered under customer's name",no,2,divorced/separated
0 <= ... < 200 DM,17,no credits taken / all credits paid back duly,business,2349,500 <= ... < 1000 DM,... >= 7 years,4,male,none,4,"car or other, not in savings account",53,none,own,2,unemployed / unskilled - non-resident,2,none,no,1,married/widowed
... >= 200 DM / salary assignments for at least 1 year,22,all credits at this bank paid back duly,education,6609,500 <= ... < 1000 DM,1 <= ... < 4 years,2,female,none,4,"car or other, not in savings account",59,none,for free,4,unemployed / unskilled - non-resident,2,none,yes,1,married/widowed
... >= 200 DM / salary assignments for at least 1 year,64,all credits at this bank paid back duly,car (new),3095,unknown / no savings account,... >= 7 years,1,male,guarantor,1,building society savings agreement / life insurance,40,stores,own,1,unemployed / unskilled - non-resident,2,"yes, registered under customer's name",yes,2,single
... < 0 DM,22,all credits at this bank paid back duly,others,2429,unknown / no savings account,1 <= ... < 4 years,3,female,co-applicant,2,real estate,47,none,rent,2,unskilled - resident,1,none,yes,1,divorced/separated
... < 0 DM,59,all credits at this bank paid back duly,radio/television,15945,unknown / no savings account,unemployed,1,male,guarantor,1,building society savings agreement / life insurance,31,stores,rent,2,unskilled - resident,2,"yes, registered under customer's name",yes,1,single
... >= 200 DM / salary assignments for at least 1 year,25,existing credits paid back duly till now,business,3103,100 <= ... < 500 DM,unemployed,4,female,guarantor,1,"car or other, not in savings account",41,none,for free,2,skilled employee / official,1,"yes, registered under customer's name",yes,2,divorced/separated
no checking account,11,existing credits paid back duly till now,others,2057,500 <= ... < 1000 DM,... < 1 year,1,male,none,2,"car or other, not in savings account",30,stores,own,4,unemployed / unskilled - non-resident,2,"yes, registered under customer's name",no,2,single
... >= 200 DM / salary assignments for at least 1 year,24,no credits taken / all credits paid back duly,repairs,6987,500 <= ... < 1000 DM,... < 1 year,4,female,none,4,"car or other, not in savings account",33,stores,own,4,management / self-employed / highly qualified employee / officer,2,none,yes,1,divorced/separated
no checking account,18,critical account / other credits existing (not at this bank),business,15945,500 <= ... < 1000 DM,1 <= ... < 4 years,2,male,guarantor,1,unknown / no property,37,stores,own,1,unemployed / unskilled - non-resident,1,"yes, registered under customer's name",yes,1,single
... < 0 DM,47,critical account / other credits existing (not at this bank),domestic appliances,4571,100 <= ... < 500 DM,... >= 7 years,4,male,none,1,building society savings agreement / life insurance,50,stores,rent,4,skilled employee / official,2,"yes, registered under customer's name",yes,2,single
... >= 200 DM / salary assignments for at least 1 year,6,no credits taken / all credits paid back duly,others,6354,... < 100 DM,4 <= ... < 7 years,1,male,guarantor,4,real estate,49,stores,rent,2,unskilled - resident,2,"yes, registered under customer's name",no,2,single
... >= 200 DM / salary assignments for at least 1 year,23,no credits taken / all credits paid back duly,domestic appliances,15945,... < 100 DM,4 <= ... < 7 years,1,female,none,4,"car or other, not in savings account",33,bank,own,4,unemployed / unskilled - non-resident,1,"yes, registered under customer's name",yes,2,married/widowed
... >= 200 DM / salary assignments for at least 1 year,21,delay in paying off in the past,business,15945,unknown / no savings account,4 <= ... < 7 years,1,male,none,2,building society savings agreement / life insurance,22,stores,own,3,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
... >= 200 DM / salary assignments for at least 1 year,22,all credits at this bank paid back duly,car (used),2385,... >= 1000 DM,unemployed,2,female,guarantor,3,"car or other, not in savings account",60,none,own,1,unemployed / unskilled - non-resident,1,"yes, registered under customer's name",no,1,single
... < 0 DM,55,no credits taken / all credits paid back duly,radio/television,1707,... < 100 DM,4 <= ... < 7 years,2,male,guarantor,1,"car or other, not in savings account",58,bank,own,1,unskilled - resident,2,none,no,1,single
no checking account,30,critical account / other credits existing (not at this bank),car (used),3436,... >= 1000 DM,4 <= ... < 7 years,2,female,guarantor,4,"car or other, not in savings account",44,none,own,4,skilled employee / official,1,"yes, registered under customer's name",yes,2,single
... >= 200 DM / salary assignments for at least 1 year,20,critical account / other credits existing (not at this bank),repairs,988,unknown / no savings account,... < 1 year,3,male,co-applicant,4,unknown / no property,31,stores,own,2,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
... >= 200 DM / salary assignments for at least 1 year,38,all credits at this bank paid back duly,car (new),4135,100 <= ... < 500 DM,1 <= ... < 4 years,1,male,guarantor,1,"car or other, not in savings account",57,bank,own,1,unskilled - resident,1,"yes, registered under customer's name",yes,1,married/widowed
0 <= ... < 200 DM,12,critical account / other credits existing (not at this bank),furniture/equipment,2544,... >= 1000 DM,unemployed,2,male,none,4,building society savings agreement / life insurance,55,none,own,4,management / self-employed / highly qualified employee / officer,2,"yes, registered under customer's name",yes,2,married/widowed
... < 0 DM,16,delay in paying off in the past,repairs,5509,unknown / no savings account,unemployed,4,male,co-applicant,2,real estate,61,none,for free,3,skilled employee / official,2,"yes, registered under customer's name",no,1,single
... >= 200 DM / salary assignments for at least 1 year,28,all credits at this bank paid back duly,others,11017,... >= 1000 DM,... >= 7 years,2,male,guarantor,3,real estate,28,bank,rent,3,unemployed / unskilled - non-resident,1,none,yes,2,single
... < 0 DM,12,existing credits paid back duly till now,retraining,7207,unknown / no savings account,1 <= ... < 4 years,3,female,none,2,"car or other, not in savings account",36,none,own,3,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,1,married/widowed
... < 0 DM,22,no credits taken / all credits paid back duly,furniture/equipment,2031,100 <= ... < 500 DM,... < 1 year,3,male,co-applicant,1,building society savings agreement / life insurance,53,stores,own,2,unemployed / unskilled - non-resident,1,none,yes,1,divorced/separated
no checking account,21,no credits taken / all credits paid back duly,radio/television,8630,... >= 1000 DM,... < 1 year,2,female,none,2,real estate,47,bank,own,2,unemployed / unskilled - non-resident,1,"yes, registered under customer's name",yes,1,single
0 <= ... < 200 DM,22,delay in paying off in the past,others,11541,unknown / no savings account,... >= 7 years,3,male,guarantor,2,unknown / no property,48,bank,own,1,unskilled - resident,2,"yes, registered under customer's name",no,2,married/widowed
no checking account,4,delay in paying off in the past,business,2482,unknown / no savings account,unemployed,1,male,none,2,real estate,32,none,for free,4,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",no,1,single
... < 0 DM,14,existing credits paid back duly till now,retraining,15331,... >= 1000 DM,... >= 7 years,1,female,none,2,unknown / no property,52,stores,for free,1,unemployed / unskilled - non-resident,2,none,yes,1,married/widowed
no checking account,14,existing credits paid back duly till now,radio/television,5712,... < 100 DM,1 <= ... < 4 years,4,male,none,3,unknown / no property,46,bank,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,divorced/separated
no checking account,21,critical account / other credits existing (not at this bank),car (new),5280,100 <= ... < 500 DM,unemployed,2,female,co-applicant,3,unknown / no property,37,bank,rent,2,unskilled - resident,1,none,yes,1,divorced/separated
... >= 200 DM / salary assignments for at least 1 year,26,all credits at this bank paid back duly,car (new),10859,... >= 1000 DM,4 <= ... < 7 years,4,male,co-applicant,2,unknown / no property,36,stores,rent,1,unemployed / unskilled - non-resident,2,"yes, registered under customer's name",yes,1,divorced/separated
no checking account,24,no credits taken / all credits paid back duly,car (new),4340,500 <= ... < 1000 DM,unemployed,4,male,none,3,building society savings agreement / life insurance,39,bank,own,3,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,2,single
no checking account,10,delay in paying off in the past,radio/television,6052,unknown / no savings account,1 <= ... < 4 years,4,female,none,4,building society savings agreement / life insurance,22,stores,own,4,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",no,2,single
no checking account,27,delay in paying off in the past,business,857,unknown / no savings account,... >= 7 years,1,male,guarantor,1,real estate,42,bank,for free,1,skilled employee / official,2,"yes, registered under customer's name",yes,1,single
0 <= ... < 200 DM,13,delay in paying off in the past,radio/television,540,100 <= ... < 500 DM,... >= 7 years,4,male,none,1,"car or other, not in savings account",55,bank,for free,2,unemployed / unskilled - non-resident,2,"yes, registered under customer's name",yes,1,married/widowed
no checking account,26,existing credits paid back duly till now,business,1129,... < 100 DM,1 <= ... < 4 years,2,male,guarantor,1,unknown / no property,40,stores,own,3,unskilled - resident,1,none,no,2,single
... >= 200 DM / salary assignments for at least 1 year,21,delay in paying off in the past,furniture/equipment,4811,... >= 1000 DM,... >= 7 years,4,female,guarantor,4,building society savings agreement / life insurance,28,none,for free,1,management / self-employed / highly qualified employee / officer,1,none,yes,1,divorced/separated
... < 0 DM,46,existing credits paid back duly till now,repairs,250,... < 100 DM,... >= 7 years,2,male,guarantor,2,"car or other, not in savings account",19,bank,own,2,management / self-employed / highly qualified employee / officer,1,none,yes,2,divorced/separated
... >= 200 DM / salary assignments for at least 1 year,4,delay in paying off in the past,car (new),2018,100 <= ... < 500 DM,... >= 7 years,2,female,guarantor,2,unknown / no property,25,bank,own,1,skilled employee / official,2,"yes, registered under customer's name",yes,2,divorced/separated
... < 0 DM,10,no credits taken / all credits paid back duly,business,1907,unknown / no savings account,... >= 7 years,3,female,none,1,unknown / no property,75,none,own,1,unemployed / unskilled - non-resident,2,none,no,2,married/widowed
... >= 200 DM / salary assignments for at least 1 year,21,delay in paying off in the past,business,1844,... < 100 DM,unemployed,2,female,none,4,building society savings agreement / life insurance,27,stores,rent,1,unemployed / unskilled - non-resident,1,"yes, registered under customer's name",yes,2,divorced/separated
no checking account,20,delay in paying off in the past,retraining,1679,500 <= ... < 1000 DM,4 <= ... < 7 years,2,male,co-applicant,4,unknown / no property,27,bank,own,4,skilled employee / official,1,none,yes,2,divorced/separated
0 <= ... < 200 DM,9,no credits taken / all credits paid back duly,furniture/equipment,5964,unknown / no savings account,... >= 7 years,1,female,co-applicant,1,building society savings agreement / life insurance,19,bank,rent,4,unskilled - resident,2,"yes, registered under customer's name",no,1,single
no checking account,5,existing credits paid back duly till now,business,4454,... >= 1000 DM,... < 1 year,3,female,none,1,unknown / no property,75,bank,rent,2,unemployed / unskilled - non-resident,2,"yes, registered under customer's name",no,2,divorced/separated
0 <= ... < 200 DM,26,delay in paying off in the past,car (new),7552,100 <= ... < 500 DM,... < 1 year,3,female,none,2,real estate,19,bank,own,2,skilled employee / official,1,"yes, registered under customer's name",no,2,divorced/separated
... >= 200 DM / salary assignments for at least 1 year,28,delay in paying off in the past,car (new),1125,500 <= ... < 1000 DM,... >= 7 years,4,female,guarantor,2,building society savings agreement / life insurance,53,bank,rent,1,management / self-employed / highly qualified employee / officer,2,"yes, registered under customer's name",yes,1,single
0 <= ... < 200 DM,4,critical account / other credits existing (not at this bank),repairs,2478,100 <= ... < 500 DM,1 <= ... < 4 years,1,male,co-applicant,3,building society savings agreement / life insurance,20,stores,rent,1,unskilled - resident,2,"yes, registered under customer's name",yes,2,divorced/separated
... < 0 DM,30,delay in paying off in the past,car (new),13004,... < 100 DM,4 <= ... < 7 years,1,female,none,3,real estate,35,none,own,2,unskilled - resident,1,none,yes,2,single
... >= 200 DM / salary assignments for at least 1 year,22,delay in paying off in the past,business,4342,500 <= ... < 1000 DM,4 <= ... < 7 years,1,male,guarantor,1,real estate,49,none,rent,4,skilled employee / official,2,"yes, registered under customer's name",yes,2,single
... < 0 DM,22,all credits at this bank paid back duly,repairs,5617,100 <= ... < 500 DM,1 <= ... < 4 years,4,male,guarantor,1,unknown / no property,35,none,for free,2,skilled employee / official,1,"yes, registered under customer's name",yes,2,married/widowed
0 <= ... < 200 DM,22,critical account / other credits existing (not at this bank),car (new),1586,100 <= ... < 500 DM,... >= 7 years,2,male,none,3,"car or other, not in savings account",25,none,own,4,unemployed / unskilled - non-resident,1,"yes, registered under customer's name",yes,2,single
no checking account,27,existing credits paid back duly till now,others,5636,unknown / no savings account,unemployed,4,male,co-applicant,4,building society savings agreement / life insurance,25,none,own,1,unemployed / unskilled - non-resident,1,none,yes,2,single
... < 0 DM,39,delay in paying off in the past,others,8012,unknown / no savings account,1 <= ... < 4 years,2,female,guarantor,4,unknown / no property,75,none,own,4,unskilled - resident,2,"yes, registered under customer's name",yes,2,divorced/separated
... < 0 DM,41,no credits taken / all credits paid back duly,radio/television,1363,... >= 1000 DM,... >= 7 years,2,male,none,1,"car or other, not in savings account",19,bank,own,2,management / self-employed / highly qualified employee / officer,2,"yes, registered under customer's name",no,1,single
... < 0 DM,11,critical account / other credits existing (not at this bank),others,10337,... < 100 DM,4 <= ... < 7 years,1,female,none,2,unknown / no property,34,stores,own,4,unskilled - resident,1,none,yes,1,single
... >= 200 DM / salary assignments for at least 1 year,25,critical account / other credits existing (not at this bank),repairs,4914,... < 100 DM,... < 1 year,2,male,none,4,"car or other, not in savings account",28,none,rent,4,skilled employee / official,2,"yes, registered under customer's name",yes,1,single
... < 0 DM,22,delay in paying off in the past,retraining,9800,500 <= ... < 1000 DM,unemployed,4,male,guarantor,2,unknown / no property,25,bank,for free,4,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,2,divorced/separated
0 <= ... < 200 DM,25,all credits at this bank paid back duly,car (used),9500,500 <= ... < 1000 DM,unemployed,4,male,none,4,building society savings agreement / life insurance,26,stores,for free,1,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,1,divorced/separated
no checking account,24,critical account / other credits existing (not at this bank),others,7905,... >= 1000 DM,4 <= ... < 7 years,1,male,none,3,unknown / no property,33,bank,own,1,unemployed / unskilled - non-resident,2,"yes, registered under customer's name",no,2,single
... >= 200 DM / salary assignments for at least 1 year,5,critical account / other credits existing (not at this bank),car (new),6157,unknown / no savings account,unemployed,2,male,none,1,"car or other, not in savings account",33,none,rent,4,skilled employee / official,2,"yes, registered under customer's name",no,1,divorced/separated
... < 0 DM,21,existing credits paid back duly till now,furniture/equipment,4711,unknown / no savings account,unemployed,3,male,none,2,"car or other, not in savings account",31,none,own,1,unemployed / unskilled - non-resident,2,none,yes,1,married/widowed
... < 0 DM,23,no credits taken / all credits paid back duly,furniture/equipment,9297,100 <= ... < 500 DM,1 <= ... < 4 years,2,female,guarantor,2,unknown / no property,34,bank,own,3,unskilled - resident,1,none,yes,2,single
0 <= ... < 200 DM,9,no credits taken / all credits paid back duly,retraining,3538,unknown / no savings account,1 <= ... < 4 years,4,female,none,2,unknown / no property,31,none,for free,3,skilled employee / official,2,none,yes,1,single
... >= 200 DM / salary assignments for at least 1 year,20,existing credits paid back duly till now,others,15945,500 <= ... < 1000 DM,4 <= ... < 7 years,3,male,co-applicant,3,"car or other, not in savings account",51,none,own,1,skilled employee / official,2,"yes, registered under customer's name",yes,2,divorced/separated
no checking account,27,no credits taken / all credits paid back duly,repairs,1672,... < 100 DM,... < 1 year,1,female,none,3,unknown / no property,50,none,for free,3,management / self-employed / highly qualified employee / officer,2,"yes, registered under customer's name",no,1,single
0 <= ... < 200 DM,22,existing credits paid back duly till now,retraining,5594,500 <= ... < 1000 DM,unemployed,3,male,co-applicant,3,"car or other, not in savings account",30,bank,own,3,skilled employee / official,2,"yes, registered under customer's name",no,1,married/widowed
no checking account,6,existing credits paid back duly till now,car (new),4986,500 <= ... < 1000 DM,1 <= ... < 4 years,4,female,co-applicant,2,"car or other, not in savings account",45,stores,for free,3,unemployed / unskilled - non-resident,2,"yes, registered under customer's name",no,2,single
no checking account,6,critical account / other credits existing (not at this bank),car (new),2159,500 <= ... < 1000 DM,unemployed,1,male,guarantor,4,"car or other, not in savings account",51,none,own,3,unskilled - resident,1,none,yes,2,single
no checking account,43,all credits at this bank paid back duly,car (new),7616,500 <= ... < 1000 DM,... < 1 year,4,male,guarantor,3,building society savings agreement / life insurance,51,none,rent,1,skilled employee / official,2,"yes, registered under customer's name",yes,1,divorced/separated
no checking account,67,existing credits paid back duly till now,car (used),958,100 <= ... < 500 DM,1 <= ... < 4 years,3,male,guarantor,2,"car or other, not in savings account",52,none,for free,3,skilled employee / official,1,none,yes,1,married/widowed
... >= 200 DM / salary assignments for at least 1 year,23,critical account / other credits existing (not at this bank),furniture/equipment,4801,... < 100 DM,1 <= ... < 4 years,4,male,co-applicant,3,unknown / no property,35,stores,own,1,skilled employee / official,2,none,yes,2,single
... >= 200 DM / salary assignments for at least 1 year,63,critical account / other credits existing (not at this bank),car (new),2710,100 <= ... < 500 DM,1 <= ... < 4 years,1,female,none,3,real estate,25,bank,own,2,skilled employee / official,2,"yes, registered under customer's name",yes,1,single
0 <= ... < 200 DM,19,critical account / other credits existing (not at this bank),car (new),7606,... >= 1000 DM,1 <= ... < 4 years,4,female,co-applicant,2,"car or other, not in savings account",42,none,for free,4,unskilled - resident,2,"yes, registered under customer's name",yes,2,single
... >= 200 DM / salary assignments for at least 1 year,17,all credits at this bank paid back duly,repairs,2394,500 <= ... < 1000 DM,unemployed,1,female,co-applicant,1,unknown / no property,49,bank,for free,2,unemployed / unskilled - non-resident,2,none,yes,2,divorced/separated
