checking_account_status,duration_months,credit_history,purpose,credit_amount,savings_account,employment_duration,installment_rate,sex,other_debtors,residence_duration,property,age,other_installment_plans,housing,existing_credits,job,num_dependents,telephone,foreign_worker,target,relationship status
A14,11,critical account / other credits existing (not at this bank),radio/television,1154,A62,A71,4,female,none,4,real estate,57,none,own,3,unskilled - resident,1,none,yes,1,divorced/separated
A11,12,existing credits paid back duly till now,furniture/equipment,7865,A61,A75,4,male,none,4,unknown / no property,53,none,for free,1,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,2,single
A11,11,critical account / other credits existing (not at this bank),car (new),3939,A61,A73,1,male,none,2,real estate,40,none,own,2,unskilled - resident,2,none,yes,1,single
A14,18,existing credits paid back duly till now,radio/television,1473,A61,A72,3,male,none,4,real estate,39,none,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,married/widowed
A14,24,existing credits paid back duly till now,business,1258,A61,A74,4,male,none,1,real estate,25,none,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
A12,24,existing credits paid back duly till now,car (new),3512,A62,A74,2,male,none,3,"car or other, not in savings account",38,bank,own,2,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
A11,24,existing credits paid back duly till now,car (new),915,A65,A75,4,female,none,2,"car or other, not in savings account",29,bank,own,1,skilled employee / official,1,none,yes,2,divorced/separated
A12,12,existing credits paid back duly till now,car (new),685,A61,A74,2,male,none,3,"car or other, not in savings account",25,bank,own,1,unskilled - resident,1,none,yes,2,married/widowed
A14,24,existing credits paid back duly till now,car (used),9277,A65,A73,2,male,none,4,unknown / no property,48,none,for free,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,divorced/separated
A14,30,critical account / other credits existing (not at this bank),radio/television,6742,A65,A74,2,male,none,3,building society savings agreement / life insurance,36,none,own,2,skilled employee / official,1,none,yes,1,single
A12,20,no credits taken / all credits paid back duly,car (used),6148,A62,A75,3,male,none,4,"car or other, not in savings account",31,bank,own,2,skilled employee / official,1,"yes, registered under customer's name",yes,1,married/widowed
A11,24,existing credits paid back duly till now,furniture/equipment,7721,A65,A72,1,female,none,2,building society savings agreement / life insurance,30,none,own,1,skilled employee / official,1,"yes, registered under customer's name",no,1,divorced/separated
A12,12,existing credits paid back duly till now,retraining,754,A65,A75,4,male,none,4,building society savings agreement / life insurance,38,none,own,2,skilled employee / official,1,none,yes,1,single
A11,24,existing credits paid back duly till now,radio/television,1282,A62,A73,4,female,none,2,"car or other, not in savings account",32,none,own,1,unskilled - resident,1,none,yes,2,divorced/separated
A14,10,existing credits paid back duly till now,car (new),1309,A65,A73,4,male,guarantor,4,building society savings agreement / life insurance,27,none,own,1,unskilled - resident,1,none,yes,2,single
A11,21,existing credits paid back duly till now,radio/television,1835,A61,A73,3,female,none,2,real estate,25,none,own,2,skilled employee / official,1,"yes, registered under customer's name",yes,2,divorced/separated
A12,12,existing credits paid back duly till now,radio/television,2930,A61,A74,2,female,none,1,real estate,27,none,own,1,skilled employee / official,1,none,yes,1,divorced/separated
A12,12,existing credits paid back duly till now,car (new),888,A61,A75,4,male,none,4,"car or other, not in savings account",41,bank,own,1,unskilled - resident,2,none,yes,2,single
A14,36,existing credits paid back duly till now,radio/television,3595,A61,A75,4,male,none,2,"car or other, not in savings account",28,none,own,1,skilled employee / official,1,none,yes,1,single
A13,6,critical account / other credits existing (not at this bank),car (new),1323,A62,A75,2,male,none,4,"car or other, not in savings account",28,none,own,2,skilled employee / official,2,"yes, registered under customer's name",yes,1,divorced/separated
A11,12,existing credits paid back duly till now,car (new),900,A65,A73,4,male,none,2,"car or other, not in savings account",23,none,own,1,skilled employee / official,1,none,yes,2,married/widowed
A11,42,delay in paying off in the past,radio/television,4370,A61,A74,3,male,none,2,building society savings agreement / life insurance,26,bank,own,2,skilled employee / official,2,"yes, registered under customer's name",yes,2,single
A12,16,critical account / other credits existing (not at this bank),car (new),1175,A61,A71,2,male,none,3,"car or other, not in savings account",68,none,for free,3,unemployed / unskilled - non-resident,1,"yes, registered under customer's name",yes,1,single
A12,24,delay in paying off in the past,business,4712,A65,A73,4,male,none,2,building society savings agreement / life insurance,37,bank,own,2,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,1,single
A14,21,existing credits paid back duly till now,radio/television,3160,A65,A75,4,male,none,3,building society savings agreement / life insurance,41,none,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
A12,30,critical account / other credits existing (not at this bank),car (new),4249,A61,A71,4,male,none,2,"car or other, not in savings account",28,none,own,2,management / self-employed / highly qualified employee / officer,1,none,yes,2,married/widowed
A13,15,existing credits paid back duly till now,radio/television,2327,A61,A72,2,female,none,3,real estate,25,none,own,1,unskilled - resident,1,none,yes,2,divorced/separated
A14,12,critical account / other credits existing (not at this bank),education,2012,A65,A74,4,female,none,2,"car or other, not in savings account",61,none,own,1,skilled employee / official,1,none,yes,1,divorced/separated
A12,36,existing credits paid back duly till now,furniture/equipment,9034,A62,A72,4,male,co-applicant,1,unknown / no property,29,none,rent,1,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,2,single
A11,6,critical account / other credits existing (not at this bank),furniture/equipment,1872,A61,A71,4,male,none,4,unknown / no property,36,none,for free,3,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,1,single
A11,15,existing credits paid back duly till now,car (new),2511,A61,A71,1,female,none,4,"car or other, not in savings account",23,none,rent,1,skilled employee / official,1,none,yes,1,divorced/separated
A14,24,existing credits paid back duly till now,car (used),7814,A61,A74,3,male,none,3,"car or other, not in savings account",38,none,own,1,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,1,single
A14,24,critical account / other credits existing (not at this bank),car (used),4042,A65,A74,3,male,none,4,building society savings agreement / life insurance,43,none,own,2,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
A14,12,existing credits paid back duly till now,car (new),2390,A65,A75,4,male,none,3,"car or other, not in savings account",50,none,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
A14,24,delay in paying off in the past,car (used),4679,A61,A74,3,male,none,3,"car or other, not in savings account",35,none,own,2,unskilled - resident,1,"yes, registered under customer's name",yes,1,single
A11,18,existing credits paid back duly till now,car (new),4380,A62,A73,3,male,none,4,"car or other, not in savings account",35,none,own,1,unskilled - resident,2,"yes, registered under customer's name",yes,1,single
A11,30,no credits taken / all credits paid back duly,business,8072,A65,A72,2,male,none,3,"car or other, not in savings account",25,bank,own,3,skilled employee / official,1,none,yes,1,single
A11,6,existing credits paid back duly till now,car (new),1374,A65,A71,4,female,none,3,building society savings agreement / life insurance,75,none,own,1,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,1,divorced/separated
A14,15,critical account / other credits existing (not at this bank),radio/television,1360,A61,A73,4,male,none,2,building society savings agreement / life insurance,31,none,own,2,skilled employee / official,1,none,yes,1,single
A11,24,existing credits paid back duly till now,furniture/equipment,3345,A61,A75,4,male,none,2,building society savings agreement / life insurance,39,none,rent,1,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,2,single
A12,45,critical account / other credits existing (not at this bank),car (used),4576,A62,A71,3,male,none,4,"car or other, not in savings account",27,none,own,1,skilled employee / official,1,none,yes,1,single
A11,6,critical account / other credits existing (not at this bank),car (new),609,A61,A74,4,female,none,3,building society savings agreement / life insurance,37,none,own,2,skilled employee / official,1,none,no,1,divorced/separated
A11,12,existing credits paid back duly till now,furniture/equipment,1620,A61,A73,2,female,co-applicant,3,building society savings agreement / life insurance,30,none,own,1,skilled employee / official,1,none,yes,1,divorced/separated
A14,12,existing credits paid back duly till now,radio/television,1963,A61,A74,4,male,none,2,"car or other, not in savings account",31,none,rent,2,management / self-employed / highly qualified employee / officer,2,"yes, registered under customer's name",yes,1,single
A14,10,existing credits paid back duly till now,education,727,A63,A75,4,male,none,4,unknown / no property,46,none,for free,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
A12,30,existing credits paid back duly till now,car (new),2150,A61,A73,4,female,guarantor,2,unknown / no property,24,bank,own,1,skilled employee / official,1,none,yes,2,divorced/separated
A11,18,all credits at this bank paid back duly,radio/television,1940,A61,A72,3,male,co-applicant,4,unknown / no property,36,bank,for free,1,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,1,single
A12,48,delay in paying off in the past,others,7582,A62,A71,2,male,none,4,unknown / no property,31,none,for free,1,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,1,single
A12,14,existing credits paid back duly till now,business,1410,A63,A75,1,male,none,2,real estate,35,none,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,married/widowed
A12,36,critical account / other credits existing (not at this bank),car (new),2820,A61,A72,4,male,none,4,"car or other, not in savings account",27,none,own,2,skilled employee / official,1,none,yes,2,divorced/separated
A12,30,all credits at this bank paid back duly,furniture/equipment,3496,A64,A73,4,male,none,2,"car or other, not in savings account",34,stores,own,1,skilled employee / official,2,"yes, registered under customer's name",yes,1,single
A12,24,delay in paying off in the past,radio/television,1553,A62,A74,3,female,none,2,building society savings agreement / life insurance,23,none,rent,2,skilled employee / official,1,"yes, registered under customer's name",yes,1,divorced/separated
A14,12,critical account / other credits existing (not at this bank),car (new),1163,A63,A73,4,male,none,4,real estate,44,none,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
A14,24,critical account / other credits existing (not at this bank),car (used),2346,A61,A74,4,male,none,3,"car or other, not in savings account",35,none,own,2,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
A11,12,existing credits paid back duly till now,retraining,902,A61,A74,4,male,none,4,building society savings agreement / life insurance,21,none,rent,1,skilled employee / official,1,none,yes,2,married/widowed
A12,10,all credits at this bank paid back duly,radio/television,1048,A61,A73,4,male,none,4,real estate,23,stores,own,1,unskilled - resident,1,none,yes,1,single
A12,12,existing credits paid back duly till now,radio/television,6468,A65,A71,2,male,none,1,unknown / no property,52,none,own,1,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,2,single
A11,24,all credits at this bank paid back duly,radio/television,1546,A61,A74,4,male,guarantor,4,"car or other, not in savings account",24,bank,rent,1,unskilled - resident,1,none,yes,2,single
A12,12,existing credits paid back duly till now,radio/television,1484,A65,A73,2,male,none,1,real estate,25,none,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,2,married/widowed
A13,21,existing credits paid back duly till now,car (new),2923,A62,A73,1,female,none,1,"car or other, not in savings account",28,bank,own,1,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,1,divorced/separated
A13,10,existing credits paid back duly till now,car (new),1240,A62,A75,1,female,none,4,unknown / no property,48,none,for free,1,unskilled - resident,2,none,yes,2,divorced/separated
A11,12,existing credits paid back duly till now,furniture/equipment,652,A61,A75,4,female,none,4,building society savings agreement / life insurance,24,none,rent,1,skilled employee / official,1,none,yes,1,divorced/separated
A14,4,existing credits paid back duly till now,furniture/equipment,601,A61,A72,1,female,none,3,real estate,23,none,rent,1,unskilled - resident,2,none,yes,1,divorced/separated
A12,24,existing credits paid back duly till now,car (used),4113,A63,A72,3,female,none,4,"car or other, not in savings account",28,none,rent,1,skilled employee / official,1,none,yes,2,divorced/separated
A11,12,no credits taken / all credits paid back duly,car (new),1082,A61,A73,4,male,none,4,"car or other, not in savings account",48,bank,own,2,skilled employee / official,1,none,yes,2,single
A11,18,existing credits paid back duly till now,radio/television,2389,A61,A72,4,female,none,1,"car or other, not in savings account",27,stores,own,1,skilled employee / official,1,none,yes,1,divorced/separated
A13,30,delay in paying off in the past,business,1908,A61,A75,4,male,none,4,real estate,66,none,own,1,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,2,single
A11,18,existing credits paid back duly till now,radio/television,1936,A65,A74,2,male,none,4,"car or other, not in savings account",23,none,rent,2,unskilled - resident,1,none,yes,1,married/widowed
A14,9,existing credits paid back duly till now,business,1449,A61,A74,3,female,none,2,"car or other, not in savings account",27,none,own,2,skilled employee / official,1,none,yes,1,divorced/separated
A14,24,critical account / other credits existing (not at this bank),car (used),6842,A65,A73,2,male,none,4,building society savings agreement / life insurance,46,none,own,2,management / self-employed / highly qualified employee / officer,2,"yes, registered under customer's name",yes,1,single
A13,30,critical account / other credits existing (not at this bank),radio/television,3656,A65,A75,4,male,none,4,building society savings agreement / life insurance,49,stores,own,2,unskilled - resident,1,none,yes,1,single
A14,36,existing credits paid back duly till now,business,5742,A62,A74,2,male,none,2,"car or other, not in savings account",31,none,own,2,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
A14,18,critical account / other credits existing (not at this bank),furniture/equipment,1817,A61,A73,4,female,none,2,unknown / no property,28,none,own,2,skilled employee / official,1,none,yes,1,divorced/separated
A12,18,existing credits paid back duly till now,car (new),5866,A62,A73,2,male,none,2,"car or other, not in savings account",30,none,own,2,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
A11,36,existing credits paid back duly till now,car (used),5493,A61,A75,2,male,none,4,unknown / no property,42,none,for free,1,skilled employee / official,2,none,yes,1,single
A11,12,existing credits paid back duly till now,radio/television,1498,A61,A73,4,female,none,1,"car or other, not in savings account",23,bank,own,1,skilled employee / official,1,none,yes,1,divorced/separated
A11,15,no credits taken / all credits paid back duly,car (new),950,A61,A75,4,male,none,3,"car or other, not in savings account",33,none,rent,2,skilled employee / official,2,none,yes,2,single
A14,24,existing credits paid back duly till now,radio/television,3430,A63,A75,3,male,none,2,"car or other, not in savings account",31,none,own,1,skilled employee / official,2,"yes, registered under customer's name",yes,1,single
A14,28,critical account / other credits existing (not at this bank),radio/television,2743,A61,A75,4,male,none,2,"car or other, not in savings account",29,none,own,2,skilled employee / official,1,none,yes,1,single
A14,10,existing credits paid back duly till now,car (new),1418,A62,A73,3,male,none,2,real estate,35,none,rent,1,unskilled - resident,1,none,no,1,single
A14,22,existing credits paid back duly till now,radio/television,2675,A63,A75,3,male,none,4,"car or other, not in savings account",40,none,own,1,skilled employee / official,1,none,yes,1,single
A14,24,existing credits paid back duly till now,radio/television,1278,A61,A75,4,male,none,1,real estate,36,none,own,1,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,1,single
A12,18,delay in paying off in the past,car (new),2899,A65,A75,4,male,none,4,"car or other, not in savings account",43,none,own,1,skilled employee / official,2,none,yes,1,single
A14,15,existing credits paid back duly till now,radio/television,1213,A63,A75,4,male,none,3,building society savings agreement / life insurance,47,stores,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
A11,12,existing credits paid back duly till now,car (new),1274,A61,A72,3,female,none,1,real estate,37,none,own,1,unskilled - resident,1,none,yes,2,divorced/separated
A12,36,all credits at this bank paid back duly,domestic appliances,3990,A65,A72,3,female,none,2,unknown / no property,29,bank,own,1,unemployed / unskilled - non-resident,1,none,yes,1,divorced/separated
A12,20,existing credits paid back duly till now,car (used),6468,A65,A71,1,male,none,4,real estate,60,none,own,1,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,1,divorced/separated
A12,8,existing credits paid back duly till now,radio/television,760,A61,A74,4,female,guarantor,2,real estate,44,none,own,1,unskilled - resident,1,none,yes,1,divorced/separated
A14,18,critical account / other credits existing (not at this bank),radio/television,629,A63,A75,4,male,none,3,building society savings agreement / life insurance,32,bank,own,2,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,1,single
A12,48,all credits at this bank paid back duly,business,6416,A61,A75,4,female,none,3,unknown / no property,59,none,rent,1,skilled employee / official,1,none,yes,2,divorced/separated
A12,54,no credits taken / all credits paid back duly,business,15945,A61,A72,3,male,none,4,unknown / no property,58,none,rent,1,skilled employee / official,1,"yes, registered under customer's name",yes,2,single
A12,18,existing credits paid back duly till now,business,4439,A61,A75,1,male,co-applicant,1,real estate,33,bank,own,1,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,1,single
A14,39,existing credits paid back duly till now,car (used),8588,A62,A75,4,male,none,2,"car or other, not in savings account",45,none,own,1,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,1,single
A12,24,critical account / other credits existing (not at this bank),car (used),7758,A64,A75,2,female,none,4,unknown / no property,29,none,rent,1,skilled employee / official,1,none,yes,1,divorced/separated
A11,12,existing credits paid back duly till now,radio/television,2214,A61,A73,4,male,none,3,building society savings agreement / life insurance,24,none,own,1,unskilled - resident,1,none,yes,1,single
A12,18,critical account / other credits existing (not at this bank),business,1887,A65,A73,4,male,none,4,real estate,28,bank,own,2,skilled employee / official,1,none,yes,1,married/widowed
A11,24,existing credits paid back duly till now,car (new),1207,A61,A72,4,female,none,4,building society savings agreement / life insurance,24,none,rent,1,skilled employee / official,1,none,yes,2,divorced/separated
A13,24,critical account / other credits existing (not at this bank),furniture/equipment,3617,A65,A75,4,male,co-applicant,4,unknown / no property,20,none,rent,2,skilled employee / official,1,none,yes,1,single
A12,18,critical account / other credits existing (not at this bank),furniture/equipment,7374,A61,A71,4,male,none,4,building society savings agreement / life insurance,40,stores,own,2,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,1,single
A14,15,existing credits paid back duly till now,domestic appliances,1262,A63,A74,4,male,none,3,building society savings agreement / life insurance,36,none,own,2,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
A11,10,critical account / other credits existing (not at this bank),car (new),1038,A61,A74,4,male,co-applicant,3,building society savings agreement / life insurance,49,none,own,2,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
A11,18,existing credits paid back duly till now,furniture/equipment,3650,A61,A72,1,female,none,4,"car or other, not in savings account",22,none,rent,1,skilled employee / official,1,none,yes,1,divorced/separated
A14,24,critical account / other credits existing (not at this bank),business,4139,A62,A73,3,male,none,3,building society savings agreement / life insurance,27,none,own,2,unskilled - resident,1,"yes, registered under customer's name",yes,1,single
A14,12,critical account / other credits existing (not at this bank),business,1185,A61,A73,3,female,none,2,real estate,27,none,own,2,skilled employee / official,1,none,yes,1,divorced/separated
A14,12,critical account / other credits existing (not at this bank),radio/television,1934,A61,A75,2,male,none,2,unknown / no property,26,none,own,2,skilled employee / official,1,none,yes,1,single
A12,11,delay in paying off in the past,radio/television,4771,A61,A74,2,male,none,4,building society savings agreement / life insurance,51,none,own,1,skilled employee / official,1,none,yes,1,single
A14,15,critical account / other credits existing (not at this bank),furniture/equipment,2788,A61,A74,2,female,co-applicant,3,"car or other, not in savings account",24,bank,own,2,skilled employee / official,1,none,yes,1,divorced/separated
A13,10,existing credits paid back duly till now,furniture/equipment,1275,A61,A72,4,female,none,2,building society savings agreement / life insurance,23,none,own,1,skilled employee / official,1,none,yes,1,divorced/separated
A11,18,existing credits paid back duly till now,car (new),976,A61,A72,1,female,none,2,"car or other, not in savings account",23,none,own,1,unskilled - resident,1,none,yes,2,divorced/separated
A14,15,existing credits paid back duly till now,car (used),3029,A61,A74,2,male,none,2,"car or other, not in savings account",33,none,own,1,skilled employee / official,1,none,yes,1,single
A12,11,critical account / other credits existing (not at this bank),car (new),1322,A64,A73,4,female,none,4,"car or other, not in savings account",40,none,own,2,skilled employee / official,1,none,yes,1,divorced/separated
A14,6,critical account / other credits existing (not at this bank),radio/television,1898,A65,A73,1,male,none,2,real estate,34,none,own,2,unskilled - resident,2,none,yes,1,single
A14,24,existing credits paid back duly till now,radio/television,2397,A63,A75,3,male,none,2,"car or other, not in savings account",35,bank,own,2,skilled employee / official,1,"yes, registered under customer's name",yes,2,single
A12,24,critical account / other credits existing (not at this bank),car (new),3878,A62,A72,4,male,none,2,"car or other, not in savings account",37,none,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,divorced/separated
A13,18,existing credits paid back duly till now,radio/television,2100,A61,A73,4,male,co-applicant,2,real estate,37,stores,own,1,skilled employee / official,1,none,yes,2,single
A11,12,existing credits paid back duly till now,furniture/equipment,1262,A65,A75,2,male,none,4,building society savings agreement / life insurance,49,none,own,1,unskilled - resident,1,"yes, registered under customer's name",yes,1,divorced/separated
A14,12,existing credits paid back duly till now,education,719,A61,A75,4,male,none,4,"car or other, not in savings account",41,bank,own,1,unskilled - resident,2,none,yes,2,single
A14,21,existing credits paid back duly till now,business,1572,A64,A75,4,female,none,4,real estate,36,bank,own,1,unskilled - resident,1,none,yes,1,divorced/separated
A11,12,existing credits paid back duly till now,furniture/equipment,1858,A61,A72,4,female,none,1,"car or other, not in savings account",22,none,rent,1,skilled employee / official,1,none,yes,1,divorced/separated
A12,24,existing credits paid back duly till now,radio/television,3092,A62,A72,3,male,none,2,"car or other, not in savings account",22,none,rent,1,skilled employee / official,1,"yes, registered under customer's name",yes,2,married/widowed
A11,24,existing credits paid back duly till now,others,1755,A61,A75,4,female,guarantor,4,real estate,58,none,own,1,unskilled - resident,1,"yes, registered under customer's name",yes,1,divorced/separated
A14,24,delay in paying off in the past,business,2978,A65,A73,4,male,none,4,real estate,32,none,own,2,skilled employee / official,2,"yes, registered under customer's name",yes,1,single
A12,8,existing credits paid back duly till now,radio/television,1414,A61,A73,4,male,guarantor,2,real estate,33,none,own,1,skilled employee / official,1,none,no,1,single
A11,21,existing credits paid back duly till now,furniture/equipment,3599,A61,A74,1,female,none,4,"car or other, not in savings account",26,none,rent,1,unskilled - resident,1,none,yes,1,divorced/separated
A13,24,existing credits paid back duly till now,furniture/equipment,1925,A61,A73,2,male,none,2,real estate,26,none,own,1,skilled employee / official,1,none,yes,1,single
A12,18,existing credits paid back duly till now,car (new),1042,A65,A73,4,female,none,2,building society savings agreement / life insurance,33,none,own,1,skilled employee / official,1,none,yes,2,divorced/separated
A11,18,existing credits paid back duly till now,radio/television,3509,A61,A74,4,female,guarantor,1,real estate,25,none,own,1,skilled employee / official,1,none,yes,1,divorced/separated
A11,24,existing credits paid back duly till now,furniture/equipment,3149,A61,A72,4,male,none,1,unknown / no property,22,bank,for free,1,skilled employee / official,1,none,yes,1,single
A12,36,existing credits paid back duly till now,car (used),6948,A61,A73,2,male,none,2,"car or other, not in savings account",35,none,rent,1,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,1,single
A14,4,critical account / other credits existing (not at this bank),car (new),3380,A61,A74,1,female,none,1,real estate,37,none,own,1,skilled employee / official,2,none,yes,1,divorced/separated
A11,36,existing credits paid back duly till now,others,15857,A61,A71,2,male,co-applicant,3,"car or other, not in savings account",43,none,own,1,management / self-employed / highly qualified employee / officer,1,none,yes,1,divorced/separated
A11,30,critical account / other credits existing (not at this bank),car (used),10623,A61,A75,3,male,none,4,unknown / no property,38,none,for free,3,management / self-employed / highly qualified employee / officer,2,"yes, registered under customer's name",yes,1,single
A14,24,existing credits paid back duly till now,car (new),3757,A61,A75,4,female,co-applicant,4,unknown / no property,62,none,for free,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,divorced/separated
A14,15,critical account / other credits existing (not at this bank),furniture/equipment,3343,A61,A73,4,male,none,2,unknown / no property,28,none,for free,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
A14,18,existing credits paid back duly till now,radio/television,1126,A65,A72,4,female,none,2,real estate,21,none,rent,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,divorced/separated
A12,36,delay in paying off in the past,business,4455,A61,A73,2,male,none,2,real estate,30,stores,own,2,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,2,divorced/separated
A11,6,existing credits paid back duly till now,furniture/equipment,428,A61,A75,2,female,none,1,building society savings agreement / life insurance,49,bank,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,divorced/separated
A11,6,critical account / other credits existing (not at this bank),radio/television,338,A63,A75,4,male,none,4,"car or other, not in savings account",52,none,own,2,skilled employee / official,1,none,yes,1,single
