checking_account_status,duration_months,credit_history,purpose,credit_amount,savings_account,employment_duration,installment_rate,sex,other_debtors,residence_duration,property,age,other_installment_plans,housing,existing_credits,job,num_dependents,telephone,foreign_worker,target,relationship status
... < 0 DM,22,delay in paying off in the past,car (new),10546,100 <= ... < 500 DM,... < 1 year,1,male,none,4,unknown / no property,35,stores,rent,2,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",no,1,single
... < 0 DM,54,delay in paying off in the past,education,15945,... >= 1000 DM,1 <= ... < 4 years,4,female,co-applicant,3,real estate,34,none,own,2,unskilled - resident,1,"yes, registered under customer's name",no,1,divorced/separated
no checking account,17,all credits at this bank paid back duly,repairs,5074,... < 100 DM,1 <= ... < 4 years,2,female,none,2,real estate,39,bank,for free,2,unemployed / unskilled - non-resident,1,"yes, registered under customer's name",no,1,married/widowed
0 <= ... < 200 DM,29,delay in paying off in the past,radio/television,2283,unknown / no savings account,4 <= ... < 7 years,2,female,co-applicant,3,unknown / no property,51,none,own,2,skilled employee / official,1,none,yes,2,single
... < 0 DM,10,critical account / other credits existing (not at this bank),others,15323,unknown / no savings account,unemployed,2,female,none,4,unknown / no property,59,none,own,2,skilled employee / official,1,"yes, registered under customer's name",yes,2,married/widowed
no checking account,8,all credits at this bank paid back duly,education,2945,100 <= ... < 500 DM,... >= 7 years,1,male,none,3,unknown / no property,28,stores,own,1,skilled employee / official,1,none,no,1,married/widowed
... < 0 DM,28,critical account / other credits existing (not at this bank),car (used),544,... < 100 DM,unemployed,3,male,guarantor,3,"car or other, not in savings account",21,none,for free,3,skilled employee / official,1,"yes, registered under customer's name",yes,2,married/widowed
... >= 200 DM / salary assignments for at least 1 year,20,all credits at this bank paid back duly,education,2483,100 <= ... < 500 DM,... >= 7 years,2,female,none,4,unknown / no property,24,none,rent,3,unskilled - resident,2,none,no,1,divorced/separated
0 <= ... < 200 DM,4,all credits at this bank paid back duly,radio/television,4441,... >= 1000 DM,4 <= ... < 7 years,3,male,guarantor,4,"car or other, not in savings account",47,stores,for free,4,management / self-employed / highly qualified employee / officer,1,none,yes,1,married/widowed
... >= 200 DM / salary assignments for at least 1 year,27,all credits at this bank paid back duly,retraining,15553,100 <= ... < 500 DM,unemployed,4,male,co-applicant,1,real estate,75,stores,own,1,management / self-employed / highly qualified employee / officer,2,"yes, registered under customer's name",yes,1,single
no checking account,50,all credits at this bank paid back duly,furniture/equipment,5482,... < 100 DM,... < 1 year,1,male,guarantor,2,real estate,38,stores,rent,1,skilled employee / official,1,"yes, registered under customer's name",no,2,single
... < 0 DM,7,critical account / other credits existing (not at this bank),car (used),3731,100 <= ... < 500 DM,unemployed,3,male,none,4,unknown / no property,19,none,own,1,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,1,single
0 <= ... < 200 DM,24,no credits taken / all credits paid back duly,retraining,15945,... < 100 DM,1 <= ... < 4 years,1,male,guarantor,4,unknown / no property,68,bank,rent,1,skilled employee / official,2,"yes, registered under customer's name",yes,1,divorced/separated
... < 0 DM,6,critical account / other credits existing (not at this bank),car (new),337,500 <= ... < 1000 DM,... < 1 year,3,female,none,2,real estate,50,bank,own,2,management / self-employed / highly qualified employee / officer,2,"yes, registered under customer's name",no,1,married/widowed
no checking account,6,delay in paying off in the past,repairs,1645,unknown / no savings account,1 <= ... < 4 years,2,female,guarantor,2,building society savings agreement / life insurance,52,bank,rent,1,management / self-employed / highly qualified employee / officer,2,"yes, registered under customer's name",yes,1,divorced/separated
... >= 200 DM / salary assignments for at least 1 year,35,critical account / other credits existing (not at this bank),repairs,4761,... < 100 DM,4 <= ... < 7 years,2,male,none,1,real estate,31,bank,for free,2,unemployed / unskilled - non-resident,1,"yes, registered under customer's name",yes,1,single
no checking account,25,delay in paying off in the past,car (used),15945,unknown / no savings account,... >= 7 years,2,female,none,2,building society savings agreement / life insurance,34,bank,for free,2,management / self-employed / highly qualified employee / officer,2,"yes, registered under customer's name",no,2,single
no checking account,22,all credits at this bank paid back duly,car (new),10082,... >= 1000 DM,unemployed,2,female,co-applicant,3,unknown / no property,47,none,for free,2,unemployed / unskilled - non-resident,2,none,no,1,married/widowed
... >= 200 DM / salary assignments for at least 1 year,8,existing credits paid back duly till now,radio/television,2398,500 <= ... < 1000 DM,1 <= ... < 4 years,1,female,guarantor,2,"car or other, not in savings account",21,bank,for free,2,skilled employee / official,1,none,no,2,divorced/separated
no checking account,6,delay in paying off in the past,business,6831,... < 100 DM,... < 1 year,3,male,co-applicant,4,"car or other, not in savings account",35,stores,for free,2,unskilled - resident,2,none,yes,1,single
no checking account,30,existing credits paid back duly till now,domestic appliances,3912,unknown / no savings account,... >= 7 years,2,female,guarantor,4,real estate,26,none,rent,1,unskilled - resident,1,none,no,1,married/widowed
... >= 200 DM / salary assignments for at least 1 year,20,critical account / other credits existing (not at this bank),business,4104,100 <= ... < 500 DM,... >= 7 years,2,female,none,2,real estate,46,none,rent,2,skilled employee / official,2,"yes, registered under customer's name",yes,1,single
... < 0 DM,21,all credits at this bank paid back duly,car (used),3514,... >= 1000 DM,... < 1 year,2,female,guarantor,3,real estate,39,stores,for free,4,unemployed / unskilled - non-resident,2,"yes, registered under customer's name",yes,1,married/widowed
... >= 200 DM / salary assignments for at least 1 year,4,no credits taken / all credits paid back duly,car (used),9600,unknown / no savings account,4 <= ... < 7 years,2,male,guarantor,1,"car or other, not in savings account",20,bank,rent,1,unemployed / unskilled - non-resident,2,none,yes,2,married/widowed
... < 0 DM,35,existing credits paid back duly till now,education,13381,500 <= ... < 1000 DM,unemployed,2,female,none,2,"car or other, not in savings account",41,stores,for free,2,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,2,divorced/separated
no checking account,33,no credits taken / all credits paid back duly,furniture/equipment,3186,... >= 1000 DM,unemployed,2,female,guarantor,4,"car or other, not in savings account",20,none,own,2,unemployed / unskilled - non-resident,1,"yes, registered under customer's name",no,2,divorced/separated
... >= 200 DM / salary assignments for at least 1 year,21,all credits at this bank paid back duly,car (used),2487,unknown / no savings account,... >= 7 years,4,female,guarantor,3,"car or other, not in savings account",30,stores,rent,1,unskilled - resident,1,"yes, registered under customer's name",no,1,married/widowed
0 <= ... < 200 DM,20,existing credits paid back duly till now,furniture/equipment,4289,unknown / no savings account,unemployed,1,female,none,2,real estate,39,none,rent,2,management / self-employed / highly qualified employee / officer,2,none,no,2,married/widowed
0 <= ... < 200 DM,29,all credits at this bank paid back duly,others,1983,... < 100 DM,4 <= ... < 7 years,2,male,none,1,"car or other, not in savings account",32,stores,own,1,skilled employee / official,2,"yes, registered under customer's name",no,2,single
... < 0 DM,4,all credits at this bank paid back duly,car (new),250,100 <= ... < 500 DM,1 <= ... < 4 years,1,male,none,3,real estate,30,none,for free,4,unemployed / unskilled - non-resident,1,"yes, registered under customer's name",no,2,single
no checking account,21,existing credits paid back duly till now,education,1896,unknown / no savings account,1 <= ... < 4 years,2,female,co-applicant,4,unknown / no property,20,bank,for free,4,unskilled - resident,1,"yes, registered under customer's name",no,2,married/widowed
... >= 200 DM / salary assignments for at least 1 year,32,delay in paying off in the past,others,1131,500 <= ... < 1000 DM,... >= 7 years,1,male,none,4,building society savings agreement / life insurance,49,bank,for free,1,unemployed / unskilled - non-resident,1,none,yes,1,single
0 <= ... < 200 DM,24,existing credits paid back duly till now,domestic appliances,15945,unknown / no savings account,unemployed,3,male,none,4,"car or other, not in savings account",36,none,rent,2,skilled employee / official,1,none,no,2,married/widowed
no checking account,8,critical account / other credits existing (not at this bank),education,1296,... >= 1000 DM,1 <= ... < 4 years,1,male,guarantor,3,real estate,21,bank,own,1,skilled employee / official,2,none,no,1,divorced/separated
... < 0 DM,18,existing credits paid back duly till now,education,1656,unknown / no savings account,... >= 7 years,1,female,guarantor,4,real estate,19,none,own,2,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,2,single
no checking account,23,no credits taken / all credits paid back duly,car (new),15945,... < 100 DM,4 <= ... < 7 years,2,male,none,3,building society savings agreement / life insurance,39,none,own,2,unskilled - resident,2,none,yes,1,married/widowed
0 <= ... < 200 DM,6,existing credits paid back duly till now,business,3323,500 <= ... < 1000 DM,... >= 7 years,3,male,none,4,"car or other, not in savings account",33,none,own,1,management / self-employed / highly qualified employee / officer,1,none,no,2,married/widowed
... >= 200 DM / salary assignments for at least 1 year,21,all credits at this bank paid back duly,education,15380,500 <= ... < 1000 DM,4 <= ... < 7 years,2,female,guarantor,4,"car or other, not in savings account",30,none,for free,3,unemployed / unskilled - non-resident,1,none,yes,1,single
... >= 200 DM / salary assignments for at least 1 year,15,all credits at this bank paid back duly,car (new),3533,unknown / no savings account,... >= 7 years,1,male,guarantor,3,building society savings agreement / life insurance,57,stores,own,3,unemployed / unskilled - non-resident,2,"yes, registered under customer's name",no,2,married/widowed
... < 0 DM,34,all credits at this bank paid back duly,others,9214,100 <= ... < 500 DM,1 <= ... < 4 years,3,female,co-applicant,1,real estate,29,none,rent,3,unemployed / unskilled - non-resident,1,none,yes,2,divorced/separated
... >= 200 DM / salary assignments for at least 1 year,23,all credits at this bank paid back duly,radio/television,15945,unknown / no savings account,unemployed,1,female,guarantor,3,building society savings agreement / life insurance,55,stores,for free,2,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,2,single
... >= 200 DM / salary assignments for at least 1 year,12,existing credits paid back duly till now,business,3765,... >= 1000 DM,unemployed,4,female,guarantor,4,"car or other, not in savings account",37,stores,for free,4,unskilled - resident,2,"yes, registered under customer's name",yes,1,married/widowed
no checking account,31,existing credits paid back duly till now,retraining,5133,... >= 1000 DM,... < 1 year,3,male,none,1,"car or other, not in savings account",28,stores,own,2,unskilled - resident,2,none,yes,2,married/widowed
... >= 200 DM / salary assignments for at least 1 year,39,no credits taken / all credits paid back duly,retraining,5861,500 <= ... < 1000 DM,... < 1 year,4,female,none,3,"car or other, not in savings account",33,stores,rent,2,skilled employee / official,1,none,no,1,single
no checking account,19,delay in paying off in the past,business,2466,unknown / no savings account,1 <= ... < 4 years,2,male,guarantor,3,unknown / no property,43,none,rent,1,unemployed / unskilled - non-resident,1,none,yes,2,single
0 <= ... < 200 DM,27,critical account / other credits existing (not at this bank),domestic appliances,1770,100 <= ... < 500 DM,... >= 7 years,4,male,guarantor,3,building society savings agreement / life insurance,30,stores,rent,2,unskilled - resident,1,"yes, registered under customer's name",yes,2,single
... >= 200 DM / salary assignments for at least 1 year,8,no credits taken / all credits paid back duly,others,4094,... < 100 DM,4 <= ... < 7 years,1,male,guarantor,2,real estate,25,stores,for free,4,unemployed / unskilled - non-resident,2,none,yes,1,divorced/separated
... >= 200 DM / salary assignments for at least 1 year,27,no credits taken / all credits paid back duly,domestic appliances,15945,... < 100 DM,4 <= ... < 7 years,1,female,none,4,"car or other, not in savings account",24,bank,own,3,management / self-employed / highly qualified employee / officer,1,none,yes,2,married/widowed
... >= 200 DM / salary assignments for at least 1 year,22,delay in paying off in the past,business,9465,unknown / no savings account,... >= 7 years,2,male,none,1,real estate,21,bank,rent,2,management / self-employed / highly qualified employee / officer,2,"yes, registered under customer's name",yes,2,single
... >= 200 DM / salary assignments for at least 1 year,7,all credits at this bank paid back duly,car (used),1600,... >= 1000 DM,unemployed,4,female,guarantor,2,"car or other, not in savings account",56,none,for free,2,unskilled - resident,2,none,yes,2,single
... < 0 DM,44,existing credits paid back duly till now,radio/television,3272,unknown / no savings account,4 <= ... < 7 years,1,male,guarantor,3,unknown / no property,42,bank,rent,2,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",no,1,divorced/separated
0 <= ... < 200 DM,4,delay in paying off in the past,car (used),681,... >= 1000 DM,4 <= ... < 7 years,1,female,guarantor,3,unknown / no property,20,bank,own,1,unemployed / unskilled - non-resident,1,"yes, registered under customer's name",no,1,married/widowed
... >= 200 DM / salary assignments for at least 1 year,38,all credits at this bank paid back duly,domestic appliances,250,unknown / no savings account,... < 1 year,3,male,co-applicant,3,unknown / no property,36,stores,rent,3,unskilled - resident,2,none,no,2,married/widowed
... >= 200 DM / salary assignments for at least 1 year,37,all credits at this bank paid back duly,car (new),5130,100 <= ... < 500 DM,... < 1 year,1,female,guarantor,3,unknown / no property,19,bank,own,3,skilled employee / official,1,"yes, registered under customer's name",no,2,married/widowed
0 <= ... < 200 DM,23,critical account / other credits existing (not at this bank),furniture/equipment,6702,... >= 1000 DM,unemployed,2,male,none,1,building society savings agreement / life insurance,31,none,own,2,unskilled - resident,1,"yes, registered under customer's name",no,1,married/widowed
no checking account,28,delay in paying off in the past,radio/television,11376,unknown / no savings account,... < 1 year,4,male,co-applicant,3,real estate,42,none,for free,3,unemployed / unskilled - non-resident,2,none,no,1,married/widowed
0 <= ... < 200 DM,25,all credits at this bank paid back duly,others,7473,... >= 1000 DM,... >= 7 years,2,male,guarantor,2,building society savings agreement / life insurance,19,bank,rent,2,management / self-employed / highly qualified employee / officer,2,none,no,2,divorced/separated
no checking account,15,existing credits paid back duly till now,furniture/equipment,3023,100 <= ... < 500 DM,1 <= ... < 4 years,2,female,none,2,unknown / no property,27,stores,own,2,management / self-employed / highly qualified employee / officer,1,none,yes,2,divorced/separated
... < 0 DM,24,no credits taken / all credits paid back duly,furniture/equipment,2049,100 <= ... < 500 DM,... < 1 year,2,male,none,3,"car or other, not in savings account",59,stores,own,1,skilled employee / official,2,none,yes,2,single
0 <= ... < 200 DM,20,existing credits paid back duly till now,education,5711,... >= 1000 DM,... < 1 year,4,female,none,1,real estate,28,bank,own,2,unskilled - resident,1,"yes, registered under customer's name",yes,2,divorced/separated
0 <= ... < 200 DM,14,delay in paying off in the past,others,11166,100 <= ... < 500 DM,4 <= ... < 7 years,3,male,guarantor,1,unknown / no property,38,bank,rent,1,management / self-employed / highly qualified employee / officer,2,none,no,1,divorced/separated
no checking account,5,delay in paying off in the past,business,1336,unknown / no savings account,unemployed,1,male,none,1,real estate,21,none,for free,2,unskilled - resident,1,"yes, registered under customer's name",yes,2,divorced/separated
... < 0 DM,6,existing credits paid back duly till now,domestic appliances,14855,... >= 1000 DM,... >= 7 years,2,female,none,1,unknown / no property,19,stores,rent,2,skilled employee / official,2,none,no,1,married/widowed
no checking account,6,existing credits paid back duly till now,radio/television,2562,100 <= ... < 500 DM,... < 1 year,2,male,none,2,real estate,26,bank,for free,1,skilled employee / official,1,"yes, registered under customer's name",no,1,single
no checking account,37,critical account / other credits existing (not at this bank),car (new),7696,100 <= ... < 500 DM,... >= 7 years,2,female,co-applicant,2,unknown / no property,27,bank,rent,2,skilled employee / official,1,none,yes,2,divorced/separated
no checking account,19,all credits at this bank paid back duly,car (new),8821,... >= 1000 DM,... >= 7 years,4,male,co-applicant,1,building society savings agreement / life insurance,19,stores,rent,2,unemployed / unskilled - non-resident,1,"yes, registered under customer's name",no,1,divorced/separated
no checking account,30,no credits taken / all credits paid back duly,car (new),2259,500 <= ... < 1000 DM,unemployed,4,male,none,2,building society savings agreement / life insurance,45,bank,own,3,management / self-employed / highly qualified employee / officer,2,"yes, registered under customer's name",no,1,divorced/separated
0 <= ... < 200 DM,18,delay in paying off in the past,radio/television,4788,100 <= ... < 500 DM,... < 1 year,4,male,none,4,building society savings agreement / life insurance,19,stores,own,1,unskilled - resident,2,none,yes,1,divorced/separated
no checking account,30,delay in paying off in the past,business,2600,unknown / no savings account,1 <= ... < 4 years,1,male,co-applicant,3,"car or other, not in savings account",32,bank,for free,1,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,2,divorced/separated
no checking account,72,delay in paying off in the past,radio/television,7966,100 <= ... < 500 DM,4 <= ... < 7 years,4,male,none,3,"car or other, not in savings account",47,none,for free,1,skilled employee / official,2,"yes, registered under customer's name",yes,1,divorced/separated
no checking account,25,existing credits paid back duly till now,business,1480,... < 100 DM,... < 1 year,2,female,none,3,unknown / no property,21,none,own,3,management / self-employed / highly qualified employee / officer,1,none,no,1,married/widowed
... >= 200 DM / salary assignments for at least 1 year,25,delay in paying off in the past,furniture/equipment,7202,... >= 1000 DM,... >= 7 years,4,male,none,4,building society savings agreement / life insurance,38,none,rent,2,unskilled - resident,1,"yes, registered under customer's name",yes,2,single
0 <= ... < 200 DM,4,existing credits paid back duly till now,repairs,3077,... < 100 DM,... >= 7 years,3,female,guarantor,3,"car or other, not in savings account",48,none,rent,4,unemployed / unskilled - non-resident,2,"yes, registered under customer's name",yes,2,single
... >= 200 DM / salary assignments for at least 1 year,33,delay in paying off in the past,others,3562,100 <= ... < 500 DM,1 <= ... < 4 years,2,female,guarantor,1,real estate,39,bank,own,3,skilled employee / official,1,none,no,1,divorced/separated
... < 0 DM,6,no credits taken / all credits paid back duly,business,1940,unknown / no savings account,... >= 7 years,2,female,none,3,unknown / no property,36,none,own,2,skilled employee / official,2,none,no,2,divorced/separated
0 <= ... < 200 DM,22,delay in paying off in the past,business,2073,... < 100 DM,... >= 7 years,2,female,none,4,building society savings agreement / life insurance,20,stores,rent,1,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,1,single
no checking account,23,delay in paying off in the past,repairs,2372,500 <= ... < 1000 DM,1 <= ... < 4 years,2,male,co-applicant,2,unknown / no property,43,bank,for free,3,unskilled - resident,2,none,yes,1,divorced/separated
no checking account,8,no credits taken / all credits paid back duly,furniture/equipment,5243,100 <= ... < 500 DM,4 <= ... < 7 years,2,female,co-applicant,3,unknown / no property,47,none,own,3,unskilled - resident,1,"yes, registered under customer's name",no,2,divorced/separated
... >= 200 DM / salary assignments for at least 1 year,22,existing credits paid back duly till now,business,7774,... >= 1000 DM,... < 1 year,4,female,none,3,real estate,22,bank,for free,1,skilled employee / official,1,none,no,1,married/widowed
... >= 200 DM / salary assignments for at least 1 year,23,delay in paying off in the past,car (used),2905,100 <= ... < 500 DM,... < 1 year,3,female,guarantor,1,unknown / no property,41,bank,for free,2,skilled employee / official,2,"yes, registered under customer's name",yes,1,married/widowed
... >= 200 DM / salary assignments for at least 1 year,27,delay in paying off in the past,retraining,3044,500 <= ... < 1000 DM,... >= 7 years,4,female,guarantor,1,building society savings agreement / life insurance,25,bank,for free,1,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,2,single
0 <= ... < 200 DM,14,critical account / other credits existing (not at this bank),repairs,15945,100 <= ... < 500 DM,1 <= ... < 4 years,1,male,none,2,building society savings agreement / life insurance,36,bank,rent,2,management / self-employed / highly qualified employee / officer,2,none,no,1,single
... < 0 DM,36,delay in paying off in the past,car (new),3656,100 <= ... < 500 DM,4 <= ... < 7 years,1,female,none,1,real estate,32,stores,for free,1,unemployed / unskilled - non-resident,2,none,yes,2,married/widowed
... < 0 DM,26,all credits at this bank paid back duly,business,5125,500 <= ... < 1000 DM,4 <= ... < 7 years,1,male,guarantor,3,real estate,31,none,for free,3,skilled employee / official,1,none,no,1,married/widowed
... < 0 DM,28,all credits at this bank paid back duly,repairs,2698,100 <= ... < 500 DM,1 <= ... < 4 years,2,male,guarantor,3,unknown / no property,55,none,own,2,unskilled - resident,2,"yes, registered under customer's name",no,1,single
0 <= ... < 200 DM,32,no credits taken / all credits paid back duly,education,2416,100 <= ... < 500 DM,... >= 7 years,1,male,guarantor,2,unknown / no property,19,bank,rent,1,unemployed / unskilled - non-resident,1,"yes, registered under customer's name",yes,1,single
no checking account,25,all credits at this bank paid back duly,domestic appliances,2520,... >= 1000 DM,unemployed,4,male,guarantor,4,building society savings agreement / life insurance,21,none,rent,2,skilled employee / official,1,"yes, registered under customer's name",yes,1,married/widowed
... < 0 DM,35,delay in paying off in the past,others,1158,unknown / no savings account,4 <= ... < 7 years,2,male,guarantor,4,building society savings agreement / life insurance,22,none,own,4,skilled employee / official,2,none,no,2,divorced/separated
... < 0 DM,25,no credits taken / all credits paid back duly,repairs,1295,... < 100 DM,... >= 7 years,4,male,co-applicant,3,"car or other, not in savings account",36,stores,own,3,unemployed / unskilled - non-resident,1,none,yes,1,married/widowed
... < 0 DM,72,critical account / other credits existing (not at this bank),education,7630,500 <= ... < 1000 DM,4 <= ... < 7 years,1,female,co-applicant,1,unknown / no property,19,stores,own,2,unskilled - resident,1,none,no,1,married/widowed
... >= 200 DM / salary assignments for at least 1 year,34,critical account / other credits existing (not at this bank),repairs,5293,... < 100 DM,unemployed,2,female,guarantor,4,"car or other, not in savings account",33,none,rent,3,unemployed / unskilled - non-resident,1,none,yes,1,married/widowed
no checking account,42,delay in paying off in the past,retraining,14825,500 <= ... < 1000 DM,unemployed,4,female,none,1,real estate,19,bank,for free,1,unemployed / unskilled - non-resident,1,"yes, registered under customer's name",yes,1,divorced/separated
0 <= ... < 200 DM,62,all credits at this bank paid back duly,domestic appliances,927,500 <= ... < 1000 DM,unemployed,2,male,none,2,building society savings agreement / life insurance,30,stores,for free,1,unskilled - resident,1,"yes, registered under customer's name",no,1,married/widowed
no checking account,44,existing credits paid back duly till now,others,9378,... >= 1000 DM,4 <= ... < 7 years,1,male,none,2,unknown / no property,50,bank,own,1,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,1,married/widowed
... >= 200 DM / salary assignments for at least 1 year,4,critical account / other credits existing (not at this bank),radio/television,1907,unknown / no savings account,unemployed,4,female,none,3,"car or other, not in savings account",42,none,rent,2,unemployed / unskilled - non-resident,1,none,yes,1,divorced/separated
... < 0 DM,48,delay in paying off in the past,furniture/equipment,3109,... < 100 DM,unemployed,1,male,none,1,"car or other, not in savings account",35,none,own,3,skilled employee / official,1,none,no,1,divorced/separated
... < 0 DM,26,no credits taken / all credits paid back duly,business,15090,100 <= ... < 500 DM,... < 1 year,2,female,guarantor,1,unknown / no property,29,bank,for free,2,skilled employee / official,1,"yes, registered under customer's name",no,1,divorced/separated
0 <= ... < 200 DM,24,all credits at this bank paid back duly,retraining,335,unknown / no savings account,1 <= ... < 4 years,4,female,none,1,unknown / no property,32,none,for free,3,skilled employee / official,1,"yes, registered under customer's name",yes,2,single
... >= 200 DM / salary assignments for at least 1 year,59,existing credits paid back duly till now,repairs,12760,500 <= ... < 1000 DM,4 <= ... < 7 years,3,male,none,3,"car or other, not in savings account",40,none,for free,3,skilled employee / official,1,none,yes,2,married/widowed
... < 0 DM,40,no credits taken / all credits paid back duly,repairs,2979,... < 100 DM,4 <= ... < 7 years,4,female,none,2,real estate,46,none,for free,4,management / self-employed / highly qualified employee / officer,2,none,yes,1,married/widowed
0 <= ... < 200 DM,26,critical account / other credits existing (not at this bank),retraining,15945,unknown / no savings account,unemployed,2,male,co-applicant,3,"car or other, not in savings account",44,bank,for free,2,unemployed / unskilled - non-resident,1,none,no,2,divorced/separated
... >= 200 DM / salary assignments for at least 1 year,47,existing credits paid back duly till now,car (new),14275,500 <= ... < 1000 DM,1 <= ... < 4 years,4,female,guarantor,1,"car or other, not in savings account",32,stores,for free,1,skilled employee / official,2,none,yes,2,married/widowed
no checking account,4,all credits at this bank paid back duly,others,849,... < 100 DM,unemployed,1,male,guarantor,4,real estate,30,none,for free,2,skilled employee / official,2,none,yes,2,single
no checking account,29,all credits at this bank paid back duly,radio/television,3571,500 <= ... < 1000 DM,... < 1 year,4,male,guarantor,3,building society savings agreement / life insurance,37,none,rent,1,unemployed / unskilled - non-resident,1,none,no,2,married/widowed
no checking account,53,existing credits paid back duly till now,car (used),2600,100 <= ... < 500 DM,1 <= ... < 4 years,3,male,guarantor,1,"car or other, not in savings account",19,none,for free,2,skilled employee / official,2,"yes, registered under customer's name",yes,2,married/widowed
... < 0 DM,26,critical account / other credits existing (not at this bank),furniture/equipment,7381,100 <= ... < 500 DM,... >= 7 years,1,male,co-applicant,2,unknown / no property,24,stores,for free,2,skilled employee / official,1,"yes, registered under customer's name",yes,1,divorced/separated
... >= 200 DM / salary assignments for at least 1 year,22,critical account / other credits existing (not at this bank),car (new),1425,100 <= ... < 500 DM,1 <= ... < 4 years,1,female,none,1,building society savings agreement / life insurance,43,bank,for free,2,unskilled - resident,2,"yes, registered under customer's name",yes,2,single
0 <= ... < 200 DM,4,no credits taken / all credits paid back duly,car (new),8359,... >= 1000 DM,1 <= ... < 4 years,4,female,co-applicant,3,"car or other, not in savings account",46,stores,for free,4,unemployed / unskilled - non-resident,1,"yes, registered under customer's name",yes,1,married/widowed
0 <= ... < 200 DM,8,all credits at this bank paid back duly,repairs,931,500 <= ... < 1000 DM,unemployed,1,male,none,3,unknown / no property,26,bank,own,1,management / self-employed / highly qualified employee / officer,2,"yes, registered under customer's name",yes,1,married/widowed
no checking account,8,critical account / other credits existing (not at this bank),car (used),1674,... >= 1000 DM,unemployed,3,male,none,2,unknown / no property,28,bank,own,2,unskilled - resident,2,none,yes,2,single
... >= 200 DM / salary assignments for at least 1 year,44,existing credits paid back duly till now,others,2024,... >= 1000 DM,1 <= ... < 4 years,2,male,co-applicant,3,unknown / no property,30,stores,for free,4,management / self-employed / highly qualified employee / officer,2,none,yes,1,married/widowed
