checking_account_status,duration_months,credit_history,purpose,credit_amount,savings_account,employment_duration,installment_rate,sex,other_debtors,residence_duration,property,age,other_installment_plans,housing,existing_credits,job,num_dependents,telephone,foreign_worker,target,relationship status
... >= 200 DM / salary assignments for at least 1 year,26,critical account / other credits existing (not at this bank),retraining,2354,... < 100 DM,4 <= ... < 7 years,1,female,none,4,unknown / no property,29,none,own,1,skilled employee / official,1,none,yes,1,single
... < 0 DM,13,all credits at this bank paid back duly,radio/television,1208,unknown / no savings account,1 <= ... < 4 years,4,male,none,4,"car or other, not in savings account",29,bank,own,2,skilled employee / official,1,none,yes,1,single
... >= 200 DM / salary assignments for at least 1 year,35,critical account / other credits existing (not at this bank),education,269,... < 100 DM,... < 1 year,3,male,none,2,"car or other, not in savings account",29,none,rent,1,skilled employee / official,2,none,yes,2,single
... >= 200 DM / salary assignments for at least 1 year,23,existing credits paid back duly till now,furniture/equipment,5426,... < 100 DM,4 <= ... < 7 years,2,male,none,4,"car or other, not in savings account",33,none,own,1,unskilled - resident,1,"yes, registered under customer's name",yes,1,divorced/separated
no checking account,15,existing credits paid back duly till now,radio/television,2703,... < 100 DM,... >= 7 years,1,male,none,4,"car or other, not in savings account",41,none,own,2,unemployed / unskilled - non-resident,1,none,no,2,single
0 <= ... < 200 DM,23,existing credits paid back duly till now,car (new),2698,500 <= ... < 1000 DM,... >= 7 years,2,female,none,4,building society savings agreement / life insurance,45,none,own,1,unskilled - resident,1,none,yes,1,single
... < 0 DM,19,critical account / other credits existing (not at this bank),retraining,2791,... < 100 DM,... >= 7 years,3,male,none,3,real estate,29,bank,rent,1,unskilled - resident,2,none,yes,2,divorced/separated
no checking account,20,all credits at this bank paid back duly,car (new),3747,... < 100 DM,1 <= ... < 4 years,2,male,none,4,building society savings agreement / life insurance,56,stores,own,2,skilled employee / official,2,"yes, registered under customer's name",yes,1,married/widowed
... < 0 DM,21,existing credits paid back duly till now,others,4027,100 <= ... < 500 DM,... < 1 year,4,female,none,4,unknown / no property,29,bank,rent,2,skilled employee / official,1,none,yes,2,single
0 <= ... < 200 DM,28,existing credits paid back duly till now,car (new),2238,unknown / no savings account,... >= 7 years,4,male,none,3,building society savings agreement / life insurance,75,none,own,2,unskilled - resident,1,"yes, registered under customer's name",yes,1,single
no checking account,30,existing credits paid back duly till now,retraining,2573,500 <= ... < 1000 DM,... < 1 year,2,male,none,1,"car or other, not in savings account",36,none,own,1,unemployed / unskilled - non-resident,1,"yes, registered under customer's name",yes,2,single
... < 0 DM,58,existing credits paid back duly till now,business,2216,... < 100 DM,1 <= ... < 4 years,4,male,none,4,unknown / no property,34,none,own,2,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,2,divorced/separated
0 <= ... < 200 DM,46,critical account / other credits existing (not at this bank),car (new),2490,... < 100 DM,4 <= ... < 7 years,3,male,none,3,"car or other, not in savings account",45,none,for free,1,skilled employee / official,1,none,no,1,divorced/separated
... < 0 DM,17,existing credits paid back duly till now,others,2690,... < 100 DM,... >= 7 years,4,male,guarantor,2,building society savings agreement / life insurance,32,bank,for free,2,skilled employee / official,1,none,yes,1,divorced/separated
no checking account,25,existing credits paid back duly till now,domestic appliances,2751,... < 100 DM,... < 1 year,4,male,none,1,unknown / no property,29,none,own,2,skilled employee / official,1,none,yes,1,married/widowed
... >= 200 DM / salary assignments for at least 1 year,25,critical account / other credits existing (not at this bank),car (new),1963,... < 100 DM,... < 1 year,1,male,none,2,real estate,36,none,own,1,skilled employee / official,1,none,yes,1,single
no checking account,23,existing credits paid back duly till now,radio/television,2154,unknown / no savings account,1 <= ... < 4 years,4,male,co-applicant,4,"car or other, not in savings account",44,stores,rent,2,unemployed / unskilled - non-resident,1,none,yes,1,married/widowed
no checking account,47,critical account / other credits existing (not at this bank),business,3219,... < 100 DM,1 <= ... < 4 years,1,male,none,2,unknown / no property,53,none,own,2,unskilled - resident,2,"yes, registered under customer's name",yes,1,divorced/separated
... < 0 DM,4,critical account / other credits existing (not at this bank),radio/television,6467,... < 100 DM,1 <= ... < 4 years,1,male,none,4,unknown / no property,21,none,own,3,unemployed / unskilled - non-resident,1,"yes, registered under customer's name",yes,1,single
no checking account,11,critical account / other credits existing (not at this bank),repairs,2387,... < 100 DM,unemployed,1,male,none,4,"car or other, not in savings account",35,none,rent,2,skilled employee / official,1,none,yes,1,single
0 <= ... < 200 DM,4,existing credits paid back duly till now,business,15945,100 <= ... < 500 DM,4 <= ... < 7 years,2,male,guarantor,4,building society savings agreement / life insurance,24,none,for free,1,unemployed / unskilled - non-resident,1,"yes, registered under customer's name",yes,1,single
... >= 200 DM / salary assignments for at least 1 year,26,existing credits paid back duly till now,education,2926,... < 100 DM,1 <= ... < 4 years,2,male,none,2,"car or other, not in savings account",30,none,own,1,management / self-employed / highly qualified employee / officer,2,"yes, registered under customer's name",yes,1,divorced/separated
... < 0 DM,4,existing credits paid back duly till now,domestic appliances,9701,... < 100 DM,... >= 7 years,4,female,none,3,real estate,27,stores,own,1,unskilled - resident,1,none,yes,1,married/widowed
... >= 200 DM / salary assignments for at least 1 year,15,existing credits paid back duly till now,others,8295,500 <= ... < 1000 DM,unemployed,4,male,none,3,unknown / no property,25,none,own,2,skilled employee / official,1,none,yes,1,divorced/separated
no checking account,25,existing credits paid back duly till now,domestic appliances,1661,... < 100 DM,4 <= ... < 7 years,4,male,guarantor,1,unknown / no property,36,none,own,1,skilled employee / official,1,none,yes,2,divorced/separated
0 <= ... < 200 DM,28,delay in paying off in the past,furniture/equipment,4242,... < 100 DM,... >= 7 years,4,female,guarantor,4,unknown / no property,27,none,own,1,skilled employee / official,1,none,yes,1,divorced/separated
no checking account,27,existing credits paid back duly till now,business,1828,100 <= ... < 500 DM,... < 1 year,4,female,none,4,unknown / no property,42,none,own,3,management / self-employed / highly qualified employee / officer,2,"yes, registered under customer's name",yes,1,single
no checking account,32,all credits at this bank paid back duly,car (new),3310,... < 100 DM,... >= 7 years,4,male,guarantor,1,"car or other, not in savings account",38,none,own,2,unskilled - resident,1,none,no,1,single
no checking account,24,delay in paying off in the past,car (used),8439,500 <= ... < 1000 DM,... >= 7 years,4,female,none,4,real estate,29,none,own,1,management / self-employed / highly qualified employee / officer,1,none,yes,1,single
... >= 200 DM / salary assignments for at least 1 year,72,delay in paying off in the past,car (used),1816,100 <= ... < 500 DM,1 <= ... < 4 years,4,female,guarantor,3,real estate,22,none,own,3,unemployed / unskilled - non-resident,1,"yes, registered under customer's name",yes,2,divorced/separated
... >= 200 DM / salary assignments for at least 1 year,25,all credits at this bank paid back duly,car (new),2255,100 <= ... < 500 DM,... >= 7 years,4,female,co-applicant,4,real estate,50,bank,own,2,unskilled - resident,1,none,yes,1,single
... < 0 DM,18,all credits at this bank paid back duly,car (new),2765,... < 100 DM,... < 1 year,3,male,none,4,real estate,43,none,rent,1,skilled employee / official,1,none,yes,1,divorced/separated
0 <= ... < 200 DM,15,critical account / other credits existing (not at this bank),retraining,4921,500 <= ... < 1000 DM,unemployed,4,male,none,4,real estate,34,bank,own,1,skilled employee / official,1,none,yes,1,single
no checking account,20,all credits at this bank paid back duly,car (used),9513,... < 100 DM,... >= 7 years,1,male,none,4,real estate,37,none,for free,1,unskilled - resident,1,"yes, registered under customer's name",yes,1,single
0 <= ... < 200 DM,34,all credits at this bank paid back duly,car (new),1528,... < 100 DM,4 <= ... < 7 years,1,female,none,2,real estate,38,none,own,2,unemployed / unskilled - non-resident,1,"yes, registered under customer's name",yes,2,single
0 <= ... < 200 DM,8,delay in paying off in the past,radio/television,3005,... < 100 DM,... >= 7 years,1,male,none,2,real estate,28,bank,own,2,management / self-employed / highly qualified employee / officer,1,none,yes,1,single
0 <= ... < 200 DM,27,existing credits paid back duly till now,furniture/equipment,533,100 <= ... < 500 DM,1 <= ... < 4 years,3,male,none,2,real estate,60,bank,own,1,skilled employee / official,1,none,yes,1,single
no checking account,36,no credits taken / all credits paid back duly,furniture/equipment,2519,... < 100 DM,... < 1 year,1,male,none,2,unknown / no property,52,none,own,4,management / self-employed / highly qualified employee / officer,1,none,yes,2,single
no checking account,14,existing credits paid back duly till now,domestic appliances,2705,500 <= ... < 1000 DM,unemployed,3,female,guarantor,4,building society savings agreement / life insurance,46,none,rent,1,management / self-employed / highly qualified employee / officer,1,none,yes,1,single
... < 0 DM,8,critical account / other credits existing (not at this bank),car (new),4793,100 <= ... < 500 DM,unemployed,4,male,guarantor,4,"car or other, not in savings account",41,none,own,2,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,1,divorced/separated
... < 0 DM,16,delay in paying off in the past,domestic appliances,811,unknown / no savings account,4 <= ... < 7 years,4,male,none,4,real estate,75,none,own,2,skilled employee / official,1,none,yes,1,single
... >= 200 DM / salary assignments for at least 1 year,16,existing credits paid back duly till now,business,2626,unknown / no savings account,... >= 7 years,2,male,none,4,"car or other, not in savings account",59,bank,for free,1,management / self-employed / highly qualified employee / officer,1,none,yes,2,divorced/separated
no checking account,38,critical account / other credits existing (not at this bank),car (new),2499,... >= 1000 DM,... >= 7 years,1,male,none,4,"car or other, not in savings account",32,stores,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,married/widowed
... >= 200 DM / salary assignments for at least 1 year,33,all credits at this bank paid back duly,others,934,500 <= ... < 1000 DM,unemployed,4,male,none,1,"car or other, not in savings account",30,none,own,2,unemployed / unskilled - non-resident,1,none,yes,1,divorced/separated
no checking account,8,existing credits paid back duly till now,education,1801,... >= 1000 DM,1 <= ... < 4 years,2,male,guarantor,1,unknown / no property,23,stores,own,1,skilled employee / official,1,none,yes,2,married/widowed
no checking account,26,delay in paying off in the past,education,3464,500 <= ... < 1000 DM,1 <= ... < 4 years,4,male,none,4,"car or other, not in savings account",41,stores,rent,1,unskilled - resident,1,none,yes,2,divorced/separated
0 <= ... < 200 DM,47,critical account / other credits existing (not at this bank),repairs,2788,... >= 1000 DM,4 <= ... < 7 years,2,male,none,2,"car or other, not in savings account",56,none,own,1,skilled employee / official,1,none,no,2,divorced/separated
0 <= ... < 200 DM,20,existing credits paid back duly till now,domestic appliances,5157,unknown / no savings account,unemployed,4,male,guarantor,3,real estate,48,stores,rent,1,skilled employee / official,1,none,yes,2,single
no checking account,23,existing credits paid back duly till now,radio/television,3157,... < 100 DM,1 <= ... < 4 years,4,male,none,2,unknown / no property,30,none,own,2,skilled employee / official,1,"yes, registered under customer's name",yes,1,married/widowed
... < 0 DM,42,existing credits paid back duly till now,car (used),3087,100 <= ... < 500 DM,4 <= ... < 7 years,3,male,none,2,real estate,25,none,own,2,management / self-employed / highly qualified employee / officer,2,none,yes,1,single
no checking account,6,existing credits paid back duly till now,radio/television,15945,... < 100 DM,... < 1 year,3,male,none,3,real estate,21,stores,for free,2,management / self-employed / highly qualified employee / officer,1,none,yes,1,married/widowed
0 <= ... < 200 DM,4,existing credits paid back duly till now,others,5406,... < 100 DM,4 <= ... < 7 years,2,male,co-applicant,2,unknown / no property,58,none,own,1,skilled employee / official,1,none,no,1,divorced/separated
0 <= ... < 200 DM,22,no credits taken / all credits paid back duly,furniture/equipment,831,500 <= ... < 1000 DM,unemployed,2,male,guarantor,4,building society savings agreement / life insurance,46,none,rent,1,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,1,divorced/separated
no checking account,23,delay in paying off in the past,car (new),1553,... >= 1000 DM,unemployed,3,female,none,4,real estate,36,none,own,2,skilled employee / official,1,none,yes,1,single
no checking account,11,no credits taken / all credits paid back duly,retraining,3447,... < 100 DM,... < 1 year,3,female,guarantor,4,real estate,35,none,rent,2,skilled employee / official,1,none,yes,1,divorced/separated
... < 0 DM,8,critical account / other credits existing (not at this bank),education,1861,... < 100 DM,... >= 7 years,4,female,none,1,building society savings agreement / life insurance,21,none,rent,1,skilled employee / official,2,none,yes,1,single
no checking account,13,critical account / other credits existing (not at this bank),furniture/equipment,12164,... < 100 DM,1 <= ... < 4 years,4,male,none,4,real estate,33,none,rent,2,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",no,1,married/widowed
... >= 200 DM / salary assignments for at least 1 year,27,existing credits paid back duly till now,furniture/equipment,2103,... < 100 DM,... >= 7 years,4,male,none,1,real estate,22,none,own,3,skilled employee / official,1,none,no,1,single
no checking account,17,existing credits paid back duly till now,repairs,3207,... < 100 DM,4 <= ... < 7 years,1,male,co-applicant,4,real estate,38,none,for free,1,skilled employee / official,2,none,yes,1,married/widowed
... >= 200 DM / salary assignments for at least 1 year,22,critical account / other credits existing (not at this bank),car (new),848,unknown / no savings account,... >= 7 years,4,male,none,3,real estate,42,bank,for free,2,skilled employee / official,1,none,yes,2,single
... >= 200 DM / salary assignments for at least 1 year,13,all credits at this bank paid back duly,radio/television,15080,... < 100 DM,... >= 7 years,2,male,guarantor,4,building society savings agreement / life insurance,33,none,own,1,unskilled - resident,1,"yes, registered under customer's name",yes,1,divorced/separated
no checking account,4,critical account / other credits existing (not at this bank),car (used),1352,... < 100 DM,1 <= ... < 4 years,4,male,co-applicant,3,"car or other, not in savings account",38,none,own,1,skilled employee / official,1,none,yes,1,divorced/separated
0 <= ... < 200 DM,10,existing credits paid back duly till now,furniture/equipment,6069,... < 100 DM,... >= 7 years,4,female,none,2,unknown / no property,19,none,own,1,management / self-employed / highly qualified employee / officer,1,none,yes,1,single
no checking account,34,no credits taken / all credits paid back duly,business,3512,500 <= ... < 1000 DM,unemployed,4,male,guarantor,1,"car or other, not in savings account",32,stores,for free,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,divorced/separated
... < 0 DM,22,existing credits paid back duly till now,domestic appliances,2320,... < 100 DM,... < 1 year,2,male,none,4,real estate,26,none,own,1,unemployed / unskilled - non-resident,1,"yes, registered under customer's name",yes,1,single
no checking account,20,existing credits paid back duly till now,education,2060,... < 100 DM,1 <= ... < 4 years,2,female,guarantor,3,"car or other, not in savings account",38,bank,own,2,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,1,divorced/separated
... >= 200 DM / salary assignments for at least 1 year,22,existing credits paid back duly till now,radio/television,3440,100 <= ... < 500 DM,4 <= ... < 7 years,4,male,none,4,building society savings agreement / life insurance,53,stores,own,1,skilled employee / official,1,none,yes,2,single
... >= 200 DM / salary assignments for at least 1 year,9,all credits at this bank paid back duly,car (new),1570,500 <= ... < 1000 DM,... < 1 year,2,male,none,1,unknown / no property,46,none,for free,1,skilled employee / official,1,none,yes,1,divorced/separated
... < 0 DM,21,delay in paying off in the past,education,3120,... < 100 DM,1 <= ... < 4 years,4,male,co-applicant,3,real estate,45,none,own,1,unskilled - resident,2,none,yes,1,single
0 <= ... < 200 DM,36,delay in paying off in the past,radio/television,1806,100 <= ... < 500 DM,... >= 7 years,4,male,none,4,real estate,63,bank,for free,1,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,2,divorced/separated
... >= 200 DM / salary assignments for at least 1 year,25,critical account / other credits existing (not at this bank),repairs,2682,100 <= ... < 500 DM,4 <= ... < 7 years,2,male,none,1,real estate,41,none,own,2,management / self-employed / highly qualified employee / officer,2,"yes, registered under customer's name",yes,1,single
0 <= ... < 200 DM,20,existing credits paid back duly till now,business,1110,... >= 1000 DM,... < 1 year,2,male,none,4,unknown / no property,35,bank,own,1,unemployed / unskilled - non-resident,1,none,no,1,divorced/separated
no checking account,7,critical account / other credits existing (not at this bank),car (used),2854,... >= 1000 DM,... >= 7 years,4,male,co-applicant,4,real estate,27,stores,own,2,unemployed / unskilled - non-resident,1,none,yes,1,single
no checking account,11,critical account / other credits existing (not at this bank),repairs,8336,... < 100 DM,unemployed,4,male,none,2,building society savings agreement / life insurance,36,none,rent,1,management / self-employed / highly qualified employee / officer,1,none,yes,1,single
no checking account,13,existing credits paid back duly till now,furniture/equipment,3239,... < 100 DM,1 <= ... < 4 years,2,male,guarantor,2,"car or other, not in savings account",52,none,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,2,single
0 <= ... < 200 DM,4,no credits taken / all credits paid back duly,car (new),2633,unknown / no savings account,1 <= ... < 4 years,4,male,guarantor,4,unknown / no property,40,none,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,2,single
no checking account,24,existing credits paid back duly till now,others,5385,500 <= ... < 1000 DM,1 <= ... < 4 years,3,female,none,4,real estate,28,bank,own,2,unskilled - resident,2,"yes, registered under customer's name",yes,1,divorced/separated
... >= 200 DM / salary assignments for at least 1 year,28,delay in paying off in the past,domestic appliances,2653,unknown / no savings account,... >= 7 years,4,male,co-applicant,4,building society savings agreement / life insurance,41,stores,rent,2,skilled employee / official,1,none,yes,1,married/widowed
... < 0 DM,26,existing credits paid back duly till now,car (new),462,... < 100 DM,4 <= ... < 7 years,4,male,none,4,real estate,49,none,rent,1,unskilled - resident,1,"yes, registered under customer's name",yes,2,single
... >= 200 DM / salary assignments for at least 1 year,11,critical account / other credits existing (not at this bank),car (new),1954,... < 100 DM,1 <= ... < 4 years,4,male,none,4,"car or other, not in savings account",27,bank,own,1,skilled employee / official,2,"yes, registered under customer's name",yes,2,divorced/separated
no checking account,10,existing credits paid back duly till now,radio/television,2004,... >= 1000 DM,1 <= ... < 4 years,3,male,none,3,unknown / no property,31,none,for free,1,skilled employee / official,1,none,yes,1,single
no checking account,27,all credits at this bank paid back duly,car (new),9425,unknown / no savings account,... < 1 year,2,male,guarantor,4,unknown / no property,66,stores,own,1,skilled employee / official,1,none,yes,2,single
... >= 200 DM / salary assignments for at least 1 year,21,existing credits paid back duly till now,car (new),4054,100 <= ... < 500 DM,unemployed,2,male,none,4,"car or other, not in savings account",41,none,own,2,skilled employee / official,1,none,yes,1,married/widowed
0 <= ... < 200 DM,23,critical account / other credits existing (not at this bank),others,250,... < 100 DM,4 <= ... < 7 years,1,female,co-applicant,4,unknown / no property,44,none,own,2,skilled employee / official,1,"yes, registered under customer's name",yes,1,divorced/separated
0 <= ... < 200 DM,40,existing credits paid back duly till now,repairs,10977,100 <= ... < 500 DM,4 <= ... < 7 years,2,male,none,4,building society savings agreement / life insurance,39,none,for free,4,management / self-employed / highly qualified employee / officer,1,none,yes,1,single
no checking account,12,existing credits paid back duly till now,domestic appliances,15945,... < 100 DM,4 <= ... < 7 years,4,female,none,1,unknown / no property,23,stores,own,3,skilled employee / official,1,"yes, registered under customer's name",no,1,single
no checking account,65,delay in paying off in the past,furniture/equipment,4555,... < 100 DM,4 <= ... < 7 years,4,female,none,4,building society savings agreement / life insurance,32,none,own,2,unskilled - resident,1,none,yes,2,divorced/separated
... >= 200 DM / salary assignments for at least 1 year,21,delay in paying off in the past,business,5084,500 <= ... < 1000 DM,... >= 7 years,3,male,none,4,real estate,38,none,for free,2,management / self-employed / highly qualified employee / officer,1,none,yes,1,divorced/separated
0 <= ... < 200 DM,44,existing credits paid back duly till now,retraining,9507,... < 100 DM,1 <= ... < 4 years,4,male,guarantor,2,"car or other, not in savings account",35,none,for free,1,skilled employee / official,1,none,yes,1,divorced/separated
0 <= ... < 200 DM,41,all credits at this bank paid back duly,car (used),10941,... < 100 DM,... < 1 year,4,male,none,4,"car or other, not in savings account",21,none,rent,1,skilled employee / official,2,none,yes,1,single
0 <= ... < 200 DM,6,no credits taken / all credits paid back duly,education,15945,... < 100 DM,4 <= ... < 7 years,4,female,guarantor,1,real estate,75,none,own,2,management / self-employed / highly qualified employee / officer,1,none,no,1,single
0 <= ... < 200 DM,24,existing credits paid back duly till now,furniture/equipment,1750,... < 100 DM,4 <= ... < 7 years,4,male,none,4,"car or other, not in savings account",35,none,own,1,skilled employee / official,1,none,yes,1,single
... < 0 DM,41,critical account / other credits existing (not at this bank),car (new),775,... < 100 DM,1 <= ... < 4 years,4,male,none,4,real estate,50,none,own,1,skilled employee / official,1,none,yes,1,divorced/separated
no checking account,4,existing credits paid back duly till now,education,3639,... < 100 DM,4 <= ... < 7 years,1,male,none,4,real estate,33,none,rent,1,skilled employee / official,1,none,yes,2,single
0 <= ... < 200 DM,20,existing credits paid back duly till now,radio/television,2237,... < 100 DM,4 <= ... < 7 years,4,female,none,4,"car or other, not in savings account",70,stores,own,2,unskilled - resident,1,none,yes,1,married/widowed
... >= 200 DM / salary assignments for at least 1 year,16,all credits at this bank paid back duly,repairs,15945,100 <= ... < 500 DM,... >= 7 years,4,female,none,2,building society savings agreement / life insurance,32,none,own,2,unskilled - resident,1,none,yes,1,divorced/separated
... < 0 DM,43,existing credits paid back duly till now,car (used),4966,100 <= ... < 500 DM,... < 1 year,2,male,none,3,real estate,48,bank,rent,1,management / self-employed / highly qualified employee / officer,1,none,yes,1,single
no checking account,17,existing credits paid back duly till now,business,1302,500 <= ... < 1000 DM,... >= 7 years,2,male,none,3,unknown / no property,36,none,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,2,single
... < 0 DM,21,no credits taken / all credits paid back duly,radio/television,2958,... < 100 DM,... < 1 year,4,male,guarantor,2,building society savings agreement / life insurance,34,none,own,2,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
no checking account,7,delay in paying off in the past,business,4979,... < 100 DM,... >= 7 years,3,female,co-applicant,4,real estate,70,none,own,1,unemployed / unskilled - non-resident,1,none,yes,1,single
0 <= ... < 200 DM,10,existing credits paid back duly till now,car (new),5434,... < 100 DM,... < 1 year,4,female,co-applicant,4,unknown / no property,49,none,own,1,management / self-employed / highly qualified employee / officer,1,none,yes,1,divorced/separated
no checking account,14,all credits at this bank paid back duly,furniture/equipment,1585,... < 100 DM,1 <= ... < 4 years,2,male,none,2,unknown / no property,75,none,own,1,skilled employee / official,1,none,yes,1,married/widowed
... < 0 DM,7,existing credits paid back duly till now,radio/television,560,... < 100 DM,4 <= ... < 7 years,1,male,none,2,unknown / no property,24,bank,own,1,skilled employee / official,2,none,yes,1,single
... < 0 DM,4,existing credits paid back duly till now,domestic appliances,2231,unknown / no savings account,... < 1 year,4,male,none,2,building society savings agreement / life insurance,34,bank,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,2,single
0 <= ... < 200 DM,22,critical account / other credits existing (not at this bank),radio/television,2898,... < 100 DM,unemployed,1,male,co-applicant,3,building society savings agreement / life insurance,71,none,own,1,management / self-employed / highly qualified employee / officer,1,none,no,1,divorced/separated
0 <= ... < 200 DM,25,critical account / other credits existing (not at this bank),repairs,8739,... < 100 DM,4 <= ... < 7 years,3,male,none,4,unknown / no property,64,none,own,2,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,1,divorced/separated
0 <= ... < 200 DM,12,delay in paying off in the past,repairs,4893,... < 100 DM,... >= 7 years,3,male,none,4,unknown / no property,53,none,rent,1,skilled employee / official,1,"yes, registered under customer's name",yes,2,single
... < 0 DM,19,existing credits paid back duly till now,retraining,293,... < 100 DM,4 <= ... < 7 years,4,male,guarantor,4,building society savings agreement / life insurance,22,bank,own,2,unemployed / unskilled - non-resident,1,none,yes,1,single
0 <= ... < 200 DM,4,existing credits paid back duly till now,domestic appliances,4656,... < 100 DM,... >= 7 years,4,male,none,3,"car or other, not in savings account",28,none,for free,1,skilled employee / official,1,none,yes,1,single
no checking account,16,no credits taken / all credits paid back duly,furniture/equipment,2337,... < 100 DM,... < 1 year,4,female,none,4,real estate,75,stores,for free,1,skilled employee / official,1,none,yes,2,divorced/separated
0 <= ... < 200 DM,59,all credits at this bank paid back duly,others,6896,unknown / no savings account,... < 1 year,1,male,none,4,real estate,44,stores,own,1,skilled employee / official,1,none,yes,1,married/widowed
no checking account,4,existing credits paid back duly till now,car (used),250,100 <= ... < 500 DM,... < 1 year,1,male,none,4,unknown / no property,46,none,own,1,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,2,married/widowed
no checking account,22,existing credits paid back duly till now,repairs,5494,500 <= ... < 1000 DM,4 <= ... < 7 years,4,female,none,3,building society savings agreement / life insurance,28,none,own,2,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
... < 0 DM,13,critical account / other credits existing (not at this bank),car (new),250,unknown / no savings account,1 <= ... < 4 years,2,male,none,4,"car or other, not in savings account",41,bank,own,2,management / self-employed / highly qualified employee / officer,1,none,yes,2,married/widowed
0 <= ... < 200 DM,47,no credits taken / all credits paid back duly,car (used),2728,100 <= ... < 500 DM,1 <= ... < 4 years,2,female,none,1,unknown / no property,19,stores,own,1,unskilled - resident,1,none,yes,1,divorced/separated
... < 0 DM,14,critical account / other credits existing (not at this bank),car (used),2721,unknown / no savings account,unemployed,4,female,none,3,unknown / no property,40,stores,own,3,unskilled - resident,1,"yes, registered under customer's name",yes,1,single
... < 0 DM,4,existing credits paid back duly till now,retraining,2971,100 <= ... < 500 DM,4 <= ... < 7 years,3,male,none,4,real estate,44,none,own,2,skilled employee / official,1,none,yes,2,single
... < 0 DM,19,existing credits paid back duly till now,radio/television,2226,... < 100 DM,... < 1 year,1,male,none,2,real estate,47,none,rent,1,unemployed / unskilled - non-resident,1,none,yes,1,single
