checking_account_status,duration_months,credit_history,purpose,credit_amount,savings_account,employment_duration,installment_rate,sex,other_debtors,residence_duration,property,age,other_installment_plans,housing,existing_credits,job,num_dependents,telephone,foreign_worker,target,relationship status
no checking account,25,all credits at this bank paid back duly,business,2151,unknown / no savings account,unemployed,4,male,none,3,"car or other, not in savings account",49,none,own,1,skilled employee / official,1,none,yes,1,divorced/separated
0 <= ... < 200 DM,23,existing credits paid back duly till now,radio/television,2419,100 <= ... < 500 DM,... >= 7 years,1,female,none,4,real estate,41,none,rent,2,skilled employee / official,2,none,yes,1,single
... < 0 DM,18,delay in paying off in the past,car (new),4372,... < 100 DM,4 <= ... < 7 years,4,male,none,4,"car or other, not in savings account",75,none,own,1,skilled employee / official,2,none,yes,2,single
no checking account,5,all credits at this bank paid back duly,car (new),1536,unknown / no savings account,1 <= ... < 4 years,1,male,none,4,real estate,26,none,rent,2,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
no checking account,29,existing credits paid back duly till now,car (new),2351,unknown / no savings account,4 <= ... < 7 years,4,female,none,4,real estate,36,none,own,2,unskilled - resident,1,none,yes,1,divorced/separated
no checking account,72,delay in paying off in the past,radio/television,3176,... < 100 DM,... >= 7 years,4,male,none,4,"car or other, not in savings account",22,none,own,1,skilled employee / official,1,none,yes,1,single
0 <= ... < 200 DM,25,critical account / other credits existing (not at this bank),car (new),2765,unknown / no savings account,unemployed,3,male,none,4,"car or other, not in savings account",32,none,rent,2,skilled employee / official,1,"yes, registered under customer's name",yes,2,married/widowed
no checking account,4,critical account / other credits existing (not at this bank),education,2704,... >= 1000 DM,1 <= ... < 4 years,1,male,none,3,real estate,19,bank,rent,1,skilled employee / official,1,none,yes,1,divorced/separated
... < 0 DM,4,existing credits paid back duly till now,retraining,250,unknown / no savings account,... >= 7 years,4,male,guarantor,4,"car or other, not in savings account",48,none,rent,1,skilled employee / official,2,none,yes,2,single
no checking account,25,no credits taken / all credits paid back duly,car (new),14468,unknown / no savings account,unemployed,2,male,none,4,unknown / no property,49,none,own,2,skilled employee / official,2,none,yes,1,single
no checking account,4,existing credits paid back duly till now,business,2839,500 <= ... < 1000 DM,... >= 7 years,4,male,none,4,"car or other, not in savings account",24,none,own,1,skilled employee / official,2,"yes, registered under customer's name",yes,1,married/widowed
no checking account,4,all credits at this bank paid back duly,education,2983,... < 100 DM,4 <= ... < 7 years,4,female,none,4,"car or other, not in savings account",75,none,for free,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
... < 0 DM,5,existing credits paid back duly till now,car (new),3072,unknown / no savings account,... >= 7 years,1,female,none,3,building society savings agreement / life insurance,48,none,own,2,skilled employee / official,1,"yes, registered under customer's name",yes,1,married/widowed
... < 0 DM,4,existing credits paid back duly till now,car (new),2115,500 <= ... < 1000 DM,1 <= ... < 4 years,3,female,none,1,real estate,39,none,own,1,skilled employee / official,1,none,yes,2,divorced/separated
0 <= ... < 200 DM,8,existing credits paid back duly till now,radio/television,2197,unknown / no savings account,4 <= ... < 7 years,4,male,none,3,building society savings agreement / life insurance,32,none,own,2,skilled employee / official,1,"yes, registered under customer's name",yes,2,divorced/separated
no checking account,7,existing credits paid back duly till now,radio/television,5653,... < 100 DM,4 <= ... < 7 years,4,male,co-applicant,4,"car or other, not in savings account",19,none,own,2,unskilled - resident,2,none,yes,1,divorced/separated
no checking account,15,existing credits paid back duly till now,furniture/equipment,250,... < 100 DM,... < 1 year,3,female,none,4,real estate,31,stores,own,1,skilled employee / official,1,none,yes,1,single
... < 0 DM,19,all credits at this bank paid back duly,car (new),250,500 <= ... < 1000 DM,... < 1 year,4,female,none,2,"car or other, not in savings account",34,none,rent,1,skilled employee / official,1,none,yes,1,single
no checking account,4,critical account / other credits existing (not at this bank),business,3194,500 <= ... < 1000 DM,1 <= ... < 4 years,4,male,none,4,real estate,48,none,own,2,skilled employee / official,1,none,yes,2,married/widowed
... < 0 DM,53,critical account / other credits existing (not at this bank),domestic appliances,2399,100 <= ... < 500 DM,... >= 7 years,4,male,none,3,building society savings agreement / life insurance,37,none,own,2,skilled employee / official,1,"yes, registered under customer's name",yes,2,single
no checking account,4,existing credits paid back duly till now,furniture/equipment,4131,... < 100 DM,4 <= ... < 7 years,4,male,none,4,real estate,56,none,own,1,skilled employee / official,1,none,yes,1,divorced/separated
0 <= ... < 200 DM,22,existing credits paid back duly till now,domestic appliances,5789,... < 100 DM,4 <= ... < 7 years,1,male,none,4,"car or other, not in savings account",19,none,own,1,management / self-employed / highly qualified employee / officer,1,none,yes,2,married/widowed
... < 0 DM,25,existing credits paid back duly till now,business,13554,... < 100 DM,1 <= ... < 4 years,4,male,none,4,building society savings agreement / life insurance,33,none,rent,1,management / self-employed / highly qualified employee / officer,2,none,yes,2,divorced/separated
... < 0 DM,4,existing credits paid back duly till now,radio/television,13272,... >= 1000 DM,unemployed,4,male,guarantor,2,real estate,31,none,own,2,skilled employee / official,1,none,yes,1,single
... < 0 DM,47,existing credits paid back duly till now,radio/television,250,... < 100 DM,4 <= ... < 7 years,2,male,none,4,unknown / no property,28,none,own,1,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,1,divorced/separated
no checking account,4,critical account / other credits existing (not at this bank),car (new),6025,... < 100 DM,1 <= ... < 4 years,2,male,none,4,"car or other, not in savings account",48,none,own,1,skilled employee / official,1,none,yes,1,divorced/separated
... >= 200 DM / salary assignments for at least 1 year,13,critical account / other credits existing (not at this bank),furniture/equipment,790,unknown / no savings account,... < 1 year,3,male,co-applicant,4,unknown / no property,46,none,rent,1,skilled employee / official,1,none,yes,2,divorced/separated
... >= 200 DM / salary assignments for at least 1 year,13,critical account / other credits existing (not at this bank),car (used),1594,100 <= ... < 500 DM,... >= 7 years,4,male,none,3,unknown / no property,19,none,for free,1,skilled employee / official,1,none,no,1,single
... < 0 DM,14,critical account / other credits existing (not at this bank),furniture/equipment,1756,... < 100 DM,unemployed,4,male,none,3,building society savings agreement / life insurance,32,none,own,2,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
... < 0 DM,4,critical account / other credits existing (not at this bank),business,2469,unknown / no savings account,... >= 7 years,4,male,co-applicant,3,real estate,25,none,rent,1,skilled employee / official,2,none,yes,1,divorced/separated
... < 0 DM,22,existing credits paid back duly till now,car (new),912,... < 100 DM,... >= 7 years,4,male,guarantor,2,building society savings agreement / life insurance,20,none,own,2,skilled employee / official,1,none,no,1,divorced/separated
... < 0 DM,6,existing credits paid back duly till now,furniture/equipment,14272,100 <= ... < 500 DM,1 <= ... < 4 years,3,female,none,2,unknown / no property,34,none,own,2,management / self-employed / highly qualified employee / officer,1,none,yes,1,divorced/separated
... < 0 DM,21,critical account / other credits existing (not at this bank),furniture/equipment,3352,100 <= ... < 500 DM,... < 1 year,3,male,none,4,building society savings agreement / life insurance,50,none,for free,1,skilled employee / official,1,none,yes,2,single
no checking account,20,existing credits paid back duly till now,radio/television,3536,... >= 1000 DM,1 <= ... < 4 years,4,male,none,2,real estate,36,none,own,1,unskilled - resident,1,"yes, registered under customer's name",yes,1,divorced/separated
no checking account,12,critical account / other credits existing (not at this bank),furniture/equipment,15945,500 <= ... < 1000 DM,4 <= ... < 7 years,4,male,none,2,building society savings agreement / life insurance,75,bank,own,2,management / self-employed / highly qualified employee / officer,2,none,yes,1,divorced/separated
no checking account,4,existing credits paid back duly till now,radio/television,2458,unknown / no savings account,1 <= ... < 4 years,1,male,none,2,real estate,32,none,own,2,unskilled - resident,1,none,yes,1,divorced/separated
... < 0 DM,4,existing credits paid back duly till now,car (new),12785,... < 100 DM,... >= 7 years,2,male,none,2,unknown / no property,19,none,rent,2,skilled employee / official,2,none,yes,1,single
no checking account,8,existing credits paid back duly till now,radio/television,1751,... < 100 DM,... < 1 year,1,male,none,2,real estate,32,none,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,divorced/separated
no checking account,22,no credits taken / all credits paid back duly,car (new),3221,... >= 1000 DM,... >= 7 years,1,female,none,2,real estate,55,none,own,1,skilled employee / official,1,none,yes,1,divorced/separated
... < 0 DM,16,all credits at this bank paid back duly,car (new),597,... < 100 DM,... >= 7 years,4,female,none,4,building society savings agreement / life insurance,19,none,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,divorced/separated
no checking account,11,critical account / other credits existing (not at this bank),car (new),12825,... < 100 DM,unemployed,4,male,none,2,building society savings agreement / life insurance,47,none,own,2,skilled employee / official,2,"yes, registered under customer's name",yes,1,divorced/separated
no checking account,40,critical account / other credits existing (not at this bank),education,3615,... < 100 DM,... >= 7 years,4,male,none,4,building society savings agreement / life insurance,33,none,own,1,skilled employee / official,2,none,yes,1,divorced/separated
no checking account,37,existing credits paid back duly till now,business,1989,unknown / no savings account,... >= 7 years,4,male,none,3,unknown / no property,41,none,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,2,divorced/separated
no checking account,67,delay in paying off in the past,car (new),2739,... < 100 DM,... >= 7 years,4,male,none,3,"car or other, not in savings account",32,none,own,1,skilled employee / official,1,none,yes,1,divorced/separated
no checking account,4,existing credits paid back duly till now,business,1036,... < 100 DM,... >= 7 years,2,male,none,4,building society savings agreement / life insurance,48,none,own,1,unskilled - resident,1,"yes, registered under customer's name",yes,1,married/widowed
... >= 200 DM / salary assignments for at least 1 year,22,critical account / other credits existing (not at this bank),furniture/equipment,12513,... >= 1000 DM,... >= 7 years,4,male,none,4,building society savings agreement / life insurance,23,none,rent,2,unskilled - resident,1,none,yes,1,single
no checking account,10,existing credits paid back duly till now,furniture/equipment,1504,... < 100 DM,... >= 7 years,3,male,guarantor,3,"car or other, not in savings account",29,none,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
... < 0 DM,4,delay in paying off in the past,car (new),4256,100 <= ... < 500 DM,4 <= ... < 7 years,2,female,none,4,real estate,30,none,own,2,skilled employee / official,1,none,yes,1,divorced/separated
... < 0 DM,13,critical account / other credits existing (not at this bank),business,2902,unknown / no savings account,... >= 7 years,2,female,none,3,building society savings agreement / life insurance,36,none,own,1,skilled employee / official,1,none,yes,1,divorced/separated
no checking account,20,delay in paying off in the past,business,3996,... < 100 DM,unemployed,2,female,none,4,real estate,45,none,own,1,management / self-employed / highly qualified employee / officer,1,none,yes,1,divorced/separated
no checking account,12,no credits taken / all credits paid back duly,repairs,1974,500 <= ... < 1000 DM,4 <= ... < 7 years,2,male,none,4,unknown / no property,45,bank,own,1,unskilled - resident,2,none,yes,1,single
no checking account,26,existing credits paid back duly till now,furniture/equipment,556,100 <= ... < 500 DM,... < 1 year,1,female,none,3,building society savings agreement / life insurance,75,none,own,2,unskilled - resident,1,none,yes,2,single
no checking account,4,all credits at this bank paid back duly,business,8435,unknown / no savings account,... < 1 year,4,male,none,3,real estate,75,none,for free,1,skilled employee / official,1,none,yes,1,single
0 <= ... < 200 DM,20,delay in paying off in the past,car (new),3074,100 <= ... < 500 DM,... < 1 year,3,male,co-applicant,1,real estate,59,bank,rent,1,skilled employee / official,1,none,yes,1,single
no checking account,19,critical account / other credits existing (not at this bank),car (new),2320,100 <= ... < 500 DM,1 <= ... < 4 years,4,male,none,4,building society savings agreement / life insurance,52,bank,own,1,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,1,single
0 <= ... < 200 DM,4,critical account / other credits existing (not at this bank),repairs,1789,100 <= ... < 500 DM,1 <= ... < 4 years,1,male,none,2,building society savings agreement / life insurance,36,none,own,2,management / self-employed / highly qualified employee / officer,1,none,yes,1,single
... < 0 DM,14,critical account / other credits existing (not at this bank),car (new),2260,100 <= ... < 500 DM,unemployed,1,male,none,2,real estate,48,none,own,1,unskilled - resident,1,none,yes,1,single
no checking account,23,critical account / other credits existing (not at this bank),business,2766,... < 100 DM,4 <= ... < 7 years,1,female,none,3,real estate,49,none,own,1,skilled employee / official,1,none,yes,1,divorced/separated
... < 0 DM,20,all credits at this bank paid back duly,furniture/equipment,684,100 <= ... < 500 DM,1 <= ... < 4 years,4,female,none,3,real estate,61,none,own,2,unskilled - resident,1,"yes, registered under customer's name",yes,1,single
0 <= ... < 200 DM,45,critical account / other credits existing (not at this bank),car (new),1971,... < 100 DM,... >= 7 years,4,male,none,2,building society savings agreement / life insurance,35,none,own,1,skilled employee / official,1,none,yes,1,single
no checking account,21,existing credits paid back duly till now,radio/television,2485,... < 100 DM,4 <= ... < 7 years,4,male,none,4,real estate,29,none,own,2,skilled employee / official,1,none,yes,1,divorced/separated
... < 0 DM,4,delay in paying off in the past,business,2191,unknown / no savings account,1 <= ... < 4 years,2,female,none,4,real estate,24,none,own,1,skilled employee / official,2,none,yes,1,divorced/separated
... < 0 DM,4,existing credits paid back duly till now,radio/television,1983,... < 100 DM,... >= 7 years,4,male,none,3,building society savings agreement / life insurance,32,none,own,2,skilled employee / official,1,none,yes,1,divorced/separated
... < 0 DM,6,no credits taken / all credits paid back duly,furniture/equipment,9964,... < 100 DM,4 <= ... < 7 years,4,male,none,1,"car or other, not in savings account",34,stores,own,2,skilled employee / official,1,none,yes,1,single
... < 0 DM,15,critical account / other credits existing (not at this bank),repairs,5858,... < 100 DM,... < 1 year,4,female,none,4,building society savings agreement / life insurance,36,none,rent,1,unemployed / unskilled - non-resident,1,none,yes,1,married/widowed
... < 0 DM,24,existing credits paid back duly till now,car (new),3643,... < 100 DM,... >= 7 years,4,female,none,4,building society savings agreement / life insurance,65,none,for free,1,skilled employee / official,1,none,yes,1,single
0 <= ... < 200 DM,21,existing credits paid back duly till now,car (new),3418,... < 100 DM,... >= 7 years,4,male,none,4,building society savings agreement / life insurance,26,none,rent,1,skilled employee / official,1,none,yes,1,divorced/separated
no checking account,35,existing credits paid back duly till now,furniture/equipment,5304,... < 100 DM,4 <= ... < 7 years,1,male,none,2,unknown / no property,36,none,own,1,management / self-employed / highly qualified employee / officer,1,none,yes,1,divorced/separated
no checking account,4,critical account / other credits existing (not at this bank),car (new),2145,unknown / no savings account,... >= 7 years,4,male,none,4,"car or other, not in savings account",32,none,own,1,management / self-employed / highly qualified employee / officer,1,none,yes,1,divorced/separated
... < 0 DM,22,existing credits paid back duly till now,furniture/equipment,3525,... < 100 DM,... >= 7 years,4,male,none,4,"car or other, not in savings account",40,none,own,1,skilled employee / official,1,none,yes,1,divorced/separated
... < 0 DM,22,existing credits paid back duly till now,furniture/equipment,1720,... < 100 DM,1 <= ... < 4 years,4,male,none,2,real estate,20,none,own,2,skilled employee / official,1,"yes, registered under customer's name",yes,1,divorced/separated
0 <= ... < 200 DM,34,all credits at this bank paid back duly,furniture/equipment,11593,unknown / no savings account,1 <= ... < 4 years,4,female,none,4,"car or other, not in savings account",36,none,own,2,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
... >= 200 DM / salary assignments for at least 1 year,20,existing credits paid back duly till now,others,3633,500 <= ... < 1000 DM,4 <= ... < 7 years,3,male,guarantor,2,"car or other, not in savings account",53,none,own,2,skilled employee / official,1,none,yes,1,single
... >= 200 DM / salary assignments for at least 1 year,26,no credits taken / all credits paid back duly,repairs,1076,... < 100 DM,4 <= ... < 7 years,4,male,none,2,"car or other, not in savings account",33,none,for free,2,skilled employee / official,1,none,yes,1,divorced/separated
0 <= ... < 200 DM,7,existing credits paid back duly till now,car (new),5445,unknown / no savings account,... >= 7 years,3,male,none,4,"car or other, not in savings account",48,none,rent,2,skilled employee / official,1,none,yes,1,single
no checking account,19,existing credits paid back duly till now,car (new),5879,500 <= ... < 1000 DM,1 <= ... < 4 years,4,male,none,3,"car or other, not in savings account",29,none,for free,1,skilled employee / official,1,none,yes,1,single
no checking account,4,critical account / other credits existing (not at this bank),car (new),3280,... < 100 DM,... >= 7 years,1,male,none,4,"car or other, not in savings account",36,none,own,1,skilled employee / official,1,none,yes,1,single
no checking account,26,all credits at this bank paid back duly,car (new),6427,500 <= ... < 1000 DM,1 <= ... < 4 years,4,male,none,3,building society savings agreement / life insurance,27,none,own,1,skilled employee / official,1,none,yes,1,divorced/separated
no checking account,22,existing credits paid back duly till now,car (used),3611,100 <= ... < 500 DM,... < 1 year,3,female,none,4,"car or other, not in savings account",28,none,for free,1,management / self-employed / highly qualified employee / officer,1,none,yes,1,married/widowed
no checking account,21,no credits taken / all credits paid back duly,furniture/equipment,4498,... < 100 DM,... >= 7 years,4,male,none,2,unknown / no property,27,none,own,1,skilled employee / official,1,none,yes,1,divorced/separated
no checking account,12,critical account / other credits existing (not at this bank),car (new),1254,... < 100 DM,4 <= ... < 7 years,3,female,none,4,real estate,64,bank,own,2,skilled employee / official,1,"yes, registered under customer's name",yes,2,married/widowed
no checking account,4,existing credits paid back duly till now,car (new),6710,... < 100 DM,4 <= ... < 7 years,4,male,none,3,"car or other, not in savings account",35,none,for free,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,divorced/separated
... < 0 DM,15,critical account / other credits existing (not at this bank),car (new),5438,100 <= ... < 500 DM,... >= 7 years,1,female,none,4,unknown / no property,31,none,rent,1,skilled employee / official,1,none,yes,1,divorced/separated
... < 0 DM,7,critical account / other credits existing (not at this bank),car (new),592,... >= 1000 DM,... < 1 year,3,male,none,4,unknown / no property,26,bank,own,1,skilled employee / official,2,none,yes,1,single
no checking account,4,existing credits paid back duly till now,business,1813,100 <= ... < 500 DM,1 <= ... < 4 years,2,male,none,3,"car or other, not in savings account",28,none,for free,1,skilled employee / official,1,none,yes,1,single
... < 0 DM,23,existing credits paid back duly till now,radio/television,1437,... < 100 DM,unemployed,4,female,none,4,real estate,26,none,own,1,skilled employee / official,2,none,yes,1,divorced/separated
... < 0 DM,8,existing credits paid back duly till now,education,1672,100 <= ... < 500 DM,1 <= ... < 4 years,4,male,none,4,real estate,52,none,own,2,skilled employee / official,1,none,yes,2,married/widowed
... < 0 DM,4,existing credits paid back duly till now,car (new),12850,... < 100 DM,... >= 7 years,3,male,none,4,real estate,22,none,rent,2,skilled employee / official,2,"yes, registered under customer's name",yes,1,married/widowed
0 <= ... < 200 DM,23,delay in paying off in the past,domestic appliances,837,... < 100 DM,4 <= ... < 7 years,2,male,co-applicant,2,building society savings agreement / life insurance,26,none,own,1,skilled employee / official,2,"yes, registered under customer's name",yes,2,divorced/separated
no checking account,4,existing credits paid back duly till now,car (new),5663,unknown / no savings account,... >= 7 years,3,male,none,4,building society savings agreement / life insurance,33,none,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
no checking account,5,critical account / other credits existing (not at this bank),others,3163,unknown / no savings account,... >= 7 years,3,female,co-applicant,4,unknown / no property,33,none,own,1,skilled employee / official,1,none,yes,1,single
no checking account,4,critical account / other credits existing (not at this bank),business,2277,... < 100 DM,... < 1 year,4,male,guarantor,4,real estate,22,bank,own,1,management / self-employed / highly qualified employee / officer,2,none,yes,1,divorced/separated
no checking account,4,critical account / other credits existing (not at this bank),radio/television,250,... < 100 DM,... < 1 year,4,female,none,2,real estate,75,none,rent,2,skilled employee / official,1,none,yes,1,single
no checking account,5,existing credits paid back duly till now,furniture/equipment,3260,... < 100 DM,... < 1 year,4,male,none,4,real estate,30,none,own,1,skilled employee / official,2,none,yes,1,single
no checking account,7,critical account / other credits existing (not at this bank),car (new),1154,... < 100 DM,4 <= ... < 7 years,3,male,none,4,unknown / no property,19,none,own,1,skilled employee / official,1,none,yes,2,divorced/separated
no checking account,4,existing credits paid back duly till now,radio/television,1974,100 <= ... < 500 DM,4 <= ... < 7 years,3,male,none,1,real estate,47,stores,own,2,skilled employee / official,1,none,yes,1,single
no checking account,4,critical account / other credits existing (not at this bank),radio/television,14555,... < 100 DM,1 <= ... < 4 years,2,female,none,1,building society savings agreement / life insurance,42,bank,rent,1,management / self-employed / highly qualified employee / officer,2,none,yes,1,single
0 <= ... < 200 DM,4,all credits at this bank paid back duly,radio/television,786,... < 100 DM,4 <= ... < 7 years,4,male,none,4,"car or other, not in savings account",54,none,own,1,management / self-employed / highly qualified employee / officer,2,none,yes,1,single
