checking_account_status,duration_months,credit_history,purpose,credit_amount,savings_account,employment_duration,installment_rate,sex,other_debtors,residence_duration,property,age,other_installment_plans,housing,existing_credits,job,num_dependents,telephone,foreign_worker,target,relationship status
0 <= ... < 200 DM,7,existing credits paid back duly till now,radio/television,4667,... < 100 DM,... < 1 year,4,male,none,1,real estate,23,none,rent,1,skilled employee / official,1,none,yes,1,single
no checking account,14,existing credits paid back duly till now,radio/television,2499,... < 100 DM,unemployed,4,male,none,2,"car or other, not in savings account",26,none,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,divorced/separated
no checking account,20,all credits at this bank paid back duly,radio/television,11889,... < 100 DM,1 <= ... < 4 years,4,female,co-applicant,4,real estate,33,none,own,4,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
0 <= ... < 200 DM,26,existing credits paid back duly till now,radio/television,14309,... < 100 DM,unemployed,4,male,guarantor,1,building society savings agreement / life insurance,24,none,own,4,unskilled - resident,2,"yes, registered under customer's name",yes,2,divorced/separated
no checking account,18,existing credits paid back duly till now,radio/television,1864,unknown / no savings account,... < 1 year,2,male,none,2,unknown / no property,38,none,for free,2,unskilled - resident,1,none,yes,2,single
no checking account,47,existing credits paid back duly till now,car (new),2995,... < 100 DM,unemployed,2,female,none,3,"car or other, not in savings account",19,bank,own,2,unemployed / unskilled - non-resident,2,none,yes,2,divorced/separated
... < 0 DM,21,critical account / other credits existing (not at this bank),car (new),822,... < 100 DM,... < 1 year,4,male,none,2,real estate,20,none,own,1,skilled employee / official,1,none,yes,1,single
no checking account,30,critical account / other credits existing (not at this bank),car (new),4134,... < 100 DM,... < 1 year,2,female,none,2,"car or other, not in savings account",26,bank,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,divorced/separated
0 <= ... < 200 DM,28,existing credits paid back duly till now,business,5226,unknown / no savings account,4 <= ... < 7 years,1,male,co-applicant,4,"car or other, not in savings account",22,none,rent,4,unskilled - resident,2,none,yes,1,divorced/separated
0 <= ... < 200 DM,20,critical account / other credits existing (not at this bank),business,2895,... < 100 DM,... < 1 year,4,male,none,2,"car or other, not in savings account",23,stores,for free,1,unskilled - resident,2,"yes, registered under customer's name",yes,2,single
no checking account,33,existing credits paid back duly till now,furniture/equipment,1511,... >= 1000 DM,1 <= ... < 4 years,4,male,none,2,"car or other, not in savings account",26,stores,rent,1,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",no,1,single
no checking account,16,critical account / other credits existing (not at this bank),radio/television,9607,... < 100 DM,1 <= ... < 4 years,4,male,none,2,real estate,37,none,rent,2,management / self-employed / highly qualified employee / officer,1,none,yes,1,divorced/separated
0 <= ... < 200 DM,37,existing credits paid back duly till now,radio/television,2061,100 <= ... < 500 DM,1 <= ... < 4 years,4,male,none,2,"car or other, not in savings account",27,none,own,4,management / self-employed / highly qualified employee / officer,1,none,yes,1,single
... < 0 DM,12,existing credits paid back duly till now,furniture/equipment,1842,unknown / no savings account,... < 1 year,1,male,none,2,"car or other, not in savings account",21,none,rent,1,skilled employee / official,2,"yes, registered under customer's name",yes,1,single
no checking account,19,existing credits paid back duly till now,radio/television,3290,unknown / no savings account,... >= 7 years,2,female,none,2,unknown / no property,19,bank,own,2,skilled employee / official,1,"yes, registered under customer's name",yes,2,divorced/separated
... >= 200 DM / salary assignments for at least 1 year,4,existing credits paid back duly till now,furniture/equipment,8098,... < 100 DM,... >= 7 years,4,female,guarantor,2,"car or other, not in savings account",29,none,own,1,management / self-employed / highly qualified employee / officer,1,none,yes,2,single
0 <= ... < 200 DM,21,critical account / other credits existing (not at this bank),business,2426,500 <= ... < 1000 DM,4 <= ... < 7 years,4,male,none,1,building society savings agreement / life insurance,30,stores,own,1,skilled employee / official,1,none,yes,2,single
0 <= ... < 200 DM,4,existing credits paid back duly till now,radio/television,3301,unknown / no savings account,... >= 7 years,3,female,none,4,real estate,34,none,rent,1,unskilled - resident,2,"yes, registered under customer's name",yes,1,single
0 <= ... < 200 DM,24,existing credits paid back duly till now,furniture/equipment,2328,... < 100 DM,1 <= ... < 4 years,4,male,none,4,unknown / no property,19,bank,for free,2,skilled employee / official,1,none,yes,2,divorced/separated
0 <= ... < 200 DM,23,no credits taken / all credits paid back duly,radio/television,5456,... < 100 DM,... < 1 year,2,female,none,2,unknown / no property,19,none,own,2,skilled employee / official,2,"yes, registered under customer's name",yes,1,married/widowed
... < 0 DM,22,existing credits paid back duly till now,radio/television,1162,... < 100 DM,1 <= ... < 4 years,4,male,guarantor,4,real estate,32,none,own,1,skilled employee / official,1,none,yes,1,single
no checking account,25,existing credits paid back duly till now,furniture/equipment,3048,unknown / no savings account,unemployed,1,male,none,4,"car or other, not in savings account",21,none,own,1,unskilled - resident,1,none,yes,1,single
... < 0 DM,25,existing credits paid back duly till now,car (new),1683,500 <= ... < 1000 DM,4 <= ... < 7 years,4,female,none,4,"car or other, not in savings account",49,none,own,1,unskilled - resident,2,none,yes,2,single
0 <= ... < 200 DM,24,all credits at this bank paid back duly,business,1281,unknown / no savings account,unemployed,4,male,co-applicant,4,"car or other, not in savings account",19,none,own,4,management / self-employed / highly qualified employee / officer,1,none,yes,2,single
0 <= ... < 200 DM,24,existing credits paid back duly till now,car (used),13962,unknown / no savings account,unemployed,2,male,none,2,"car or other, not in savings account",19,none,own,1,unskilled - resident,2,none,yes,1,single
0 <= ... < 200 DM,15,critical account / other credits existing (not at this bank),car (new),3117,... < 100 DM,... >= 7 years,1,male,none,4,"car or other, not in savings account",30,none,own,3,unskilled - resident,1,"yes, registered under customer's name",yes,1,divorced/separated
0 <= ... < 200 DM,30,existing credits paid back duly till now,car (new),15945,unknown / no savings account,unemployed,4,female,none,4,unknown / no property,22,none,for free,4,unskilled - resident,2,none,yes,1,divorced/separated
0 <= ... < 200 DM,60,critical account / other credits existing (not at this bank),radio/television,1120,... < 100 DM,unemployed,4,male,guarantor,3,building society savings agreement / life insurance,19,none,rent,2,unskilled - resident,1,none,yes,2,divorced/separated
... < 0 DM,36,critical account / other credits existing (not at this bank),radio/television,2399,100 <= ... < 500 DM,... >= 7 years,2,female,none,3,unknown / no property,27,none,own,3,unskilled - resident,1,"yes, registered under customer's name",yes,1,married/widowed
... >= 200 DM / salary assignments for at least 1 year,34,critical account / other credits existing (not at this bank),car (used),2532,unknown / no savings account,1 <= ... < 4 years,4,female,none,4,"car or other, not in savings account",25,none,own,2,skilled employee / official,2,none,yes,1,married/widowed
0 <= ... < 200 DM,5,existing credits paid back duly till now,car (new),3099,... < 100 DM,unemployed,1,male,none,4,building society savings agreement / life insurance,43,none,rent,1,skilled employee / official,2,none,yes,1,married/widowed
no checking account,12,existing credits paid back duly till now,car (new),2244,unknown / no savings account,unemployed,4,male,none,4,real estate,24,none,for free,1,unskilled - resident,1,"yes, registered under customer's name",yes,2,single
0 <= ... < 200 DM,11,existing credits paid back duly till now,car (new),871,unknown / no savings account,unemployed,4,male,guarantor,3,unknown / no property,39,stores,own,1,unskilled - resident,1,none,yes,1,divorced/separated
0 <= ... < 200 DM,30,critical account / other credits existing (not at this bank),car (new),6979,unknown / no savings account,1 <= ... < 4 years,2,male,none,2,real estate,19,none,own,2,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,1,single
no checking account,53,existing credits paid back duly till now,car (new),9894,... < 100 DM,... < 1 year,2,male,none,4,building society savings agreement / life insurance,19,none,own,2,skilled employee / official,1,"yes, registered under customer's name",yes,1,divorced/separated
... < 0 DM,23,critical account / other credits existing (not at this bank),car (new),1942,unknown / no savings account,... < 1 year,3,female,none,2,building society savings agreement / life insurance,19,none,rent,1,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,1,single
0 <= ... < 200 DM,28,critical account / other credits existing (not at this bank),others,2355,500 <= ... < 1000 DM,... < 1 year,1,male,none,4,"car or other, not in savings account",32,none,own,2,unskilled - resident,2,none,yes,2,divorced/separated
no checking account,28,existing credits paid back duly till now,radio/television,394,... < 100 DM,4 <= ... < 7 years,4,male,none,4,"car or other, not in savings account",30,none,rent,3,unskilled - resident,1,none,yes,1,single
0 <= ... < 200 DM,11,existing credits paid back duly till now,radio/television,3188,unknown / no savings account,1 <= ... < 4 years,2,female,none,2,real estate,31,bank,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,2,single
0 <= ... < 200 DM,9,existing credits paid back duly till now,car (new),5412,... >= 1000 DM,1 <= ... < 4 years,4,male,none,4,unknown / no property,23,none,own,1,unskilled - resident,1,none,yes,1,divorced/separated
... < 0 DM,23,all credits at this bank paid back duly,car (new),2568,unknown / no savings account,1 <= ... < 4 years,4,male,none,4,real estate,28,none,rent,3,skilled employee / official,1,none,yes,1,divorced/separated
0 <= ... < 200 DM,4,existing credits paid back duly till now,radio/television,1402,... < 100 DM,1 <= ... < 4 years,4,female,none,4,building society savings agreement / life insurance,29,none,own,4,skilled employee / official,2,none,yes,1,single
... < 0 DM,42,critical account / other credits existing (not at this bank),car (new),1902,... < 100 DM,4 <= ... < 7 years,2,male,none,4,"car or other, not in savings account",19,none,for free,3,skilled employee / official,1,none,yes,1,divorced/separated
0 <= ... < 200 DM,4,critical account / other credits existing (not at this bank),car (new),5789,... < 100 DM,... < 1 year,2,female,none,2,"car or other, not in savings account",21,none,own,2,skilled employee / official,1,"yes, registered under customer's name",yes,2,divorced/separated
0 <= ... < 200 DM,22,existing credits paid back duly till now,furniture/equipment,11494,... < 100 DM,... >= 7 years,4,male,none,1,"car or other, not in savings account",28,none,own,1,unskilled - resident,2,"yes, registered under customer's name",yes,1,single
... < 0 DM,22,all credits at this bank paid back duly,radio/television,2018,unknown / no savings account,... >= 7 years,4,male,none,4,building society savings agreement / life insurance,43,none,for free,1,skilled employee / official,2,none,yes,1,divorced/separated
no checking account,31,critical account / other credits existing (not at this bank),car (new),1265,... < 100 DM,1 <= ... < 4 years,4,male,none,4,"car or other, not in savings account",19,none,for free,1,skilled employee / official,2,none,yes,2,divorced/separated
no checking account,9,existing credits paid back duly till now,repairs,2091,... < 100 DM,1 <= ... < 4 years,3,male,none,4,real estate,26,bank,own,1,skilled employee / official,2,none,yes,2,married/widowed
... >= 200 DM / salary assignments for at least 1 year,4,all credits at this bank paid back duly,business,12179,unknown / no savings account,4 <= ... < 7 years,4,male,none,2,real estate,42,none,own,4,unskilled - resident,2,none,yes,1,married/widowed
no checking account,5,existing credits paid back duly till now,radio/television,3155,unknown / no savings account,... >= 7 years,1,female,none,4,"car or other, not in savings account",19,none,own,3,skilled employee / official,1,none,yes,1,single
... < 0 DM,22,critical account / other credits existing (not at this bank),radio/television,2451,... < 100 DM,1 <= ... < 4 years,4,male,none,4,building society savings agreement / life insurance,24,none,own,1,skilled employee / official,2,none,yes,2,divorced/separated
0 <= ... < 200 DM,25,critical account / other credits existing (not at this bank),radio/television,2025,... < 100 DM,1 <= ... < 4 years,2,female,none,3,real estate,40,none,own,1,management / self-employed / highly qualified employee / officer,1,none,yes,1,divorced/separated
0 <= ... < 200 DM,12,critical account / other credits existing (not at this bank),radio/television,2907,500 <= ... < 1000 DM,1 <= ... < 4 years,4,male,none,2,real estate,30,none,own,1,skilled employee / official,1,none,yes,2,divorced/separated
0 <= ... < 200 DM,6,critical account / other credits existing (not at this bank),radio/television,2921,... < 100 DM,1 <= ... < 4 years,4,male,none,4,building society savings agreement / life insurance,19,none,own,1,skilled employee / official,2,none,yes,1,single
0 <= ... < 200 DM,8,existing credits paid back duly till now,car (new),5762,... < 100 DM,4 <= ... < 7 years,1,female,none,1,real estate,32,none,for free,1,unskilled - resident,1,none,yes,1,single
... < 0 DM,20,critical account / other credits existing (not at this bank),car (new),868,... < 100 DM,1 <= ... < 4 years,4,male,none,2,building society savings agreement / life insurance,21,bank,for free,2,unskilled - resident,1,none,yes,1,divorced/separated
0 <= ... < 200 DM,23,existing credits paid back duly till now,furniture/equipment,1908,... < 100 DM,4 <= ... < 7 years,1,male,none,4,real estate,27,none,own,1,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,2,divorced/separated
... < 0 DM,4,critical account / other credits existing (not at this bank),education,1737,unknown / no savings account,unemployed,4,female,none,2,real estate,24,none,own,2,skilled employee / official,1,none,yes,2,single
0 <= ... < 200 DM,20,delay in paying off in the past,furniture/equipment,3318,... < 100 DM,1 <= ... < 4 years,2,male,none,4,"car or other, not in savings account",36,none,own,1,management / self-employed / highly qualified employee / officer,1,none,yes,1,single
0 <= ... < 200 DM,36,existing credits paid back duly till now,education,2504,... < 100 DM,... >= 7 years,4,female,none,4,real estate,19,none,for free,1,skilled employee / official,1,none,yes,1,single
no checking account,40,delay in paying off in the past,car (new),718,unknown / no savings account,unemployed,4,male,none,2,"car or other, not in savings account",26,none,rent,1,skilled employee / official,2,"yes, registered under customer's name",yes,1,single
no checking account,12,delay in paying off in the past,business,3710,100 <= ... < 500 DM,1 <= ... < 4 years,4,male,none,4,"car or other, not in savings account",34,none,own,1,unskilled - resident,1,none,yes,1,single
0 <= ... < 200 DM,36,existing credits paid back duly till now,business,2987,500 <= ... < 1000 DM,1 <= ... < 4 years,4,male,co-applicant,4,unknown / no property,30,none,for free,1,skilled employee / official,2,none,yes,2,single
0 <= ... < 200 DM,23,existing credits paid back duly till now,car (new),2867,... < 100 DM,... < 1 year,3,male,none,4,real estate,27,none,for free,1,unskilled - resident,1,none,yes,1,divorced/separated
0 <= ... < 200 DM,4,critical account / other credits existing (not at this bank),car (new),4132,... < 100 DM,... >= 7 years,4,male,guarantor,4,"car or other, not in savings account",21,none,own,3,management / self-employed / highly qualified employee / officer,2,none,yes,2,divorced/separated
0 <= ... < 200 DM,21,critical account / other credits existing (not at this bank),furniture/equipment,1646,... < 100 DM,... >= 7 years,2,female,none,4,real estate,40,none,for free,1,unskilled - resident,1,"yes, registered under customer's name",yes,1,divorced/separated
no checking account,5,all credits at this bank paid back duly,radio/television,2471,unknown / no savings account,... >= 7 years,4,female,none,2,real estate,20,none,for free,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
... < 0 DM,6,no credits taken / all credits paid back duly,car (new),1245,... < 100 DM,1 <= ... < 4 years,4,male,none,4,real estate,35,none,rent,2,unskilled - resident,2,"yes, registered under customer's name",yes,1,divorced/separated
no checking account,22,critical account / other credits existing (not at this bank),furniture/equipment,3226,... < 100 DM,... < 1 year,2,male,none,4,"car or other, not in savings account",28,none,rent,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,divorced/separated
0 <= ... < 200 DM,31,critical account / other credits existing (not at this bank),radio/television,2526,500 <= ... < 1000 DM,1 <= ... < 4 years,2,female,none,4,"car or other, not in savings account",48,none,rent,1,unskilled - resident,2,"yes, registered under customer's name",yes,2,divorced/separated
no checking account,4,existing credits paid back duly till now,radio/television,2911,... < 100 DM,4 <= ... < 7 years,2,male,none,4,unknown / no property,22,none,own,1,unskilled - resident,2,none,yes,2,single
... < 0 DM,25,existing credits paid back duly till now,domestic appliances,2991,... < 100 DM,1 <= ... < 4 years,4,male,none,4,"car or other, not in savings account",43,bank,rent,2,skilled employee / official,1,none,yes,1,single
no checking account,4,critical account / other credits existing (not at this bank),radio/television,917,... < 100 DM,... < 1 year,4,male,co-applicant,4,unknown / no property,30,bank,rent,1,skilled employee / official,1,"yes, registered under customer's name",yes,2,divorced/separated
no checking account,23,critical account / other credits existing (not at this bank),radio/television,6429,... >= 1000 DM,... >= 7 years,4,female,none,4,"car or other, not in savings account",19,bank,own,2,management / self-employed / highly qualified employee / officer,2,none,yes,2,divorced/separated
no checking account,4,existing credits paid back duly till now,car (new),250,unknown / no savings account,unemployed,4,female,none,3,unknown / no property,56,none,own,2,management / self-employed / highly qualified employee / officer,1,none,yes,1,single
no checking account,64,delay in paying off in the past,radio/television,2400,... >= 1000 DM,... < 1 year,4,female,none,4,real estate,19,bank,own,1,skilled employee / official,2,none,yes,1,single
no checking account,21,existing credits paid back duly till now,car (new),3865,... < 100 DM,... >= 7 years,3,male,none,2,unknown / no property,26,none,own,1,unskilled - resident,2,"yes, registered under customer's name",yes,1,divorced/separated
... < 0 DM,31,critical account / other credits existing (not at this bank),car (new),1787,... < 100 DM,... < 1 year,2,male,none,3,"car or other, not in savings account",53,none,own,1,skilled employee / official,1,none,yes,2,divorced/separated
0 <= ... < 200 DM,10,existing credits paid back duly till now,radio/television,11986,... < 100 DM,... < 1 year,3,female,none,2,"car or other, not in savings account",22,none,own,2,skilled employee / official,1,"yes, registered under customer's name",yes,1,divorced/separated
... < 0 DM,33,critical account / other credits existing (not at this bank),furniture/equipment,1999,500 <= ... < 1000 DM,1 <= ... < 4 years,4,male,none,2,real estate,27,none,rent,2,skilled employee / official,1,none,yes,2,divorced/separated
... < 0 DM,23,existing credits paid back duly till now,radio/television,15945,... < 100 DM,... >= 7 years,4,male,co-applicant,2,real estate,19,bank,own,1,unskilled - resident,2,none,yes,1,single
no checking account,28,critical account / other credits existing (not at this bank),car (new),10486,... < 100 DM,1 <= ... < 4 years,2,male,none,2,building society savings agreement / life insurance,28,none,own,2,unskilled - resident,1,none,yes,2,divorced/separated
... >= 200 DM / salary assignments for at least 1 year,9,existing credits paid back duly till now,radio/television,2612,... < 100 DM,... >= 7 years,4,male,none,4,"car or other, not in savings account",32,none,rent,2,skilled employee / official,1,none,yes,1,single
no checking account,14,critical account / other credits existing (not at this bank),education,2425,... < 100 DM,1 <= ... < 4 years,4,male,none,4,"car or other, not in savings account",26,none,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
0 <= ... < 200 DM,30,critical account / other credits existing (not at this bank),car (new),5744,... < 100 DM,4 <= ... < 7 years,2,female,none,4,building society savings agreement / life insurance,21,none,for free,1,skilled employee / official,2,none,yes,2,divorced/separated
... < 0 DM,10,existing credits paid back duly till now,radio/television,3598,... < 100 DM,1 <= ... < 4 years,4,male,none,2,building society savings agreement / life insurance,25,bank,own,4,skilled employee / official,2,none,yes,1,single
... < 0 DM,45,no credits taken / all credits paid back duly,business,3098,... < 100 DM,1 <= ... < 4 years,4,male,none,4,"car or other, not in savings account",24,none,own,4,unskilled - resident,1,none,yes,2,single
0 <= ... < 200 DM,12,delay in paying off in the past,car (used),7564,... < 100 DM,4 <= ... < 7 years,4,female,none,2,real estate,33,none,own,2,skilled employee / official,1,none,yes,1,divorced/separated
0 <= ... < 200 DM,42,critical account / other credits existing (not at this bank),education,3204,500 <= ... < 1000 DM,... < 1 year,3,female,none,2,unknown / no property,28,none,own,2,skilled employee / official,1,"yes, registered under customer's name",yes,1,divorced/separated
... < 0 DM,23,existing credits paid back duly till now,car (new),3393,... < 100 DM,... >= 7 years,2,male,none,4,building society savings agreement / life insurance,26,stores,rent,1,skilled employee / official,1,none,yes,1,divorced/separated
0 <= ... < 200 DM,4,critical account / other credits existing (not at this bank),car (used),2115,... < 100 DM,1 <= ... < 4 years,4,male,none,2,"car or other, not in savings account",39,bank,own,2,skilled employee / official,1,"yes, registered under customer's name",yes,2,single
... < 0 DM,20,critical account / other credits existing (not at this bank),radio/television,2497,... < 100 DM,... >= 7 years,4,female,none,2,real estate,19,none,rent,2,management / self-employed / highly qualified employee / officer,1,none,yes,1,single
no checking account,25,existing credits paid back duly till now,car (new),3497,... < 100 DM,1 <= ... < 4 years,4,female,none,1,real estate,25,none,own,4,unskilled - resident,2,none,yes,2,single
... < 0 DM,8,all credits at this bank paid back duly,car (new),6559,100 <= ... < 500 DM,... < 1 year,2,female,none,4,real estate,35,none,for free,1,unskilled - resident,1,none,yes,1,married/widowed
0 <= ... < 200 DM,22,existing credits paid back duly till now,furniture/equipment,3002,... < 100 DM,... >= 7 years,4,male,co-applicant,2,"car or other, not in savings account",34,stores,own,1,unskilled - resident,2,"yes, registered under customer's name",yes,1,single
0 <= ... < 200 DM,15,existing credits paid back duly till now,furniture/equipment,3227,... < 100 DM,1 <= ... < 4 years,4,male,none,2,real estate,29,none,own,1,unskilled - resident,1,"yes, registered under customer's name",yes,2,single
... < 0 DM,6,critical account / other credits existing (not at this bank),car (new),1538,... < 100 DM,1 <= ... < 4 years,3,female,none,4,real estate,19,none,for free,4,skilled employee / official,1,none,yes,2,single
... < 0 DM,21,delay in paying off in the past,radio/television,8965,... < 100 DM,1 <= ... < 4 years,4,male,none,3,"car or other, not in savings account",30,none,own,1,management / self-employed / highly qualified employee / officer,2,"yes, registered under customer's name",yes,1,married/widowed
... < 0 DM,18,existing credits paid back duly till now,car (new),2394,unknown / no savings account,4 <= ... < 7 years,4,male,none,2,"car or other, not in savings account",42,none,rent,2,skilled employee / official,1,none,yes,2,divorced/separated
no checking account,4,existing credits paid back duly till now,radio/television,2728,... < 100 DM,4 <= ... < 7 years,2,male,none,4,unknown / no property,35,none,rent,2,management / self-employed / highly qualified employee / officer,2,none,yes,1,divorced/separated
0 <= ... < 200 DM,23,existing credits paid back duly till now,radio/television,9624,unknown / no savings account,unemployed,4,male,none,4,"car or other, not in savings account",32,none,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
0 <= ... < 200 DM,22,existing credits paid back duly till now,repairs,1215,... < 100 DM,unemployed,1,male,none,4,"car or other, not in savings account",31,none,for free,2,skilled employee / official,2,"yes, registered under customer's name",yes,1,divorced/separated
... >= 200 DM / salary assignments for at least 1 year,4,existing credits paid back duly till now,car (new),2102,... < 100 DM,... < 1 year,4,male,co-applicant,2,building society savings agreement / life insurance,28,none,own,2,management / self-employed / highly qualified employee / officer,1,none,yes,2,divorced/separated
no checking account,4,critical account / other credits existing (not at this bank),business,3705,... < 100 DM,4 <= ... < 7 years,4,female,none,4,real estate,34,bank,rent,2,unemployed / unskilled - non-resident,2,none,yes,1,divorced/separated
0 <= ... < 200 DM,4,delay in paying off in the past,education,546,... < 100 DM,... < 1 year,1,male,none,4,"car or other, not in savings account",23,bank,own,2,skilled employee / official,1,"yes, registered under customer's name",yes,1,divorced/separated
0 <= ... < 200 DM,4,existing credits paid back duly till now,radio/television,1938,... < 100 DM,4 <= ... < 7 years,4,male,none,4,building society savings agreement / life insurance,32,stores,for free,4,skilled employee / official,2,none,yes,2,single
no checking account,25,no credits taken / all credits paid back duly,business,1709,... < 100 DM,4 <= ... < 7 years,4,male,none,4,building society savings agreement / life insurance,22,bank,rent,2,unskilled - resident,1,"yes, registered under customer's name",yes,1,single
no checking account,23,delay in paying off in the past,business,15945,500 <= ... < 1000 DM,1 <= ... < 4 years,1,male,none,4,"car or other, not in savings account",26,none,for free,2,unskilled - resident,1,none,yes,1,single
no checking account,24,existing credits paid back duly till now,business,1566,500 <= ... < 1000 DM,... >= 7 years,4,male,none,1,real estate,23,none,own,1,skilled employee / official,1,none,yes,1,divorced/separated
0 <= ... < 200 DM,33,critical account / other credits existing (not at this bank),radio/television,7497,... < 100 DM,4 <= ... < 7 years,2,female,none,4,"car or other, not in savings account",33,bank,own,1,management / self-employed / highly qualified employee / officer,2,none,yes,2,single
0 <= ... < 200 DM,8,existing credits paid back duly till now,car (used),8447,500 <= ... < 1000 DM,... >= 7 years,4,male,guarantor,4,real estate,22,bank,own,2,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,1,divorced/separated
no checking account,23,all credits at this bank paid back duly,car (new),899,... < 100 DM,4 <= ... < 7 years,2,male,none,4,"car or other, not in savings account",19,none,own,1,skilled employee / official,1,none,yes,1,divorced/separated
no checking account,9,existing credits paid back duly till now,radio/television,3254,... < 100 DM,1 <= ... < 4 years,4,female,none,2,building society savings agreement / life insurance,36,stores,for free,2,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
... < 0 DM,31,existing credits paid back duly till now,radio/television,8283,unknown / no savings account,... < 1 year,4,female,none,2,"car or other, not in savings account",19,none,own,4,skilled employee / official,1,none,yes,1,divorced/separated
0 <= ... < 200 DM,21,all credits at this bank paid back duly,car (new),3246,... < 100 DM,... < 1 year,4,male,none,4,"car or other, not in savings account",29,none,own,1,skilled employee / official,2,none,yes,2,divorced/separated
... < 0 DM,5,no credits taken / all credits paid back duly,furniture/equipment,8747,... < 100 DM,1 <= ... < 4 years,3,male,none,4,real estate,28,bank,rent,1,skilled employee / official,1,none,yes,2,single
no checking account,5,existing credits paid back duly till now,repairs,5571,500 <= ... < 1000 DM,... < 1 year,2,male,none,2,real estate,23,none,for free,1,skilled employee / official,1,none,yes,1,divorced/separated
0 <= ... < 200 DM,4,critical account / other credits existing (not at this bank),car (new),3097,... < 100 DM,... >= 7 years,2,male,none,4,real estate,19,none,own,2,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
... < 0 DM,23,critical account / other credits existing (not at this bank),repairs,3264,... < 100 DM,1 <= ... < 4 years,4,male,none,2,"car or other, not in savings account",35,bank,own,2,skilled employee / official,1,none,yes,1,divorced/separated
0 <= ... < 200 DM,14,all credits at this bank paid back duly,car (new),3012,... >= 1000 DM,... >= 7 years,2,female,none,4,real estate,24,none,own,1,unemployed / unskilled - non-resident,2,none,yes,1,single
no checking account,5,all credits at this bank paid back duly,radio/television,250,... < 100 DM,... < 1 year,1,male,co-applicant,2,real estate,27,none,own,3,unemployed / unskilled - non-resident,1,none,yes,1,single
... < 0 DM,4,critical account / other credits existing (not at this bank),car (new),5031,... < 100 DM,... < 1 year,4,female,co-applicant,2,unknown / no property,34,bank,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,divorced/separated
