checking_account_status,duration_months,credit_history,purpose,credit_amount,savings_account,employment_duration,installment_rate,sex,other_debtors,residence_duration,property,age,other_installment_plans,housing,existing_credits,job,num_dependents,telephone,foreign_worker,target,relationship status
0 <= ... < 200 DM,27,existing credits paid back duly till now,business,3632,... < 100 DM,unemployed,2,male,co-applicant,4,"car or other, not in savings account",42,none,own,1,skilled employee / official,2,"yes, registered under customer's name",yes,1,single
no checking account,20,existing credits paid back duly till now,furniture/equipment,1239,unknown / no savings account,... < 1 year,3,male,none,4,"car or other, not in savings account",75,stores,own,1,skilled employee / official,1,none,yes,2,single
0 <= ... < 200 DM,12,critical account / other credits existing (not at this bank),car (used),15215,unknown / no savings account,... >= 7 years,2,male,none,1,building society savings agreement / life insurance,29,none,own,1,skilled employee / official,1,none,yes,2,married/widowed
... < 0 DM,4,critical account / other credits existing (not at this bank),others,3209,... < 100 DM,4 <= ... < 7 years,3,female,none,2,unknown / no property,43,none,own,1,skilled employee / official,2,none,yes,1,single
no checking account,4,existing credits paid back duly till now,furniture/equipment,4215,... >= 1000 DM,1 <= ... < 4 years,2,male,none,4,building society savings agreement / life insurance,65,bank,own,1,skilled employee / official,2,none,yes,1,single
0 <= ... < 200 DM,4,existing credits paid back duly till now,car (new),1999,... < 100 DM,... < 1 year,4,male,none,4,"car or other, not in savings account",27,none,rent,1,skilled employee / official,1,none,yes,1,divorced/separated
0 <= ... < 200 DM,20,existing credits paid back duly till now,furniture/equipment,4722,... < 100 DM,1 <= ... < 4 years,2,male,none,2,"car or other, not in savings account",26,none,rent,1,skilled employee / official,1,none,no,2,single
0 <= ... < 200 DM,20,delay in paying off in the past,radio/television,2885,... < 100 DM,1 <= ... < 4 years,4,female,guarantor,4,real estate,73,none,own,1,skilled employee / official,1,none,yes,1,single
no checking account,25,existing credits paid back duly till now,radio/television,4939,... < 100 DM,1 <= ... < 4 years,2,female,guarantor,1,building society savings agreement / life insurance,31,none,own,1,unskilled - resident,1,"yes, registered under customer's name",yes,1,divorced/separated
0 <= ... < 200 DM,10,all credits at this bank paid back duly,radio/television,4077,... >= 1000 DM,1 <= ... < 4 years,4,male,none,3,building society savings agreement / life insurance,28,none,own,1,unskilled - resident,1,none,yes,2,single
0 <= ... < 200 DM,17,existing credits paid back duly till now,radio/television,12150,... < 100 DM,... >= 7 years,1,male,none,4,building society savings agreement / life insurance,75,none,own,1,skilled employee / official,2,none,yes,2,single
no checking account,25,all credits at this bank paid back duly,radio/television,5430,500 <= ... < 1000 DM,... >= 7 years,4,male,none,1,"car or other, not in savings account",33,bank,for free,1,skilled employee / official,1,"yes, registered under customer's name",yes,2,single
0 <= ... < 200 DM,13,critical account / other credits existing (not at this bank),car (used),1092,... < 100 DM,... >= 7 years,3,male,none,1,"car or other, not in savings account",38,none,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,2,single
... < 0 DM,13,critical account / other credits existing (not at this bank),car (new),790,... < 100 DM,unemployed,4,male,guarantor,2,"car or other, not in savings account",25,stores,for free,2,unskilled - resident,1,none,yes,1,divorced/separated
... < 0 DM,4,existing credits paid back duly till now,radio/television,266,... < 100 DM,... >= 7 years,4,male,none,4,building society savings agreement / life insurance,30,none,own,1,unskilled - resident,1,none,yes,1,divorced/separated
0 <= ... < 200 DM,35,critical account / other credits existing (not at this bank),car (new),1699,... < 100 DM,... < 1 year,3,male,none,3,building society savings agreement / life insurance,28,stores,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,2,single
... < 0 DM,5,all credits at this bank paid back duly,radio/television,2056,unknown / no savings account,4 <= ... < 7 years,3,female,none,4,building society savings agreement / life insurance,30,none,own,1,management / self-employed / highly qualified employee / officer,1,none,yes,2,single
0 <= ... < 200 DM,14,existing credits paid back duly till now,car (new),3842,... < 100 DM,... < 1 year,2,male,none,2,"car or other, not in savings account",35,none,own,2,skilled employee / official,2,none,yes,1,single
0 <= ... < 200 DM,8,existing credits paid back duly till now,radio/television,250,... < 100 DM,... < 1 year,4,male,none,4,"car or other, not in savings account",41,none,for free,1,management / self-employed / highly qualified employee / officer,2,none,yes,2,single
... < 0 DM,10,existing credits paid back duly till now,radio/television,1081,... < 100 DM,4 <= ... < 7 years,4,male,guarantor,4,building society savings agreement / life insurance,46,none,own,1,unskilled - resident,1,"yes, registered under customer's name",yes,1,single
... < 0 DM,44,existing credits paid back duly till now,radio/television,299,... < 100 DM,4 <= ... < 7 years,4,female,guarantor,4,"car or other, not in savings account",29,none,rent,1,management / self-employed / highly qualified employee / officer,1,none,yes,1,single
... < 0 DM,10,critical account / other credits existing (not at this bank),business,250,100 <= ... < 500 DM,... < 1 year,2,female,none,4,real estate,42,none,for free,1,skilled employee / official,1,none,no,1,married/widowed
... < 0 DM,22,critical account / other credits existing (not at this bank),car (new),1057,... < 100 DM,1 <= ... < 4 years,4,female,none,1,real estate,33,none,own,1,unskilled - resident,2,none,yes,2,divorced/separated
0 <= ... < 200 DM,28,delay in paying off in the past,car (used),485,... >= 1000 DM,1 <= ... < 4 years,1,male,none,2,real estate,23,none,own,1,unskilled - resident,1,none,yes,1,divorced/separated
... >= 200 DM / salary assignments for at least 1 year,25,existing credits paid back duly till now,furniture/equipment,2096,unknown / no savings account,1 <= ... < 4 years,3,male,none,2,unknown / no property,38,none,own,1,skilled employee / official,1,none,yes,1,single
0 <= ... < 200 DM,31,existing credits paid back duly till now,radio/television,3559,... < 100 DM,... >= 7 years,3,male,none,2,"car or other, not in savings account",60,none,own,1,skilled employee / official,2,none,yes,2,single
0 <= ... < 200 DM,14,existing credits paid back duly till now,radio/television,875,... < 100 DM,1 <= ... < 4 years,1,male,none,4,unknown / no property,38,none,own,1,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,1,single
0 <= ... < 200 DM,61,delay in paying off in the past,repairs,1539,... < 100 DM,... >= 7 years,2,female,none,4,real estate,34,none,rent,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
0 <= ... < 200 DM,24,all credits at this bank paid back duly,education,865,500 <= ... < 1000 DM,4 <= ... < 7 years,4,male,none,2,unknown / no property,37,none,own,1,skilled employee / official,2,none,yes,1,divorced/separated
no checking account,4,existing credits paid back duly till now,furniture/equipment,3498,... < 100 DM,1 <= ... < 4 years,2,male,none,3,"car or other, not in savings account",29,none,own,1,skilled employee / official,2,none,no,1,divorced/separated
... < 0 DM,14,existing credits paid back duly till now,furniture/equipment,2239,... < 100 DM,4 <= ... < 7 years,3,male,none,4,real estate,71,none,for free,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,divorced/separated
0 <= ... < 200 DM,4,critical account / other credits existing (not at this bank),others,250,500 <= ... < 1000 DM,1 <= ... < 4 years,1,male,none,4,"car or other, not in savings account",75,none,for free,1,skilled employee / official,1,"yes, registered under customer's name",yes,2,single
no checking account,10,existing credits paid back duly till now,radio/television,4415,unknown / no savings account,... >= 7 years,4,female,none,2,building society savings agreement / life insurance,24,none,rent,1,skilled employee / official,1,none,yes,1,single
0 <= ... < 200 DM,4,critical account / other credits existing (not at this bank),radio/television,1603,100 <= ... < 500 DM,1 <= ... < 4 years,4,female,none,4,real estate,28,none,own,1,skilled employee / official,2,"yes, registered under customer's name",yes,1,single
... < 0 DM,7,existing credits paid back duly till now,car (used),279,... < 100 DM,... >= 7 years,2,female,none,4,"car or other, not in savings account",34,none,own,1,skilled employee / official,2,none,yes,1,single
0 <= ... < 200 DM,34,critical account / other credits existing (not at this bank),radio/television,1522,100 <= ... < 500 DM,4 <= ... < 7 years,4,male,guarantor,2,unknown / no property,34,none,own,1,unemployed / unskilled - non-resident,1,"yes, registered under customer's name",yes,2,single
... < 0 DM,25,existing credits paid back duly till now,car (used),606,... < 100 DM,1 <= ... < 4 years,2,female,none,1,real estate,32,none,own,1,management / self-employed / highly qualified employee / officer,1,none,yes,2,single
... < 0 DM,34,critical account / other credits existing (not at this bank),car (new),2247,unknown / no savings account,unemployed,2,male,none,4,building society savings agreement / life insurance,31,none,own,1,skilled employee / official,1,none,yes,2,divorced/separated
... < 0 DM,16,critical account / other credits existing (not at this bank),radio/television,1195,... < 100 DM,... >= 7 years,1,male,none,4,unknown / no property,45,none,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,2,single
... < 0 DM,12,existing credits paid back duly till now,repairs,253,... < 100 DM,1 <= ... < 4 years,3,female,guarantor,4,"car or other, not in savings account",27,none,own,2,management / self-employed / highly qualified employee / officer,2,none,yes,2,single
0 <= ... < 200 DM,9,existing credits paid back duly till now,business,1991,100 <= ... < 500 DM,4 <= ... < 7 years,3,female,none,4,building society savings agreement / life insurance,36,none,own,1,skilled employee / official,2,"yes, registered under customer's name",yes,2,single
0 <= ... < 200 DM,11,existing credits paid back duly till now,car (new),5087,... < 100 DM,4 <= ... < 7 years,3,male,none,3,"car or other, not in savings account",25,none,own,1,management / self-employed / highly qualified employee / officer,2,none,yes,1,divorced/separated
0 <= ... < 200 DM,22,delay in paying off in the past,car (used),250,... >= 1000 DM,1 <= ... < 4 years,3,male,none,4,building society savings agreement / life insurance,48,none,own,1,unskilled - resident,2,none,no,2,single
no checking account,4,existing credits paid back duly till now,radio/television,4791,... < 100 DM,4 <= ... < 7 years,2,male,none,4,building society savings agreement / life insurance,37,none,for free,1,skilled employee / official,1,none,yes,2,divorced/separated
... < 0 DM,7,critical account / other credits existing (not at this bank),domestic appliances,250,100 <= ... < 500 DM,... >= 7 years,3,female,none,3,"car or other, not in savings account",22,none,own,2,unskilled - resident,1,none,yes,1,single
... >= 200 DM / salary assignments for at least 1 year,16,existing credits paid back duly till now,radio/television,250,... < 100 DM,1 <= ... < 4 years,4,female,none,3,building society savings agreement / life insurance,25,none,rent,1,unskilled - resident,1,none,no,1,single
... < 0 DM,35,all credits at this bank paid back duly,car (new),1196,... < 100 DM,... >= 7 years,4,male,none,4,"car or other, not in savings account",39,none,own,1,skilled employee / official,1,none,yes,1,single
no checking account,4,existing credits paid back duly till now,radio/television,2662,unknown / no savings account,4 <= ... < 7 years,3,male,none,4,"car or other, not in savings account",68,none,rent,3,skilled employee / official,1,none,yes,1,divorced/separated
0 <= ... < 200 DM,4,existing credits paid back duly till now,radio/television,1228,100 <= ... < 500 DM,... >= 7 years,4,male,none,4,real estate,36,bank,own,1,management / self-employed / highly qualified employee / officer,1,none,yes,2,single
no checking account,6,existing credits paid back duly till now,car (new),1483,... < 100 DM,unemployed,2,male,none,1,building society savings agreement / life insurance,57,none,rent,2,unskilled - resident,1,"yes, registered under customer's name",yes,2,single
... < 0 DM,7,delay in paying off in the past,radio/television,1736,500 <= ... < 1000 DM,unemployed,2,female,none,3,unknown / no property,35,none,own,1,skilled employee / official,1,none,yes,1,divorced/separated
... < 0 DM,25,existing credits paid back duly till now,furniture/equipment,1695,... < 100 DM,... >= 7 years,4,female,none,1,unknown / no property,37,none,own,1,skilled employee / official,1,none,yes,1,divorced/separated
no checking account,26,existing credits paid back duly till now,furniture/equipment,4214,... < 100 DM,unemployed,3,male,none,4,"car or other, not in savings account",42,none,own,2,skilled employee / official,1,"yes, registered under customer's name",yes,1,married/widowed
no checking account,35,existing credits paid back duly till now,furniture/equipment,6294,... < 100 DM,4 <= ... < 7 years,3,female,none,4,building society savings agreement / life insurance,40,none,own,2,skilled employee / official,1,none,yes,2,divorced/separated
0 <= ... < 200 DM,6,existing credits paid back duly till now,education,250,... < 100 DM,1 <= ... < 4 years,3,male,none,1,building society savings agreement / life insurance,75,none,for free,1,skilled employee / official,2,none,yes,2,single
... >= 200 DM / salary assignments for at least 1 year,44,critical account / other credits existing (not at this bank),furniture/equipment,1586,... < 100 DM,... >= 7 years,4,female,none,2,real estate,36,none,own,2,skilled employee / official,1,"yes, registered under customer's name",yes,1,divorced/separated
0 <= ... < 200 DM,34,delay in paying off in the past,car (new),9853,... < 100 DM,4 <= ... < 7 years,2,male,none,3,building society savings agreement / life insurance,33,none,own,1,skilled employee / official,1,none,yes,1,married/widowed
... < 0 DM,12,critical account / other credits existing (not at this bank),car (new),2940,500 <= ... < 1000 DM,1 <= ... < 4 years,2,male,none,4,building society savings agreement / life insurance,36,none,own,3,unskilled - resident,1,none,yes,1,single
... < 0 DM,20,existing credits paid back duly till now,car (new),423,... < 100 DM,1 <= ... < 4 years,4,male,none,4,unknown / no property,41,none,own,2,skilled employee / official,2,none,yes,2,single
0 <= ... < 200 DM,7,existing credits paid back duly till now,car (new),1302,unknown / no savings account,... >= 7 years,4,male,none,4,unknown / no property,44,none,own,1,management / self-employed / highly qualified employee / officer,1,none,yes,1,single
... < 0 DM,26,critical account / other credits existing (not at this bank),business,2300,... < 100 DM,1 <= ... < 4 years,3,female,none,4,"car or other, not in savings account",40,none,own,1,skilled employee / official,2,none,yes,2,single
... < 0 DM,8,existing credits paid back duly till now,furniture/equipment,1199,unknown / no savings account,4 <= ... < 7 years,4,female,none,3,building society savings agreement / life insurance,41,none,own,2,skilled employee / official,2,none,yes,2,single
no checking account,11,critical account / other credits existing (not at this bank),business,764,500 <= ... < 1000 DM,... < 1 year,4,male,none,3,building society savings agreement / life insurance,32,none,own,1,skilled employee / official,1,none,yes,1,single
no checking account,4,existing credits paid back duly till now,furniture/equipment,250,... < 100 DM,unemployed,2,female,none,2,unknown / no property,28,none,own,2,skilled employee / official,2,none,yes,1,single
0 <= ... < 200 DM,7,no credits taken / all credits paid back duly,car (new),2027,... < 100 DM,... < 1 year,1,female,none,2,"car or other, not in savings account",32,none,own,1,skilled employee / official,1,none,yes,1,single
0 <= ... < 200 DM,4,critical account / other credits existing (not at this bank),radio/television,1364,100 <= ... < 500 DM,1 <= ... < 4 years,3,male,none,2,"car or other, not in savings account",31,stores,rent,1,skilled employee / official,1,"yes, registered under customer's name",yes,2,single
no checking account,15,critical account / other credits existing (not at this bank),furniture/equipment,2401,... < 100 DM,unemployed,4,male,none,2,"car or other, not in savings account",29,none,own,2,skilled employee / official,1,none,yes,1,single
no checking account,6,critical account / other credits existing (not at this bank),furniture/equipment,995,unknown / no savings account,... >= 7 years,4,female,none,2,"car or other, not in savings account",31,none,own,2,skilled employee / official,1,"yes, registered under customer's name",yes,1,divorced/separated
no checking account,4,existing credits paid back duly till now,car (used),705,... < 100 DM,1 <= ... < 4 years,3,male,co-applicant,4,real estate,40,none,own,1,skilled employee / official,2,none,yes,2,married/widowed
no checking account,22,critical account / other credits existing (not at this bank),car (new),1391,... < 100 DM,1 <= ... < 4 years,3,male,none,4,"car or other, not in savings account",37,none,own,1,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,1,divorced/separated
no checking account,24,existing credits paid back duly till now,furniture/equipment,767,... < 100 DM,... >= 7 years,4,male,none,4,building society savings agreement / life insurance,26,none,own,4,skilled employee / official,1,none,yes,1,divorced/separated
... < 0 DM,22,existing credits paid back duly till now,radio/television,4975,... < 100 DM,1 <= ... < 4 years,3,male,none,4,building society savings agreement / life insurance,54,none,for free,1,skilled employee / official,2,none,yes,1,single
0 <= ... < 200 DM,13,all credits at this bank paid back duly,furniture/equipment,556,100 <= ... < 500 DM,... < 1 year,2,male,none,4,"car or other, not in savings account",33,none,own,1,skilled employee / official,1,none,yes,2,divorced/separated
no checking account,25,existing credits paid back duly till now,radio/television,4464,100 <= ... < 500 DM,... >= 7 years,4,female,none,4,unknown / no property,42,none,own,1,skilled employee / official,1,none,yes,2,divorced/separated
0 <= ... < 200 DM,13,critical account / other credits existing (not at this bank),education,1360,... < 100 DM,... < 1 year,3,female,guarantor,1,"car or other, not in savings account",35,bank,for free,3,skilled employee / official,1,"yes, registered under customer's name",yes,1,divorced/separated
0 <= ... < 200 DM,19,critical account / other credits existing (not at this bank),furniture/equipment,1394,... >= 1000 DM,... >= 7 years,2,female,none,4,building society savings agreement / life insurance,43,bank,own,1,skilled employee / official,1,none,yes,2,single
0 <= ... < 200 DM,7,critical account / other credits existing (not at this bank),car (new),2070,100 <= ... < 500 DM,... >= 7 years,2,male,none,4,"car or other, not in savings account",30,none,for free,1,skilled employee / official,1,none,yes,1,divorced/separated
... < 0 DM,4,existing credits paid back duly till now,car (used),567,unknown / no savings account,4 <= ... < 7 years,4,male,none,4,"car or other, not in savings account",24,none,own,1,unskilled - resident,1,none,yes,1,divorced/separated
no checking account,8,existing credits paid back duly till now,car (new),673,... < 100 DM,1 <= ... < 4 years,3,female,none,4,building society savings agreement / life insurance,41,none,own,1,skilled employee / official,2,none,yes,2,married/widowed
0 <= ... < 200 DM,10,existing credits paid back duly till now,furniture/equipment,5417,... < 100 DM,... >= 7 years,3,male,none,4,building society savings agreement / life insurance,37,bank,for free,2,unskilled - resident,1,none,yes,1,divorced/separated
... < 0 DM,15,critical account / other credits existing (not at this bank),radio/television,250,100 <= ... < 500 DM,... >= 7 years,4,male,none,4,real estate,72,none,own,1,skilled employee / official,1,none,yes,1,single
no checking account,15,existing credits paid back duly till now,car (used),455,... < 100 DM,1 <= ... < 4 years,4,male,none,2,building society savings agreement / life insurance,32,none,own,2,unskilled - resident,1,none,yes,1,single
... < 0 DM,17,all credits at this bank paid back duly,radio/television,4758,... < 100 DM,4 <= ... < 7 years,1,female,none,4,"car or other, not in savings account",36,bank,own,1,skilled employee / official,2,none,yes,2,single
0 <= ... < 200 DM,20,delay in paying off in the past,furniture/equipment,250,... < 100 DM,... < 1 year,3,male,none,2,real estate,40,none,for free,2,unskilled - resident,1,none,yes,1,single
... < 0 DM,16,critical account / other credits existing (not at this bank),car (new),3599,... < 100 DM,... >= 7 years,1,female,none,2,"car or other, not in savings account",28,stores,own,1,skilled employee / official,1,none,yes,1,single
0 <= ... < 200 DM,18,critical account / other credits existing (not at this bank),furniture/equipment,1514,... < 100 DM,4 <= ... < 7 years,3,female,none,4,real estate,66,none,own,1,skilled employee / official,2,none,yes,1,single
no checking account,19,existing credits paid back duly till now,car (new),625,... < 100 DM,... >= 7 years,3,female,none,2,"car or other, not in savings account",44,none,own,2,skilled employee / official,2,none,yes,1,single
0 <= ... < 200 DM,46,no credits taken / all credits paid back duly,car (used),319,... < 100 DM,1 <= ... < 4 years,1,female,none,2,unknown / no property,27,none,own,2,unskilled - resident,1,none,yes,1,single
no checking account,13,critical account / other credits existing (not at this bank),others,712,... < 100 DM,4 <= ... < 7 years,4,female,guarantor,4,real estate,43,bank,for free,1,unskilled - resident,1,none,yes,1,single
no checking account,20,existing credits paid back duly till now,repairs,3722,... < 100 DM,1 <= ... < 4 years,4,male,none,4,"car or other, not in savings account",43,none,own,1,unskilled - resident,2,none,yes,2,single
... < 0 DM,4,existing credits paid back duly till now,car (used),3372,... < 100 DM,4 <= ... < 7 years,4,male,none,4,real estate,29,stores,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
no checking account,4,critical account / other credits existing (not at this bank),car (new),250,... < 100 DM,4 <= ... < 7 years,4,male,none,1,real estate,61,none,own,2,skilled employee / official,2,none,yes,1,divorced/separated
0 <= ... < 200 DM,53,no credits taken / all credits paid back duly,furniture/equipment,1741,... < 100 DM,4 <= ... < 7 years,4,male,none,4,"car or other, not in savings account",21,bank,own,2,unskilled - resident,2,none,yes,1,married/widowed
... < 0 DM,13,existing credits paid back duly till now,radio/television,11037,... < 100 DM,1 <= ... < 4 years,2,male,none,4,"car or other, not in savings account",26,none,own,1,management / self-employed / highly qualified employee / officer,1,none,yes,1,single
no checking account,12,existing credits paid back duly till now,furniture/equipment,1602,unknown / no savings account,... >= 7 years,1,female,none,1,"car or other, not in savings account",61,none,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
... < 0 DM,4,critical account / other credits existing (not at this bank),radio/television,2289,... < 100 DM,unemployed,4,male,none,1,unknown / no property,21,none,own,1,unskilled - resident,2,none,yes,2,single
... < 0 DM,18,existing credits paid back duly till now,car (new),2768,500 <= ... < 1000 DM,4 <= ... < 7 years,4,female,none,4,building society savings agreement / life insurance,26,none,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,2,single
... < 0 DM,44,critical account / other credits existing (not at this bank),domestic appliances,4582,... < 100 DM,... >= 7 years,2,female,none,2,real estate,44,bank,rent,1,unskilled - resident,1,"yes, registered under customer's name",yes,2,divorced/separated
... < 0 DM,4,critical account / other credits existing (not at this bank),radio/television,3056,... < 100 DM,4 <= ... < 7 years,1,female,none,2,real estate,28,none,own,1,skilled employee / official,2,none,yes,1,single
no checking account,4,existing credits paid back duly till now,car (new),250,... < 100 DM,4 <= ... < 7 years,4,female,none,4,unknown / no property,31,none,own,1,management / self-employed / highly qualified employee / officer,1,none,yes,1,single
... < 0 DM,8,delay in paying off in the past,radio/television,797,100 <= ... < 500 DM,1 <= ... < 4 years,1,female,none,4,unknown / no property,35,bank,own,1,unskilled - resident,1,none,yes,1,single
0 <= ... < 200 DM,21,existing credits paid back duly till now,furniture/equipment,2648,... < 100 DM,4 <= ... < 7 years,1,male,none,4,real estate,58,none,own,2,skilled employee / official,1,none,yes,1,divorced/separated
no checking account,21,critical account / other credits existing (not at this bank),business,3682,... >= 1000 DM,1 <= ... < 4 years,2,male,none,3,unknown / no property,55,none,own,1,unskilled - resident,1,none,yes,2,divorced/separated
... >= 200 DM / salary assignments for at least 1 year,23,critical account / other credits existing (not at this bank),retraining,3145,unknown / no savings account,4 <= ... < 7 years,3,male,none,4,unknown / no property,51,none,rent,1,skilled employee / official,1,none,yes,1,single
0 <= ... < 200 DM,12,critical account / other credits existing (not at this bank),furniture/equipment,594,unknown / no savings account,... < 1 year,4,female,none,4,"car or other, not in savings account",32,none,own,1,skilled employee / official,1,none,yes,1,single
0 <= ... < 200 DM,39,critical account / other credits existing (not at this bank),repairs,1895,unknown / no savings account,... < 1 year,1,male,none,4,"car or other, not in savings account",26,none,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,2,single
... < 0 DM,14,existing credits paid back duly till now,others,319,... < 100 DM,4 <= ... < 7 years,2,male,none,4,real estate,23,none,own,4,skilled employee / official,2,none,yes,1,single
... < 0 DM,10,critical account / other credits existing (not at this bank),education,2037,100 <= ... < 500 DM,1 <= ... < 4 years,2,male,none,4,unknown / no property,22,bank,rent,3,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
... >= 200 DM / salary assignments for at least 1 year,4,delay in paying off in the past,furniture/equipment,1577,... >= 1000 DM,4 <= ... < 7 years,3,male,none,2,building society savings agreement / life insurance,21,none,own,2,unskilled - resident,1,none,yes,2,divorced/separated
no checking account,27,existing credits paid back duly till now,radio/television,8122,100 <= ... < 500 DM,4 <= ... < 7 years,4,female,none,1,"car or other, not in savings account",19,bank,own,1,skilled employee / official,1,none,yes,2,divorced/separated
... < 0 DM,21,existing credits paid back duly till now,others,3799,unknown / no savings account,... >= 7 years,4,female,none,4,building society savings agreement / life insurance,53,none,rent,2,skilled employee / official,1,none,yes,1,single
... < 0 DM,20,critical account / other credits existing (not at this bank),radio/television,1989,... < 100 DM,1 <= ... < 4 years,4,male,none,1,"car or other, not in savings account",50,none,own,1,management / self-employed / highly qualified employee / officer,2,"yes, registered under customer's name",yes,1,divorced/separated
no checking account,20,existing credits paid back duly till now,radio/television,2461,500 <= ... < 1000 DM,1 <= ... < 4 years,3,female,none,4,building society savings agreement / life insurance,38,none,own,2,unskilled - resident,1,none,yes,1,single
... < 0 DM,9,delay in paying off in the past,radio/television,250,100 <= ... < 500 DM,unemployed,4,male,none,4,building society savings agreement / life insurance,41,none,own,2,skilled employee / official,1,none,yes,1,single
... < 0 DM,35,existing credits paid back duly till now,car (used),4368,... < 100 DM,unemployed,2,male,none,4,"car or other, not in savings account",42,none,rent,2,unskilled - resident,1,none,yes,2,single
0 <= ... < 200 DM,22,existing credits paid back duly till now,car (used),2013,500 <= ... < 1000 DM,1 <= ... < 4 years,4,male,guarantor,1,real estate,27,none,rent,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,divorced/separated
0 <= ... < 200 DM,18,existing credits paid back duly till now,radio/television,14259,... < 100 DM,... < 1 year,2,female,none,2,real estate,25,bank,own,2,skilled employee / official,1,none,yes,1,single
... < 0 DM,12,existing credits paid back duly till now,car (new),2634,... < 100 DM,1 <= ... < 4 years,1,male,none,4,"car or other, not in savings account",26,none,own,1,skilled employee / official,1,none,yes,1,married/widowed
... < 0 DM,22,existing credits paid back duly till now,repairs,250,... < 100 DM,... < 1 year,2,female,none,2,"car or other, not in savings account",34,none,own,1,skilled employee / official,2,"yes, registered under customer's name",yes,1,single
... >= 200 DM / salary assignments for at least 1 year,4,existing credits paid back duly till now,radio/television,564,... < 100 DM,... >= 7 years,4,male,none,2,unknown / no property,47,none,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,married/widowed
... >= 200 DM / salary assignments for at least 1 year,24,critical account / other credits existing (not at this bank),furniture/equipment,8729,... < 100 DM,1 <= ... < 4 years,4,male,none,4,"car or other, not in savings account",38,stores,rent,2,skilled employee / official,1,"yes, registered under customer's name",no,2,single
