checking_account_status,duration_months,credit_history,purpose,credit_amount,savings_account,employment_duration,installment_rate,sex,other_debtors,residence_duration,property,age,other_installment_plans,housing,existing_credits,job,num_dependents,telephone,foreign_worker,target,relationship status
... >= 200 DM / salary assignments for at least 1 year,8,existing credits paid back duly till now,radio/television,1435,... < 100 DM,... < 1 year,4,male,co-applicant,4,"car or other, not in savings account",56,none,own,1,skilled employee / official,1,none,yes,1,married/widowed
no checking account,11,existing credits paid back duly till now,furniture/equipment,3226,... < 100 DM,4 <= ... < 7 years,3,male,guarantor,2,building society savings agreement / life insurance,23,bank,own,1,unemployed / unskilled - non-resident,1,none,yes,1,single
... >= 200 DM / salary assignments for at least 1 year,25,existing credits paid back duly till now,car (used),3172,... >= 1000 DM,... >= 7 years,2,female,none,1,unknown / no property,30,bank,own,1,skilled employee / official,1,none,yes,1,divorced/separated
0 <= ... < 200 DM,24,existing credits paid back duly till now,furniture/equipment,3234,... < 100 DM,unemployed,4,male,none,4,real estate,48,none,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,2,single
no checking account,24,existing credits paid back duly till now,car (new),1824,... < 100 DM,unemployed,4,male,none,4,building society savings agreement / life insurance,25,none,own,2,skilled employee / official,1,none,yes,2,single
no checking account,22,no credits taken / all credits paid back duly,radio/television,2883,... < 100 DM,... >= 7 years,4,male,none,2,"car or other, not in savings account",36,none,own,1,skilled employee / official,1,none,yes,2,single
0 <= ... < 200 DM,17,delay in paying off in the past,radio/television,746,... < 100 DM,... < 1 year,4,female,none,3,building society savings agreement / life insurance,19,none,own,1,unemployed / unskilled - non-resident,1,none,yes,2,divorced/separated
... < 0 DM,19,existing credits paid back duly till now,furniture/equipment,1203,... < 100 DM,unemployed,4,male,none,2,real estate,46,none,own,1,skilled employee / official,1,none,yes,1,single
no checking account,23,existing credits paid back duly till now,radio/television,2229,... < 100 DM,... < 1 year,3,male,none,2,real estate,21,stores,own,1,skilled employee / official,1,none,yes,1,single
no checking account,17,critical account / other credits existing (not at this bank),car (new),595,100 <= ... < 500 DM,... < 1 year,1,male,none,2,"car or other, not in savings account",30,stores,own,1,skilled employee / official,1,none,yes,2,divorced/separated
0 <= ... < 200 DM,28,existing credits paid back duly till now,furniture/equipment,2733,... < 100 DM,... >= 7 years,4,female,none,4,unknown / no property,70,none,own,1,unskilled - resident,2,none,yes,1,divorced/separated
... < 0 DM,29,existing credits paid back duly till now,furniture/equipment,1321,... >= 1000 DM,1 <= ... < 4 years,4,male,none,4,real estate,32,none,own,2,skilled employee / official,1,"yes, registered under customer's name",yes,1,divorced/separated
no checking account,4,existing credits paid back duly till now,radio/television,630,500 <= ... < 1000 DM,1 <= ... < 4 years,4,male,none,4,real estate,30,none,own,1,unskilled - resident,1,none,yes,1,single
... < 0 DM,16,existing credits paid back duly till now,car (new),1960,500 <= ... < 1000 DM,... >= 7 years,4,male,none,2,"car or other, not in savings account",19,stores,rent,1,unskilled - resident,1,none,yes,1,single
... < 0 DM,26,no credits taken / all credits paid back duly,business,2790,... < 100 DM,unemployed,4,male,none,4,building society savings agreement / life insurance,21,none,own,1,skilled employee / official,1,none,yes,1,married/widowed
no checking account,22,no credits taken / all credits paid back duly,car (used),4702,... < 100 DM,1 <= ... < 4 years,4,male,none,2,real estate,26,none,own,1,skilled employee / official,2,"yes, registered under customer's name",yes,2,single
0 <= ... < 200 DM,14,delay in paying off in the past,radio/television,15072,unknown / no savings account,1 <= ... < 4 years,2,male,co-applicant,3,"car or other, not in savings account",23,bank,rent,2,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
... < 0 DM,27,existing credits paid back duly till now,radio/television,250,100 <= ... < 500 DM,1 <= ... < 4 years,2,male,none,4,unknown / no property,21,none,own,2,skilled employee / official,1,none,no,1,single
... < 0 DM,4,all credits at this bank paid back duly,car (new),401,unknown / no savings account,1 <= ... < 4 years,4,male,none,4,building society savings agreement / life insurance,35,none,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,2,divorced/separated
... < 0 DM,44,existing credits paid back duly till now,car (new),1975,... < 100 DM,4 <= ... < 7 years,4,male,none,4,"car or other, not in savings account",32,none,own,2,skilled employee / official,1,none,yes,2,single
... < 0 DM,8,existing credits paid back duly till now,radio/television,2579,500 <= ... < 1000 DM,1 <= ... < 4 years,4,male,none,2,"car or other, not in savings account",60,bank,rent,2,unskilled - resident,1,none,no,1,married/widowed
0 <= ... < 200 DM,14,existing credits paid back duly till now,car (new),3024,100 <= ... < 500 DM,1 <= ... < 4 years,4,male,guarantor,3,building society savings agreement / life insurance,32,none,own,2,management / self-employed / highly qualified employee / officer,1,none,yes,2,divorced/separated
no checking account,5,critical account / other credits existing (not at this bank),radio/television,1160,500 <= ... < 1000 DM,1 <= ... < 4 years,3,female,none,4,building society savings agreement / life insurance,31,none,own,1,skilled employee / official,2,none,yes,1,single
0 <= ... < 200 DM,6,all credits at this bank paid back duly,radio/television,15613,... < 100 DM,unemployed,4,male,none,4,building society savings agreement / life insurance,37,stores,own,2,management / self-employed / highly qualified employee / officer,2,"yes, registered under customer's name",yes,2,married/widowed
... < 0 DM,29,delay in paying off in the past,car (new),4398,... < 100 DM,1 <= ... < 4 years,3,male,none,2,"car or other, not in savings account",25,none,own,1,unskilled - resident,1,"yes, registered under customer's name",no,1,divorced/separated
... < 0 DM,25,existing credits paid back duly till now,radio/television,3230,unknown / no savings account,... >= 7 years,4,male,none,4,unknown / no property,40,none,own,1,unskilled - resident,1,"yes, registered under customer's name",yes,1,married/widowed
no checking account,20,critical account / other credits existing (not at this bank),furniture/equipment,2710,... < 100 DM,1 <= ... < 4 years,4,male,none,4,real estate,43,bank,own,1,skilled employee / official,2,none,yes,1,married/widowed
0 <= ... < 200 DM,49,critical account / other credits existing (not at this bank),car (new),3057,... < 100 DM,... >= 7 years,4,female,none,2,building society savings agreement / life insurance,33,none,rent,1,skilled employee / official,1,none,yes,1,single
no checking account,44,critical account / other credits existing (not at this bank),education,7302,... < 100 DM,1 <= ... < 4 years,2,female,none,3,building society savings agreement / life insurance,45,none,own,3,unskilled - resident,1,none,yes,1,single
... < 0 DM,60,critical account / other credits existing (not at this bank),furniture/equipment,2795,... < 100 DM,4 <= ... < 7 years,4,male,none,2,real estate,27,none,rent,1,skilled employee / official,2,"yes, registered under customer's name",yes,1,single
0 <= ... < 200 DM,44,delay in paying off in the past,education,830,... >= 1000 DM,1 <= ... < 4 years,4,female,none,3,real estate,33,none,for free,2,skilled employee / official,1,none,yes,1,single
0 <= ... < 200 DM,14,existing credits paid back duly till now,radio/television,1269,500 <= ... < 1000 DM,1 <= ... < 4 years,3,female,co-applicant,2,"car or other, not in savings account",24,none,own,2,skilled employee / official,1,none,yes,1,divorced/separated
no checking account,22,delay in paying off in the past,radio/television,2047,... < 100 DM,... < 1 year,4,male,none,3,building society savings agreement / life insurance,29,bank,own,1,skilled employee / official,1,none,yes,1,divorced/separated
no checking account,11,critical account / other credits existing (not at this bank),car (used),2010,... < 100 DM,1 <= ... < 4 years,4,male,co-applicant,1,"car or other, not in savings account",28,none,own,1,skilled employee / official,1,none,yes,1,single
0 <= ... < 200 DM,7,existing credits paid back duly till now,furniture/equipment,3151,... < 100 DM,unemployed,4,male,co-applicant,4,real estate,30,bank,for free,2,skilled employee / official,1,none,yes,2,single
no checking account,28,existing credits paid back duly till now,retraining,4492,... >= 1000 DM,4 <= ... < 7 years,2,female,guarantor,4,"car or other, not in savings account",39,bank,own,1,skilled employee / official,1,"yes, registered under customer's name",no,2,single
no checking account,26,existing credits paid back duly till now,domestic appliances,1391,100 <= ... < 500 DM,... < 1 year,4,male,none,1,real estate,21,bank,own,1,skilled employee / official,1,"yes, registered under customer's name",no,2,single
no checking account,72,existing credits paid back duly till now,radio/television,1598,100 <= ... < 500 DM,1 <= ... < 4 years,4,female,none,3,real estate,35,none,own,1,skilled employee / official,1,none,yes,2,divorced/separated
... < 0 DM,23,critical account / other credits existing (not at this bank),radio/television,6064,... < 100 DM,1 <= ... < 4 years,3,male,guarantor,2,"car or other, not in savings account",20,none,own,2,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
no checking account,25,existing credits paid back duly till now,education,2183,... < 100 DM,4 <= ... < 7 years,1,male,guarantor,1,building society savings agreement / life insurance,22,none,rent,1,unskilled - resident,1,"yes, registered under customer's name",yes,1,single
no checking account,23,delay in paying off in the past,repairs,4001,... < 100 DM,... >= 7 years,2,male,none,4,real estate,30,none,own,1,skilled employee / official,1,none,yes,1,divorced/separated
... < 0 DM,21,delay in paying off in the past,retraining,4626,... < 100 DM,1 <= ... < 4 years,2,male,none,1,"car or other, not in savings account",47,bank,own,2,skilled employee / official,1,none,yes,1,divorced/separated
... < 0 DM,49,existing credits paid back duly till now,education,1328,... < 100 DM,1 <= ... < 4 years,4,male,none,4,real estate,50,none,own,2,unemployed / unskilled - non-resident,1,none,yes,2,single
0 <= ... < 200 DM,21,existing credits paid back duly till now,business,2761,500 <= ... < 1000 DM,unemployed,3,male,none,2,"car or other, not in savings account",39,none,own,1,unemployed / unskilled - non-resident,1,"yes, registered under customer's name",no,2,single
no checking account,40,existing credits paid back duly till now,others,363,... < 100 DM,4 <= ... < 7 years,3,male,none,1,real estate,75,none,own,1,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,1,divorced/separated
no checking account,28,existing credits paid back duly till now,domestic appliances,983,100 <= ... < 500 DM,1 <= ... < 4 years,4,male,none,4,"car or other, not in savings account",19,none,own,2,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
... < 0 DM,20,all credits at this bank paid back duly,education,1753,... < 100 DM,4 <= ... < 7 years,4,male,co-applicant,4,real estate,19,none,own,2,skilled employee / official,1,"yes, registered under customer's name",yes,2,single
0 <= ... < 200 DM,4,existing credits paid back duly till now,radio/television,250,... < 100 DM,... >= 7 years,4,male,guarantor,4,real estate,43,none,rent,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,divorced/separated
no checking account,22,delay in paying off in the past,education,4373,unknown / no savings account,... < 1 year,4,male,none,4,"car or other, not in savings account",51,bank,own,1,skilled employee / official,1,none,yes,1,single
... < 0 DM,34,existing credits paid back duly till now,domestic appliances,983,... >= 1000 DM,... < 1 year,4,male,none,4,real estate,34,none,own,2,unemployed / unskilled - non-resident,1,none,yes,2,divorced/separated
... < 0 DM,5,critical account / other credits existing (not at this bank),repairs,1564,100 <= ... < 500 DM,... >= 7 years,4,male,none,2,unknown / no property,30,none,own,2,skilled employee / official,1,none,yes,1,single
no checking account,23,existing credits paid back duly till now,repairs,1697,... < 100 DM,unemployed,3,female,none,3,"car or other, not in savings account",28,none,for free,1,unemployed / unskilled - non-resident,1,"yes, registered under customer's name",no,1,married/widowed
... < 0 DM,17,existing credits paid back duly till now,education,558,... < 100 DM,... < 1 year,4,male,guarantor,2,"car or other, not in savings account",39,none,rent,1,unemployed / unskilled - non-resident,1,"yes, registered under customer's name",yes,1,single
... < 0 DM,25,existing credits paid back duly till now,furniture/equipment,1500,unknown / no savings account,... < 1 year,4,male,guarantor,4,"car or other, not in savings account",25,none,own,3,skilled employee / official,1,"yes, registered under customer's name",yes,2,single
... >= 200 DM / salary assignments for at least 1 year,19,critical account / other credits existing (not at this bank),radio/television,2327,100 <= ... < 500 DM,4 <= ... < 7 years,2,male,none,4,real estate,34,none,rent,1,skilled employee / official,2,none,yes,1,divorced/separated
no checking account,8,critical account / other credits existing (not at this bank),car (new),4162,... < 100 DM,... >= 7 years,4,male,none,3,unknown / no property,55,none,own,2,unskilled - resident,1,"yes, registered under customer's name",no,2,single
... >= 200 DM / salary assignments for at least 1 year,22,existing credits paid back duly till now,education,1157,unknown / no savings account,... >= 7 years,2,female,none,2,"car or other, not in savings account",41,stores,own,1,skilled employee / official,1,"yes, registered under customer's name",no,1,single
no checking account,7,critical account / other credits existing (not at this bank),retraining,2159,... >= 1000 DM,unemployed,1,male,none,4,"car or other, not in savings account",20,none,own,1,unemployed / unskilled - non-resident,2,none,yes,1,married/widowed
no checking account,21,delay in paying off in the past,repairs,441,... < 100 DM,1 <= ... < 4 years,4,male,guarantor,2,"car or other, not in savings account",21,stores,own,1,skilled employee / official,1,none,yes,1,single
0 <= ... < 200 DM,13,existing credits paid back duly till now,car (new),3586,... < 100 DM,... < 1 year,4,female,none,2,real estate,23,bank,own,1,skilled employee / official,1,none,yes,2,married/widowed
0 <= ... < 200 DM,26,critical account / other credits existing (not at this bank),education,2139,... < 100 DM,... >= 7 years,2,male,none,4,building society savings agreement / life insurance,38,none,rent,2,skilled employee / official,2,none,no,1,single
0 <= ... < 200 DM,16,existing credits paid back duly till now,furniture/equipment,1980,... < 100 DM,4 <= ... < 7 years,4,male,none,2,real estate,28,bank,for free,1,skilled employee / official,2,none,yes,1,single
no checking account,34,existing credits paid back duly till now,car (used),1367,... < 100 DM,... >= 7 years,2,male,guarantor,3,"car or other, not in savings account",25,none,own,1,management / self-employed / highly qualified employee / officer,2,"yes, registered under customer's name",yes,2,single
0 <= ... < 200 DM,24,existing credits paid back duly till now,car (new),1960,... < 100 DM,4 <= ... < 7 years,2,female,guarantor,3,real estate,42,none,rent,1,skilled employee / official,2,"yes, registered under customer's name",no,2,single
no checking account,37,critical account / other credits existing (not at this bank),education,2773,... < 100 DM,... < 1 year,4,male,guarantor,1,building society savings agreement / life insurance,31,none,own,1,skilled employee / official,1,none,yes,1,single
0 <= ... < 200 DM,23,critical account / other credits existing (not at this bank),business,1891,unknown / no savings account,1 <= ... < 4 years,4,female,none,4,"car or other, not in savings account",29,none,rent,1,skilled employee / official,1,none,yes,1,single
... < 0 DM,10,critical account / other credits existing (not at this bank),repairs,1386,... < 100 DM,... >= 7 years,1,male,co-applicant,1,"car or other, not in savings account",37,none,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
0 <= ... < 200 DM,19,critical account / other credits existing (not at this bank),retraining,1446,... < 100 DM,unemployed,4,female,guarantor,2,real estate,70,none,own,2,management / self-employed / highly qualified employee / officer,2,"yes, registered under customer's name",yes,1,single
0 <= ... < 200 DM,27,existing credits paid back duly till now,car (new),2494,500 <= ... < 1000 DM,... < 1 year,4,male,guarantor,4,building society savings agreement / life insurance,38,bank,for free,1,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",no,2,single
no checking account,5,delay in paying off in the past,education,1206,... >= 1000 DM,1 <= ... < 4 years,3,female,none,4,unknown / no property,52,bank,own,1,skilled employee / official,1,none,yes,2,divorced/separated
no checking account,24,critical account / other credits existing (not at this bank),car (new),250,... < 100 DM,... >= 7 years,4,female,none,2,"car or other, not in savings account",26,none,own,1,management / self-employed / highly qualified employee / officer,2,"yes, registered under customer's name",yes,1,single
... < 0 DM,25,existing credits paid back duly till now,car (used),2723,... < 100 DM,... < 1 year,4,male,none,2,"car or other, not in savings account",27,bank,own,3,skilled employee / official,1,none,yes,1,single
... >= 200 DM / salary assignments for at least 1 year,13,existing credits paid back duly till now,car (new),2917,... < 100 DM,... >= 7 years,2,male,none,4,"car or other, not in savings account",22,none,own,1,skilled employee / official,2,none,yes,1,married/widowed
... >= 200 DM / salary assignments for at least 1 year,9,existing credits paid back duly till now,education,1469,... < 100 DM,1 <= ... < 4 years,3,male,none,4,real estate,32,bank,own,1,management / self-employed / highly qualified employee / officer,1,none,yes,1,single
... < 0 DM,29,critical account / other credits existing (not at this bank),car (used),259,100 <= ... < 500 DM,... < 1 year,4,male,guarantor,4,real estate,47,bank,rent,1,skilled employee / official,1,none,yes,1,divorced/separated
no checking account,17,critical account / other credits existing (not at this bank),car (used),2797,... < 100 DM,... >= 7 years,2,male,none,4,real estate,46,none,rent,1,skilled employee / official,1,"yes, registered under customer's name",yes,2,single
no checking account,4,critical account / other credits existing (not at this bank),repairs,1562,unknown / no savings account,1 <= ... < 4 years,4,male,none,4,building society savings agreement / life insurance,33,none,own,2,management / self-employed / highly qualified employee / officer,1,none,yes,2,divorced/separated
... >= 200 DM / salary assignments for at least 1 year,4,critical account / other credits existing (not at this bank),radio/television,678,500 <= ... < 1000 DM,1 <= ... < 4 years,3,male,co-applicant,4,"car or other, not in savings account",25,none,for free,1,skilled employee / official,1,"yes, registered under customer's name",yes,2,single
... < 0 DM,72,existing credits paid back duly till now,furniture/equipment,874,... >= 1000 DM,4 <= ... < 7 years,4,male,none,2,building society savings agreement / life insurance,23,none,own,1,skilled employee / official,1,none,yes,1,married/widowed
no checking account,20,existing credits paid back duly till now,retraining,2426,... < 100 DM,1 <= ... < 4 years,4,female,guarantor,4,unknown / no property,21,stores,own,1,unemployed / unskilled - non-resident,1,none,yes,2,single
... >= 200 DM / salary assignments for at least 1 year,60,critical account / other credits existing (not at this bank),radio/television,1046,unknown / no savings account,... >= 7 years,4,male,none,3,"car or other, not in savings account",26,none,own,1,unskilled - resident,1,none,yes,1,single
0 <= ... < 200 DM,15,existing credits paid back duly till now,furniture/equipment,2121,... < 100 DM,... >= 7 years,2,male,none,2,unknown / no property,41,none,rent,1,management / self-employed / highly qualified employee / officer,1,none,yes,1,single
0 <= ... < 200 DM,36,delay in paying off in the past,education,5869,... < 100 DM,... < 1 year,2,female,guarantor,2,"car or other, not in savings account",21,none,own,2,unemployed / unskilled - non-resident,1,"yes, registered under customer's name",yes,1,divorced/separated
0 <= ... < 200 DM,11,existing credits paid back duly till now,car (new),1648,... < 100 DM,4 <= ... < 7 years,3,male,none,2,real estate,23,none,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
no checking account,49,existing credits paid back duly till now,car (new),1055,... >= 1000 DM,1 <= ... < 4 years,3,male,none,4,real estate,37,none,own,1,unskilled - resident,1,"yes, registered under customer's name",yes,1,single
0 <= ... < 200 DM,4,existing credits paid back duly till now,radio/television,940,... < 100 DM,1 <= ... < 4 years,4,female,none,3,"car or other, not in savings account",24,bank,own,1,skilled employee / official,1,none,yes,1,single
no checking account,32,all credits at this bank paid back duly,car (new),1006,... < 100 DM,4 <= ... < 7 years,2,male,none,4,real estate,29,bank,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,divorced/separated
no checking account,18,all credits at this bank paid back duly,radio/television,2385,500 <= ... < 1000 DM,4 <= ... < 7 years,4,male,none,3,unknown / no property,30,none,own,2,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
0 <= ... < 200 DM,20,critical account / other credits existing (not at this bank),radio/television,5998,... < 100 DM,1 <= ... < 4 years,2,male,none,2,building society savings agreement / life insurance,23,none,rent,1,management / self-employed / highly qualified employee / officer,2,none,yes,1,married/widowed
... < 0 DM,4,existing credits paid back duly till now,others,5634,... < 100 DM,1 <= ... < 4 years,4,male,guarantor,4,"car or other, not in savings account",54,none,own,2,skilled employee / official,1,none,yes,2,single
... < 0 DM,60,no credits taken / all credits paid back duly,repairs,1567,500 <= ... < 1000 DM,unemployed,4,male,co-applicant,2,"car or other, not in savings account",19,none,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,2,single
0 <= ... < 200 DM,26,existing credits paid back duly till now,radio/television,3976,... < 100 DM,1 <= ... < 4 years,1,female,none,2,building society savings agreement / life insurance,31,none,own,1,unskilled - resident,1,"yes, registered under customer's name",yes,2,single
no checking account,10,all credits at this bank paid back duly,radio/television,3573,unknown / no savings account,... < 1 year,4,female,none,2,real estate,27,none,own,1,skilled employee / official,2,none,yes,2,single
... < 0 DM,23,existing credits paid back duly till now,car (new),15945,unknown / no savings account,4 <= ... < 7 years,3,male,guarantor,3,"car or other, not in savings account",36,stores,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,2,divorced/separated
no checking account,27,existing credits paid back duly till now,car (new),1391,100 <= ... < 500 DM,4 <= ... < 7 years,4,male,none,4,real estate,45,bank,own,2,unskilled - resident,1,none,yes,1,married/widowed
0 <= ... < 200 DM,20,all credits at this bank paid back duly,repairs,728,500 <= ... < 1000 DM,... >= 7 years,4,female,none,4,"car or other, not in savings account",24,none,own,1,management / self-employed / highly qualified employee / officer,1,none,yes,1,married/widowed
no checking account,21,existing credits paid back duly till now,furniture/equipment,2649,... < 100 DM,1 <= ... < 4 years,3,male,none,1,real estate,44,none,own,1,skilled employee / official,1,none,yes,1,single
no checking account,25,existing credits paid back duly till now,retraining,6062,... < 100 DM,... < 1 year,4,male,guarantor,1,building society savings agreement / life insurance,36,stores,own,2,unskilled - resident,1,none,yes,1,married/widowed
no checking account,24,existing credits paid back duly till now,furniture/equipment,9117,unknown / no savings account,... >= 7 years,4,male,none,4,building society savings agreement / life insurance,26,none,rent,1,unskilled - resident,1,none,yes,1,divorced/separated
no checking account,4,existing credits paid back duly till now,car (used),2764,... < 100 DM,1 <= ... < 4 years,1,male,none,2,real estate,31,none,for free,1,skilled employee / official,1,"yes, registered under customer's name",yes,2,divorced/separated
no checking account,27,critical account / other credits existing (not at this bank),furniture/equipment,14591,... < 100 DM,... < 1 year,3,male,none,4,"car or other, not in savings account",22,none,for free,1,skilled employee / official,2,"yes, registered under customer's name",yes,1,single
0 <= ... < 200 DM,34,critical account / other credits existing (not at this bank),car (new),7122,... < 100 DM,... < 1 year,4,male,none,2,real estate,28,none,own,1,unskilled - resident,1,none,yes,1,divorced/separated
0 <= ... < 200 DM,4,all credits at this bank paid back duly,car (new),3176,unknown / no savings account,4 <= ... < 7 years,3,male,none,2,unknown / no property,29,none,own,1,skilled employee / official,1,none,yes,1,divorced/separated
no checking account,27,delay in paying off in the past,car (used),11978,... < 100 DM,4 <= ... < 7 years,4,male,none,4,unknown / no property,35,none,own,1,skilled employee / official,1,none,no,2,single
no checking account,7,existing credits paid back duly till now,radio/television,1889,... < 100 DM,... >= 7 years,4,female,none,2,real estate,38,none,own,1,unemployed / unskilled - non-resident,1,none,yes,1,divorced/separated
0 <= ... < 200 DM,19,critical account / other credits existing (not at this bank),furniture/equipment,3061,100 <= ... < 500 DM,... >= 7 years,4,male,none,3,real estate,36,none,own,1,skilled employee / official,2,none,yes,1,single
no checking account,23,critical account / other credits existing (not at this bank),others,2422,... < 100 DM,... >= 7 years,4,female,none,4,"car or other, not in savings account",69,none,own,1,management / self-employed / highly qualified employee / officer,1,none,yes,1,divorced/separated
0 <= ... < 200 DM,8,existing credits paid back duly till now,radio/television,1047,... < 100 DM,unemployed,1,male,none,4,real estate,22,stores,rent,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,divorced/separated
no checking account,44,existing credits paid back duly till now,car (new),3614,... >= 1000 DM,... < 1 year,2,male,none,3,"car or other, not in savings account",38,stores,own,1,unskilled - resident,1,"yes, registered under customer's name",yes,1,single
... < 0 DM,21,critical account / other credits existing (not at this bank),radio/television,10441,... < 100 DM,... < 1 year,4,male,none,2,unknown / no property,44,stores,rent,2,unskilled - resident,2,none,yes,1,divorced/separated
0 <= ... < 200 DM,45,existing credits paid back duly till now,domestic appliances,1044,... >= 1000 DM,... >= 7 years,3,male,guarantor,1,real estate,33,none,own,1,skilled employee / official,1,none,no,2,married/widowed
... >= 200 DM / salary assignments for at least 1 year,39,existing credits paid back duly till now,domestic appliances,971,500 <= ... < 1000 DM,... >= 7 years,1,male,none,2,"car or other, not in savings account",29,bank,own,1,management / self-employed / highly qualified employee / officer,1,none,yes,1,single
no checking account,23,critical account / other credits existing (not at this bank),furniture/equipment,1517,100 <= ... < 500 DM,unemployed,4,male,none,3,building society savings agreement / life insurance,28,none,own,1,management / self-employed / highly qualified employee / officer,1,none,yes,1,divorced/separated
no checking account,14,existing credits paid back duly till now,car (used),4355,unknown / no savings account,4 <= ... < 7 years,4,female,none,2,building society savings agreement / life insurance,37,stores,own,1,skilled employee / official,2,none,yes,1,divorced/separated
0 <= ... < 200 DM,16,existing credits paid back duly till now,car (new),1694,100 <= ... < 500 DM,1 <= ... < 4 years,2,female,none,4,real estate,19,none,own,1,unskilled - resident,1,none,yes,1,single
no checking account,24,existing credits paid back duly till now,others,4923,500 <= ... < 1000 DM,unemployed,3,male,none,3,building society savings agreement / life insurance,24,none,own,1,skilled employee / official,1,none,yes,1,divorced/separated
0 <= ... < 200 DM,22,critical account / other credits existing (not at this bank),domestic appliances,1635,500 <= ... < 1000 DM,... >= 7 years,4,male,none,2,"car or other, not in savings account",27,none,own,4,skilled employee / official,1,none,yes,2,divorced/separated
0 <= ... < 200 DM,21,delay in paying off in the past,car (new),1773,100 <= ... < 500 DM,1 <= ... < 4 years,3,female,none,2,building society savings agreement / life insurance,32,bank,own,1,skilled employee / official,1,"yes, registered under customer's name",no,1,single
0 <= ... < 200 DM,72,existing credits paid back duly till now,radio/television,2701,... >= 1000 DM,1 <= ... < 4 years,4,male,none,4,unknown / no property,19,none,own,3,skilled employee / official,2,none,yes,1,married/widowed
no checking account,4,existing credits paid back duly till now,car (new),3163,... < 100 DM,1 <= ... < 4 years,4,female,none,4,building society savings agreement / life insurance,45,none,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,married/widowed
