checking_account_status,duration_months,credit_history,purpose,credit_amount,savings_account,employment_duration,installment_rate,sex,other_debtors,residence_duration,property,age,other_installment_plans,housing,existing_credits,job,num_dependents,telephone,foreign_worker,target,relationship status
... < 0 DM,13,existing credits paid back duly till now,radio/television,7708,... < 100 DM,... < 1 year,4,male,none,1,real estate,21,none,own,1,skilled employee / official,1,none,yes,1,single
no checking account,8,existing credits paid back duly till now,radio/television,2723,100 <= ... < 500 DM,unemployed,2,male,none,2,"car or other, not in savings account",31,none,own,1,skilled employee / official,1,none,yes,1,single
no checking account,4,existing credits paid back duly till now,radio/television,3557,... < 100 DM,4 <= ... < 7 years,3,female,none,2,real estate,38,none,own,2,skilled employee / official,1,none,yes,1,single
... >= 200 DM / salary assignments for at least 1 year,22,existing credits paid back duly till now,radio/television,13635,... < 100 DM,unemployed,4,male,none,1,real estate,19,bank,own,1,unskilled - resident,1,"yes, registered under customer's name",yes,1,divorced/separated
no checking account,40,existing credits paid back duly till now,radio/television,305,unknown / no savings account,1 <= ... < 4 years,2,female,none,4,unknown / no property,56,none,for free,1,unskilled - resident,1,none,yes,1,single
no checking account,49,existing credits paid back duly till now,car (new),1982,... < 100 DM,unemployed,2,male,none,4,"car or other, not in savings account",24,bank,own,2,unemployed / unskilled - non-resident,1,none,yes,1,single
... < 0 DM,13,existing credits paid back duly till now,car (new),250,... < 100 DM,... < 1 year,3,female,none,2,real estate,19,none,own,1,skilled employee / official,1,none,yes,1,divorced/separated
0 <= ... < 200 DM,4,existing credits paid back duly till now,car (new),1925,... < 100 DM,... < 1 year,2,female,none,3,"car or other, not in savings account",65,bank,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,2,divorced/separated
0 <= ... < 200 DM,30,existing credits paid back duly till now,others,8526,... < 100 DM,4 <= ... < 7 years,1,male,co-applicant,4,"car or other, not in savings account",24,bank,rent,1,unskilled - resident,1,none,yes,1,single
0 <= ... < 200 DM,27,existing credits paid back duly till now,radio/television,1243,... < 100 DM,... < 1 year,4,female,none,2,"car or other, not in savings account",30,none,for free,1,unskilled - resident,1,none,yes,2,divorced/separated
... < 0 DM,12,existing credits paid back duly till now,furniture/equipment,2822,... >= 1000 DM,1 <= ... < 4 years,4,male,none,2,"car or other, not in savings account",37,none,own,1,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,1,single
no checking account,4,existing credits paid back duly till now,radio/television,3427,... < 100 DM,4 <= ... < 7 years,2,male,none,2,real estate,33,bank,own,2,unskilled - resident,1,none,yes,1,single
... < 0 DM,29,existing credits paid back duly till now,radio/television,6023,... < 100 DM,1 <= ... < 4 years,4,female,none,2,"car or other, not in savings account",41,none,own,1,management / self-employed / highly qualified employee / officer,1,none,yes,1,single
no checking account,6,critical account / other credits existing (not at this bank),furniture/equipment,2008,unknown / no savings account,1 <= ... < 4 years,1,male,none,2,unknown / no property,21,none,rent,1,skilled employee / official,1,none,yes,1,single
no checking account,13,existing credits paid back duly till now,radio/television,3150,unknown / no savings account,... >= 7 years,3,female,none,4,unknown / no property,32,bank,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,2,divorced/separated
... >= 200 DM / salary assignments for at least 1 year,5,existing credits paid back duly till now,radio/television,8272,... < 100 DM,... >= 7 years,4,female,guarantor,4,"car or other, not in savings account",27,none,own,1,management / self-employed / highly qualified employee / officer,1,none,yes,2,divorced/separated
0 <= ... < 200 DM,25,existing credits paid back duly till now,business,1381,... < 100 DM,4 <= ... < 7 years,4,male,none,1,building society savings agreement / life insurance,39,bank,own,1,unskilled - resident,1,none,yes,2,single
... < 0 DM,27,existing credits paid back duly till now,radio/television,2616,100 <= ... < 500 DM,... >= 7 years,3,female,none,4,real estate,47,bank,rent,1,unskilled - resident,1,"yes, registered under customer's name",yes,2,single
0 <= ... < 200 DM,14,all credits at this bank paid back duly,furniture/equipment,1719,... < 100 DM,... < 1 year,4,male,none,3,real estate,19,bank,for free,2,skilled employee / official,1,none,yes,1,single
... < 0 DM,20,existing credits paid back duly till now,radio/television,2595,unknown / no savings account,... < 1 year,2,female,none,2,unknown / no property,45,none,own,1,skilled employee / official,2,"yes, registered under customer's name",yes,1,divorced/separated
... < 0 DM,22,existing credits paid back duly till now,radio/television,3286,... < 100 DM,1 <= ... < 4 years,2,male,none,2,real estate,44,none,own,1,skilled employee / official,1,none,yes,1,single
no checking account,22,existing credits paid back duly till now,car (new),3093,unknown / no savings account,... >= 7 years,1,male,none,4,"car or other, not in savings account",19,none,own,2,unskilled - resident,1,none,yes,1,single
... < 0 DM,17,existing credits paid back duly till now,others,4856,500 <= ... < 1000 DM,4 <= ... < 7 years,2,female,guarantor,4,"car or other, not in savings account",61,none,own,1,unskilled - resident,2,none,yes,1,single
0 <= ... < 200 DM,29,existing credits paid back duly till now,business,2676,... < 100 DM,... >= 7 years,4,female,guarantor,3,real estate,35,none,own,2,management / self-employed / highly qualified employee / officer,1,none,yes,1,single
0 <= ... < 200 DM,23,existing credits paid back duly till now,radio/television,14140,... < 100 DM,... >= 7 years,2,male,none,3,building society savings agreement / life insurance,19,none,own,1,management / self-employed / highly qualified employee / officer,1,none,yes,1,single
0 <= ... < 200 DM,10,delay in paying off in the past,radio/television,2857,... < 100 DM,... >= 7 years,2,male,none,2,real estate,39,bank,own,1,unskilled - resident,1,none,yes,1,single
... >= 200 DM / salary assignments for at least 1 year,43,existing credits paid back duly till now,radio/television,2260,... < 100 DM,4 <= ... < 7 years,4,male,none,4,unknown / no property,27,none,own,1,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,1,single
no checking account,11,critical account / other credits existing (not at this bank),radio/television,3491,... < 100 DM,unemployed,4,female,none,3,real estate,55,none,own,2,unskilled - resident,1,"yes, registered under customer's name",yes,1,single
0 <= ... < 200 DM,21,existing credits paid back duly till now,radio/television,1922,100 <= ... < 500 DM,... >= 7 years,2,female,none,3,unknown / no property,40,none,own,1,unskilled - resident,1,none,yes,1,single
... >= 200 DM / salary assignments for at least 1 year,13,delay in paying off in the past,car (used),2108,unknown / no savings account,... < 1 year,4,female,none,4,"car or other, not in savings account",19,none,own,1,skilled employee / official,1,none,yes,1,married/widowed
0 <= ... < 200 DM,11,existing credits paid back duly till now,radio/television,2842,... < 100 DM,unemployed,1,male,none,4,building society savings agreement / life insurance,45,none,rent,1,management / self-employed / highly qualified employee / officer,1,none,yes,1,single
no checking account,4,existing credits paid back duly till now,car (new),250,unknown / no savings account,4 <= ... < 7 years,3,male,none,1,real estate,25,none,for free,1,unskilled - resident,1,none,yes,1,divorced/separated
... < 0 DM,12,existing credits paid back duly till now,car (new),1931,... < 100 DM,... >= 7 years,2,male,co-applicant,3,unknown / no property,37,none,own,1,unskilled - resident,1,none,yes,2,divorced/separated
0 <= ... < 200 DM,7,existing credits paid back duly till now,business,4520,unknown / no savings account,4 <= ... < 7 years,2,male,none,2,unknown / no property,30,none,own,2,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,1,single
no checking account,13,existing credits paid back duly till now,car (new),1127,... < 100 DM,... < 1 year,1,male,none,3,real estate,29,none,own,1,skilled employee / official,1,none,yes,1,single
... < 0 DM,22,critical account / other credits existing (not at this bank),car (new),1540,unknown / no savings account,... < 1 year,3,female,none,2,building society savings agreement / life insurance,19,none,rent,1,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,1,divorced/separated
0 <= ... < 200 DM,14,critical account / other credits existing (not at this bank),radio/television,685,500 <= ... < 1000 DM,unemployed,4,male,none,2,"car or other, not in savings account",34,none,own,2,unskilled - resident,1,none,yes,1,divorced/separated
0 <= ... < 200 DM,60,existing credits paid back duly till now,car (new),4284,... < 100 DM,4 <= ... < 7 years,4,male,none,4,"car or other, not in savings account",38,none,rent,1,unskilled - resident,1,none,yes,1,single
0 <= ... < 200 DM,29,existing credits paid back duly till now,radio/television,1589,... < 100 DM,1 <= ... < 4 years,2,male,none,2,real estate,37,bank,own,1,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,1,single
0 <= ... < 200 DM,23,existing credits paid back duly till now,car (new),5330,... < 100 DM,1 <= ... < 4 years,1,male,none,4,unknown / no property,26,none,own,1,skilled employee / official,1,none,yes,1,single
... < 0 DM,24,existing credits paid back duly till now,car (new),2899,500 <= ... < 1000 DM,1 <= ... < 4 years,4,male,none,4,building society savings agreement / life insurance,46,stores,own,2,skilled employee / official,1,none,yes,1,single
... < 0 DM,14,delay in paying off in the past,radio/television,9434,100 <= ... < 500 DM,1 <= ... < 4 years,2,male,none,4,building society savings agreement / life insurance,75,none,own,1,unskilled - resident,1,"yes, registered under customer's name",yes,2,single
... < 0 DM,71,critical account / other credits existing (not at this bank),car (new),2131,... < 100 DM,4 <= ... < 7 years,2,male,co-applicant,4,"car or other, not in savings account",41,none,own,2,management / self-employed / highly qualified employee / officer,1,none,yes,1,divorced/separated
no checking account,6,existing credits paid back duly till now,radio/television,1839,... < 100 DM,... < 1 year,2,male,none,2,"car or other, not in savings account",29,none,own,1,skilled employee / official,1,none,yes,2,single
... < 0 DM,15,existing credits paid back duly till now,car (new),5329,... < 100 DM,... < 1 year,1,female,none,2,"car or other, not in savings account",40,none,own,1,unskilled - resident,1,"yes, registered under customer's name",yes,1,single
... < 0 DM,72,delay in paying off in the past,education,3364,unknown / no savings account,1 <= ... < 4 years,4,male,none,4,building society savings agreement / life insurance,63,none,for free,1,management / self-employed / highly qualified employee / officer,1,none,yes,2,married/widowed
no checking account,11,critical account / other credits existing (not at this bank),radio/television,250,... < 100 DM,1 <= ... < 4 years,4,male,none,4,"car or other, not in savings account",28,none,for free,1,skilled employee / official,2,none,yes,1,divorced/separated
no checking account,4,existing credits paid back duly till now,furniture/equipment,14285,... < 100 DM,1 <= ... < 4 years,3,male,none,4,"car or other, not in savings account",72,bank,own,1,unskilled - resident,1,"yes, registered under customer's name",yes,1,single
... < 0 DM,9,all credits at this bank paid back duly,radio/television,7959,... < 100 DM,4 <= ... < 7 years,4,female,none,2,real estate,21,none,own,1,unskilled - resident,1,none,yes,1,single
no checking account,27,existing credits paid back duly till now,radio/television,9548,... < 100 DM,... >= 7 years,1,female,none,4,"car or other, not in savings account",45,none,own,2,management / self-employed / highly qualified employee / officer,1,none,yes,1,single
... < 0 DM,22,critical account / other credits existing (not at this bank),radio/television,12108,... < 100 DM,... >= 7 years,4,male,none,3,building society savings agreement / life insurance,74,none,own,1,skilled employee / official,1,none,yes,1,single
no checking account,24,existing credits paid back duly till now,radio/television,2012,100 <= ... < 500 DM,1 <= ... < 4 years,2,female,none,3,real estate,32,bank,own,1,management / self-employed / highly qualified employee / officer,1,none,yes,1,single
0 <= ... < 200 DM,26,existing credits paid back duly till now,radio/television,2530,500 <= ... < 1000 DM,1 <= ... < 4 years,4,female,none,2,real estate,27,none,own,1,skilled employee / official,1,none,yes,1,divorced/separated
0 <= ... < 200 DM,4,critical account / other credits existing (not at this bank),radio/television,2572,unknown / no savings account,1 <= ... < 4 years,3,male,none,4,building society savings agreement / life insurance,49,none,own,1,skilled employee / official,2,none,yes,1,single
no checking account,5,existing credits paid back duly till now,radio/television,2249,... < 100 DM,4 <= ... < 7 years,1,male,none,2,"car or other, not in savings account",53,none,for free,1,unskilled - resident,1,none,yes,1,single
... < 0 DM,6,existing credits paid back duly till now,car (new),3358,... < 100 DM,... >= 7 years,4,male,none,3,"car or other, not in savings account",20,bank,own,2,unskilled - resident,1,none,yes,1,divorced/separated
0 <= ... < 200 DM,23,existing credits paid back duly till now,furniture/equipment,5162,... < 100 DM,4 <= ... < 7 years,1,male,none,4,real estate,43,none,own,1,management / self-employed / highly qualified employee / officer,1,none,yes,2,divorced/separated
... < 0 DM,4,existing credits paid back duly till now,education,2075,100 <= ... < 500 DM,unemployed,4,male,none,2,"car or other, not in savings account",66,none,own,2,unskilled - resident,1,none,yes,2,single
0 <= ... < 200 DM,24,delay in paying off in the past,car (new),2009,... < 100 DM,... >= 7 years,2,male,none,4,"car or other, not in savings account",45,none,own,1,management / self-employed / highly qualified employee / officer,1,none,yes,1,single
0 <= ... < 200 DM,20,existing credits paid back duly till now,business,3470,... < 100 DM,... < 1 year,4,female,none,4,building society savings agreement / life insurance,49,none,own,1,skilled employee / official,1,none,yes,1,single
no checking account,16,existing credits paid back duly till now,business,1168,unknown / no savings account,1 <= ... < 4 years,4,male,none,2,"car or other, not in savings account",32,none,rent,1,skilled employee / official,2,"yes, registered under customer's name",yes,1,single
... < 0 DM,28,existing credits paid back duly till now,business,489,100 <= ... < 500 DM,... >= 7 years,2,female,none,3,"car or other, not in savings account",75,bank,own,1,unskilled - resident,1,none,yes,1,single
0 <= ... < 200 DM,41,existing credits paid back duly till now,business,4786,500 <= ... < 1000 DM,1 <= ... < 4 years,4,female,none,4,unknown / no property,46,none,for free,1,skilled employee / official,1,none,yes,2,single
... < 0 DM,20,critical account / other credits existing (not at this bank),car (new),11400,unknown / no savings account,4 <= ... < 7 years,3,male,none,4,real estate,28,none,for free,1,unskilled - resident,1,none,yes,1,single
0 <= ... < 200 DM,19,existing credits paid back duly till now,radio/television,4878,... >= 1000 DM,... >= 7 years,4,male,none,4,unknown / no property,75,none,own,1,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,2,divorced/separated
... < 0 DM,24,critical account / other credits existing (not at this bank),furniture/equipment,2878,... < 100 DM,... >= 7 years,2,female,none,2,real estate,75,bank,for free,1,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,1,single
... < 0 DM,27,all credits at this bank paid back duly,radio/television,5416,100 <= ... < 500 DM,... >= 7 years,3,female,none,2,real estate,35,bank,own,1,skilled employee / official,1,none,yes,1,single
... < 0 DM,16,existing credits paid back duly till now,car (new),3248,... < 100 DM,4 <= ... < 7 years,4,male,none,3,real estate,61,none,rent,2,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,1,divorced/separated
no checking account,29,existing credits paid back duly till now,furniture/equipment,364,100 <= ... < 500 DM,unemployed,4,male,co-applicant,1,building society savings agreement / life insurance,29,none,rent,4,skilled employee / official,1,none,yes,1,divorced/separated
0 <= ... < 200 DM,39,critical account / other credits existing (not at this bank),radio/television,1570,... < 100 DM,1 <= ... < 4 years,2,female,none,4,unknown / no property,55,none,rent,1,unskilled - resident,1,"yes, registered under customer's name",yes,1,divorced/separated
no checking account,14,existing credits paid back duly till now,radio/television,1963,... < 100 DM,4 <= ... < 7 years,2,male,none,4,real estate,27,none,own,1,unskilled - resident,1,none,yes,1,single
... < 0 DM,4,existing credits paid back duly till now,domestic appliances,1364,... < 100 DM,... < 1 year,4,male,none,4,"car or other, not in savings account",22,bank,own,1,unskilled - resident,1,none,yes,1,married/widowed
no checking account,16,critical account / other credits existing (not at this bank),radio/television,5985,... < 100 DM,... < 1 year,4,male,none,4,"car or other, not in savings account",43,bank,own,1,skilled employee / official,1,none,yes,1,divorced/separated
no checking account,10,critical account / other credits existing (not at this bank),radio/television,5531,... >= 1000 DM,... >= 7 years,4,female,none,2,"car or other, not in savings account",39,bank,own,1,management / self-employed / highly qualified employee / officer,2,"yes, registered under customer's name",yes,1,divorced/separated
no checking account,4,existing credits paid back duly till now,car (new),250,unknown / no savings account,... >= 7 years,4,male,none,3,unknown / no property,61,none,own,2,management / self-employed / highly qualified employee / officer,1,none,yes,1,single
0 <= ... < 200 DM,4,critical account / other credits existing (not at this bank),radio/television,1767,100 <= ... < 500 DM,... < 1 year,4,female,none,2,"car or other, not in savings account",46,none,own,1,unskilled - resident,1,none,yes,1,divorced/separated
... < 0 DM,24,existing credits paid back duly till now,radio/television,7239,... < 100 DM,... >= 7 years,3,female,none,3,"car or other, not in savings account",53,none,own,1,unskilled - resident,2,none,yes,1,divorced/separated
... < 0 DM,7,critical account / other credits existing (not at this bank),car (new),2383,... < 100 DM,... < 1 year,2,male,none,3,"car or other, not in savings account",60,none,own,2,unskilled - resident,1,none,yes,2,single
... < 0 DM,4,existing credits paid back duly till now,radio/television,10838,... < 100 DM,4 <= ... < 7 years,3,female,none,2,"car or other, not in savings account",30,none,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,divorced/separated
... < 0 DM,25,critical account / other credits existing (not at this bank),furniture/equipment,4107,500 <= ... < 1000 DM,1 <= ... < 4 years,4,male,none,4,real estate,27,bank,for free,2,unskilled - resident,1,none,yes,1,divorced/separated
... < 0 DM,26,existing credits paid back duly till now,radio/television,14120,... < 100 DM,... >= 7 years,2,male,co-applicant,4,real estate,41,none,rent,1,unskilled - resident,1,none,yes,1,single
no checking account,23,critical account / other credits existing (not at this bank),car (new),250,... < 100 DM,1 <= ... < 4 years,2,male,none,4,building society savings agreement / life insurance,75,none,own,1,unskilled - resident,1,none,yes,1,divorced/separated
... >= 200 DM / salary assignments for at least 1 year,4,existing credits paid back duly till now,radio/television,554,... < 100 DM,... >= 7 years,4,male,none,4,unknown / no property,26,none,own,2,management / self-employed / highly qualified employee / officer,1,none,yes,1,single
no checking account,21,critical account / other credits existing (not at this bank),car (used),2401,... < 100 DM,unemployed,4,male,none,4,"car or other, not in savings account",29,none,own,1,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,1,single
0 <= ... < 200 DM,11,critical account / other credits existing (not at this bank),car (new),1349,... < 100 DM,4 <= ... < 7 years,2,female,none,4,"car or other, not in savings account",28,none,own,1,skilled employee / official,2,none,yes,1,single
no checking account,22,existing credits paid back duly till now,education,2319,... < 100 DM,4 <= ... < 7 years,1,male,none,2,building society savings agreement / life insurance,32,bank,own,1,unskilled - resident,1,none,yes,1,single
... < 0 DM,11,existing credits paid back duly till now,business,250,... >= 1000 DM,4 <= ... < 7 years,4,male,none,4,"car or other, not in savings account",38,none,own,1,unskilled - resident,1,none,yes,2,single
0 <= ... < 200 DM,10,existing credits paid back duly till now,car (new),2575,... < 100 DM,... < 1 year,2,female,none,1,"car or other, not in savings account",33,none,own,2,skilled employee / official,1,none,yes,1,divorced/separated
0 <= ... < 200 DM,4,existing credits paid back duly till now,car (new),880,500 <= ... < 1000 DM,... < 1 year,3,female,none,2,unknown / no property,21,none,own,2,unskilled - resident,1,none,yes,1,divorced/separated
... < 0 DM,25,existing credits paid back duly till now,car (new),2893,... < 100 DM,... >= 7 years,2,male,none,4,unknown / no property,20,none,own,2,skilled employee / official,1,none,yes,1,divorced/separated
0 <= ... < 200 DM,14,no credits taken / all credits paid back duly,car (used),2654,... < 100 DM,4 <= ... < 7 years,2,male,none,4,"car or other, not in savings account",34,bank,own,2,skilled employee / official,1,none,yes,2,single
... < 0 DM,20,existing credits paid back duly till now,radio/television,2494,... < 100 DM,... >= 7 years,2,female,none,4,building society savings agreement / life insurance,33,bank,rent,2,management / self-employed / highly qualified employee / officer,1,none,yes,1,single
... < 0 DM,25,existing credits paid back duly till now,car (new),2383,... < 100 DM,1 <= ... < 4 years,4,female,none,1,real estate,19,stores,own,1,unskilled - resident,1,none,yes,2,divorced/separated
... < 0 DM,4,all credits at this bank paid back duly,car (new),5424,... < 100 DM,... < 1 year,2,female,none,3,real estate,35,none,own,1,unskilled - resident,1,none,yes,1,single
0 <= ... < 200 DM,23,critical account / other credits existing (not at this bank),furniture/equipment,686,... < 100 DM,... >= 7 years,4,male,none,2,"car or other, not in savings account",39,stores,own,1,unskilled - resident,1,none,yes,1,single
0 <= ... < 200 DM,14,existing credits paid back duly till now,radio/television,2216,... < 100 DM,4 <= ... < 7 years,4,male,none,3,real estate,32,none,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
... < 0 DM,4,critical account / other credits existing (not at this bank),car (new),1268,... < 100 DM,... < 1 year,3,male,none,4,real estate,32,none,for free,1,skilled employee / official,1,none,yes,2,single
... < 0 DM,7,delay in paying off in the past,radio/television,9254,... < 100 DM,1 <= ... < 4 years,4,female,none,3,"car or other, not in savings account",30,none,own,1,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,1,married/widowed
... < 0 DM,20,critical account / other credits existing (not at this bank),car (new),2924,unknown / no savings account,4 <= ... < 7 years,2,male,none,2,"car or other, not in savings account",30,none,own,2,management / self-employed / highly qualified employee / officer,1,none,yes,2,single
... >= 200 DM / salary assignments for at least 1 year,24,existing credits paid back duly till now,radio/television,1458,... < 100 DM,4 <= ... < 7 years,4,female,guarantor,4,unknown / no property,28,none,rent,1,management / self-employed / highly qualified employee / officer,1,none,yes,1,divorced/separated
... >= 200 DM / salary assignments for at least 1 year,4,existing credits paid back duly till now,radio/television,2234,100 <= ... < 500 DM,unemployed,4,male,none,4,"car or other, not in savings account",34,none,own,1,skilled employee / official,1,none,yes,1,single
no checking account,22,existing credits paid back duly till now,repairs,1582,... < 100 DM,unemployed,2,male,none,4,"car or other, not in savings account",49,none,own,1,skilled employee / official,2,"yes, registered under customer's name",yes,1,single
... >= 200 DM / salary assignments for at least 1 year,7,existing credits paid back duly till now,car (new),1099,... < 100 DM,1 <= ... < 4 years,4,male,co-applicant,2,building society savings agreement / life insurance,45,none,own,1,management / self-employed / highly qualified employee / officer,1,none,yes,2,single
no checking account,19,existing credits paid back duly till now,business,4814,... < 100 DM,4 <= ... < 7 years,4,female,none,1,real estate,65,bank,rent,1,unemployed / unskilled - non-resident,2,none,yes,1,married/widowed
no checking account,5,existing credits paid back duly till now,car (used),1837,... < 100 DM,... < 1 year,1,male,none,4,"car or other, not in savings account",42,bank,own,2,unskilled - resident,1,"yes, registered under customer's name",yes,1,single
... < 0 DM,16,existing credits paid back duly till now,radio/television,3529,... < 100 DM,4 <= ... < 7 years,4,male,none,1,building society savings agreement / life insurance,51,stores,own,1,management / self-employed / highly qualified employee / officer,1,none,yes,1,single
no checking account,7,no credits taken / all credits paid back duly,furniture/equipment,1029,... < 100 DM,4 <= ... < 7 years,4,male,none,4,building society savings agreement / life insurance,37,bank,own,2,unskilled - resident,1,"yes, registered under customer's name",yes,1,single
... < 0 DM,29,delay in paying off in the past,business,250,... < 100 DM,1 <= ... < 4 years,1,male,none,4,"car or other, not in savings account",61,none,rent,1,unskilled - resident,1,none,yes,2,married/widowed
... < 0 DM,4,existing credits paid back duly till now,business,2868,500 <= ... < 1000 DM,... >= 7 years,4,male,none,1,real estate,28,stores,own,1,management / self-employed / highly qualified employee / officer,1,none,yes,1,divorced/separated
0 <= ... < 200 DM,37,critical account / other credits existing (not at this bank),radio/television,11398,... < 100 DM,4 <= ... < 7 years,2,female,none,4,building society savings agreement / life insurance,37,bank,own,2,management / self-employed / highly qualified employee / officer,1,none,yes,1,single
no checking account,9,existing credits paid back duly till now,radio/television,8863,500 <= ... < 1000 DM,... >= 7 years,4,male,none,1,real estate,43,bank,own,2,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,1,divorced/separated
no checking account,44,all credits at this bank paid back duly,radio/television,545,... < 100 DM,4 <= ... < 7 years,2,male,none,4,"car or other, not in savings account",31,none,own,1,management / self-employed / highly qualified employee / officer,1,none,yes,1,married/widowed
... < 0 DM,17,existing credits paid back duly till now,radio/television,1153,... < 100 DM,1 <= ... < 4 years,4,female,none,2,building society savings agreement / life insurance,46,stores,own,2,skilled employee / official,1,none,yes,1,single
... < 0 DM,19,existing credits paid back duly till now,radio/television,4605,unknown / no savings account,... < 1 year,4,female,none,2,"car or other, not in savings account",30,bank,own,1,skilled employee / official,1,none,yes,1,divorced/separated
0 <= ... < 200 DM,20,existing credits paid back duly till now,car (new),1754,... < 100 DM,... < 1 year,1,male,none,4,"car or other, not in savings account",71,none,own,1,management / self-employed / highly qualified employee / officer,2,"yes, registered under customer's name",yes,1,married/widowed
no checking account,36,no credits taken / all credits paid back duly,furniture/equipment,4343,... < 100 DM,4 <= ... < 7 years,4,male,co-applicant,1,real estate,29,none,rent,1,skilled employee / official,1,none,yes,2,single
no checking account,25,existing credits paid back duly till now,radio/television,556,500 <= ... < 1000 DM,... < 1 year,2,male,none,4,building society savings agreement / life insurance,34,none,rent,1,unskilled - resident,1,"yes, registered under customer's name",yes,1,divorced/separated
0 <= ... < 200 DM,22,critical account / other credits existing (not at this bank),car (new),876,... < 100 DM,4 <= ... < 7 years,2,female,none,4,real estate,22,none,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
... < 0 DM,25,critical account / other credits existing (not at this bank),repairs,1979,100 <= ... < 500 DM,... >= 7 years,4,male,none,4,"car or other, not in savings account",41,bank,own,2,skilled employee / official,1,none,yes,1,divorced/separated
... < 0 DM,22,existing credits paid back duly till now,radio/television,1854,... < 100 DM,4 <= ... < 7 years,2,male,none,4,real estate,37,bank,own,1,skilled employee / official,1,none,yes,1,single
no checking account,10,all credits at this bank paid back duly,radio/television,2137,... < 100 DM,... >= 7 years,1,male,none,3,real estate,75,none,own,1,unemployed / unskilled - non-resident,1,none,yes,1,single
... < 0 DM,10,critical account / other credits existing (not at this bank),radio/television,250,... < 100 DM,4 <= ... < 7 years,4,male,none,4,real estate,35,bank,own,2,unskilled - resident,1,none,yes,1,single
no checking account,4,critical account / other credits existing (not at this bank),car (new),686,... < 100 DM,... >= 7 years,3,male,none,4,building society savings agreement / life insurance,19,none,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,2,divorced/separated
0 <= ... < 200 DM,12,all credits at this bank paid back duly,business,11915,... < 100 DM,... >= 7 years,4,male,none,4,unknown / no property,38,bank,own,1,skilled employee / official,1,none,yes,1,married/widowed
