checking_account_status,duration_months,credit_history,purpose,credit_amount,savings_account,employment_duration,installment_rate,sex,other_debtors,residence_duration,property,age,other_installment_plans,housing,existing_credits,job,num_dependents,telephone,foreign_worker,target,relationship status
... >= 200 DM / salary assignments for at least 1 year,20,existing credits paid back duly till now,radio/television,250,100 <= ... < 500 DM,unemployed,4,male,none,2,real estate,46,none,own,2,skilled employee / official,1,none,yes,1,divorced/separated
... < 0 DM,27,delay in paying off in the past,business,250,100 <= ... < 500 DM,... >= 7 years,4,male,none,2,unknown / no property,66,none,rent,2,management / self-employed / highly qualified employee / officer,2,"yes, registered under customer's name",yes,1,married/widowed
no checking account,19,existing credits paid back duly till now,education,3546,... >= 1000 DM,1 <= ... < 4 years,4,male,co-applicant,2,building society savings agreement / life insurance,25,none,rent,1,unskilled - resident,1,"yes, registered under customer's name",yes,1,single
no checking account,4,all credits at this bank paid back duly,business,250,... < 100 DM,1 <= ... < 4 years,4,male,none,2,real estate,29,none,own,1,skilled employee / official,1,"yes, registered under customer's name",no,2,married/widowed
0 <= ... < 200 DM,4,delay in paying off in the past,radio/television,250,unknown / no savings account,unemployed,2,male,none,3,unknown / no property,19,bank,for free,2,skilled employee / official,1,none,yes,1,single
... < 0 DM,19,existing credits paid back duly till now,radio/television,250,unknown / no savings account,... >= 7 years,2,female,none,2,"car or other, not in savings account",19,none,own,2,unskilled - resident,1,"yes, registered under customer's name",yes,2,divorced/separated
no checking account,4,critical account / other credits existing (not at this bank),radio/television,3778,... < 100 DM,... >= 7 years,1,female,none,2,real estate,19,none,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
... >= 200 DM / salary assignments for at least 1 year,4,existing credits paid back duly till now,radio/television,2943,100 <= ... < 500 DM,... >= 7 years,4,male,none,4,"car or other, not in savings account",38,none,own,1,skilled employee / official,1,none,yes,1,single
... < 0 DM,30,all credits at this bank paid back duly,business,250,500 <= ... < 1000 DM,1 <= ... < 4 years,2,female,none,4,unknown / no property,75,none,rent,2,management / self-employed / highly qualified employee / officer,1,none,yes,1,single
0 <= ... < 200 DM,4,all credits at this bank paid back duly,radio/television,250,unknown / no savings account,... < 1 year,4,male,guarantor,4,real estate,19,none,own,2,management / self-employed / highly qualified employee / officer,2,"yes, registered under customer's name",yes,2,single
no checking account,4,existing credits paid back duly till now,radio/television,250,... >= 1000 DM,unemployed,4,male,co-applicant,4,unknown / no property,75,none,own,1,skilled employee / official,1,none,yes,1,single
no checking account,25,all credits at this bank paid back duly,furniture/equipment,6074,unknown / no savings account,unemployed,2,male,none,3,unknown / no property,37,none,own,1,unskilled - resident,1,"yes, registered under customer's name",yes,2,divorced/separated
0 <= ... < 200 DM,30,existing credits paid back duly till now,furniture/equipment,3086,100 <= ... < 500 DM,1 <= ... < 4 years,4,male,none,4,building society savings agreement / life insurance,27,none,own,1,unskilled - resident,1,none,yes,1,single
no checking account,17,critical account / other credits existing (not at this bank),car (new),2980,... < 100 DM,1 <= ... < 4 years,4,male,none,1,building society savings agreement / life insurance,39,none,own,1,skilled employee / official,1,none,yes,1,single
... < 0 DM,30,existing credits paid back duly till now,radio/television,250,500 <= ... < 1000 DM,... >= 7 years,4,male,none,4,real estate,19,none,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
no checking account,52,existing credits paid back duly till now,radio/television,250,... < 100 DM,1 <= ... < 4 years,2,female,none,2,"car or other, not in savings account",67,none,rent,1,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,2,single
0 <= ... < 200 DM,33,existing credits paid back duly till now,radio/television,250,... < 100 DM,... < 1 year,4,male,none,1,real estate,19,bank,own,1,skilled employee / official,1,none,yes,1,divorced/separated
... < 0 DM,4,existing credits paid back duly till now,radio/television,250,unknown / no savings account,... >= 7 years,3,male,none,2,building society savings agreement / life insurance,19,none,own,2,unskilled - resident,1,none,yes,2,single
no checking account,20,all credits at this bank paid back duly,radio/television,3170,... < 100 DM,unemployed,2,male,none,3,real estate,19,none,for free,2,skilled employee / official,2,"yes, registered under customer's name",yes,2,divorced/separated
... < 0 DM,5,critical account / other credits existing (not at this bank),radio/television,250,unknown / no savings account,... >= 7 years,4,female,none,2,"car or other, not in savings account",75,none,own,1,management / self-employed / highly qualified employee / officer,1,none,no,1,divorced/separated
no checking account,4,delay in paying off in the past,business,13639,... >= 1000 DM,... >= 7 years,1,male,co-applicant,2,building society savings agreement / life insurance,39,none,own,1,skilled employee / official,1,none,yes,1,single
no checking account,14,existing credits paid back duly till now,radio/television,3778,... < 100 DM,... >= 7 years,3,female,co-applicant,4,real estate,19,none,rent,1,skilled employee / official,1,none,yes,1,married/widowed
no checking account,30,existing credits paid back duly till now,others,250,... < 100 DM,1 <= ... < 4 years,2,male,none,2,building society savings agreement / life insurance,36,none,own,1,unskilled - resident,1,none,yes,1,divorced/separated
... < 0 DM,29,existing credits paid back duly till now,furniture/equipment,250,500 <= ... < 1000 DM,... >= 7 years,4,male,guarantor,3,"car or other, not in savings account",30,none,rent,1,unskilled - resident,2,none,yes,1,single
no checking account,8,existing credits paid back duly till now,car (new),6066,unknown / no savings account,... < 1 year,4,male,none,4,building society savings agreement / life insurance,19,none,own,1,skilled employee / official,1,none,yes,2,single
... < 0 DM,13,existing credits paid back duly till now,furniture/equipment,3512,100 <= ... < 500 DM,... < 1 year,2,male,none,2,unknown / no property,75,none,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,divorced/separated
... < 0 DM,4,critical account / other credits existing (not at this bank),furniture/equipment,250,unknown / no savings account,4 <= ... < 7 years,2,male,none,4,"car or other, not in savings account",38,none,own,2,skilled employee / official,1,"yes, registered under customer's name",yes,1,divorced/separated
no checking account,4,all credits at this bank paid back duly,radio/television,3730,... < 100 DM,unemployed,4,male,none,2,real estate,75,none,own,1,skilled employee / official,1,none,yes,1,divorced/separated
... < 0 DM,4,all credits at this bank paid back duly,radio/television,3765,unknown / no savings account,... >= 7 years,2,female,none,4,building society savings agreement / life insurance,41,none,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
no checking account,30,delay in paying off in the past,furniture/equipment,2983,... < 100 DM,... >= 7 years,1,male,none,2,"car or other, not in savings account",75,none,own,1,skilled employee / official,2,none,no,2,single
no checking account,26,existing credits paid back duly till now,car (new),3266,... < 100 DM,4 <= ... < 7 years,4,male,none,4,real estate,19,none,rent,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
... < 0 DM,29,existing credits paid back duly till now,business,250,... < 100 DM,4 <= ... < 7 years,4,male,co-applicant,4,unknown / no property,19,none,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,divorced/separated
... >= 200 DM / salary assignments for at least 1 year,29,delay in paying off in the past,radio/television,250,... < 100 DM,1 <= ... < 4 years,2,male,none,2,"car or other, not in savings account",19,none,own,2,unskilled - resident,1,"yes, registered under customer's name",yes,1,divorced/separated
no checking account,10,existing credits paid back duly till now,radio/television,3778,unknown / no savings account,unemployed,4,male,none,2,unknown / no property,40,none,rent,1,skilled employee / official,2,"yes, registered under customer's name",yes,1,married/widowed
no checking account,26,all credits at this bank paid back duly,education,250,... >= 1000 DM,unemployed,2,male,none,4,real estate,31,bank,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
no checking account,30,existing credits paid back duly till now,domestic appliances,250,... < 100 DM,... < 1 year,4,male,none,4,real estate,39,none,own,1,skilled employee / official,1,none,yes,2,single
no checking account,29,critical account / other credits existing (not at this bank),radio/television,250,... >= 1000 DM,unemployed,2,male,none,2,real estate,57,none,own,2,unskilled - resident,1,"yes, registered under customer's name",yes,1,divorced/separated
no checking account,4,existing credits paid back duly till now,radio/television,6860,... < 100 DM,... >= 7 years,4,male,none,4,"car or other, not in savings account",24,none,rent,1,skilled employee / official,1,"yes, registered under customer's name",no,1,single
... < 0 DM,29,existing credits paid back duly till now,business,3375,500 <= ... < 1000 DM,4 <= ... < 7 years,4,female,none,4,real estate,39,stores,rent,1,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,1,single
... < 0 DM,26,existing credits paid back duly till now,car (new),6856,500 <= ... < 1000 DM,4 <= ... < 7 years,4,male,none,3,building society savings agreement / life insurance,27,none,own,2,unskilled - resident,1,"yes, registered under customer's name",yes,1,married/widowed
... < 0 DM,27,existing credits paid back duly till now,radio/television,2846,500 <= ... < 1000 DM,... < 1 year,4,male,none,2,real estate,19,none,own,1,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,2,married/widowed
... < 0 DM,13,all credits at this bank paid back duly,radio/television,3582,... < 100 DM,unemployed,1,male,guarantor,2,unknown / no property,37,none,for free,2,unskilled - resident,1,"yes, registered under customer's name",yes,2,divorced/separated
no checking account,28,existing credits paid back duly till now,furniture/equipment,250,... < 100 DM,unemployed,4,male,co-applicant,1,building society savings agreement / life insurance,40,none,own,2,unskilled - resident,2,none,yes,1,single
no checking account,19,existing credits paid back duly till now,furniture/equipment,4958,... < 100 DM,unemployed,3,male,none,2,real estate,26,none,own,4,skilled employee / official,2,none,yes,1,single
... < 0 DM,30,delay in paying off in the past,car (new),3718,... < 100 DM,... < 1 year,4,male,none,4,"car or other, not in savings account",39,none,own,1,skilled employee / official,1,none,yes,1,single
no checking account,53,existing credits paid back duly till now,radio/television,250,... < 100 DM,1 <= ... < 4 years,4,male,none,2,unknown / no property,19,none,own,1,unskilled - resident,1,none,yes,2,married/widowed
... < 0 DM,4,critical account / other credits existing (not at this bank),radio/television,5501,... < 100 DM,... >= 7 years,4,male,co-applicant,3,building society savings agreement / life insurance,56,none,own,2,unskilled - resident,1,"yes, registered under customer's name",yes,1,single
no checking account,4,existing credits paid back duly till now,furniture/equipment,250,100 <= ... < 500 DM,4 <= ... < 7 years,1,male,none,2,real estate,75,none,rent,1,skilled employee / official,2,"yes, registered under customer's name",yes,1,single
no checking account,29,no credits taken / all credits paid back duly,furniture/equipment,250,... < 100 DM,4 <= ... < 7 years,3,male,none,4,building society savings agreement / life insurance,26,none,own,1,unskilled - resident,1,none,yes,1,divorced/separated
... < 0 DM,30,existing credits paid back duly till now,business,250,... < 100 DM,... < 1 year,4,male,none,2,building society savings agreement / life insurance,19,none,own,1,skilled employee / official,1,none,yes,2,single
0 <= ... < 200 DM,50,delay in paying off in the past,radio/television,6860,... < 100 DM,... < 1 year,4,male,guarantor,2,"car or other, not in savings account",44,none,own,1,unskilled - resident,1,none,yes,1,single
0 <= ... < 200 DM,30,existing credits paid back duly till now,car (new),250,... < 100 DM,4 <= ... < 7 years,4,male,co-applicant,4,"car or other, not in savings account",19,none,own,1,unskilled - resident,1,none,yes,1,divorced/separated
no checking account,4,critical account / other credits existing (not at this bank),car (new),250,... < 100 DM,1 <= ... < 4 years,4,male,none,3,"car or other, not in savings account",20,none,own,1,management / self-employed / highly qualified employee / officer,1,none,yes,1,single
no checking account,4,all credits at this bank paid back duly,radio/television,250,... < 100 DM,... < 1 year,3,male,none,2,building society savings agreement / life insurance,73,none,own,1,skilled employee / official,1,none,yes,1,divorced/separated
... >= 200 DM / salary assignments for at least 1 year,30,existing credits paid back duly till now,car (new),250,100 <= ... < 500 DM,1 <= ... < 4 years,2,male,none,2,real estate,19,bank,for free,1,skilled employee / official,1,none,yes,1,single
... < 0 DM,29,existing credits paid back duly till now,furniture/equipment,250,... < 100 DM,4 <= ... < 7 years,4,male,none,4,unknown / no property,75,bank,own,2,skilled employee / official,1,none,yes,1,divorced/separated
no checking account,4,all credits at this bank paid back duly,business,3627,100 <= ... < 500 DM,... >= 7 years,4,male,co-applicant,2,real estate,19,none,own,1,skilled employee / official,1,none,yes,1,single
... < 0 DM,64,existing credits paid back duly till now,car (new),9735,... < 100 DM,... >= 7 years,2,male,guarantor,2,real estate,19,none,rent,2,skilled employee / official,1,"yes, registered under customer's name",yes,2,divorced/separated
no checking account,5,existing credits paid back duly till now,radio/television,250,unknown / no savings account,1 <= ... < 4 years,4,male,none,2,building society savings agreement / life insurance,39,none,own,1,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,1,single
... < 0 DM,19,all credits at this bank paid back duly,others,2627,... >= 1000 DM,... < 1 year,3,female,guarantor,3,building society savings agreement / life insurance,31,none,own,1,management / self-employed / highly qualified employee / officer,2,none,yes,2,single
0 <= ... < 200 DM,30,existing credits paid back duly till now,furniture/equipment,3518,... < 100 DM,1 <= ... < 4 years,4,female,none,1,building society savings agreement / life insurance,19,none,for free,1,unskilled - resident,1,none,yes,1,single
no checking account,28,existing credits paid back duly till now,radio/television,3225,100 <= ... < 500 DM,4 <= ... < 7 years,3,female,guarantor,1,building society savings agreement / life insurance,19,bank,own,2,unskilled - resident,1,none,yes,1,divorced/separated
no checking account,30,critical account / other credits existing (not at this bank),radio/television,3770,unknown / no savings account,... < 1 year,2,male,none,2,real estate,75,none,own,1,unskilled - resident,1,"yes, registered under customer's name",yes,2,divorced/separated
... < 0 DM,22,existing credits paid back duly till now,business,11603,... >= 1000 DM,1 <= ... < 4 years,3,male,none,2,unknown / no property,68,none,rent,2,skilled employee / official,2,"yes, registered under customer's name",yes,1,single
0 <= ... < 200 DM,17,existing credits paid back duly till now,radio/television,250,... < 100 DM,1 <= ... < 4 years,4,female,none,2,real estate,19,none,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,2,divorced/separated
no checking account,4,no credits taken / all credits paid back duly,car (new),7685,... < 100 DM,1 <= ... < 4 years,4,female,none,4,real estate,19,bank,own,1,skilled employee / official,1,none,yes,1,single
no checking account,4,critical account / other credits existing (not at this bank),car (new),6860,unknown / no savings account,... < 1 year,2,female,none,2,"car or other, not in savings account",20,none,rent,1,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,1,divorced/separated
... < 0 DM,4,no credits taken / all credits paid back duly,car (new),250,... < 100 DM,unemployed,4,female,none,2,building society savings agreement / life insurance,34,none,own,1,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,1,divorced/separated
0 <= ... < 200 DM,19,critical account / other credits existing (not at this bank),education,250,unknown / no savings account,4 <= ... < 7 years,4,male,none,4,building society savings agreement / life insurance,28,none,own,1,unskilled - resident,1,none,yes,2,divorced/separated
no checking account,53,delay in paying off in the past,radio/television,250,... < 100 DM,1 <= ... < 4 years,1,male,co-applicant,4,"car or other, not in savings account",55,none,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,2,divorced/separated
... < 0 DM,53,all credits at this bank paid back duly,radio/television,250,... >= 1000 DM,4 <= ... < 7 years,3,male,none,3,real estate,19,none,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,2,divorced/separated
no checking account,33,existing credits paid back duly till now,repairs,250,... < 100 DM,... < 1 year,4,female,none,2,building society savings agreement / life insurance,19,none,own,1,management / self-employed / highly qualified employee / officer,1,none,yes,1,married/widowed
no checking account,52,critical account / other credits existing (not at this bank),car (new),250,... < 100 DM,1 <= ... < 4 years,1,female,none,4,building society savings agreement / life insurance,64,none,own,2,skilled employee / official,1,none,yes,1,single
0 <= ... < 200 DM,4,existing credits paid back duly till now,furniture/equipment,250,... < 100 DM,... >= 7 years,2,male,co-applicant,3,"car or other, not in savings account",19,stores,own,1,management / self-employed / highly qualified employee / officer,2,"yes, registered under customer's name",yes,2,single
... < 0 DM,30,delay in paying off in the past,furniture/equipment,3766,... < 100 DM,4 <= ... < 7 years,4,male,none,4,unknown / no property,19,bank,own,2,skilled employee / official,1,none,yes,1,single
no checking account,25,no credits taken / all credits paid back duly,business,250,... < 100 DM,... >= 7 years,3,female,none,3,unknown / no property,49,none,own,2,skilled employee / official,1,none,yes,2,divorced/separated
no checking account,20,existing credits paid back duly till now,radio/television,250,... < 100 DM,unemployed,2,male,none,2,building society savings agreement / life insurance,28,none,own,4,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,2,divorced/separated
no checking account,4,no credits taken / all credits paid back duly,car (new),3600,... < 100 DM,... < 1 year,3,male,none,3,building society savings agreement / life insurance,19,bank,own,2,unskilled - resident,1,none,yes,1,divorced/separated
no checking account,4,existing credits paid back duly till now,furniture/equipment,6154,... < 100 DM,... < 1 year,4,female,none,3,building society savings agreement / life insurance,62,none,own,1,skilled employee / official,1,none,yes,1,divorced/separated
... >= 200 DM / salary assignments for at least 1 year,22,existing credits paid back duly till now,business,13625,unknown / no savings account,... < 1 year,2,female,none,3,building society savings agreement / life insurance,19,none,for free,2,unskilled - resident,1,none,yes,1,divorced/separated
0 <= ... < 200 DM,16,existing credits paid back duly till now,radio/television,250,... < 100 DM,... < 1 year,2,male,co-applicant,2,"car or other, not in savings account",19,none,own,1,unskilled - resident,1,none,yes,1,single
... < 0 DM,4,critical account / other credits existing (not at this bank),radio/television,633,100 <= ... < 500 DM,1 <= ... < 4 years,3,female,guarantor,2,unknown / no property,49,bank,for free,1,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,1,divorced/separated
no checking account,4,existing credits paid back duly till now,radio/television,3760,100 <= ... < 500 DM,unemployed,4,male,none,2,building society savings agreement / life insurance,31,none,own,1,skilled employee / official,1,none,yes,1,single
... < 0 DM,4,existing credits paid back duly till now,car (new),250,100 <= ... < 500 DM,unemployed,1,male,none,2,building society savings agreement / life insurance,72,none,own,1,skilled employee / official,1,none,yes,2,married/widowed
no checking account,29,critical account / other credits existing (not at this bank),business,2855,unknown / no savings account,4 <= ... < 7 years,4,male,none,3,real estate,19,none,own,1,unskilled - resident,1,none,yes,1,divorced/separated
... < 0 DM,4,all credits at this bank paid back duly,repairs,6859,unknown / no savings account,4 <= ... < 7 years,3,male,none,2,unknown / no property,67,none,own,2,unskilled - resident,2,"yes, registered under customer's name",yes,2,single
no checking account,4,existing credits paid back duly till now,radio/television,250,... < 100 DM,... < 1 year,4,male,none,2,building society savings agreement / life insurance,38,none,own,1,management / self-employed / highly qualified employee / officer,1,none,yes,1,divorced/separated
no checking account,19,existing credits paid back duly till now,radio/television,4823,unknown / no savings account,... < 1 year,4,male,none,4,building society savings agreement / life insurance,39,none,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,married/widowed
... < 0 DM,19,delay in paying off in the past,others,643,unknown / no savings account,1 <= ... < 4 years,2,male,none,4,real estate,39,none,own,1,skilled employee / official,2,none,yes,1,single
... < 0 DM,44,no credits taken / all credits paid back duly,radio/television,250,... < 100 DM,1 <= ... < 4 years,2,female,guarantor,3,"car or other, not in savings account",68,none,own,2,unskilled - resident,1,none,yes,2,married/widowed
no checking account,30,no credits taken / all credits paid back duly,repairs,250,... < 100 DM,1 <= ... < 4 years,3,male,none,1,real estate,27,stores,own,2,skilled employee / official,2,"yes, registered under customer's name",yes,1,divorced/separated
... < 0 DM,33,existing credits paid back duly till now,radio/television,879,... < 100 DM,4 <= ... < 7 years,4,female,none,4,building society savings agreement / life insurance,25,bank,own,1,skilled employee / official,1,none,yes,1,divorced/separated
no checking account,30,existing credits paid back duly till now,car (used),250,... < 100 DM,1 <= ... < 4 years,4,male,none,4,real estate,19,none,own,2,skilled employee / official,1,"yes, registered under customer's name",yes,1,divorced/separated
no checking account,4,existing credits paid back duly till now,car (new),2336,... < 100 DM,unemployed,4,male,none,4,building society savings agreement / life insurance,19,none,own,1,skilled employee / official,1,none,yes,1,single
0 <= ... < 200 DM,61,critical account / other credits existing (not at this bank),radio/television,1529,... < 100 DM,4 <= ... < 7 years,3,male,none,1,unknown / no property,66,bank,own,2,management / self-employed / highly qualified employee / officer,1,none,yes,1,single
no checking account,30,existing credits paid back duly till now,radio/television,250,unknown / no savings account,4 <= ... < 7 years,4,male,none,4,"car or other, not in savings account",38,none,own,1,skilled employee / official,1,none,yes,1,single
... < 0 DM,8,existing credits paid back duly till now,furniture/equipment,1987,... < 100 DM,1 <= ... < 4 years,4,male,none,4,"car or other, not in savings account",19,none,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
... < 0 DM,29,existing credits paid back duly till now,furniture/equipment,250,100 <= ... < 500 DM,1 <= ... < 4 years,3,male,guarantor,2,real estate,33,bank,own,1,unskilled - resident,1,"yes, registered under customer's name",yes,1,single
0 <= ... < 200 DM,4,existing credits paid back duly till now,radio/television,13551,unknown / no savings account,1 <= ... < 4 years,2,female,none,1,"car or other, not in savings account",75,none,own,2,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
... >= 200 DM / salary assignments for at least 1 year,4,existing credits paid back duly till now,radio/television,250,... < 100 DM,1 <= ... < 4 years,2,male,guarantor,2,real estate,38,none,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,divorced/separated
... >= 200 DM / salary assignments for at least 1 year,29,existing credits paid back duly till now,radio/television,3774,... < 100 DM,1 <= ... < 4 years,4,male,none,2,real estate,75,none,for free,1,skilled employee / official,1,"yes, registered under customer's name",yes,2,divorced/separated
no checking account,9,existing credits paid back duly till now,furniture/equipment,250,... < 100 DM,4 <= ... < 7 years,3,male,none,2,"car or other, not in savings account",46,none,rent,2,skilled employee / official,1,none,yes,2,divorced/separated
no checking account,30,existing credits paid back duly till now,car (new),571,500 <= ... < 1000 DM,1 <= ... < 4 years,4,male,guarantor,3,"car or other, not in savings account",50,none,for free,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
... < 0 DM,19,existing credits paid back duly till now,car (new),1614,... < 100 DM,... < 1 year,2,male,none,2,real estate,20,none,rent,1,skilled employee / official,2,none,yes,1,single
0 <= ... < 200 DM,43,all credits at this bank paid back duly,car (new),5153,500 <= ... < 1000 DM,... < 1 year,4,male,none,4,building society savings agreement / life insurance,19,none,own,1,unskilled - resident,1,"yes, registered under customer's name",yes,1,single
no checking account,30,existing credits paid back duly till now,education,250,unknown / no savings account,1 <= ... < 4 years,4,male,none,1,real estate,44,none,for free,1,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,2,married/widowed
... < 0 DM,30,no credits taken / all credits paid back duly,radio/television,250,... < 100 DM,... < 1 year,4,male,none,2,unknown / no property,19,none,for free,1,unskilled - resident,1,"yes, registered under customer's name",yes,1,single
0 <= ... < 200 DM,19,existing credits paid back duly till now,car (new),321,100 <= ... < 500 DM,1 <= ... < 4 years,2,male,none,2,unknown / no property,37,none,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,married/widowed
... < 0 DM,30,existing credits paid back duly till now,car (new),2458,... < 100 DM,1 <= ... < 4 years,4,male,none,2,"car or other, not in savings account",75,none,own,1,unskilled - resident,1,none,yes,1,single
... >= 200 DM / salary assignments for at least 1 year,4,all credits at this bank paid back duly,radio/television,1227,... < 100 DM,... >= 7 years,4,male,none,4,unknown / no property,51,none,own,1,skilled employee / official,2,none,yes,1,single
no checking account,28,all credits at this bank paid back duly,car (new),11168,... < 100 DM,... < 1 year,3,female,none,4,building society savings agreement / life insurance,69,none,own,1,skilled employee / official,1,none,yes,1,single
... < 0 DM,30,existing credits paid back duly till now,radio/television,3391,... >= 1000 DM,1 <= ... < 4 years,4,male,none,3,"car or other, not in savings account",19,none,own,2,unskilled - resident,1,none,yes,1,divorced/separated
no checking account,29,existing credits paid back duly till now,furniture/equipment,250,500 <= ... < 1000 DM,unemployed,4,female,none,3,building society savings agreement / life insurance,50,none,own,1,skilled employee / official,2,"yes, registered under customer's name",yes,1,divorced/separated
... < 0 DM,4,existing credits paid back duly till now,business,250,500 <= ... < 1000 DM,unemployed,2,male,none,2,real estate,37,none,own,1,skilled employee / official,1,none,yes,1,divorced/separated
... < 0 DM,4,critical account / other credits existing (not at this bank),radio/television,250,100 <= ... < 500 DM,... >= 7 years,3,female,none,2,"car or other, not in savings account",19,none,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,2,divorced/separated
no checking account,29,delay in paying off in the past,car (new),250,... < 100 DM,1 <= ... < 4 years,2,male,co-applicant,2,real estate,50,none,own,4,skilled employee / official,2,none,yes,1,single
... < 0 DM,21,critical account / other credits existing (not at this bank),car (used),250,unknown / no savings account,unemployed,3,female,co-applicant,2,building society savings agreement / life insurance,19,none,own,1,management / self-employed / highly qualified employee / officer,1,none,yes,1,divorced/separated
no checking account,29,existing credits paid back duly till now,furniture/equipment,3663,... < 100 DM,1 <= ... < 4 years,3,female,co-applicant,2,real estate,37,none,own,1,skilled employee / official,1,none,yes,1,single
no checking account,4,critical account / other credits existing (not at this bank),education,250,... < 100 DM,... < 1 year,4,male,none,4,real estate,37,bank,own,1,skilled employee / official,1,none,yes,1,divorced/separated
no checking account,33,existing credits paid back duly till now,car (used),12682,... < 100 DM,... < 1 year,4,male,none,2,building society savings agreement / life insurance,24,none,rent,1,skilled employee / official,1,none,yes,1,single
0 <= ... < 200 DM,4,all credits at this bank paid back duly,furniture/equipment,3725,... < 100 DM,... < 1 year,4,male,none,4,"car or other, not in savings account",38,none,own,1,unskilled - resident,1,none,yes,1,single
0 <= ... < 200 DM,4,critical account / other credits existing (not at this bank),radio/television,250,... < 100 DM,4 <= ... < 7 years,1,male,none,4,real estate,19,stores,own,4,skilled employee / official,1,none,yes,1,divorced/separated
no checking account,29,existing credits paid back duly till now,radio/television,557,100 <= ... < 500 DM,4 <= ... < 7 years,2,female,none,3,"car or other, not in savings account",70,none,own,2,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,1,single
0 <= ... < 200 DM,19,existing credits paid back duly till now,car (new),15945,... < 100 DM,1 <= ... < 4 years,2,female,none,2,real estate,19,bank,for free,1,management / self-employed / highly qualified employee / officer,2,none,yes,1,single
