checking_account_status,duration_months,credit_history,purpose,credit_amount,savings_account,employment_duration,installment_rate,sex,other_debtors,residence_duration,property,age,other_installment_plans,housing,existing_credits,job,num_dependents,telephone,foreign_worker,target,relationship status
0 <= ... < 200 DM,8,existing credits paid back duly till now,education,1161,100 <= ... < 500 DM,4 <= ... < 7 years,3,female,none,1,building society savings agreement / life insurance,46,none,own,2,skilled employee / official,1,none,yes,1,single
... < 0 DM,7,existing credits paid back duly till now,car (new),250,100 <= ... < 500 DM,... >= 7 years,2,male,none,2,unknown / no property,39,none,rent,2,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,1,single
no checking account,21,existing credits paid back duly till now,radio/television,11042,... < 100 DM,1 <= ... < 4 years,4,female,co-applicant,4,building society savings agreement / life insurance,27,none,own,1,unskilled - resident,1,"yes, registered under customer's name",yes,1,divorced/separated
0 <= ... < 200 DM,10,all credits at this bank paid back duly,furniture/equipment,5010,... < 100 DM,1 <= ... < 4 years,2,male,none,2,real estate,44,none,own,2,skilled employee / official,1,"yes, registered under customer's name",yes,1,married/widowed
0 <= ... < 200 DM,21,existing credits paid back duly till now,radio/television,1401,unknown / no savings account,4 <= ... < 7 years,2,male,none,3,unknown / no property,20,none,for free,2,unskilled - resident,1,none,yes,1,single
... < 0 DM,4,existing credits paid back duly till now,radio/television,250,... < 100 DM,4 <= ... < 7 years,2,female,none,3,"car or other, not in savings account",31,none,own,2,skilled employee / official,1,none,yes,2,divorced/separated
no checking account,4,all credits at this bank paid back duly,education,250,... < 100 DM,... >= 7 years,1,female,none,3,real estate,27,none,own,1,skilled employee / official,1,none,yes,1,single
... < 0 DM,11,existing credits paid back duly till now,car (used),1464,... < 100 DM,1 <= ... < 4 years,3,male,none,3,"car or other, not in savings account",46,none,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,divorced/separated
... >= 200 DM / salary assignments for at least 1 year,6,all credits at this bank paid back duly,car (used),250,... < 100 DM,... >= 7 years,2,female,none,4,unknown / no property,19,none,rent,1,unskilled - resident,2,"yes, registered under customer's name",yes,1,single
... < 0 DM,5,all credits at this bank paid back duly,radio/television,1291,... < 100 DM,... >= 7 years,2,male,none,4,"car or other, not in savings account",47,bank,own,1,skilled employee / official,1,none,yes,2,married/widowed
0 <= ... < 200 DM,36,all credits at this bank paid back duly,radio/television,827,100 <= ... < 500 DM,... < 1 year,4,male,none,3,unknown / no property,25,stores,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
no checking account,22,existing credits paid back duly till now,furniture/equipment,5108,... < 100 DM,... < 1 year,1,male,none,2,real estate,60,none,own,1,skilled employee / official,1,none,yes,1,single
... < 0 DM,14,critical account / other credits existing (not at this bank),car (used),15939,100 <= ... < 500 DM,... >= 7 years,3,male,none,4,"car or other, not in savings account",34,none,own,1,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,1,single
no checking account,13,existing credits paid back duly till now,furniture/equipment,929,... < 100 DM,1 <= ... < 4 years,1,male,none,4,unknown / no property,67,none,own,2,skilled employee / official,1,"yes, registered under customer's name",yes,1,divorced/separated
... < 0 DM,11,critical account / other credits existing (not at this bank),car (new),250,... < 100 DM,... < 1 year,3,male,none,2,real estate,25,none,own,2,management / self-employed / highly qualified employee / officer,2,"yes, registered under customer's name",yes,1,married/widowed
no checking account,13,existing credits paid back duly till now,radio/television,975,... < 100 DM,... >= 7 years,2,male,none,2,building society savings agreement / life insurance,27,none,rent,1,skilled employee / official,1,"yes, registered under customer's name",yes,2,divorced/separated
... < 0 DM,23,existing credits paid back duly till now,car (new),4361,... < 100 DM,4 <= ... < 7 years,4,male,none,4,real estate,44,bank,own,2,unemployed / unskilled - non-resident,1,"yes, registered under customer's name",yes,1,single
no checking account,10,existing credits paid back duly till now,radio/television,12433,unknown / no savings account,... >= 7 years,2,male,none,2,building society savings agreement / life insurance,19,none,own,2,unskilled - resident,1,none,yes,2,single
no checking account,20,delay in paying off in the past,car (new),250,... < 100 DM,unemployed,2,male,none,3,real estate,35,none,rent,2,skilled employee / official,1,none,yes,1,single
... >= 200 DM / salary assignments for at least 1 year,11,existing credits paid back duly till now,radio/television,250,500 <= ... < 1000 DM,1 <= ... < 4 years,1,female,none,2,"car or other, not in savings account",25,bank,own,1,skilled employee / official,1,none,no,2,single
no checking account,12,delay in paying off in the past,business,2201,... < 100 DM,... < 1 year,2,male,none,4,"car or other, not in savings account",29,none,for free,1,skilled employee / official,1,none,yes,1,single
no checking account,29,existing credits paid back duly till now,furniture/equipment,426,unknown / no savings account,... >= 7 years,2,female,none,4,real estate,21,none,rent,1,unskilled - resident,1,none,yes,1,divorced/separated
0 <= ... < 200 DM,12,critical account / other credits existing (not at this bank),business,3741,100 <= ... < 500 DM,... < 1 year,2,male,none,2,building society savings agreement / life insurance,44,none,rent,2,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
... < 0 DM,20,all credits at this bank paid back duly,car (used),2578,... >= 1000 DM,... >= 7 years,2,male,guarantor,3,real estate,40,stores,for free,1,skilled employee / official,2,"yes, registered under customer's name",yes,2,married/widowed
no checking account,8,existing credits paid back duly till now,car (new),5208,unknown / no savings account,4 <= ... < 7 years,4,male,none,4,building society savings agreement / life insurance,25,bank,rent,1,skilled employee / official,2,none,yes,1,single
... < 0 DM,31,existing credits paid back duly till now,education,8792,500 <= ... < 1000 DM,... < 1 year,2,male,none,2,"car or other, not in savings account",52,stores,own,2,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,1,single
no checking account,23,critical account / other credits existing (not at this bank),furniture/equipment,290,... < 100 DM,4 <= ... < 7 years,2,male,none,4,"car or other, not in savings account",32,none,own,2,skilled employee / official,1,"yes, registered under customer's name",yes,2,divorced/separated
... >= 200 DM / salary assignments for at least 1 year,23,all credits at this bank paid back duly,car (used),5563,unknown / no savings account,1 <= ... < 4 years,3,male,none,4,"car or other, not in savings account",35,none,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,divorced/separated
0 <= ... < 200 DM,26,existing credits paid back duly till now,radio/television,2991,unknown / no savings account,... >= 7 years,1,male,none,4,real estate,28,none,own,2,management / self-employed / highly qualified employee / officer,1,none,yes,1,single
... < 0 DM,20,existing credits paid back duly till now,car (new),3831,... < 100 DM,... >= 7 years,2,male,none,2,"car or other, not in savings account",22,none,own,1,unskilled - resident,1,none,yes,2,single
... < 0 DM,9,existing credits paid back duly till now,car (new),620,100 <= ... < 500 DM,1 <= ... < 4 years,1,male,none,3,real estate,22,none,rent,2,skilled employee / official,1,"yes, registered under customer's name",no,1,single
0 <= ... < 200 DM,35,existing credits paid back duly till now,car (new),884,unknown / no savings account,1 <= ... < 4 years,4,female,none,4,real estate,34,none,for free,2,unskilled - resident,1,none,yes,2,single
no checking account,16,delay in paying off in the past,radio/television,3540,... < 100 DM,... >= 7 years,2,male,none,4,"car or other, not in savings account",33,none,own,1,skilled employee / official,1,none,yes,1,single
0 <= ... < 200 DM,22,existing credits paid back duly till now,car (new),1874,100 <= ... < 500 DM,unemployed,3,male,none,4,"car or other, not in savings account",53,none,own,2,skilled employee / official,1,"yes, registered under customer's name",yes,1,married/widowed
no checking account,15,critical account / other credits existing (not at this bank),education,250,... >= 1000 DM,1 <= ... < 4 years,1,male,none,3,real estate,30,bank,own,1,skilled employee / official,1,none,yes,1,single
... < 0 DM,18,existing credits paid back duly till now,furniture/equipment,1284,unknown / no savings account,... >= 7 years,1,male,none,4,"car or other, not in savings account",25,none,own,1,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,1,single
no checking account,4,no credits taken / all credits paid back duly,car (new),10327,... < 100 DM,unemployed,3,male,none,4,building society savings agreement / life insurance,30,none,own,2,skilled employee / official,1,none,yes,1,married/widowed
no checking account,23,existing credits paid back duly till now,radio/television,3127,500 <= ... < 1000 DM,... >= 7 years,4,male,none,1,"car or other, not in savings account",44,none,own,1,skilled employee / official,1,none,yes,1,married/widowed
... >= 200 DM / salary assignments for at least 1 year,20,all credits at this bank paid back duly,education,2266,... < 100 DM,1 <= ... < 4 years,2,female,none,4,"car or other, not in savings account",21,none,for free,1,unemployed / unskilled - non-resident,1,"yes, registered under customer's name",yes,1,single
... >= 200 DM / salary assignments for at least 1 year,15,existing credits paid back duly till now,car (new),1323,unknown / no savings account,... >= 7 years,1,male,none,3,building society savings agreement / life insurance,35,none,own,1,unskilled - resident,1,"yes, registered under customer's name",yes,1,married/widowed
... < 0 DM,19,existing credits paid back duly till now,car (new),1319,unknown / no savings account,1 <= ... < 4 years,3,female,guarantor,1,real estate,25,none,own,1,skilled employee / official,1,none,yes,2,married/widowed
... < 0 DM,11,all credits at this bank paid back duly,radio/television,250,unknown / no savings account,... >= 7 years,4,male,guarantor,3,building society savings agreement / life insurance,53,none,rent,2,skilled employee / official,1,"yes, registered under customer's name",yes,2,single
... < 0 DM,18,existing credits paid back duly till now,radio/television,555,unknown / no savings account,unemployed,4,female,guarantor,3,"car or other, not in savings account",39,none,own,2,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
no checking account,27,existing credits paid back duly till now,furniture/equipment,2308,... < 100 DM,... < 1 year,3,male,none,1,"car or other, not in savings account",44,none,own,1,skilled employee / official,1,none,yes,1,single
... < 0 DM,15,no credits taken / all credits paid back duly,car (used),8982,500 <= ... < 1000 DM,4 <= ... < 7 years,4,male,none,4,"car or other, not in savings account",37,none,own,1,skilled employee / official,1,none,yes,1,single
no checking account,12,existing credits paid back duly till now,business,390,500 <= ... < 1000 DM,1 <= ... < 4 years,2,male,guarantor,3,real estate,43,none,own,1,skilled employee / official,1,none,yes,1,single
... < 0 DM,72,critical account / other credits existing (not at this bank),car (new),4826,100 <= ... < 500 DM,... >= 7 years,4,male,none,3,building society savings agreement / life insurance,45,stores,own,2,skilled employee / official,1,"yes, registered under customer's name",yes,2,single
... >= 200 DM / salary assignments for at least 1 year,8,no credits taken / all credits paid back duly,furniture/equipment,4986,... < 100 DM,4 <= ... < 7 years,4,male,none,4,"car or other, not in savings account",29,none,for free,1,skilled employee / official,2,none,yes,1,single
0 <= ... < 200 DM,25,existing credits paid back duly till now,radio/television,15945,... < 100 DM,4 <= ... < 7 years,1,female,none,4,"car or other, not in savings account",35,none,own,1,management / self-employed / highly qualified employee / officer,1,none,yes,2,single
0 <= ... < 200 DM,20,existing credits paid back duly till now,business,2001,unknown / no savings account,... >= 7 years,1,male,none,4,real estate,24,bank,own,2,skilled employee / official,2,none,yes,2,single
... >= 200 DM / salary assignments for at least 1 year,8,existing credits paid back duly till now,car (used),9237,... < 100 DM,unemployed,2,female,guarantor,3,"car or other, not in savings account",60,none,own,2,skilled employee / official,1,none,yes,1,single
... < 0 DM,13,existing credits paid back duly till now,radio/television,2609,... < 100 DM,4 <= ... < 7 years,1,male,none,3,"car or other, not in savings account",28,bank,own,2,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,1,divorced/separated
no checking account,4,critical account / other credits existing (not at this bank),car (new),3728,... < 100 DM,4 <= ... < 7 years,2,female,none,4,"car or other, not in savings account",35,none,own,1,skilled employee / official,1,"yes, registered under customer's name",no,1,divorced/separated
... < 0 DM,28,critical account / other credits existing (not at this bank),furniture/equipment,940,unknown / no savings account,... < 1 year,3,male,none,4,"car or other, not in savings account",26,stores,own,1,unskilled - resident,1,none,yes,2,single
... >= 200 DM / salary assignments for at least 1 year,17,all credits at this bank paid back duly,car (new),4100,100 <= ... < 500 DM,1 <= ... < 4 years,4,male,none,3,unknown / no property,19,bank,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
0 <= ... < 200 DM,16,critical account / other credits existing (not at this bank),furniture/equipment,7928,... >= 1000 DM,unemployed,2,male,none,3,building society savings agreement / life insurance,19,none,own,2,unskilled - resident,1,"yes, registered under customer's name",yes,1,single
no checking account,15,critical account / other credits existing (not at this bank),radio/television,250,100 <= ... < 500 DM,... >= 7 years,4,male,none,3,real estate,52,none,for free,1,skilled employee / official,1,none,yes,1,single
... < 0 DM,21,existing credits paid back duly till now,car (new),6948,... < 100 DM,... >= 7 years,2,male,none,2,real estate,25,bank,rent,1,skilled employee / official,1,none,no,1,divorced/separated
... < 0 DM,5,existing credits paid back duly till now,furniture/equipment,15945,... < 100 DM,1 <= ... < 4 years,4,female,none,2,"car or other, not in savings account",19,none,own,2,management / self-employed / highly qualified employee / officer,1,none,yes,1,divorced/separated
... < 0 DM,19,critical account / other credits existing (not at this bank),furniture/equipment,914,100 <= ... < 500 DM,... < 1 year,3,male,none,3,building society savings agreement / life insurance,42,none,own,1,skilled employee / official,1,none,yes,2,single
0 <= ... < 200 DM,25,existing credits paid back duly till now,radio/television,528,... >= 1000 DM,... < 1 year,4,male,none,1,real estate,24,none,own,1,unskilled - resident,1,"yes, registered under customer's name",yes,1,single
no checking account,23,existing credits paid back duly till now,radio/television,1751,100 <= ... < 500 DM,... >= 7 years,3,male,none,1,building society savings agreement / life insurance,55,bank,own,1,management / self-employed / highly qualified employee / officer,1,none,yes,1,divorced/separated
no checking account,18,existing credits paid back duly till now,radio/television,1668,unknown / no savings account,unemployed,1,male,none,1,real estate,57,none,own,2,unskilled - resident,1,"yes, registered under customer's name",yes,2,divorced/separated
... < 0 DM,4,existing credits paid back duly till now,car (used),1576,... < 100 DM,... >= 7 years,2,male,none,2,unknown / no property,29,none,own,2,skilled employee / official,1,none,yes,1,single
no checking account,6,existing credits paid back duly till now,radio/television,1186,... < 100 DM,1 <= ... < 4 years,1,male,none,2,real estate,30,none,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,divorced/separated
no checking account,21,critical account / other credits existing (not at this bank),car (new),6259,... >= 1000 DM,1 <= ... < 4 years,1,female,none,3,unknown / no property,32,bank,rent,1,skilled employee / official,1,none,yes,1,divorced/separated
... < 0 DM,18,all credits at this bank paid back duly,car (new),8996,... >= 1000 DM,... >= 7 years,4,female,none,4,real estate,20,none,own,1,unemployed / unskilled - non-resident,1,"yes, registered under customer's name",yes,1,divorced/separated
no checking account,15,no credits taken / all credits paid back duly,car (new),885,... < 100 DM,1 <= ... < 4 years,4,male,none,2,building society savings agreement / life insurance,31,none,own,2,management / self-employed / highly qualified employee / officer,2,"yes, registered under customer's name",yes,1,divorced/separated
no checking account,10,delay in paying off in the past,radio/television,6586,... < 100 DM,1 <= ... < 4 years,4,female,none,4,building society savings agreement / life insurance,30,stores,own,1,skilled employee / official,2,none,yes,1,divorced/separated
no checking account,31,existing credits paid back duly till now,business,1150,... < 100 DM,1 <= ... < 4 years,2,male,none,3,"car or other, not in savings account",31,none,own,1,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,2,single
no checking account,14,delay in paying off in the past,radio/television,902,100 <= ... < 500 DM,... < 1 year,4,male,none,3,"car or other, not in savings account",31,none,own,2,skilled employee / official,1,none,yes,1,divorced/separated
no checking account,15,existing credits paid back duly till now,business,721,... < 100 DM,... < 1 year,2,male,none,3,unknown / no property,38,none,own,1,unskilled - resident,1,none,yes,1,married/widowed
0 <= ... < 200 DM,32,critical account / other credits existing (not at this bank),furniture/equipment,3047,... >= 1000 DM,... >= 7 years,4,male,none,4,building society savings agreement / life insurance,24,none,own,1,unskilled - resident,1,"yes, registered under customer's name",yes,2,single
... < 0 DM,19,existing credits paid back duly till now,furniture/equipment,1457,... < 100 DM,... >= 7 years,3,male,none,3,"car or other, not in savings account",35,none,own,2,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
0 <= ... < 200 DM,13,delay in paying off in the past,car (new),1065,100 <= ... < 500 DM,... >= 7 years,2,male,none,1,real estate,63,bank,own,2,skilled employee / official,1,none,yes,1,single
... < 0 DM,4,no credits taken / all credits paid back duly,business,1559,unknown / no savings account,... >= 7 years,3,male,none,3,building society savings agreement / life insurance,20,none,own,2,skilled employee / official,1,none,yes,1,divorced/separated
0 <= ... < 200 DM,26,delay in paying off in the past,business,1986,... < 100 DM,... >= 7 years,2,female,none,4,building society savings agreement / life insurance,22,none,own,1,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,1,divorced/separated
no checking account,4,existing credits paid back duly till now,business,250,... < 100 DM,1 <= ... < 4 years,2,male,none,1,unknown / no property,46,bank,own,2,skilled employee / official,2,none,yes,2,single
no checking account,11,existing credits paid back duly till now,furniture/equipment,1658,... < 100 DM,4 <= ... < 7 years,1,female,none,3,building society savings agreement / life insurance,31,none,own,1,unskilled - resident,1,none,yes,1,single
no checking account,5,existing credits paid back duly till now,business,8224,... < 100 DM,... < 1 year,4,male,none,3,unknown / no property,70,bank,for free,1,skilled employee / official,1,none,yes,1,single
0 <= ... < 200 DM,24,existing credits paid back duly till now,car (new),250,100 <= ... < 500 DM,... < 1 year,3,male,co-applicant,1,"car or other, not in savings account",28,bank,own,2,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
no checking account,22,critical account / other credits existing (not at this bank),car (new),2597,100 <= ... < 500 DM,... >= 7 years,4,female,none,4,building society savings agreement / life insurance,46,bank,own,1,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,1,single
... < 0 DM,4,critical account / other credits existing (not at this bank),repairs,5016,100 <= ... < 500 DM,1 <= ... < 4 years,1,male,none,2,building society savings agreement / life insurance,49,none,own,2,management / self-employed / highly qualified employee / officer,1,none,yes,1,single
... < 0 DM,46,existing credits paid back duly till now,car (new),2524,... < 100 DM,4 <= ... < 7 years,1,male,none,1,real estate,28,none,own,1,skilled employee / official,1,none,yes,2,single
... < 0 DM,24,existing credits paid back duly till now,business,276,... < 100 DM,4 <= ... < 7 years,1,male,none,3,"car or other, not in savings account",64,none,own,1,skilled employee / official,1,none,yes,1,single
... < 0 DM,21,all credits at this bank paid back duly,furniture/equipment,1650,100 <= ... < 500 DM,1 <= ... < 4 years,4,male,none,3,real estate,43,none,own,2,unskilled - resident,1,none,yes,1,single
0 <= ... < 200 DM,31,existing credits paid back duly till now,car (new),250,100 <= ... < 500 DM,... >= 7 years,1,male,none,4,"car or other, not in savings account",23,none,own,1,unskilled - resident,1,none,yes,1,single
no checking account,21,existing credits paid back duly till now,radio/television,2844,100 <= ... < 500 DM,4 <= ... < 7 years,4,male,none,3,building society savings agreement / life insurance,35,none,own,2,skilled employee / official,1,"yes, registered under customer's name",yes,1,married/widowed
... < 0 DM,47,delay in paying off in the past,car (used),5487,unknown / no savings account,1 <= ... < 4 years,2,female,none,4,unknown / no property,60,none,own,1,skilled employee / official,2,none,yes,1,divorced/separated
... < 0 DM,22,existing credits paid back duly till now,radio/television,888,... < 100 DM,... >= 7 years,4,male,none,3,"car or other, not in savings account",52,none,own,2,unemployed / unskilled - non-resident,1,none,yes,1,divorced/separated
... < 0 DM,38,critical account / other credits existing (not at this bank),radio/television,7487,... < 100 DM,1 <= ... < 4 years,1,male,none,1,building society savings agreement / life insurance,25,stores,own,2,unskilled - resident,1,none,yes,1,single
... < 0 DM,4,critical account / other credits existing (not at this bank),repairs,2928,... < 100 DM,... < 1 year,2,male,none,4,"car or other, not in savings account",32,none,rent,1,unemployed / unskilled - non-resident,1,none,yes,1,married/widowed
... < 0 DM,17,existing credits paid back duly till now,car (new),6631,unknown / no savings account,1 <= ... < 4 years,4,male,none,4,"car or other, not in savings account",60,none,own,1,management / self-employed / highly qualified employee / officer,1,none,yes,1,single
0 <= ... < 200 DM,36,all credits at this bank paid back duly,car (used),845,... < 100 DM,unemployed,4,male,none,3,building society savings agreement / life insurance,29,none,for free,1,unskilled - resident,1,"yes, registered under customer's name",yes,1,single
... < 0 DM,29,existing credits paid back duly till now,furniture/equipment,4606,... < 100 DM,4 <= ... < 7 years,1,male,none,2,unknown / no property,23,bank,own,1,management / self-employed / highly qualified employee / officer,1,none,yes,1,divorced/separated
no checking account,19,existing credits paid back duly till now,radio/television,1875,unknown / no savings account,... >= 7 years,4,male,none,3,"car or other, not in savings account",32,none,own,2,skilled employee / official,1,none,yes,1,single
... < 0 DM,14,existing credits paid back duly till now,furniture/equipment,4311,... < 100 DM,... >= 7 years,4,male,none,1,"car or other, not in savings account",41,none,own,3,skilled employee / official,1,none,yes,1,divorced/separated
... < 0 DM,26,existing credits paid back duly till now,business,1017,... < 100 DM,... < 1 year,4,male,none,1,unknown / no property,34,none,own,2,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
0 <= ... < 200 DM,21,existing credits paid back duly till now,furniture/equipment,969,unknown / no savings account,1 <= ... < 4 years,4,female,none,4,unknown / no property,62,none,own,2,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
... >= 200 DM / salary assignments for at least 1 year,10,existing credits paid back duly till now,repairs,2364,... < 100 DM,1 <= ... < 4 years,3,male,none,2,"car or other, not in savings account",27,none,own,1,skilled employee / official,1,none,yes,1,single
... < 0 DM,7,existing credits paid back duly till now,business,2249,... < 100 DM,4 <= ... < 7 years,1,male,none,2,"car or other, not in savings account",31,none,for free,1,skilled employee / official,1,none,yes,1,single
0 <= ... < 200 DM,19,existing credits paid back duly till now,car (new),1052,unknown / no savings account,... < 1 year,2,male,none,2,"car or other, not in savings account",39,bank,own,2,unskilled - resident,1,none,yes,2,divorced/separated
no checking account,21,existing credits paid back duly till now,car (new),1750,500 <= ... < 1000 DM,1 <= ... < 4 years,4,male,none,3,"car or other, not in savings account",33,none,for free,1,skilled employee / official,1,none,yes,1,single
no checking account,14,existing credits paid back duly till now,car (new),2488,... < 100 DM,... < 1 year,1,male,none,4,"car or other, not in savings account",37,none,own,2,skilled employee / official,1,none,yes,1,single
no checking account,44,all credits at this bank paid back duly,radio/television,1439,500 <= ... < 1000 DM,... < 1 year,4,male,none,3,building society savings agreement / life insurance,29,none,own,1,skilled employee / official,1,none,yes,2,divorced/separated
no checking account,57,existing credits paid back duly till now,car (used),2703,100 <= ... < 500 DM,1 <= ... < 4 years,3,male,none,4,"car or other, not in savings account",38,none,own,2,skilled employee / official,1,"yes, registered under customer's name",yes,2,married/widowed
no checking account,24,critical account / other credits existing (not at this bank),furniture/equipment,2753,... < 100 DM,... >= 7 years,4,male,none,2,unknown / no property,29,none,own,2,skilled employee / official,1,none,yes,1,divorced/separated
no checking account,50,existing credits paid back duly till now,car (new),2166,... < 100 DM,1 <= ... < 4 years,1,female,none,2,building society savings agreement / life insurance,20,none,own,2,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
0 <= ... < 200 DM,23,existing credits paid back duly till now,car (new),1832,... < 100 DM,1 <= ... < 4 years,4,male,co-applicant,3,"car or other, not in savings account",30,none,for free,1,unemployed / unskilled - non-resident,1,"yes, registered under customer's name",yes,1,single
no checking account,5,existing credits paid back duly till now,repairs,5283,500 <= ... < 1000 DM,... >= 7 years,2,female,none,3,unknown / no property,28,none,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
no checking account,8,critical account / other credits existing (not at this bank),car (new),1287,... < 100 DM,... < 1 year,3,male,none,3,unknown / no property,24,none,own,2,skilled employee / official,2,none,yes,1,single
0 <= ... < 200 DM,4,existing credits paid back duly till now,business,1176,500 <= ... < 1000 DM,1 <= ... < 4 years,4,male,none,3,"car or other, not in savings account",48,none,own,1,skilled employee / official,1,none,yes,1,single
... < 0 DM,22,existing credits paid back duly till now,radio/television,4812,... < 100 DM,unemployed,4,female,none,4,real estate,28,none,own,1,skilled employee / official,1,none,yes,1,divorced/separated
... < 0 DM,24,existing credits paid back duly till now,education,795,... < 100 DM,1 <= ... < 4 years,2,male,none,4,"car or other, not in savings account",60,none,own,2,skilled employee / official,1,none,yes,1,married/widowed
... < 0 DM,32,existing credits paid back duly till now,car (new),5162,... < 100 DM,... >= 7 years,3,male,none,4,"car or other, not in savings account",34,none,rent,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,married/widowed
0 <= ... < 200 DM,4,delay in paying off in the past,car (new),625,... < 100 DM,... >= 7 years,2,male,co-applicant,2,"car or other, not in savings account",32,bank,own,1,skilled employee / official,2,"yes, registered under customer's name",yes,2,single
... < 0 DM,9,existing credits paid back duly till now,car (new),350,unknown / no savings account,... >= 7 years,3,female,none,3,building society savings agreement / life insurance,46,bank,own,1,skilled employee / official,1,none,yes,2,single
... < 0 DM,10,critical account / other credits existing (not at this bank),furniture/equipment,3055,unknown / no savings account,4 <= ... < 7 years,3,female,co-applicant,4,unknown / no property,34,none,own,2,skilled employee / official,1,none,yes,1,single
no checking account,11,critical account / other credits existing (not at this bank),business,2024,... >= 1000 DM,... < 1 year,4,male,none,4,real estate,40,bank,own,1,management / self-employed / highly qualified employee / officer,2,"yes, registered under customer's name",yes,1,single
... < 0 DM,9,existing credits paid back duly till now,radio/television,250,... < 100 DM,... < 1 year,2,male,none,2,real estate,31,none,rent,2,skilled employee / official,1,none,yes,1,single
no checking account,8,existing credits paid back duly till now,furniture/equipment,5380,... < 100 DM,... < 1 year,4,male,none,4,"car or other, not in savings account",21,none,own,1,unskilled - resident,2,"yes, registered under customer's name",yes,1,single
no checking account,22,critical account / other credits existing (not at this bank),radio/television,894,... < 100 DM,4 <= ... < 7 years,3,male,none,3,unknown / no property,27,stores,own,2,skilled employee / official,1,none,yes,2,divorced/separated
no checking account,4,existing credits paid back duly till now,radio/television,250,100 <= ... < 500 DM,1 <= ... < 4 years,2,male,none,1,"car or other, not in savings account",37,none,own,2,management / self-employed / highly qualified employee / officer,1,none,yes,1,single
