checking_account_status,duration_months,credit_history,purpose,credit_amount,savings_account,employment_duration,installment_rate,sex,other_debtors,residence_duration,property,age,other_installment_plans,housing,existing_credits,job,num_dependents,telephone,foreign_worker,target,relationship status
no checking account,18,existing credits paid back duly till now,furniture/equipment,2152,... >= 1000 DM,1 <= ... < 4 years,2,male,none,4,building society savings agreement / life insurance,33,bank,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
0 <= ... < 200 DM,72,existing credits paid back duly till now,car (new),250,... < 100 DM,... < 1 year,4,female,none,3,"car or other, not in savings account",44,none,rent,1,skilled employee / official,1,none,yes,1,divorced/separated
0 <= ... < 200 DM,52,existing credits paid back duly till now,furniture/equipment,625,... < 100 DM,... >= 7 years,2,male,none,2,"car or other, not in savings account",27,none,rent,1,skilled employee / official,1,none,yes,2,single
0 <= ... < 200 DM,26,delay in paying off in the past,radio/television,1402,... < 100 DM,1 <= ... < 4 years,2,female,none,1,real estate,74,none,own,2,skilled employee / official,1,none,yes,1,single
no checking account,28,critical account / other credits existing (not at this bank),repairs,2701,500 <= ... < 1000 DM,... < 1 year,2,female,none,1,building society savings agreement / life insurance,40,none,own,1,unskilled - resident,1,"yes, registered under customer's name",yes,1,divorced/separated
0 <= ... < 200 DM,11,all credits at this bank paid back duly,radio/television,1942,100 <= ... < 500 DM,1 <= ... < 4 years,4,male,none,3,building society savings agreement / life insurance,59,none,own,1,unskilled - resident,1,none,yes,1,single
0 <= ... < 200 DM,12,delay in paying off in the past,radio/television,13545,... < 100 DM,1 <= ... < 4 years,1,male,none,3,"car or other, not in savings account",54,bank,own,1,skilled employee / official,2,none,yes,2,single
no checking account,48,existing credits paid back duly till now,radio/television,3804,500 <= ... < 1000 DM,... >= 7 years,4,male,none,1,"car or other, not in savings account",34,none,for free,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
0 <= ... < 200 DM,26,critical account / other credits existing (not at this bank),car (used),250,... < 100 DM,... >= 7 years,4,male,none,3,"car or other, not in savings account",28,none,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,2,single
... < 0 DM,12,critical account / other credits existing (not at this bank),car (new),250,... < 100 DM,... >= 7 years,4,male,guarantor,2,"car or other, not in savings account",47,bank,for free,1,unskilled - resident,1,none,yes,1,divorced/separated
... < 0 DM,8,existing credits paid back duly till now,car (new),250,... < 100 DM,... >= 7 years,2,male,none,3,unknown / no property,51,none,own,1,unskilled - resident,1,none,yes,1,divorced/separated
0 <= ... < 200 DM,65,critical account / other credits existing (not at this bank),radio/television,14103,... < 100 DM,... < 1 year,1,male,none,3,building society savings agreement / life insurance,33,bank,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,2,single
no checking account,4,all credits at this bank paid back duly,radio/television,362,unknown / no savings account,... >= 7 years,3,female,none,4,building society savings agreement / life insurance,33,none,own,2,management / self-employed / highly qualified employee / officer,1,none,yes,1,single
0 <= ... < 200 DM,21,critical account / other credits existing (not at this bank),car (new),2783,... < 100 DM,1 <= ... < 4 years,2,male,none,2,"car or other, not in savings account",38,none,own,2,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
0 <= ... < 200 DM,25,critical account / other credits existing (not at this bank),radio/television,250,... < 100 DM,... < 1 year,4,male,none,4,unknown / no property,31,none,for free,1,management / self-employed / highly qualified employee / officer,1,none,yes,1,single
... < 0 DM,20,existing credits paid back duly till now,car (new),509,... < 100 DM,... >= 7 years,2,male,guarantor,2,building society savings agreement / life insurance,50,none,own,1,unskilled - resident,1,"yes, registered under customer's name",yes,1,single
... < 0 DM,66,existing credits paid back duly till now,radio/television,744,unknown / no savings account,... < 1 year,2,female,guarantor,4,"car or other, not in savings account",34,none,rent,1,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,1,single
0 <= ... < 200 DM,5,critical account / other credits existing (not at this bank),business,1079,... < 100 DM,... < 1 year,2,female,none,4,real estate,48,none,for free,1,skilled employee / official,1,none,yes,1,married/widowed
... >= 200 DM / salary assignments for at least 1 year,26,critical account / other credits existing (not at this bank),car (new),264,... < 100 DM,4 <= ... < 7 years,1,female,none,1,real estate,31,none,own,1,unskilled - resident,1,none,yes,1,divorced/separated
0 <= ... < 200 DM,27,delay in paying off in the past,car (used),324,... < 100 DM,4 <= ... < 7 years,1,male,none,3,real estate,25,none,for free,1,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,1,divorced/separated
0 <= ... < 200 DM,29,existing credits paid back duly till now,furniture/equipment,250,... < 100 DM,1 <= ... < 4 years,1,male,none,3,"car or other, not in savings account",33,none,own,1,skilled employee / official,1,none,yes,1,single
0 <= ... < 200 DM,71,existing credits paid back duly till now,radio/television,990,... < 100 DM,... >= 7 years,3,male,none,3,real estate,56,none,own,1,skilled employee / official,1,none,yes,1,single
0 <= ... < 200 DM,60,delay in paying off in the past,radio/television,1525,... < 100 DM,4 <= ... < 7 years,1,male,none,4,unknown / no property,54,none,own,1,skilled employee / official,1,"yes, registered under customer's name",no,1,single
0 <= ... < 200 DM,34,existing credits paid back duly till now,repairs,1448,... < 100 DM,... >= 7 years,2,female,none,3,"car or other, not in savings account",42,none,rent,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
0 <= ... < 200 DM,59,all credits at this bank paid back duly,car (new),1648,500 <= ... < 1000 DM,4 <= ... < 7 years,4,male,none,2,real estate,42,none,own,1,skilled employee / official,2,"yes, registered under customer's name",yes,1,married/widowed
0 <= ... < 200 DM,21,existing credits paid back duly till now,car (new),502,... < 100 DM,1 <= ... < 4 years,1,female,none,3,unknown / no property,59,none,for free,1,skilled employee / official,1,none,no,1,divorced/separated
no checking account,52,existing credits paid back duly till now,furniture/equipment,1523,... < 100 DM,4 <= ... < 7 years,2,male,none,2,building society savings agreement / life insurance,36,none,for free,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,divorced/separated
0 <= ... < 200 DM,12,critical account / other credits existing (not at this bank),furniture/equipment,250,unknown / no savings account,1 <= ... < 4 years,1,male,none,1,"car or other, not in savings account",49,none,own,1,skilled employee / official,1,none,yes,2,single
no checking account,19,existing credits paid back duly till now,radio/television,2712,... < 100 DM,... >= 7 years,4,female,none,2,building society savings agreement / life insurance,35,none,rent,1,unemployed / unskilled - non-resident,1,none,yes,2,single
0 <= ... < 200 DM,6,critical account / other credits existing (not at this bank),radio/television,754,unknown / no savings account,1 <= ... < 4 years,4,female,none,2,real estate,41,none,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
... < 0 DM,22,existing credits paid back duly till now,car (used),1846,... < 100 DM,... < 1 year,1,female,none,4,"car or other, not in savings account",39,none,own,1,unskilled - resident,2,none,yes,1,single
0 <= ... < 200 DM,60,critical account / other credits existing (not at this bank),car (new),1566,100 <= ... < 500 DM,4 <= ... < 7 years,4,male,guarantor,3,real estate,75,none,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
... < 0 DM,26,existing credits paid back duly till now,car (used),4686,... < 100 DM,... >= 7 years,2,male,none,1,real estate,63,none,own,1,management / self-employed / highly qualified employee / officer,1,none,yes,1,single
no checking account,30,critical account / other credits existing (not at this bank),car (used),3144,unknown / no savings account,unemployed,3,male,none,3,building society savings agreement / life insurance,22,none,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,2,divorced/separated
... < 0 DM,72,critical account / other credits existing (not at this bank),radio/television,250,... < 100 DM,... >= 7 years,1,male,none,2,unknown / no property,35,none,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,2,single
... < 0 DM,9,critical account / other credits existing (not at this bank),car (new),250,... < 100 DM,1 <= ... < 4 years,3,female,guarantor,4,real estate,65,none,own,1,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,2,single
0 <= ... < 200 DM,25,existing credits paid back duly till now,car (new),438,100 <= ... < 500 DM,... < 1 year,3,female,none,3,building society savings agreement / life insurance,31,none,own,2,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,1,single
no checking account,28,existing credits paid back duly till now,retraining,6452,... < 100 DM,4 <= ... < 7 years,2,male,none,3,"car or other, not in savings account",32,none,rent,2,management / self-employed / highly qualified employee / officer,2,none,yes,1,single
... < 0 DM,17,delay in paying off in the past,car (used),250,unknown / no savings account,1 <= ... < 4 years,3,male,none,4,building society savings agreement / life insurance,35,none,own,1,unskilled - resident,2,none,yes,2,married/widowed
no checking account,23,existing credits paid back duly till now,radio/television,1150,... < 100 DM,... >= 7 years,2,female,none,2,building society savings agreement / life insurance,75,none,for free,2,skilled employee / official,1,none,yes,2,divorced/separated
... < 0 DM,41,critical account / other credits existing (not at this bank),domestic appliances,455,... < 100 DM,... >= 7 years,4,female,none,3,"car or other, not in savings account",27,none,own,1,unskilled - resident,1,none,yes,1,single
... >= 200 DM / salary assignments for at least 1 year,23,existing credits paid back duly till now,car (new),1517,... < 100 DM,4 <= ... < 7 years,4,female,none,3,"car or other, not in savings account",19,bank,rent,1,unskilled - resident,1,none,yes,1,single
no checking account,30,all credits at this bank paid back duly,car (new),1150,... < 100 DM,... >= 7 years,2,male,none,2,unknown / no property,37,none,own,1,skilled employee / official,1,"yes, registered under customer's name",no,1,single
no checking account,13,existing credits paid back duly till now,radio/television,250,unknown / no savings account,4 <= ... < 7 years,3,male,none,4,real estate,44,none,rent,3,skilled employee / official,1,none,yes,1,divorced/separated
0 <= ... < 200 DM,40,existing credits paid back duly till now,radio/television,1907,... < 100 DM,... >= 7 years,1,male,none,4,real estate,22,none,own,1,management / self-employed / highly qualified employee / officer,1,none,yes,2,single
no checking account,4,existing credits paid back duly till now,radio/television,250,... < 100 DM,unemployed,2,male,none,1,building society savings agreement / life insurance,28,none,rent,2,unskilled - resident,1,none,yes,1,single
... < 0 DM,12,delay in paying off in the past,radio/television,602,... < 100 DM,... >= 7 years,2,female,none,3,unknown / no property,42,none,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,divorced/separated
... < 0 DM,27,existing credits paid back duly till now,furniture/equipment,2599,... < 100 DM,... >= 7 years,4,female,none,1,unknown / no property,29,none,for free,1,skilled employee / official,1,none,yes,1,divorced/separated
no checking account,22,existing credits paid back duly till now,furniture/equipment,948,... < 100 DM,unemployed,3,male,none,3,"car or other, not in savings account",28,none,own,2,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,1,married/widowed
no checking account,18,critical account / other credits existing (not at this bank),business,1348,... < 100 DM,4 <= ... < 7 years,1,female,none,4,real estate,19,none,own,2,skilled employee / official,1,none,yes,2,divorced/separated
... < 0 DM,72,existing credits paid back duly till now,education,250,... < 100 DM,1 <= ... < 4 years,3,male,none,1,building society savings agreement / life insurance,27,none,for free,1,skilled employee / official,2,none,yes,1,single
0 <= ... < 200 DM,28,critical account / other credits existing (not at this bank),furniture/equipment,250,500 <= ... < 1000 DM,... >= 7 years,4,female,none,2,real estate,50,none,own,2,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,1,divorced/separated
0 <= ... < 200 DM,39,delay in paying off in the past,car (new),731,... < 100 DM,4 <= ... < 7 years,1,male,none,3,building society savings agreement / life insurance,36,none,own,1,skilled employee / official,1,none,yes,2,married/widowed
... < 0 DM,20,critical account / other credits existing (not at this bank),car (new),250,... < 100 DM,1 <= ... < 4 years,2,male,none,4,real estate,38,none,own,1,unskilled - resident,1,none,yes,1,single
... < 0 DM,8,critical account / other credits existing (not at this bank),car (new),250,... < 100 DM,1 <= ... < 4 years,2,male,none,4,unknown / no property,42,bank,own,2,management / self-employed / highly qualified employee / officer,2,none,yes,1,single
0 <= ... < 200 DM,20,existing credits paid back duly till now,car (new),1018,unknown / no savings account,... >= 7 years,4,male,none,1,unknown / no property,45,none,own,1,skilled employee / official,1,none,yes,1,single
... < 0 DM,25,critical account / other credits existing (not at this bank),business,1029,... < 100 DM,... >= 7 years,4,female,none,4,"car or other, not in savings account",23,none,rent,1,management / self-employed / highly qualified employee / officer,1,none,yes,1,single
0 <= ... < 200 DM,28,existing credits paid back duly till now,furniture/equipment,250,unknown / no savings account,4 <= ... < 7 years,4,female,none,3,building society savings agreement / life insurance,38,none,own,2,skilled employee / official,1,none,yes,1,single
no checking account,16,no credits taken / all credits paid back duly,business,1351,500 <= ... < 1000 DM,... < 1 year,4,male,none,3,unknown / no property,22,none,own,1,unskilled - resident,1,"yes, registered under customer's name",yes,1,single
0 <= ... < 200 DM,23,existing credits paid back duly till now,furniture/equipment,704,100 <= ... < 500 DM,unemployed,2,female,none,3,real estate,42,none,own,2,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
0 <= ... < 200 DM,21,no credits taken / all credits paid back duly,car (new),2010,... < 100 DM,... < 1 year,1,female,none,2,building society savings agreement / life insurance,27,none,own,1,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,1,single
0 <= ... < 200 DM,29,critical account / other credits existing (not at this bank),education,694,... < 100 DM,1 <= ... < 4 years,4,male,none,3,"car or other, not in savings account",38,none,own,1,skilled employee / official,1,none,yes,1,single
no checking account,72,critical account / other credits existing (not at this bank),car (new),4295,... < 100 DM,1 <= ... < 4 years,2,male,none,2,"car or other, not in savings account",40,none,for free,2,skilled employee / official,1,none,yes,1,single
no checking account,19,critical account / other credits existing (not at this bank),furniture/equipment,250,unknown / no savings account,... >= 7 years,4,female,none,2,"car or other, not in savings account",36,none,own,2,skilled employee / official,1,none,yes,1,divorced/separated
no checking account,4,existing credits paid back duly till now,car (used),250,... < 100 DM,1 <= ... < 4 years,3,male,co-applicant,3,real estate,27,none,own,1,skilled employee / official,2,"yes, registered under customer's name",yes,1,married/widowed
no checking account,27,critical account / other credits existing (not at this bank),car (new),483,... < 100 DM,1 <= ... < 4 years,4,male,none,4,"car or other, not in savings account",42,none,own,1,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,1,divorced/separated
0 <= ... < 200 DM,25,existing credits paid back duly till now,furniture/equipment,2355,... < 100 DM,... >= 7 years,4,male,none,4,building society savings agreement / life insurance,48,none,own,4,unemployed / unskilled - non-resident,1,"yes, registered under customer's name",yes,1,divorced/separated
no checking account,10,existing credits paid back duly till now,car (new),1588,... < 100 DM,... >= 7 years,3,male,none,1,building society savings agreement / life insurance,41,none,own,1,management / self-employed / highly qualified employee / officer,2,none,yes,1,single
0 <= ... < 200 DM,13,critical account / other credits existing (not at this bank),furniture/equipment,1062,... < 100 DM,... < 1 year,2,male,co-applicant,2,"car or other, not in savings account",42,none,own,2,skilled employee / official,1,none,yes,2,divorced/separated
0 <= ... < 200 DM,72,existing credits paid back duly till now,radio/television,250,100 <= ... < 500 DM,... >= 7 years,4,female,none,1,unknown / no property,37,none,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,2,divorced/separated
0 <= ... < 200 DM,22,no credits taken / all credits paid back duly,education,3765,... < 100 DM,... < 1 year,4,female,none,1,unknown / no property,75,none,for free,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,divorced/separated
no checking account,23,existing credits paid back duly till now,others,250,... >= 1000 DM,... >= 7 years,1,female,none,3,unknown / no property,30,bank,rent,2,unskilled - resident,1,none,yes,2,single
0 <= ... < 200 DM,21,critical account / other credits existing (not at this bank),car (new),1570,100 <= ... < 500 DM,... < 1 year,2,female,none,4,"car or other, not in savings account",41,none,for free,1,skilled employee / official,1,none,yes,1,divorced/separated
no checking account,20,existing credits paid back duly till now,car (used),3748,unknown / no savings account,4 <= ... < 7 years,4,male,co-applicant,2,"car or other, not in savings account",73,none,own,1,skilled employee / official,1,none,yes,1,divorced/separated
no checking account,10,critical account / other credits existing (not at this bank),radio/television,250,... < 100 DM,1 <= ... < 4 years,3,female,none,3,"car or other, not in savings account",37,bank,own,1,unskilled - resident,1,none,yes,2,single
0 <= ... < 200 DM,27,existing credits paid back duly till now,furniture/equipment,654,... < 100 DM,... >= 7 years,3,male,none,4,building society savings agreement / life insurance,45,bank,for free,1,unskilled - resident,1,"yes, registered under customer's name",yes,1,divorced/separated
... < 0 DM,7,critical account / other credits existing (not at this bank),radio/television,1894,... < 100 DM,unemployed,2,male,none,4,real estate,29,none,own,1,skilled employee / official,1,none,yes,1,single
no checking account,53,existing credits paid back duly till now,car (used),675,... < 100 DM,1 <= ... < 4 years,2,male,none,2,unknown / no property,29,none,own,2,unskilled - resident,1,none,yes,1,single
... < 0 DM,29,all credits at this bank paid back duly,radio/television,917,... < 100 DM,4 <= ... < 7 years,1,female,none,4,real estate,32,bank,rent,1,management / self-employed / highly qualified employee / officer,1,none,yes,2,single
0 <= ... < 200 DM,52,delay in paying off in the past,car (new),250,... < 100 DM,... < 1 year,4,male,none,2,"car or other, not in savings account",26,none,for free,2,unskilled - resident,1,none,yes,1,single
... < 0 DM,22,critical account / other credits existing (not at this bank),car (new),810,100 <= ... < 500 DM,... < 1 year,1,male,none,2,building society savings agreement / life insurance,34,stores,for free,1,unskilled - resident,1,"yes, registered under customer's name",yes,1,single
no checking account,4,critical account / other credits existing (not at this bank),furniture/equipment,3327,... < 100 DM,... >= 7 years,3,male,none,2,real estate,29,none,own,1,skilled employee / official,1,none,yes,1,single
0 <= ... < 200 DM,19,existing credits paid back duly till now,car (new),3182,... < 100 DM,... >= 7 years,4,female,none,2,"car or other, not in savings account",37,none,own,2,skilled employee / official,1,none,yes,1,single
0 <= ... < 200 DM,72,no credits taken / all credits paid back duly,car (used),2339,... < 100 DM,1 <= ... < 4 years,1,female,none,2,unknown / no property,23,none,rent,4,unskilled - resident,1,none,yes,1,single
0 <= ... < 200 DM,13,critical account / other credits existing (not at this bank),others,3984,... < 100 DM,unemployed,1,female,guarantor,4,building society savings agreement / life insurance,42,bank,for free,1,unskilled - resident,1,none,yes,1,single
0 <= ... < 200 DM,25,critical account / other credits existing (not at this bank),repairs,1278,... < 100 DM,... < 1 year,4,male,none,2,"car or other, not in savings account",19,none,own,1,unskilled - resident,1,"yes, registered under customer's name",no,1,single
... < 0 DM,12,existing credits paid back duly till now,radio/television,4044,... < 100 DM,4 <= ... < 7 years,4,male,none,2,real estate,29,stores,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
no checking account,20,critical account / other credits existing (not at this bank),car (new),3052,... < 100 DM,4 <= ... < 7 years,4,female,none,1,real estate,30,none,own,2,skilled employee / official,1,none,yes,1,married/widowed
0 <= ... < 200 DM,60,no credits taken / all credits paid back duly,furniture/equipment,916,... < 100 DM,4 <= ... < 7 years,4,male,none,3,"car or other, not in savings account",33,none,own,2,unskilled - resident,2,none,yes,1,married/widowed
... < 0 DM,29,existing credits paid back duly till now,radio/television,745,... < 100 DM,1 <= ... < 4 years,1,female,none,2,"car or other, not in savings account",58,bank,own,1,management / self-employed / highly qualified employee / officer,1,none,yes,1,single
no checking account,40,critical account / other credits existing (not at this bank),furniture/equipment,250,unknown / no savings account,... >= 7 years,1,female,none,1,real estate,75,none,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
... < 0 DM,22,critical account / other credits existing (not at this bank),radio/television,1923,500 <= ... < 1000 DM,unemployed,4,male,none,3,real estate,49,none,own,2,unskilled - resident,1,none,yes,2,single
no checking account,33,existing credits paid back duly till now,car (new),2542,500 <= ... < 1000 DM,4 <= ... < 7 years,4,female,guarantor,3,building society savings agreement / life insurance,30,none,for free,1,skilled employee / official,1,none,yes,2,single
... >= 200 DM / salary assignments for at least 1 year,29,critical account / other credits existing (not at this bank),car (new),1097,... < 100 DM,1 <= ... < 4 years,2,male,none,2,real estate,28,bank,rent,3,unskilled - resident,1,"yes, registered under customer's name",yes,1,divorced/separated
no checking account,4,critical account / other credits existing (not at this bank),radio/television,1006,... >= 1000 DM,... < 1 year,1,male,none,2,real estate,67,none,own,2,skilled employee / official,1,none,yes,1,single
no checking account,13,existing credits paid back duly till now,car (new),250,... < 100 DM,... < 1 year,4,male,none,2,real estate,40,none,own,1,management / self-employed / highly qualified employee / officer,1,none,yes,1,single
0 <= ... < 200 DM,18,delay in paying off in the past,radio/television,874,100 <= ... < 500 DM,... >= 7 years,1,male,none,2,real estate,38,bank,own,1,unskilled - resident,1,"yes, registered under customer's name",yes,1,single
0 <= ... < 200 DM,21,existing credits paid back duly till now,furniture/equipment,2305,... >= 1000 DM,4 <= ... < 7 years,1,male,none,4,real estate,29,none,own,2,skilled employee / official,1,none,yes,1,divorced/separated
no checking account,51,critical account / other credits existing (not at this bank),business,3218,100 <= ... < 500 DM,4 <= ... < 7 years,2,male,none,3,building society savings agreement / life insurance,42,none,own,1,management / self-employed / highly qualified employee / officer,1,none,yes,1,single
... >= 200 DM / salary assignments for at least 1 year,42,critical account / other credits existing (not at this bank),retraining,313,unknown / no savings account,1 <= ... < 4 years,3,male,none,4,unknown / no property,75,none,rent,1,skilled employee / official,1,none,yes,1,single
0 <= ... < 200 DM,5,critical account / other credits existing (not at this bank),furniture/equipment,3381,unknown / no savings account,... < 1 year,4,female,co-applicant,4,"car or other, not in savings account",29,stores,own,1,skilled employee / official,1,"yes, registered under customer's name",no,1,married/widowed
0 <= ... < 200 DM,71,critical account / other credits existing (not at this bank),repairs,1609,100 <= ... < 500 DM,... < 1 year,1,male,none,4,"car or other, not in savings account",66,none,own,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
no checking account,43,critical account / other credits existing (not at this bank),others,2525,... < 100 DM,... < 1 year,2,male,none,4,real estate,19,none,own,2,skilled employee / official,1,none,yes,1,single
0 <= ... < 200 DM,13,critical account / other credits existing (not at this bank),education,1041,... < 100 DM,4 <= ... < 7 years,2,male,none,3,real estate,38,none,rent,2,skilled employee / official,1,"yes, registered under customer's name",yes,1,single
... >= 200 DM / salary assignments for at least 1 year,16,delay in paying off in the past,car (used),551,unknown / no savings account,... >= 7 years,3,male,none,2,building society savings agreement / life insurance,39,none,own,2,unskilled - resident,1,"yes, registered under customer's name",yes,1,divorced/separated
no checking account,20,existing credits paid back duly till now,radio/television,250,100 <= ... < 500 DM,4 <= ... < 7 years,4,female,none,1,real estate,24,bank,own,1,skilled employee / official,1,none,yes,2,divorced/separated
... < 0 DM,50,existing credits paid back duly till now,others,2032,unknown / no savings account,... >= 7 years,4,female,none,4,"car or other, not in savings account",52,none,rent,1,skilled employee / official,1,none,yes,1,single
no checking account,72,critical account / other credits existing (not at this bank),radio/television,391,... < 100 DM,1 <= ... < 4 years,4,male,none,1,building society savings agreement / life insurance,41,none,own,1,management / self-employed / highly qualified employee / officer,1,"yes, registered under customer's name",yes,1,single
no checking account,68,existing credits paid back duly till now,radio/television,2515,... < 100 DM,1 <= ... < 4 years,3,female,co-applicant,4,building society savings agreement / life insurance,37,none,rent,2,skilled employee / official,1,none,yes,1,divorced/separated
0 <= ... < 200 DM,24,existing credits paid back duly till now,car (new),830,100 <= ... < 500 DM,unemployed,4,male,none,4,building society savings agreement / life insurance,26,none,own,1,skilled employee / official,1,none,yes,2,single
... < 0 DM,23,critical account / other credits existing (not at this bank),car (used),576,... < 100 DM,unemployed,2,male,none,3,building society savings agreement / life insurance,28,none,own,4,unskilled - resident,1,"yes, registered under customer's name",yes,1,divorced/separated
0 <= ... < 200 DM,34,existing credits paid back duly till now,car (used),1036,... < 100 DM,1 <= ... < 4 years,2,female,guarantor,3,real estate,74,bank,rent,1,unskilled - resident,1,"yes, registered under customer's name",yes,1,divorced/separated
0 <= ... < 200 DM,31,existing credits paid back duly till now,radio/television,7998,... < 100 DM,... < 1 year,2,male,none,2,real estate,29,bank,own,2,skilled employee / official,1,none,yes,1,single
... < 0 DM,18,critical account / other credits existing (not at this bank),car (new),250,... < 100 DM,1 <= ... < 4 years,1,male,none,3,"car or other, not in savings account",54,bank,own,1,skilled employee / official,1,none,yes,1,single
0 <= ... < 200 DM,11,existing credits paid back duly till now,repairs,250,... < 100 DM,4 <= ... < 7 years,2,male,none,2,"car or other, not in savings account",30,none,own,1,skilled employee / official,2,"yes, registered under customer's name",yes,1,single
... >= 200 DM / salary assignments for at least 1 year,29,critical account / other credits existing (not at this bank),radio/television,1902,... < 100 DM,... >= 7 years,4,male,none,2,unknown / no property,75,none,rent,1,skilled employee / official,1,"yes, registered under customer's name",yes,1,married/widowed
